Short name,,4G_ECGI,MV_RRC Setup Success Rate [CDBH],ERAB Setup Success Rate [CDBH],MV_PS Drop Call Rate % [CDBH],MV_UL User Throughput_Kbps [CDBH],MV_DL User Throughput_Kbps [CDBH],MV_E-UTRAN Average CQI [CDBH],MV_PS handover success rate [LTE Intra System] [CDBH],MV_PS handover success rate [LTE Inter System] [CDBH],MV_CSFB Redirection Success Rate [CDBH],Paging record discarded At eNodeB [CDBH],MV_Average number of used DL PRBs [CDBH],MV_VoLTE ERAB Setup Success Rate [CBBH],MV_VoLTE DCR [CBBH],MV_VoLTE Packet Loss DL [CBBH],MV_VoLTE Packet Loss UL [CBBH],VoLTE SRVCC SR [CBBH],MV_PUSCH SINR [CBBH],MV_VoLTE IntraF HOSR Exec [CBBH],MV_VoLTE InterF HOSR Exec [CBBH],MV_VoLTE SRVCC Per Call Rate [CBBH],UL RSSI,MV_4G Data Volume_GB,MV_VoLTE Traffic,MV_VoLTE SRVCC Per Call Rate_Nom [CBBH],MV_VoLTE SRVCC Per Call Rate_Denom [CBBH],MV_Average number of used UL PRBs [CDBH],TA Sampls > 1.5 Km % [CDBH],VoLTE Packet Loss DL_Nom [CBBH],VoLTE Packet Loss UL_Nom [CBBH],PS handover success rate_NOM [LTE Intra System] [CDBH],PS handover success rate_DENOM [LTE Intra System] [CDBH],PS handover success rate_NOM [LTE Inter System] [CDBH],PS handover success rate_DENOM [LTE Inter System] [CDBH],VoLTE IntraF HOSR Exec_DENOM [CBBH],VoLTE IntraF HOSR Exec_NOM [CBBH],VoLTE InterF HOSR Exec_DENOM [CBBH],VoLTE InterF HOSR Exec_NOM [CBBH]
PB_ZQ_F3_OM_RUR215B_B,26-Feb-23,404-02-912815-22,99.69,99.89,0.53,2405.54,1216.19,7.59,99.4,99.11,100,0,98.23,100,0.46,0.04,0.41,,,98.39,97.8,0,-117.69,106.2699,62.99,0,252,32.56,65.49,,,828,833,1228,1239,186,183,91,89
,27-Feb-23,404-02-912815-22,99.9,99.9,0.51,1929.88,1656.17,7.88,99.34,98.99,100,0,95.03,100,0,0.01,0.17,,,99.21,100,0,-117.85,98.5497,63.05,0,203,36.84,67.36,,,602,606,1773,1791,126,125,73,73
,28-Feb-23,404-02-912815-22,99.71,99.94,0.2,2347.48,3473.91,8.39,99.3,98.93,100,0,84.38,100,1.09,0.05,0.33,,,97.66,98.33,0,-117.92,90.0231,62.87,0,196,25.11,60.32,,,853,859,1483,1499,128,125,60,59
,1-Mar-23,404-02-912815-22,99.92,100,0.11,2086.07,2659.65,7.88,99.6,98.79,100,0,79.15,100,0,0.03,0.18,,,99.54,100,0,-118.04,86.6763,63.81,0,189,25.63,69.53,,,500,502,1139,1153,218,217,64,64
,2-Mar-23,404-02-912815-22,100,99.96,0.29,2656.73,2179.43,8.14,99.43,99.13,100,0,81.93,100,0,0.08,0.47,,,99.57,98.57,0,-117.95,90.9622,68.24,0,233,31.71,71.49,,,526,529,1253,1264,232,231,70,69
PB_ZQ_F3_OM_RUR215C_C,26-Feb-23,404-02-912815-23,99.98,99.9,0.52,3177.44,2429.47,8.62,97.54,99.18,100,0,92.85,100,0,0.17,0.37,,,98.9,100,0,-117.27,112.6436,62.39,0,313,32.15,67.57,,,714,732,970,978,273,270,77,77
,27-Feb-23,404-02-912815-23,99.83,99.97,0.12,2838.45,3767.24,8.66,98.91,98.06,100,0,82.31,100,0.52,0.1,0.41,,,96.23,98.7,0,-117.37,109.016,66.71,0,244,22.83,72.35,,,634,641,1214,1238,106,102,77,76
,28-Feb-23,404-02-912815-23,100,99.96,0.32,2116.3,2689.78,8.42,99.35,95.76,100,0,86.73,100,0.36,0.13,0.63,,,99.54,95.6,0,-117.58,95.2388,70.54,0,281,26.77,72.94,,,458,461,1467,1532,218,217,91,87
,1-Mar-23,404-02-912815-23,99.93,99.97,0.3,2286.49,6502.14,8.85,98.83,96.52,100,0,70.32,100,0,0.09,0.33,,,99.17,98.57,0,-117.68,99.5967,66.59,0,267,28.11,72.4,,,590,597,1745,1808,120,119,70,69
,2-Mar-23,404-02-912815-23,99.97,99.74,0.45,2469.99,4120.79,8.88,98.69,98.5,100,0,74.99,100,1.36,0.05,0.43,,,97.44,94.62,0,-117.65,98.9327,64.82,0,275,28.63,62.97,,,602,610,1448,1470,156,152,93,88
PB_ZQ_F8_HS_AMS340A_A,26-Feb-23,404-02-926299-31,100,100,0,1991.6,9139.17,8.34,77.78,99.44,0,0,17.6,100,4.08,0.42,1.07,,12.06,77.14,100,0,-113.36,6.4813,35.97,0,22,7.03,0,,,7,9,178,179,35,27,1,1
,27-Feb-23,404-02-926299-31,99.67,99.63,0.53,1895.09,13738.56,7.57,100,97.29,100,0,17.66,100,0,0.3,0.85,,12.61,100,,0,-112.76,7.4378,47.94,0,33,6.89,0,,,27,27,215,221,8,8,0,0
,28-Feb-23,404-02-926299-31,98.64,100,0.08,4650.57,7538.83,8.1,88.89,99.01,0,0,14.07,100,0,0.28,0.88,,11.41,100,,0,-112.48,5.6745,61.65,0,26,17.9,0,,,16,18,300,303,14,14,0,0
,1-Mar-23,404-02-926299-31,100,100,0,6005.11,16372.03,8.65,100,100,0,0,19.35,100,0,0.49,1.18,,10.81,100,,0,-112.73,8.3731,63.55,0,41,8.16,0,,,3,3,55,55,11,11,0,0
,2-Mar-23,404-02-926299-31,100,100,0.55,3547.35,11031.88,8.42,97.96,99.56,0,0,11.7,100,1.3,0.8,1.53,,10.41,90,,0,-112.28,4.6733,45.74,0,44,6.16,0.08,,,625,638,224,225,10,9,0,0
PB_ZQ_F8_HS_AMS340B_B,26-Feb-23,404-02-926299-32,100,100,0.5,21432.81,4372.35,8.13,100,98.28,0,0,4.4,100,0,0.04,0.17,,15.74,100,,0,-113.32,1.1314,8.76,0,3,4.23,0,,,4,4,57,58,7,7,0,0
,27-Feb-23,404-02-926299-32,100,100,0,1247.93,10336.51,8.34,100,100,100,0,10.45,100,0,0.63,0.95,,7.77,98.51,,0,-112.5,1.426,13.64,0,20,3.03,0,,,15,15,77,77,67,66,0,0
,28-Feb-23,404-02-926299-32,100,100,0.54,3542.67,18650.57,8.21,100,100,0,0,6.61,100,2.78,0.82,0.72,,10.05,100,,0,-112.11,1.2183,14.17,0,20,5.14,0,,,5,5,72,72,24,24,0,0
,1-Mar-23,404-02-926299-32,100,100,0,3129.4,3950.28,7.56,100,100,0,0,9.9,100,0,0.61,0.25,,13.89,100,,0,-112.35,1.0895,14.88,0,18,5.25,0,,,31,31,80,80,19,19,0,0
,2-Mar-23,404-02-926299-32,100,99.03,0.73,1997.5,5493.12,7.86,100,96.55,100,0,8.79,100,0,0.41,0.74,,11.99,100,,0,-112.28,0.9527,10.82,0,14,3.02,0,,,16,16,112,116,18,18,0,0
PB_ZQ_F8_HS_AMS340C_C,26-Feb-23,404-02-926299-33,100,100,0.45,3439.35,8071.12,7.35,100,99.04,0,0,15.66,100,0,0.52,1.35,,8.65,100,,0,-109.01,5.3858,30.54,0,29,6.37,0.5,,,8,8,103,104,19,19,0,0
,27-Feb-23,404-02-926299-33,100,100,0.37,2755.1,4540.95,7.82,57.14,100,100,0,31.03,100,1.31,0.59,2.23,,7.17,100,100,0,-108.11,7.4269,52.18,0,61,14.62,0,,,4,7,80,80,4,4,1,1
,28-Feb-23,404-02-926299-33,100,99.69,0.17,1804.83,9284.7,7.93,100,100,0,0,21.4,100,0.67,0.68,1.84,,6.6,72.73,,0,-108.01,8.4686,46.76,0,48,9.47,0.32,,,2,2,148,148,11,8,0,0
,1-Mar-23,404-02-926299-33,100,100,0.36,1601.62,9207.59,8.23,100,100,0,0,15.54,97.56,0.5,0.51,1.31,,6.57,78.95,,0,-108.41,8.7087,56.15,0,47,7.59,0,,,1,1,58,58,19,15,0,0
,2-Mar-23,404-02-926299-33,97.14,96.89,4.29,2155.92,7666.06,8.28,100,100,0,0,19.47,100,0.52,0.65,2.08,,6.47,71.43,,0,-108.31,5.9752,38.66,0,50,16.73,2.56,,,3,3,67,67,14,10,0,0
PB_ZQ_F8_OM_DBL201A_A,26-Feb-23,404-02-921201-31,99.84,99.87,0.2,2262.55,1701.24,7.42,98.26,35.75,100,0,78.48,100,0,0.14,0.72,,7.13,95.87,,0,-110.9,25.3291,40.65,0,42,31.2,19.79,,,169,172,582,1628,121,116,0,0
,27-Feb-23,404-02-921201-31,100,99.92,0.16,2141.83,1157.43,7.44,99.57,32.01,0,0,89.33,100,0,0.1,0.72,,9.26,100,,0,-110.52,28.0186,55.85,0,69,31.94,19.43,,,231,232,1102,3443,171,171,0,0
,28-Feb-23,404-02-921201-31,100,99.62,0.85,1734.74,1317.43,7.33,99.03,49.37,0,0,86.97,100,0,0.05,0.27,,9.96,99.47,,0,-109.71,31.7373,51.41,0,43,30.19,20.07,,,306,309,1218,2467,187,186,0,0
,1-Mar-23,404-02-921201-31,100,99.77,0.13,2746,1142.63,7.15,100,42.44,0,0,90.05,100,0,0.05,0.38,,9.76,98.8,,0,-110.52,35.3942,45.07,0,63,32.81,25.17,,,226,226,1035,2439,166,164,0,0
,2-Mar-23,404-02-921201-31,100,99.96,0.3,1693.05,1473.48,7.25,97.24,38.35,0,0,91.9,100,0,0.09,0.41,,9.93,100,,0,-109.44,31.0563,48.57,0,68,33.88,33.77,,,317,326,969,2527,150,150,0,0
PB_ZQ_F8_OM_DBL201B_B,26-Feb-23,404-02-921201-32,99.88,99.87,0.18,2426.78,3164.27,8.57,97.97,58.16,100,0,76.42,100,0,0.16,0.7,,8.98,96.49,,0,-111.44,55.1829,60.15,0,148,26.85,67.61,,,386,394,1714,2947,171,165,0,0
,27-Feb-23,404-02-921201-32,99.91,99.79,0.63,2489.73,634.28,7.62,94.62,54.24,100,0,97.57,98.78,0.7,0.23,1.74,,9.49,90.91,,0,-110.98,44.3162,60.52,0,102,40.11,68.63,,,369,390,1311,2417,88,80,0,0
,28-Feb-23,404-02-921201-32,99.77,99.82,0.69,2307.62,779.45,7.89,94.65,51.11,100,0,97.46,100,0,0.15,0.53,,8.72,99.26,,0,-110.05,53.4611,78.84,0,146,40.59,64.47,,,354,374,1422,2782,270,268,0,0
,1-Mar-23,404-02-921201-32,99.82,99.8,0.9,2043.73,771.74,8.06,95.06,48.89,100,0,96.95,99.29,0,0.26,1.07,,9.68,97.57,,0,-111.27,52.4901,62.98,0,173,39.35,63.04,,,366,385,1283,2624,206,201,0,0
,2-Mar-23,404-02-921201-32,99.89,99.94,0.46,2704.47,1161.89,7.95,97.26,34.26,100,0,94.06,100,0,0.17,1.23,,9.52,94.62,100,0,-109.54,54.9377,62.1,0,124,42.85,64.67,,,355,365,922,2691,93,88,1,1
PB_ZQ_F8_OM_DBL201C_C,26-Feb-23,404-02-921201-33,100,99.9,0.35,1532.16,2957.98,7.82,98.63,33.84,100,0,56.34,100,0,0.11,0.91,,5.77,94.68,,0,-111.43,14.3313,23.94,0,30,14.26,79.07,,,72,73,157,464,94,89,0,0
,27-Feb-23,404-02-921201-33,99.62,99.67,0.2,1718.14,1926.97,6.63,94.49,19.36,0,0,58.85,100,0,0.27,3.25,,6.64,98.03,,0,-110.18,14.6564,23.51,0,41,17.35,88.03,,,120,127,181,935,152,149,0,0
,28-Feb-23,404-02-921201-33,100,99.91,1.26,1566.56,2303.62,6.7,98.21,16.9,0,0,54.2,100,0,0.06,1.71,,7.34,100,,0,-110.73,12.2029,17.38,0,20,17.13,87.17,,,110,112,160,947,74,74,0,0
,1-Mar-23,404-02-921201-33,100,100,0.41,1722.21,3625.61,6.75,97.01,35.12,100,0,41.97,100,0,0.14,1.18,,5.81,97.98,,0,-111.12,14.5876,25.51,0,35,11.89,87.97,,,130,134,301,857,99,97,0,0
,2-Mar-23,404-02-921201-33,100,99.73,0.2,1213.67,2296.57,6.44,96.14,37,0,0,54.43,100,0,0.04,0.71,,8.5,98.98,,0,-110.38,15.1828,23.02,0,40,19.46,82.12,,,224,233,259,700,98,97,0,0
PB_ZQ_F8_OM_DKN104A_A,26-Feb-23,404-02-405804-31,98.48,99.19,3.33,2567.38,3084.2,5.83,95.83,95.5,0,0,26.73,100,5.13,0.18,0.51,,9.09,90.91,,0,-118.43,8.4055,7.97,0,21,22.1,63.99,,,92,96,191,200,22,20,0,0
,27-Feb-23,404-02-405804-31,100,100,0.75,3424.08,3479.69,5.36,100,100,100,0,22.34,100,0,0.01,0.22,,6.91,100,,0,-118.48,3.9582,13.76,0,11,8.42,64.04,,,22,22,77,77,5,5,0,0
,28-Feb-23,404-02-405804-31,99.65,98.99,1.84,3182.93,5180.63,6.34,98.21,97.6,100,0,21.45,100,0,0.25,0.15,,8.8,95.65,,0,-118.51,5.2111,14.58,0,14,4.71,69.26,,,55,56,122,125,23,22,0,0
,1-Mar-23,404-02-405804-31,99.69,97.83,2.89,1971.29,5389.8,6.27,97.73,95.97,0,0,32.37,100,3.23,0.21,0.13,,5.69,100,,0,-118.4,6.5697,13.98,0,18,6.5,76.22,,,43,44,119,124,28,28,0,0
,2-Mar-23,404-02-405804-31,99.72,98.19,3.29,1779.89,2370.6,5.04,88.24,100,0,0,40.24,100,2.33,0.51,0.4,,6.66,100,,0,-118.48,6.3835,13.89,0,33,10.15,64.75,,,15,17,67,67,16,16,0,0
PB_ZQ_F8_OM_DKN104B_B,26-Feb-23,404-02-405804-32,100,100,0.37,2250.11,9531.59,8.27,100,100,100,0,17.91,100,0,0.02,0.15,,12.3,98.46,,0,-118.2,5.0107,20.83,0,5,8.86,31.72,,,177,177,269,269,65,64,0,0
,27-Feb-23,404-02-405804-32,100,100,0,2937.96,7947.71,8.02,100,100,0,0,18.93,100,0,0,0.4,,11.34,100,,0,-118.08,4.8144,23.66,0,13,6.3,42.24,,,64,64,254,254,11,11,0,0
,28-Feb-23,404-02-405804-32,99.68,100,0.24,2078.21,8645.21,7.85,100,100,0,0,18.45,100,0,0.02,0.19,,10.82,100,,0,-118.07,6.51,23.16,0,16,9.77,49.63,,,83,83,249,249,69,69,0,0
,1-Mar-23,404-02-405804-32,99.77,100,0.06,2250.96,6814.47,8.43,100,100,0,0,28.28,100,0,0.12,0.14,,3.67,100,,0,-118.03,9.1746,26.55,0,18,13.67,41.78,,,72,72,352,352,82,82,0,0
,2-Mar-23,404-02-405804-32,99.02,100,0.83,2007.26,5535.11,8,99.46,100,100,0,26.57,100,1.67,0.2,0.52,,10.41,100,,0,-118.08,7.3856,34.7,0,23,10.2,68.87,,,183,184,209,209,51,51,0,0
PB_ZQ_F8_OM_DKN104C_C,26-Feb-23,404-02-405804-33,99.57,99.41,1.72,2058.99,2860.21,5.35,98.08,96.98,100,0,35.94,100,3.57,0.14,0.72,,7.09,96.77,100,0,-117.67,5.4072,13.53,0,19,8.71,89.97,,,153,156,193,199,31,30,1,1
,27-Feb-23,404-02-405804-33,99.5,98.99,3.15,2028.13,2720.25,5.45,89.02,97.98,0,0,21.03,100,0,0.2,0.42,,8.02,100,,0,-117.74,3.7896,10.66,0,15,7.54,83.37,,,73,82,97,99,67,67,0,0
,28-Feb-23,404-02-405804-33,99.43,100,2.14,1560.35,10614.86,5.86,97.52,95.28,0,0,16.6,100,3.57,0.68,0.77,,9.95,100,,0,-117.78,4.4511,7.36,0,19,4.29,85.77,,,157,161,121,127,90,90,0,0
,1-Mar-23,404-02-405804-33,98.19,99.59,2.6,1632.71,3680.5,5.67,99.02,97.14,100,0,35.48,100,0,0.17,0.67,,4.91,100,,0,-117.82,4.4839,9.67,0,17,8.7,84.22,,,101,102,102,105,9,9,0,0
,2-Mar-23,404-02-405804-33,100,100,1.82,1676.42,3206.74,5.94,93.85,97.67,100,0,27.79,100,0,0.14,0.31,,8.47,100,,0,-117.91,5.0846,13.75,0,13,7.69,81.68,,,122,130,168,172,36,36,0,0
PB_ZQ_F8_OM_LUD329A_A,26-Feb-23,404-02-913329-31,100,100,0.41,3148.78,16417.42,9.25,100,99.28,100,0,15.68,100,0,0.28,0.27,,,100,,0,-107.4,14.1259,77.54,0,34,8.09,1.9,,,84,84,276,278,54,54,0,0
,27-Feb-23,404-02-913329-31,99.74,99.71,0.12,2257,7863.92,8.62,99.71,99.47,100,0,39.87,100,0,5.06,1.6,,,100,100,0,-104.67,24.0265,167.69,0,230,30.74,3.17,,,343,344,2440,2453,206,206,1,1
,28-Feb-23,404-02-913329-31,99.47,99.54,0.19,1994.88,4317.25,8.17,99.56,99.91,100,0,53.92,100,0,7.52,1.54,,,98.79,,0,-103.91,22.7956,154.84,0,223,36.59,4.2,,,457,459,2255,2257,247,244,0,0
,1-Mar-23,404-02-913329-31,99.79,99.62,0.32,2283.85,3242.16,8.62,99.53,99.06,100,0,51.41,100,0,5.38,1.44,,,99.56,100,0,-104.37,23.7596,161.55,0,235,33.96,1.59,,,427,429,2517,2541,225,224,2,2
,2-Mar-23,404-02-913329-31,99.5,99.82,0.2,1937.2,7314.42,8.55,100,99.78,100,0,39.93,98.83,0,3.67,1.29,,,99.29,100,0,-104.3,26.1212,175.76,0,194,27.01,1.48,,,390,390,2219,2224,283,281,1,1
PB_ZQ_F8_OM_LUD329B_B,26-Feb-23,404-02-913329-32,100,100,0.11,2590.45,13906.06,9.17,99.1,99.7,0,0,25.83,100,0,0.63,0.66,,,100,,0,-107.35,14.6707,61.48,0,42,10.29,0,,,220,222,337,338,154,154,0,0
,27-Feb-23,404-02-913329-32,100,100,0,2891.38,4275.56,8.22,99.18,98.96,0,0,51.03,100,0,1.93,0.21,,,98.7,,0,-106.46,15.6236,78.86,0,102,15.29,0,,,241,243,476,481,230,227,0,0
,28-Feb-23,404-02-913329-32,99.74,99.85,0.06,3901.61,8995.18,8.95,99.83,99.6,0,0,29.65,100,0,0.83,0.42,,,100,,0,-105.91,14.1993,91.83,0,66,13.45,1.47,,,576,577,496,498,205,205,0,0
,1-Mar-23,404-02-913329-32,100,98.77,0.53,2967.93,9324.82,9.05,100,98.9,0,0,30.44,100,0,0.62,0.26,,,100,,0,-106.51,16.8919,92.42,0,116,12.97,0,,,244,244,540,546,216,216,0,0
,2-Mar-23,404-02-913329-32,99.74,99.3,0.18,3185.15,5152.02,8.47,99.75,99.39,100,0,42.49,100,0.31,0.48,0.78,,,100,100,0,-106.1,18.6005,105.92,0,128,18.58,0.47,,,787,789,1301,1309,291,291,1,1
PB_ZQ_F8_OM_LUD329C_C,26-Feb-23,404-02-913329-33,99.67,100,0.15,2398.84,10668.94,9.21,100,99.09,0,0,17.4,100,0,1.12,0.25,,,100,,0,-101.38,10.9527,72.66,0,63,13.32,0,,,263,263,325,328,160,160,0,0
,27-Feb-23,404-02-913329-33,100,99.44,0.26,2476.23,6833.66,8.85,99.79,99.56,0,0,39,100,0,1.07,0.32,,,100,100,0,-99.94,18.3173,137.2,0,95,18.08,0,,,472,473,901,905,200,200,1,1
,28-Feb-23,404-02-913329-33,100,99.29,0.3,2266.49,9217.76,8.63,100,98.75,100,0,30.16,100,0.44,0.5,0.3,,,99.57,,0,-100.2,17.0591,125.11,0,106,17.26,0,,,439,439,787,797,232,231,0,0
,1-Mar-23,404-02-913329-33,100,100,0.22,5073.45,10712.39,9.18,99.78,99.7,100,0,23.19,100,0.19,0.7,0.37,,,100,100,0,-100.77,15.9707,133.15,0,140,17.66,0,,,444,445,659,661,256,256,1,1
,2-Mar-23,404-02-913329-33,100,100,0.27,2260.72,8924.62,9.2,99.77,99.53,100,0,37.71,100,0.19,0.75,0.38,,,100,,0,-101.12,17.2176,119.67,0,152,14.65,0,,,428,429,631,634,208,208,0,0
PB_ZQ_F8_OM_LUD890A_A,26-Feb-23,404-02-916490-31,100,100,0.14,2816.66,7688.62,8.9,99.59,97.76,0,0,57.13,100,0,0.03,0.19,,,100,100,0,-112.4,36.9369,59.16,0,69,17.74,0.53,,,491,493,1264,1293,109,109,189,189
,27-Feb-23,404-02-916490-31,100,100,0.12,3151.62,3740.48,8.52,98.77,99.83,0,0,68.17,100,0,0.07,0.19,,,100,100,0,-112.15,40.0351,68.8,0,77,25.83,2.01,,,240,243,586,587,252,252,266,266
,28-Feb-23,404-02-916490-31,100,99.43,0.04,4220.34,6260.74,8.64,99.69,99.69,100,0,56.77,100,0,0.05,0.21,,,100,99.51,0,-111.46,40.1603,85.96,0,75,31.96,0.67,,,633,635,1299,1303,190,190,204,203
,1-Mar-23,404-02-916490-31,99.88,99.82,0.14,2594.41,5615.17,8.72,99.32,99.93,100,0,63.39,100,0,0.03,0.15,,,100,100,0,-111.69,48.1325,97.64,0,100,23.74,0.34,,,584,588,1377,1378,227,227,196,196
,2-Mar-23,404-02-916490-31,99.75,99.73,0.04,2472.13,5642.17,8.38,100,99.88,0,0,57.76,100,0,0.03,0.16,,,99.36,100,0,-112.02,36.7709,90.81,0,97,21.48,1.35,,,403,403,838,839,156,155,150,150
PB_ZQ_F8_OM_LUD890B_B,26-Feb-23,404-02-916490-32,100,99.92,0.08,2595.45,4831.28,8.36,99.84,99.81,0,0,58.38,93.98,0,0.07,0.62,,,99.77,100,0,-111.53,40.8955,75.55,0,89,19.33,0.67,,,1276,1278,1053,1055,429,428,180,180
,27-Feb-23,404-02-916490-32,100,100,0.07,2213.7,2686.78,8.3,99.67,99.77,100,0,69.78,100,0.32,0.08,0.5,,,99.57,100,0,-110.39,39.4093,102.1,0,121,26.75,3.81,,,2086,2093,2207,2212,469,467,270,270
,28-Feb-23,404-02-916490-32,99.69,99.58,0.25,2146.81,3694.96,8.36,99.15,100,0,0,80.92,100,0,0.2,0.55,,,100,100,0,-110.07,43.1335,124.17,0,165,14.41,0.71,,,352,355,227,227,655,655,347,347
,1-Mar-23,404-02-916490-32,99.7,99.94,0.06,2132.08,2957.75,7.89,100,99.67,0,0,73.86,100,0,0.17,0.46,,,99.8,99.63,0,-110.32,45.1873,115.95,0,147,33.13,1.29,,,1660,1660,1508,1513,489,488,273,272
,2-Mar-23,404-02-916490-32,99.86,99.84,0.08,2053.94,2569.29,8.05,99.95,100,100,0,73.23,100,0,0.12,0.5,,,100,99.7,0,-110.24,46.4575,118.74,0,166,23.94,2.15,,,1982,1983,1610,1610,498,498,333,332
PB_ZQ_F8_OM_LUD890C_C,26-Feb-23,404-02-916490-33,100,100,0.04,3616.62,6516.64,7.54,99.66,99.44,100,0,32.45,100,0,0.26,0.28,,,99.27,100,0,-112.64,8.105,15.4,0,24,13.64,1.34,,,890,893,705,709,137,136,35,35
,27-Feb-23,404-02-916490-33,100,100,0.14,1980.23,2721.58,7.52,99.58,99.6,0,0,43.97,100,1.18,0.06,0.49,,,99.26,100,0,-111.06,7.4631,24.14,0,39,11.19,1.92,,,716,719,749,752,269,267,59,59
,28-Feb-23,404-02-916490-33,100,100,0,2623.84,8733.73,7.78,100,100,0,0,26.99,100,0,0.06,0.33,,,99.05,100,0,-110.92,9.651,26.59,0,42,4.92,0,,,234,234,111,111,316,313,93,93
,1-Mar-23,404-02-916490-33,100,100,0.08,2572.82,4454,7.62,99.91,99.83,100,0,35.57,100,0,0.06,0.26,,,100,100,0,-111.7,9.8314,36.09,0,41,12.36,1.11,,,1053,1054,582,583,253,253,55,55
,2-Mar-23,404-02-916490-33,100,100,0.1,5010.91,3196.89,7.95,99.73,99.75,0,0,37.12,100,0.88,0.01,0.21,,,99.17,98.33,0,-111.72,10.2862,31.34,0,41,13.66,0.77,,,728,730,786,788,242,240,60,59
PB_ZQ_F8_OM_PNJ110A_A,26-Feb-23,404-02-924710-31,100,100,0.61,2724.06,1994.5,4.76,100,100,0,0,55.92,100,1.75,0.99,0.6,,,100,100,0,-116.32,13.0128,16.56,0,56,12.44,77.92,,,13,13,15,15,2,2,11,11
,27-Feb-23,404-02-924710-31,99.65,100,0.44,2607.88,1253.59,5.25,100,100,0,0,78.58,100,0,0.43,0.17,,,,100,0,-116.33,14.9587,16.93,0,35,26.65,64.59,,,4,4,15,15,0,0,4,4
,28-Feb-23,404-02-924710-31,99.56,100,0.71,1982.31,1160.96,4.71,100,100,0,0,79.48,100,0,0.42,0.61,,,0,100,0,-116.33,16.6234,15.26,0,14,19.86,77.48,,,7,7,9,9,1,0,4,4
,1-Mar-23,404-02-924710-31,100,98.84,0.99,2586.43,3453.79,5.58,100,94.12,100,0,56.4,100,0,0.3,0.28,,,100,100,0,-116.31,15.1702,16.76,0,41,11.5,67.18,,,10,10,16,17,1,1,8,8
,2-Mar-23,404-02-924710-31,100,100,0.78,1995.39,4549.41,6.48,100,100,0,0,47.9,100,0,0.5,0.34,,,100,100,0,-116.39,15.0993,16.03,0,22,10.94,71.19,,,5,5,16,16,3,3,5,5
PB_ZQ_F8_OM_PNJ110B_B,26-Feb-23,404-02-924710-32,100,100,0.83,1689.03,2652.06,5.4,100,100,0,0,28.15,100,0,0.19,0.13,,,,100,0,-116.07,3.2397,3.77,0,5,6.95,85.03,,,11,11,9,9,0,0,1,1
,27-Feb-23,404-02-924710-32,100,100,0,3751.82,8226.99,6.95,100,100,0,0,20.39,100,0,0.38,0.81,,,100,100,0,-115.82,5.2398,3.37,0,2,6.34,61.62,,,2,2,2,2,1,1,2,2
,28-Feb-23,404-02-924710-32,100,98.08,0,3932.91,9092.17,7.83,100,100,0,0,23.86,100,0,0.33,0.11,,,,100,0,-115.8,4.5055,2.78,0,3,4.44,58.62,,,1,1,1,1,0,0,4,4
,1-Mar-23,404-02-924710-32,100,100,0,3035.23,9812.02,6.73,100,,0,0,14.11,100,0,0.43,0.25,,,100,100,0,-116.13,5.3175,2.3,0,5,3.8,67.82,,,1,1,0,0,1,1,1,1
,2-Mar-23,404-02-924710-32,100,93.85,0,2848.2,7494.71,7.67,100,,0,0,22.37,100,0,0.46,0.35,,,100,100,0,-115.92,5.6262,2.23,0,4,5.08,61.11,,,2,2,0,0,2,2,2,2
PB_ZQ_F8_OM_PNJ110C_C,26-Feb-23,404-02-924710-33,100,100,0,2246.55,4598.93,6.54,80,100,0,0,50.61,100,0,0.41,1.57,,,,100,0,-116.59,14.3979,9.68,0,23,9.14,58.09,,,4,5,40,40,0,0,14,14
,27-Feb-23,404-02-924710-33,100,100,0.45,1939.03,3276.33,6.74,100,100,0,0,56.51,100,3.57,2.65,3.2,,,,100,0,-116.21,15.0203,13.78,0,70,11.5,52,,,1,1,21,21,0,0,14,14
,28-Feb-23,404-02-924710-33,100,100,0.28,4131.7,2605.29,6.5,,100,100,0,66.97,100,0,0.45,0.43,,,100,100,0,-116.51,16.0848,15.76,0,14,23.34,40.27,,,0,0,18,18,1,1,8,8
,1-Mar-23,404-02-924710-33,100,100,0,1799.97,3517.11,6.45,100,100,0,0,42.84,100,0,0.39,0.34,,,,100,0,-116.39,14.5819,15.82,0,31,15.61,51.09,,,2,2,24,24,0,0,6,6
,2-Mar-23,404-02-924710-33,100,100,0,2005.96,2396.52,5.74,,100,0,0,53.79,100,0,0.45,0.98,,,,100,0,-116.36,11.3728,15.72,0,16,11.61,49.03,,,0,0,23,23,0,0,5,5
PB_ZQ_F8_OM_RUR215A_A,26-Feb-23,404-02-912815-31,99.88,99.93,0.54,1860.54,1014.95,6.45,99.42,100,100,0,91.62,100,0.53,0.05,0.82,,,94.55,,0,-113.56,36.247,86.06,0,140,40.14,96.48,,,170,171,408,408,55,52,0,0
,27-Feb-23,404-02-912815-31,99.2,99.74,1.34,1735.56,581.17,6.44,97.39,99.13,0,0,94.02,100,2.24,0.09,5.24,,,100,,0,-113.37,36.1835,85.05,0,113,46.88,97.84,,,112,115,458,462,12,12,0,0
,28-Feb-23,404-02-912815-31,99.44,99.69,1.04,1433.14,693.48,6.3,100,94.17,100,0,91.82,100,1.85,0.14,3.72,,,100,,0,-114.19,33.5056,77.34,0,145,44.65,94.26,,,176,176,711,755,13,13,0,0
