Short name,,4G_ECGI,MV_RRC Setup Success Rate [CDBH],ERAB Setup Success Rate [CDBH],MV_PS Drop Call Rate % [CDBH],MV_UL User Throughput_Kbps [CDBH],MV_DL User Throughput_Kbps [CDBH],MV_E-UTRAN Average CQI [CDBH],MV_PS handover success rate [LTE Intra System] [CDBH],MV_PS handover success rate [LTE Inter System] [CDBH],MV_CSFB Redirection Success Rate [CDBH],Paging record discarded At eNodeB [CDBH],MV_Average number of used DL PRBs [CDBH],MV_VoLTE ERAB Setup Success Rate [CBBH],MV_VoLTE DCR [CBBH],MV_VoLTE Packet Loss DL [CBBH],MV_VoLTE Packet Loss UL [CBBH],VoLTE SRVCC SR [CBBH],MV_PUSCH SINR [CBBH],MV_VoLTE IntraF HOSR Exec [CBBH],MV_VoLTE InterF HOSR Exec [CBBH],MV_VoLTE SRVCC Per Call Rate [CBBH],UL RSSI,MV_4G Data Volume_GB,MV_VoLTE Traffic,MV_VoLTE SRVCC Per Call Rate_Nom [CBBH],MV_VoLTE SRVCC Per Call Rate_Denom [CBBH],MV_Average number of used UL PRBs [CDBH],TA Sampls > 1.5 Km % [CDBH],VoLTE Packet Loss DL_Nom [CBBH],VoLTE Packet Loss UL_Nom [CBBH],PS handover success rate_NOM [LTE Intra System] [CDBH],PS handover success rate_DENOM [LTE Intra System] [CDBH],PS handover success rate_NOM [LTE Inter System] [CDBH],PS handover success rate_DENOM [LTE Inter System] [CDBH],VoLTE IntraF HOSR Exec_DENOM [CBBH],VoLTE IntraF HOSR Exec_NOM [CBBH],VoLTE InterF HOSR Exec_DENOM [CBBH],VoLTE InterF HOSR Exec_NOM [CBBH]
,28-Feb-23,404-02-251532-11,99.97,99.94,0.05,529.56,1843.96,10.32,97.74,98.69,100,0,97.65,100,0,0,0.01,,,100,100,0,-114.73,150.7928,3.28,0,208,60.86,1.51,,,173,177,452,458,2,2,187,187
,1-Mar-23,404-02-251532-11,99.85,99.91,0.02,594.13,4025.68,10.87,96.35,96.11,100,0,88.91,100,0,0.01,0.01,,,100,99.47,0,-113.78,155.8004,4.07,0,213,50.74,5.55,,,422,438,543,565,3,3,188,187
,2-Mar-23,404-02-251532-11,99.88,99.91,0.03,430.9,2522.22,10.47,95.36,99.34,100,0,94.58,100,0,0.01,0.01,,,100,99.45,0,-112.96,134.2497,3.44,0,191,71.83,1.82,,,185,194,757,762,1,1,181,180
PB_E_T2_OM_GHOR64A_L,26-Feb-23,404-02-251532-15,99.75,100,0,507.96,7712.02,9.73,98.68,99.61,100,0,63.57,100,0,0.33,7.64,,,100,100,0,-110.44,81.0738,0.8,0,108,35.15,11.42,,,525,532,257,258,4,4,92,92
,27-Feb-23,404-02-251532-15,99.96,99.95,0,476.44,2846.54,7.96,98.2,100,0,0,85.73,99.24,0,0.24,1.19,,,100,100,0,-111.01,82.7197,0.92,0,132,42.31,9.72,,,547,557,206,206,4,4,144,144
,28-Feb-23,404-02-251532-15,99.96,100,0.03,453.73,1512.42,8.19,98.37,99.51,100,0,95.55,100,0,0,0.03,,,100,100,0,-111.55,85.5823,1.1,0,112,51.48,7.57,,,542,551,205,206,1,1,112,112
,1-Mar-23,404-02-251532-15,99.57,99.88,0.18,578.93,1830.76,8.14,97.22,99.69,100,0,90.56,100,0,0,0,,,100,100,0,-111.08,80.3192,1.01,0,87,56.22,14.09,,,700,720,321,322,4,4,87,87
,2-Mar-23,404-02-251532-15,99.96,99.95,0,812.52,5447.41,9.36,99.35,100,100,0,74.16,100,0,0,0.02,,,100,100,0,-110.54,80.447,1.28,0,50,42.57,17.28,,,611,615,288,288,1,1,47,47
PB_E_T2_OM_GHOR64C_C,26-Feb-23,404-02-251532-13,99.73,100,0.11,397.54,6337.72,9,98.91,99.56,0,0,62.16,100,0,0.13,11.44,,,100,100,0,-111.04,42.8255,0.8,0,55,23.67,25.48,,,455,460,226,227,4,4,61,61
,27-Feb-23,404-02-251532-13,98.58,100,0.05,628.08,3926.23,8.71,98.12,100,0,0,69.79,100,0,0,0.07,,,100,98.48,0,-111.48,34.4837,0.53,0,66,23.28,15.8,,,626,638,224,224,12,12,66,65
,28-Feb-23,404-02-251532-13,99.33,99.11,0.12,513.48,2796.74,8.66,98.26,99.47,0,0,83.24,100,0,0.02,0.01,,,,100,0,-113.22,35.7919,0.95,0,69,39.43,20.92,,,677,689,188,189,0,0,80,80
,1-Mar-23,404-02-251532-13,100,100,0,461.78,4179.63,8.03,98.44,98.35,0,0,67.29,100,0,0.58,0.09,,,100,98.92,0,-112.5,38.3495,0.69,0,86,24.48,17.28,,,568,577,179,182,3,3,93,92
,2-Mar-23,404-02-251532-13,99.72,99,0,401.92,3015.66,8.53,99.03,99.22,0,0,76.07,100,12.5,1.76,0.07,,,100,96,0,-110.12,34.4325,0.88,0,89,29.32,16.96,,,716,723,256,258,6,6,100,96
PB_E_T2_OM_GIL659A_A,26-Feb-23,404-02-251394-11,100,100,0.09,733.89,10629.35,10.1,99.22,98.25,0,0,33.47,100,0,0.32,0,,13.07,100,100,0,-113.48,27.812,0.19,0,30,32.84,55.72,,,383,386,56,57,2,2,25,25
,27-Feb-23,404-02-251394-11,99.76,99.59,0.1,650.67,6042.92,9.61,99.41,98.9,100,0,58.85,100,,1.51,0.08,,15.28,100,100,0,-114.13,29.2169,0.28,0,28,24.59,53.94,,,339,341,90,91,3,3,23,23
,28-Feb-23,404-02-251394-11,100,100,0,421.44,5828.27,9.62,98.14,100,0,0,50.92,100,0,0.26,0.17,,15.64,100,100,0,-114.25,28.7828,0.42,0,37,22.46,61.87,,,423,431,114,114,6,6,29,29
,1-Mar-23,404-02-251394-11,100,99.41,0.1,513.94,8957.07,9.39,97.59,100,100,0,43.27,100,0,1.52,1.84,,14.23,100,100,0,-114.27,22.8477,0.31,0,34,22.24,51.72,,,283,290,89,89,8,8,21,21
,2-Mar-23,404-02-251394-11,99.24,98.64,0,480.52,7886.74,9.24,98.46,99.05,0,0,77.11,100,0,0.15,0.69,,14.85,,97.44,0,-113.62,36.7078,0.46,0,40,29.76,40.17,,,255,259,104,105,0,0,39,38
PB_E_T2_OM_GIL659A_L,26-Feb-23,404-02-251394-15,99.84,99.84,0.1,471.72,9399.11,10.84,98.96,98.26,0,0,61.11,100,,0.14,0,,12.89,100,100,0,-108.22,72.6814,0.7,0,44,45.54,9.31,,,191,193,282,287,1,1,46,46
,27-Feb-23,404-02-251394-15,100,99.78,0.11,505.09,8768.9,10.86,99.16,97.16,0,0,63.12,100,0,0.04,0.88,,10.39,100,100,0,-110.77,69.8309,0.63,0,64,52.23,12.66,,,235,237,205,211,2,2,64,64
,28-Feb-23,404-02-251394-15,99.85,99.62,0.12,410.69,5675.04,10.77,100,98.31,0,0,69.23,100,0,0.55,0.06,,14.13,,100,0,-111.45,66.789,1,0,62,49.6,16.25,,,204,204,233,237,0,0,51,51
,1-Mar-23,404-02-251394-15,100,100,0.1,392.34,9526.8,10.59,98.01,99.47,100,0,59.28,100,0,0.02,0.01,,12.35,,100,0,-110.98,61.8936,1.9,0,9,41.78,12.49,,,197,201,186,187,0,0,8,8
,2-Mar-23,404-02-251394-15,99.83,99.29,0.12,526.73,7256.03,10.23,97.7,98.71,0,0,69.29,100,0,0.18,9.22,,10,100,100,0,-108.68,64.3468,0.71,0,67,33.44,14.21,,,298,305,230,233,4,4,66,66
PB_E_T2_OM_HRPR89A_A,26-Feb-23,404-02-80389-11,100,99.97,0.02,709.01,4184.96,9.95,98.84,99.01,100,0,77.87,100,0,0.42,0.13,,,100,99.41,0,-110.79,105.0008,1.1,0,177,55.83,6.12,,,513,519,901,910,3,3,170,169
,27-Feb-23,404-02-80389-11,100,99.91,0.09,729.82,4475.13,9.48,96.91,97.96,100,0,81.84,100,0,0.74,0.6,,,100,100,0,-110.51,103.7133,1.2,0,99,66.21,6.53,,,408,421,816,833,1,1,90,90
,28-Feb-23,404-02-80389-11,100,99.95,0.08,669.89,3243.34,9.88,97.98,94.38,100,0,84.9,100,0,0.13,1.22,,,100,98.54,0,-110.93,104.1346,1.36,0,156,62.71,5.59,,,339,346,874,926,3,3,137,135
,1-Mar-23,404-02-80389-11,99.94,99.97,0,433.54,3032.72,10.66,99.25,98.62,0,0,86.12,100,0,0.55,11.56,,,100,100,0,-111.11,109.7615,1.39,0,131,59.25,5.26,,,265,267,500,507,2,2,121,121
,2-Mar-23,404-02-80389-11,100,99.97,0.04,454.23,1473.12,9.76,96.5,99.38,100,0,96.84,100,0,1.34,26.92,,,100,99.29,0,-108.84,105.4559,1.34,0,149,69.09,7.21,,,524,543,803,808,4,4,140,139
PB_E_T2_OM_HRPR89A_L,26-Feb-23,404-02-80389-15,100,99.92,0,732.28,3268.59,9.48,97.41,99.34,100,0,83.75,100,0,0.04,0.02,,,100,98.67,0,-113.33,71.2092,1.49,0,81,35.31,0.3,,,338,347,151,152,1,1,75,74
,27-Feb-23,404-02-80389-15,99.94,100,0.05,818.81,4316.62,9.53,98.31,100,0,0,83.69,100,0,0.02,0,,,,100,0,-113.68,78.6926,0.55,0,78,43.14,0.51,,,349,355,116,116,0,0,76,76
,28-Feb-23,404-02-80389-15,99.9,100,0,805.57,4907.85,9.46,98.88,99.17,100,0,76.28,100,0,0.01,0,,,100,100,0,-114.53,71.0123,1.39,0,54,36.58,0.27,,,353,357,120,121,3,3,49,49
,1-Mar-23,404-02-80389-15,99.96,100,0.03,654.75,2492.59,9.17,98.81,100,100,0,88.34,100,0,0.79,8.1,,,100,100,0,-113.68,65.1399,0.8,0,85,48.51,0.7,,,500,506,119,119,1,1,81,81
,2-Mar-23,404-02-80389-15,100,100,0,726.87,3956.32,9.4,98.27,100,0,0,82.22,100,0,0.28,2.05,,,,100,0,-112.93,82.3836,1.09,0,48,44.05,0.42,,,398,405,77,77,0,0,43,43
PB_E_T2_OM_HRPR89B_B,26-Feb-23,404-02-80389-12,100,100,0,619.69,8731.52,9.74,100,100,0,0,16.5,100,0,0,0,,,,100,0,-116.87,1.6419,0.02,0,3,4.99,5.88,,,32,32,7,7,0,0,3,3
,27-Feb-23,404-02-80389-12,100,100,0,437.54,18844.1,11.1,88.89,100,0,0,3.71,100,,0,0,,,,100,0,-116.85,0.843,0.01,0,3,3.65,7.87,,,24,27,12,12,0,0,4,4
,28-Feb-23,404-02-80389-12,100,100,0,626.7,9851.12,8.61,94.44,100,0,0,11.46,100,0,0.47,0.08,,,,,0,-117.86,1.7854,0.05,0,2,5.04,0.79,,,34,36,1,1,0,0,0,0
,1-Mar-23,404-02-80389-12,100,100,0,632.34,8595.26,11.9,97.5,100,0,0,6.56,100,,0,0,,,,100,0,-116.88,0.9149,0.01,0,2,4.84,14.5,,,39,40,5,5,0,0,2,2
,2-Mar-23,404-02-80389-12,100,100,0,491.78,22116.5,9.56,93.75,100,0,0,6.05,100,0,0,0,,,,100,0,-116.34,1.4425,0.03,0,5,3.67,20.88,,,30,32,8,8,0,0,4,4
PB_E_T2_OM_HRPR89C_C,26-Feb-23,404-02-80389-13,97.56,97.5,0,733.48,9365.46,8.06,97.66,100,0,0,16.85,100,,0.45,0,,,100,100,0,-112.5,7.6249,0.04,0,13,14.08,81.96,,,209,214,47,47,1,1,12,12
,27-Feb-23,404-02-80389-13,100,100,0.25,342.36,8315.33,7.72,98.33,100,0,0,19.82,100,,0.32,0,,,100,100,0,-112.31,5.0933,0.07,0,11,8.04,78.87,,,177,180,108,108,2,2,11,11
,28-Feb-23,404-02-80389-13,100,100,0,413.29,10324.67,8.16,100,100,100,0,19.72,100,0,1.84,0,,,,100,0,-115.74,5.9473,0.08,0,4,9.33,56.78,,,48,48,34,34,0,0,2,2
,1-Mar-23,404-02-80389-13,100,98.44,0,671.9,8863.41,7.99,97.82,100,0,0,17.66,100,0,0,0.16,,,,100,0,-113.29,8.2995,0.09,0,18,8.7,83.15,,,224,229,31,31,0,0,18,18
,2-Mar-23,404-02-80389-13,100,100,0,714.64,10149.9,8.35,98.23,100,0,0,22.46,100,0,1.18,0.35,,,100,100,0,-112.3,6.9108,0.09,0,12,8.82,84.83,,,277,282,26,26,1,1,10,10
PB_E_T2_OM_HRPR89D_D,26-Feb-23,404-02-80389-14,100,100,0,651.72,4982.22,7.65,99.35,100,0,0,43.73,100,0,1.34,0.37,,,100,100,0,-112.83,19.7941,0.12,0,27,24.42,4.04,,,307,309,101,101,1,1,26,26
,27-Feb-23,404-02-80389-14,100,100,0,572.86,5549.37,7.49,99.35,97.44,0,0,47.05,100,,0,0.16,,,,100,0,-112.26,17.1865,0.14,0,13,17.66,6.89,,,305,307,76,78,0,0,15,15
,28-Feb-23,404-02-80389-14,100,100,0,545.71,5942.56,7.73,98.46,97.47,0,0,50.38,100,,1.04,0,,,100,100,0,-113.8,20.4795,0.12,0,22,15.73,2.13,,,256,260,77,79,1,1,25,25
,1-Mar-23,404-02-80389-14,100,99.37,0.23,452.39,3707.67,7.64,99.29,100,0,0,52.8,100,0,6.07,23.49,,,100,100,0,-112.22,17.7089,0.13,0,23,20.06,10.1,,,418,421,167,167,3,3,20,20
,2-Mar-23,404-02-80389-14,100,100,0.1,481.98,5247.88,7.5,98.22,100,0,0,46.9,92.86,,0.06,0.14,,,100,100,0,-111.04,18.7117,0.1,0,15,15.62,8.13,,,332,338,70,70,2,2,15,15
PB_E_T2_OM_KHRR43A_A,26-Feb-23,404-02-13082-1,99.92,99.98,0.05,1301.87,8338.13,9.69,99.36,99.76,100,0,69.32,100,0,0.54,0.06,,,100,100,0,-112.07,95.6476,1.69,0,195,35.15,0.13,,,772,777,1234,1237,5,5,195,195
,27-Feb-23,404-02-13082-1,99.92,99.97,0.02,547.75,1251.85,8.48,98.69,99.45,100,0,96.42,100,0,0.39,0.47,,,100,99.55,0,-110.22,96.5596,1.88,0,224,49.43,0.2,,,678,687,1087,1093,14,14,221,220
,28-Feb-23,404-02-13082-1,99.92,100,0,741.99,7017.07,10,99,99.81,100,0,73.42,100,12.5,0.44,0.08,,,100,99.21,0,-113.05,86.0309,1.95,0,254,30.33,0.22,,,297,300,1049,1051,27,27,254,252
,1-Mar-23,404-02-13082-1,99.93,99.99,0.02,519.01,2417.03,8.69,98.9,99.79,100,0,94.42,100,0,0.81,0.2,,,100,100,0,-111.74,99.5077,1.84,0,203,44.28,0.24,,,450,455,961,963,18,18,186,186
,2-Mar-23,404-02-13082-1,99.85,99.95,0.03,544.34,1321.41,8.72,98.18,99.81,100,0,95.87,99.4,0,0.14,0.37,,,100,100,0,-112.18,98.5331,2.18,0,168,51.83,0.41,,,810,825,1028,1030,7,7,168,168
PB_E_T2_OM_KHRR43C_C,26-Feb-23,404-02-13082-3,99.9,99.95,0,887.54,5386.73,9.49,94.76,100,100,0,68.95,100,0,0.52,0.01,,,100,100,0,-111.62,83.1282,1.16,0,121,32.01,0.02,,,199,210,650,650,4,4,107,107
,27-Feb-23,404-02-13082-3,99.73,99.97,0.13,872.6,12947.16,9.92,98.83,100,100,0,48.78,100,0,0.05,0.86,,,100,100,0,-109,82.4137,1.55,0,157,31.56,0,,,254,257,654,654,2,2,141,141
,28-Feb-23,404-02-13082-3,99.97,99.86,0.03,812.06,6179.29,9.13,99.56,100,0,0,55.84,100,0,0.08,0.02,,,100,100,0,-112.87,66.8362,1.78,0,177,26.18,0,,,224,225,681,681,5,5,146,146
,1-Mar-23,404-02-13082-3,99.97,99.96,0.05,537.24,3068.89,9.3,83.66,100,100,0,85.92,100,0,0.01,0.03,,,100,100,0,-111.07,80.9997,1.75,0,134,41.14,0.11,,,215,257,547,547,3,3,112,112
,2-Mar-23,404-02-13082-3,99.94,99.97,0.12,2808.36,12163.54,10.06,100,100,100,0,52.14,100,0,0.1,0,,,100,100,0,-111.24,87.3618,1.4,0,144,47.15,0,,,233,233,687,687,6,6,117,117
PB_E_T2_OM_KHRR43C_N,26-Feb-23,404-02-13082-17,99.97,100,0.03,1131.64,6177.27,9.9,100,99.8,100,0,70.18,100,0,0.01,0.03,,,,100,0,-115.36,81.5231,7.38,0,9,38.74,0.06,,,73,73,504,505,0,0,8,8
,27-Feb-23,404-02-13082-17,99.88,99.97,0,774.09,3267.39,9.44,99.35,100,100,0,82.81,100,0,0,0.03,,,100,100,0,-113.65,87.8919,4.72,0,20,44.36,0.03,,,153,154,560,560,1,1,29,29
,28-Feb-23,404-02-13082-17,99.91,100,0.03,841.56,3077.85,9.51,95.53,100,100,0,86.04,100,0,0,0.04,,,100,100,0,-115.48,86.845,3.48,0,69,35.41,0,,,171,179,527,527,2,2,68,68
,1-Mar-23,404-02-13082-17,99.97,99.97,0.06,600.29,5633.21,9.77,99.07,100,100,0,76.08,100,,0,0.01,,,,100,0,-114.85,83.8383,6.01,0,18,38.53,0,,,213,215,518,518,0,0,18,18
,2-Mar-23,404-02-13082-17,99.95,100,0.01,638.53,4841.08,9.93,97.79,98.58,100,0,91.54,100,,0,0.02,,,,100,0,-115.17,86.4947,4.96,0,6,42.91,0,,,177,181,556,564,0,0,5,5
PB_E_T2_OM_KLBK25A_A,26-Feb-23,404-02-803425-11,99.93,99.95,0,681.86,3338.73,10.52,99.11,98.77,100,0,86.32,100,0,0.11,0.22,,,100,100,0,-112.87,113.8982,1.6,0,218,62.76,8.56,,,223,225,641,649,9,9,203,203
,27-Feb-23,404-02-803425-11,99.87,99.98,0.1,676.61,2769.22,10.28,97.14,98.77,100,0,88.52,100,0,0.14,0.57,,,,97.04,0,-113.31,107.3725,1.67,0,172,66.19,11.32,,,170,175,724,733,0,0,169,164
,28-Feb-23,404-02-803425-11,99.96,100,0.01,852.85,3078.96,10.59,90.85,98.21,100,0,88.24,100,0,0.19,0.44,,,100,100,0,-113.75,133.3132,1.67,0,251,76.01,8.46,,,139,153,658,670,1,1,237,237
,1-Mar-23,404-02-803425-11,100,100,0.03,643.85,3030.23,10.47,93.63,99.16,100,0,90.25,100,0,0.01,0.02,,,100,100,0,-113.32,106.2941,1.77,0,186,68.16,11.15,,,147,157,590,595,2,2,181,181
,2-Mar-23,404-02-803425-11,99.89,99.96,0.02,620.73,2548.7,10.36,94.69,98.8,100,0,87.89,100,0,0,0.24,,,100,100,0,-112.46,111.2506,1.54,0,196,69.53,9.59,,,321,339,821,831,1,1,189,189
PB_E_T2_OM_KLBK25A_L,26-Feb-23,404-02-803425-15,99.97,99.94,0.02,998.14,3781.91,10.6,98.13,99.69,100,0,82.95,100,0,0,0.01,,,,100,0,-113.8,93.8289,6.73,0,60,50.95,3.04,,,367,374,326,327,0,0,133,133
,27-Feb-23,404-02-803425-15,99.87,99.95,0.02,1016.44,4830.93,10.58,98.04,100,100,0,75.1,100,0,0,0.02,,,100,100,0,-114.35,84.5887,5.55,0,99,46.83,3.38,,,451,460,250,250,1,1,128,128
,28-Feb-23,404-02-803425-15,99.97,99.86,0.05,1003.97,2926.29,10.42,95.52,100,100,0,90.01,100,0,0,0,,,,100,0,-115.22,104.5313,7.29,0,5,61.12,2.59,,,320,335,185,185,0,0,4,4
,1-Mar-23,404-02-803425-15,99.91,99.97,0.02,1007.51,3054.77,10.32,95.27,100,100,0,88.26,100,0,0,0.01,,,,100,0,-114.7,91.1183,6.71,0,31,64.02,4.2,,,504,529,362,362,0,0,70,70
,2-Mar-23,404-02-803425-15,100,100,0.03,670.33,2191.03,10.41,88.75,99.74,100,0,92.06,100,0,0.05,0.22,,,100,100,0,-113.22,100.4907,5.33,0,98,56.95,5.22,,,568,640,379,380,4,4,159,159
PB_E_T2_OM_KLBK25B_B,26-Feb-23,404-02-803425-12,100,100,0,661.81,10832.08,10.14,99.43,99.04,100,0,56.79,100,0,15.16,4.11,,,96,100,0,-100.93,56.5714,1.56,0,26,47.95,33.88,,,349,351,413,417,25,24,42,42
,27-Feb-23,404-02-803425-12,99.95,99.98,0,555.96,10218.29,10.25,98.9,99.57,100,0,53.43,100,0,0.03,0.28,,,90.91,100,0,-104.75,51.5475,1.25,0,100,30.66,40.1,,,359,363,460,462,11,10,123,123
,28-Feb-23,404-02-803425-12,99.88,100,0.07,432.82,4212.13,9.36,97.71,99.1,100,0,65.24,100,0,1.1,0.2,,,100,100,0,-106.86,71.3512,1.24,0,138,55.34,21.91,,,427,437,773,780,12,12,139,139
,1-Mar-23,404-02-803425-12,99.95,99.95,0,380.76,5697.44,9.44,98.79,99.65,100,0,72.78,100,0,0.05,0.03,,,100,100,0,-107.24,60.0135,1.54,0,102,45.95,25.52,,,654,662,852,855,1,1,103,103
,2-Mar-23,404-02-803425-12,99.84,100,0.03,378.56,4544.99,9.27,96.24,99.07,0,0,78.08,100,0,0.76,0.79,,,100,100,0,-102.05,59.6218,0.89,0,74,59.24,23.72,,,589,612,960,969,10,10,91,91
PB_E_T2_OM_KLBK25C_C,26-Feb-23,404-02-803425-13,100,99.84,0.02,870.67,6533.54,8.82,99.21,98.79,0,0,64.24,99.03,0,0.99,1.55,,,100,98.99,0,-107.9,58.5615,1.1,0,108,29.3,28.25,,,1131,1140,572,579,9,9,99,98
,27-Feb-23,404-02-803425-13,99.88,99.68,0.07,618.1,4986.06,8.72,99.2,99,100,0,64.71,100,0,0.38,0.13,,,100,100,0,-106.42,56.0961,1.47,0,159,25.58,29.15,,,1246,1256,398,402,5,5,148,148
,28-Feb-23,404-02-803425-13,100,99.95,0.07,567.14,2514.42,8.53,99.19,99.62,100,0,79.31,100,0,0.8,2.81,,,100,99.36,0,-108.21,62.7463,1.51,0,169,34.32,24.46,,,1721,1735,531,533,12,12,156,155
,1-Mar-23,404-02-803425-13,99.84,100,0.04,808.54,2591.64,8.96,99.39,99.67,100,0,71.65,100,25,2,6.72,,,100,98.59,0,-107.21,66.6179,1.74,0,79,38.51,32.02,,,1792,1803,909,912,6,6,71,70
,2-Mar-23,404-02-803425-13,99.55,100,0.05,744.33,3813.17,8.78,99.58,98.92,100,0,67.57,100,0,0.17,0.02,,,100,99.51,0,-107.7,64.3257,1.89,0,217,41.47,25.67,,,1423,1429,917,927,4,4,205,204
PB_E_T2_OM_KLBK25C_N,26-Feb-23,404-02-803425-17,99.56,99.84,0,919.03,6154.29,9.75,99.61,99.02,0,0,61.06,100,0,0.15,0.06,,,100,100,0,-111.5,55.3676,0.9,0,99,25.3,18.02,,,1281,1286,202,204,3,3,98,98
,27-Feb-23,404-02-803425-17,99.74,100,0.02,1156.5,6960.29,9.98,99.15,99.14,100,0,54.33,100,16.67,0.06,0,,,100,100,0,-110.44,67.1176,1.83,0,102,30.11,16.66,,,1160,1170,231,233,3,3,97,97
,28-Feb-23,404-02-803425-17,99.77,100,0.05,572.65,5692.51,9.73,99.35,99.64,100,0,68.79,100,0,0.25,0.03,,,100,100,0,-112.08,82.0735,1.95,0,173,43.85,15.58,,,1378,1387,277,278,4,4,165,165
,1-Mar-23,404-02-803425-17,99.63,99.89,0,812.56,5514.24,9.57,99.13,99.59,100,0,61.92,100,0,0.02,0,,,100,100,0,-111.71,77.9511,1.8,0,200,28.81,11.99,,,1255,1266,243,244,5,5,198,198
,2-Mar-23,404-02-803425-17,99.71,99.77,0.04,704.06,4235.54,9.4,99.07,100,100,0,77.1,99.28,0,0.02,0.02,,,100,100,0,-111.42,76.3486,1.8,0,138,39.65,15.59,,,1598,1613,231,231,7,7,122,122
PB_E_T2_OM_LHRG95A_A,26-Feb-23,404-02-812395-11,99.62,99.56,0.03,567.83,4902.55,8.48,99.06,98.88,0,0,67.19,100,0,0.05,0.08,,,100,100,0,-110.18,37.1906,0.47,0,42,38.72,77.74,,,735,742,176,178,1,1,36,36
,27-Feb-23,404-02-812395-11,100,99.63,0,414.58,5473.12,8.61,99.01,95.1,0,0,55.84,100,0,0.04,0,,,100,100,0,-111.61,40.3942,0.24,0,35,25.18,66.6,,,300,303,97,102,3,3,31,31
,28-Feb-23,404-02-812395-11,100,98.83,0.1,561.59,9898.21,9.02,98.11,100,0,0,44.07,100,,0.14,0.16,,,100,97.22,0,-113.49,35.3747,0.38,0,34,21.17,56.63,,,520,530,71,71,2,2,36,35
,1-Mar-23,404-02-812395-11,100,98.97,0.07,534.72,4410.61,7.97,97.71,97.56,0,0,70.25,100,0,0,0.02,,,,100,0,-112.2,33.3788,0.26,0,30,45.28,77.98,,,341,349,160,164,0,0,30,30
,2-Mar-23,404-02-812395-11,99.59,99.55,0.12,373.45,3296.92,8.29,97.37,100,0,0,81.14,100,0,0.33,0.06,,,100,100,0,-111.51,34.4175,0.28,0,43,33.46,64.88,,,481,494,185,185,3,3,35,35
PB_E_T2_OM_LHRG95B_B,26-Feb-23,404-02-812395-12,100,99.17,0,381.31,5371.23,6.93,98.77,100,0,0,38.66,100,0,2.15,0.58,,,100,100,0,-111.58,7.1558,0.06,0,19,8.79,65.18,,,482,488,29,29,2,2,12,12
,27-Feb-23,404-02-812395-12,100,100,0,2710.5,6626.72,7.95,99.53,100,0,0,14.67,100,0,0.54,3.65,,,100,100,0,-112.31,5.5521,0.05,0,11,15.65,62.5,,,421,423,11,11,1,1,9,9
,28-Feb-23,404-02-812395-12,100,100,0,430.37,4088.82,7.31,99.37,100,0,0,16.15,100,,1.19,0.83,,,100,100,0,-112.85,4.1869,0.06,0,16,7.22,70.23,,,473,476,21,21,4,4,10,10
,1-Mar-23,404-02-812395-12,100,100,0.13,803.23,7654.91,7.81,98.38,100,0,0,21.89,100,,10.45,0,,,66.67,100,0,-112.66,7.3439,0.05,0,12,14.93,58.22,,,487,495,20,20,3,2,8,8
,2-Mar-23,404-02-812395-12,100,96.92,0,480.63,8633.66,6.65,98.61,100,0,0,13.61,100,,1.9,0,,,100,100,0,-111.45,3.8431,0.05,0,15,6.83,61.2,,,283,287,6,6,2,2,10,10
PB_E_T2_OM_LHRG95B_M,26-Feb-23,404-02-812395-16,100,100,0,655,8950.75,6.52,99.02,100,0,0,23.79,100,,0,0,,,100,100,0,-105.41,7.3697,0.04,0,8,11.04,32.15,,,302,305,11,11,1,1,7,7
,27-Feb-23,404-02-812395-16,100,100,0,488.87,6391.84,6.34,96.6,100,0,0,32.3,90.91,0,0,0,,,100,100,0,-106.32,8.6032,0.05,0,10,10.2,11.5,,,227,235,22,22,1,1,8,8
,28-Feb-23,404-02-812395-16,100,100,0,748.47,9976.95,6.87,99.61,100,0,0,18.88,100,0,0.75,1.18,,,100,100,0,-107.72,7.1713,0.07,0,15,7.58,20.65,,,258,259,20,20,3,3,11,11
,1-Mar-23,404-02-812395-16,100,100,0,396.1,7866.91,6.97,98,100,0,0,29.37,100,,0,0,,,100,100,0,-107.92,6.2401,0.05,0,10,8.34,14.29,,,294,300,24,24,2,2,9,9
,2-Mar-23,404-02-812395-16,100,100,0.13,517.63,6938.28,6.33,98.49,100,0,0,25.62,100,0,0.15,0,,,100,100,0,-106.45,6.9982,0.05,0,13,8.48,9.13,,,586,595,22,22,2,2,10,10
PB_E_T2_OM_LUD221A_A,26-Feb-23,404-02-10678-1,100,100,0.09,409.27,11846.83,8.74,99.66,78.72,100,0,49.09,100,0,0,2.82,,,100,100,0,-110.42,27.3884,0.34,0,40,13.06,0.18,,,294,295,111,141,1,1,33,33
,27-Feb-23,404-02-10678-1,100,100,0,516.04,9791.38,8.82,100,76.52,100,0,38.54,100,,0.03,1.33,,,100,100,0,-110.82,21.9379,0.5,0,38,11.6,0.49,,,278,278,88,115,1,1,32,32
,28-Feb-23,404-02-10678-1,100,100,0,575.99,10753.41,8.63,99.53,88.96,0,0,32.17,100,0,0,0,,,100,100,0,-112.64,21.2224,0.34,0,34,12.55,1.2,,,211,212,145,163,1,1,34,34
,1-Mar-23,404-02-10678-1,100,100,0.09,1419.34,15329.81,9.08,100,92.38,100,0,23.64,100,0,0,0.28,,,100,100,0,-113.18,21.1377,0.47,0,23,15.58,0.09,,,281,281,97,105,4,4,16,16
