"Short name",,"4G_ECGI","MV_RRC Setup Success Rate [CDBH]","ERAB Setup Success Rate [CDBH]","MV_PS Drop Call Rate % [CDBH]","MV_UL User Throughput_Kbps [CDBH]","MV_DL User Throughput_Kbps [CDBH]","MV_E-UTRAN Average CQI [CDBH]","MV_PS handover success rate [LTE Intra System] [CDBH]","MV_PS handover success rate [LTE Inter System] [CDBH]","MV_CSFB Redirection Success Rate [CDBH]","Paging record discarded At eNodeB [CDBH]","MV_Average number of used DL PRBs [CDBH]","MV_VoLTE ERAB Setup Success Rate [CBBH]","MV_VoLTE DCR [CBBH]","MV_VoLTE Packet Loss DL [CBBH]","MV_VoLTE Packet Loss UL [CBBH]","VoLTE SRVCC SR [CBBH]","MV_PUSCH SINR [CBBH]","MV_VoLTE IntraF HOSR Exec [CBBH]","MV_VoLTE InterF HOSR Exec [CBBH]","MV_VoLTE SRVCC Per Call Rate [CBBH]","UL RSSI","MV_4G Data Volume_GB","MV_VoLTE Traffic","MV_VoLTE SRVCC Per Call Rate_Nom [CBBH]","MV_VoLTE SRVCC Per Call Rate_Denom [CBBH]","MV_Average number of used UL PRBs [CDBH]","TA Sampls > 1.5 Km % [CDBH]","VoLTE Packet Loss DL_Nom [CBBH]","VoLTE Packet Loss UL_Nom [CBBH]","PS handover success rate_NOM [LTE Intra System] [CDBH]","PS handover success rate_DENOM [LTE Intra System] [CDBH]","PS handover success rate_NOM [LTE Inter System] [CDBH]","PS handover success rate_DENOM [LTE Inter System] [CDBH]","VoLTE IntraF HOSR Exec_DENOM [CBBH]","VoLTE IntraF HOSR Exec_NOM [CBBH]","VoLTE InterF HOSR Exec_DENOM [CBBH]","VoLTE InterF HOSR Exec_NOM [CBBH]"
,"4 Mar 23","404-02-804739-12",99.07,99.02,0.00,701.73,6936.30,5.06,99.73,100.00,0.00,0.00,9.55,100.00,,0.00,2.84,,,100.00,50.00,0.00,-98.52,1.5764,0.03,0.00,1.00,5.82,0.06,,,1103.00,1106.00,129.00,129.00,1.00,1.00,2.00,1.00
"PB_E_T2_OM_DEVI32A_A_TDD","28 Feb 23","404-02-814032-11",99.73,99.93,0.02,398.68,1904.95,8.74,96.87,97.80,0.00,0.00,89.03,100.00,0.00,1.24,4.95,,,91.67,100.00,0.00,-110.98,87.9064,0.86,0.00,176.00,54.05,19.83,,,1020.00,1053.00,445.00,455.00,12.00,11.00,165.00,165.00
,"1 Mar 23","404-02-814032-11",99.88,99.97,0.00,636.95,5080.98,8.81,98.39,99.76,100.00,0.00,77.47,100.00,0.00,0.76,20.44,,,100.00,100.00,0.00,-110.59,81.9163,1.09,0.00,237.00,41.76,18.39,,,1592.00,1618.00,416.00,417.00,5.00,5.00,237.00,237.00
,"2 Mar 23","404-02-814032-11",99.86,99.71,0.02,364.11,1176.22,8.30,98.74,98.43,100.00,0.00,98.30,100.00,11.11,1.05,0.65,,,100.00,98.79,0.00,-110.79,84.5388,1.04,0.00,171.00,71.89,14.34,,,1415.00,1433.00,564.00,573.00,8.00,8.00,165.00,163.00
,"3 Mar 23","404-02-814032-11",99.97,99.94,0.02,407.61,1039.03,8.04,98.21,98.93,100.00,0.00,98.60,100.00,0.00,0.06,0.80,,,100.00,100.00,0.00,-110.11,78.4209,0.96,0.00,154.00,70.70,15.37,,,1430.00,1456.00,463.00,468.00,2.00,2.00,148.00,148.00
,"4 Mar 23","404-02-814032-11",99.93,99.92,0.02,485.03,1080.70,7.95,98.14,98.11,100.00,0.00,97.18,100.00,0.00,0.57,0.53,,,100.00,100.00,0.00,-112.02,81.3051,0.82,0.00,161.00,72.30,13.88,,,1531.00,1560.00,364.00,371.00,3.00,3.00,157.00,157.00
"PB_E_T2_OM_DEVI32C_C_TDD","28 Feb 23","404-02-814032-13",99.93,99.95,0.15,394.29,2008.71,9.07,99.62,99.04,100.00,0.00,96.70,100.00,0.00,0.00,0.43,,,100.00,100.00,0.00,-110.68,109.8367,1.02,0.00,197.00,74.95,5.50,,,788.00,791.00,619.00,625.00,4.00,4.00,193.00,193.00
,"1 Mar 23","404-02-814032-13",99.81,99.93,0.05,362.15,1723.55,9.01,98.87,97.36,100.00,0.00,98.09,100.00,0.00,0.63,0.04,,,100.00,100.00,0.00,-110.49,110.1660,1.18,0.00,205.00,76.61,3.57,,,873.00,883.00,702.00,721.00,4.00,4.00,191.00,191.00
,"2 Mar 23","404-02-814032-13",99.85,99.96,0.09,440.34,2620.16,9.20,99.06,99.27,100.00,0.00,93.74,100.00,0.00,0.06,0.20,,,100.00,100.00,0.00,-110.21,107.5607,1.12,0.00,247.00,80.80,4.16,,,1481.00,1495.00,680.00,685.00,3.00,3.00,242.00,242.00
,"3 Mar 23","404-02-814032-13",99.97,99.96,0.10,376.38,2058.91,8.99,99.32,96.95,100.00,0.00,96.82,100.00,0.00,0.01,0.00,,,100.00,100.00,0.00,-109.64,100.2103,1.06,0.00,159.00,67.83,5.06,,,876.00,882.00,731.00,754.00,5.00,5.00,145.00,145.00
,"4 Mar 23","404-02-814032-13",99.84,99.90,0.05,629.19,2784.64,9.01,98.89,98.75,100.00,0.00,94.20,100.00,0.00,0.00,0.19,,,100.00,100.00,0.00,-111.60,101.9826,1.12,0.00,130.00,77.81,4.53,,,1242.00,1256.00,634.00,642.00,2.00,2.00,112.00,112.00
"PB_E_T2_OM_GBND77A_A_TDD","28 Feb 23","404-02-811777-11",100.00,100.00,0.05,767.81,7441.39,8.32,96.96,98.51,100.00,0.00,47.48,100.00,0.00,0.69,0.03,,,100.00,100.00,0.00,-112.00,27.8558,0.47,0.00,63.00,18.51,4.43,,,828.00,854.00,66.00,67.00,3.00,3.00,60.00,60.00
,"1 Mar 23","404-02-811777-11",99.76,99.47,0.01,593.40,8304.79,8.36,97.06,98.92,100.00,0.00,41.64,100.00,0.00,1.49,0.28,,,100.00,100.00,0.00,-111.89,29.6120,0.56,0.00,74.00,21.46,7.26,,,1516.00,1562.00,184.00,186.00,4.00,4.00,70.00,70.00
,"2 Mar 23","404-02-811777-11",100.00,100.00,0.00,973.11,13314.78,8.80,98.72,98.89,0.00,0.00,35.55,100.00,0.00,0.34,0.08,,,100.00,100.00,0.00,-112.44,32.8225,0.52,0.00,87.00,17.08,2.46,,,925.00,937.00,89.00,90.00,3.00,3.00,85.00,85.00
,"3 Mar 23","404-02-811777-11",99.69,100.00,0.00,442.73,11049.74,8.81,98.35,98.89,0.00,0.00,39.35,100.00,0.00,1.52,0.00,,,100.00,100.00,0.00,-108.00,30.9995,0.53,0.00,86.00,18.93,3.76,,,1133.00,1152.00,178.00,180.00,5.00,5.00,83.00,83.00
,"4 Mar 23","404-02-811777-11",100.00,99.80,0.05,454.79,10238.34,8.80,97.25,97.73,0.00,0.00,36.73,100.00,0.00,0.00,0.10,,,100.00,100.00,0.00,-104.13,27.3334,0.59,0.00,71.00,19.29,4.46,,,637.00,655.00,129.00,132.00,2.00,2.00,67.00,67.00
"PB_E_T2_OM_GBND77B_B_TDD","28 Feb 23","404-02-811777-12",99.91,100.00,0.08,480.96,4151.21,9.39,97.28,100.00,0.00,0.00,82.94,100.00,0.00,0.47,0.38,,,100.00,100.00,0.00,-111.44,59.4104,1.26,0.00,61.00,41.85,2.55,,,1000.00,1028.00,175.00,175.00,3.00,3.00,56.00,56.00
,"1 Mar 23","404-02-811777-12",99.81,99.96,0.02,459.11,4364.23,9.34,97.69,99.53,0.00,0.00,79.50,100.00,0.00,0.33,17.32,,,85.71,99.07,0.00,-110.15,52.2669,1.02,0.00,124.00,43.66,3.47,,,1481.00,1516.00,425.00,427.00,7.00,6.00,108.00,107.00
,"2 Mar 23","404-02-811777-12",99.84,99.86,0.02,465.23,6194.53,9.33,98.01,99.77,100.00,0.00,71.76,100.00,0.00,0.52,0.40,,,100.00,100.00,0.00,-110.94,52.8348,1.08,0.00,132.00,44.52,2.66,,,1474.00,1504.00,425.00,426.00,10.00,10.00,120.00,120.00
,"3 Mar 23","404-02-811777-12",99.74,99.90,0.05,441.09,5508.96,9.81,97.36,100.00,100.00,0.00,67.32,100.00,0.00,0.58,0.13,,,100.00,98.20,0.00,-107.85,52.2988,1.65,0.00,119.00,40.77,3.64,,,1474.00,1514.00,403.00,403.00,7.00,7.00,111.00,109.00
,"4 Mar 23","404-02-811777-12",99.83,99.93,0.05,442.46,6348.01,9.00,98.65,100.39,100.00,0.00,66.79,100.00,0.00,2.57,5.10,,,100.00,100.00,0.00,-105.34,47.2388,1.00,0.00,165.00,33.00,3.01,,,1240.00,1257.00,260.00,259.00,3.00,3.00,159.00,159.00
"PB_E_T2_OM_JLPR25A_A_TDD","28 Feb 23","404-02-812625-11",99.70,99.64,0.12,444.88,2300.75,7.75,98.17,96.77,100.00,0.00,72.20,100.00,0.00,0.05,1.03,,,100.00,98.57,0.00,-112.92,50.3282,0.22,0.00,73.00,33.07,26.35,,,1233.00,1256.00,389.00,402.00,1.00,1.00,70.00,69.00
,"1 Mar 23","404-02-812625-11",99.71,100.00,0.06,365.42,3411.46,7.59,99.01,98.59,0.00,0.00,78.11,100.00,0.00,0.00,0.04,,,100.00,100.00,0.00,-111.99,47.0141,0.38,0.00,47.00,31.92,26.03,,,1000.00,1010.00,349.00,354.00,3.00,3.00,44.00,44.00
,"2 Mar 23","404-02-812625-11",99.23,99.46,0.08,759.79,2865.56,7.77,98.51,94.38,0.00,0.00,83.96,100.00,0.00,2.98,0.10,,,100.00,100.00,0.00,-111.22,45.5434,0.35,0.00,44.00,54.96,30.78,,,1519.00,1542.00,252.00,267.00,1.00,1.00,38.00,38.00
,"3 Mar 23","404-02-812625-11",99.24,100.00,0.00,689.97,7771.74,8.57,98.89,96.71,100.00,0.00,60.99,100.00,0.00,0.06,0.06,,,100.00,100.00,0.00,-111.10,48.9931,0.36,0.00,49.00,34.48,24.14,,,979.00,990.00,147.00,152.00,5.00,5.00,34.00,34.00
,"4 Mar 23","404-02-812625-11",99.39,99.89,0.09,542.41,3323.37,7.98,98.35,95.92,0.00,0.00,74.25,100.00,20.00,1.70,0.27,,,100.00,90.00,0.00,-113.06,43.2273,0.33,0.00,55.00,44.76,23.78,,,1195.00,1215.00,282.00,294.00,3.00,3.00,60.00,54.00
"PB_E_T2_OM_JLPR25C_C_TDD","28 Feb 23","404-02-812625-13",100.00,100.00,0.11,538.08,3205.35,9.95,95.73,91.72,0.00,0.00,83.04,100.00,0.00,0.04,7.98,,,66.67,98.15,0.00,-114.11,77.6471,0.66,0.00,61.00,53.49,7.53,,,157.00,164.00,133.00,145.00,3.00,2.00,54.00,53.00
,"1 Mar 23","404-02-812625-13",99.68,99.83,0.03,594.78,5561.60,9.75,97.30,93.61,0.00,0.00,78.96,100.00,0.00,1.73,12.04,,,100.00,98.29,0.00,-113.95,84.4715,0.50,0.00,116.00,42.20,14.45,,,648.00,666.00,249.00,266.00,3.00,3.00,117.00,115.00
,"2 Mar 23","404-02-812625-13",100.00,99.61,0.09,604.88,2467.19,8.65,96.90,95.11,0.00,0.00,89.21,100.00,0.00,0.02,0.07,,,100.00,100.00,0.00,-112.56,79.4387,0.50,0.00,125.00,75.55,13.51,,,407.00,420.00,622.00,654.00,1.00,1.00,124.00,124.00
,"3 Mar 23","404-02-812625-13",99.79,100.00,0.03,780.21,2943.05,9.61,95.29,98.48,0.00,0.00,85.33,100.00,0.00,0.38,4.73,,,100.00,97.56,0.00,-113.02,74.4961,0.55,0.00,81.00,56.05,19.23,,,647.00,679.00,260.00,264.00,2.00,2.00,82.00,80.00
,"4 Mar 23","404-02-812625-13",100.00,99.38,0.05,604.06,2316.20,8.79,93.51,88.46,0.00,0.00,93.17,100.00,0.00,0.36,3.49,,,100.00,97.92,0.00,-114.63,88.6075,0.53,0.00,99.00,72.42,11.42,,,288.00,308.00,322.00,364.00,1.00,1.00,96.00,94.00
"PB_E_T2_OM_LUD596A_A_TDD","28 Feb 23","404-02-250805-11",,,,,,,,,0.00,0.00,1.93,,,,,,,,,,-120.00,0.0000,0.00,0.00,0.00,3.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,"1 Mar 23","404-02-250805-11",100.00,100.00,0.16,656.10,10612.07,9.18,99.42,100.00,100.00,0.00,30.70,100.00,0.00,0.12,0.00,,,100.00,100.00,0.00,-119.70,3.8108,0.09,0.00,77.00,13.32,0.00,,,340.00,342.00,159.00,159.00,7.00,7.00,70.00,70.00
,"2 Mar 23","404-02-250805-11",,,,,,,,,0.00,0.00,1.93,,,,,,,,,,-120.00,0.0000,0.00,0.00,0.00,3.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,"3 Mar 23","404-02-250805-11",95.45,100.00,0.00,706.74,22703.02,9.99,100.00,100.00,0.00,0.00,7.82,100.00,0.00,0.00,0.00,,,,100.00,0.00,-119.91,0.0597,0.00,0.00,3.00,8.29,0.00,,,19.00,19.00,3.00,3.00,0.00,0.00,1.00,1.00
,"4 Mar 23","404-02-250805-11",100.00,99.89,0.00,472.09,17664.14,9.72,100.00,100.00,0.00,0.00,24.51,96.43,0.00,0.00,0.01,,,100.00,100.00,0.00,-119.60,4.2824,0.11,0.00,27.00,18.47,0.00,,,200.00,200.00,56.00,56.00,1.00,1.00,27.00,27.00
"PB_E_T2_OM_LUD596B_B_TDD","28 Feb 23","404-02-250805-12",100.00,100.00,0.06,774.97,4684.98,9.29,99.69,100.00,100.00,0.00,55.17,98.70,0.00,0.32,0.00,,,100.00,100.00,0.00,-116.28,29.2036,0.70,0.00,76.00,23.37,0.03,,,637.00,639.00,412.00,412.00,8.00,8.00,69.00,69.00
,"1 Mar 23","404-02-250805-12",100.00,100.00,0.19,908.88,12458.24,9.54,99.46,100.00,100.00,0.00,28.59,100.00,0.00,0.93,0.03,,,100.00,100.00,0.00,-117.28,16.7431,0.49,0.00,166.00,15.96,0.00,,,551.00,554.00,294.00,294.00,6.00,6.00,155.00,155.00
,"2 Mar 23","404-02-250805-12",99.91,99.81,0.02,1066.75,14467.01,9.87,99.18,100.00,100.00,0.00,32.80,100.00,0.00,0.35,0.02,,,88.89,100.00,0.00,-117.17,22.2872,0.67,0.00,121.00,19.55,0.00,,,482.00,486.00,275.00,275.00,9.00,8.00,110.00,110.00
,"3 Mar 23","404-02-250805-12",99.84,100.00,0.09,620.51,7700.39,9.75,99.82,100.00,100.00,0.00,41.15,100.00,0.00,4.29,0.24,,,100.00,100.00,0.00,-117.71,6.2598,0.10,0.00,98.00,18.29,0.00,,,553.00,554.00,275.00,275.00,10.00,10.00,94.00,94.00
,"4 Mar 23","404-02-250805-12",100.00,99.53,0.14,908.90,14468.70,10.07,99.74,99.54,100.00,0.00,24.54,100.00,0.00,1.12,0.84,,,100.00,99.15,0.00,-117.66,14.1266,0.37,0.00,121.00,13.52,0.00,,,386.00,387.00,217.00,218.00,5.00,5.00,118.00,117.00
"PB_E_T2_OM_LUD596C_C_TDD","28 Feb 23","404-02-250805-13",99.96,99.97,0.09,689.35,3508.26,8.62,98.90,99.78,100.00,0.00,80.29,100.00,0.00,0.13,0.02,,,100.00,100.00,0.00,-110.91,77.4961,1.71,0.00,331.00,34.58,0.01,,,1523.00,1540.00,893.00,895.00,10.00,10.00,314.00,314.00
,"1 Mar 23","404-02-250805-13",99.96,99.94,0.00,745.50,3511.97,8.56,98.84,99.82,100.00,0.00,80.40,100.00,0.00,0.14,0.00,,,100.00,100.00,0.00,-111.90,68.5352,1.63,0.00,256.00,30.39,0.00,,,1359.00,1375.00,554.00,555.00,6.00,6.00,240.00,240.00
,"2 Mar 23","404-02-250805-13",99.88,99.93,0.02,733.16,2329.52,8.65,98.75,99.85,100.00,0.00,88.68,99.63,0.00,0.06,0.00,,,100.00,100.00,0.00,-111.94,73.7288,2.03,0.00,268.00,41.30,0.00,,,1423.00,1441.00,687.00,688.00,7.00,7.00,250.00,250.00
,"3 Mar 23","404-02-250805-13",99.89,100.00,0.10,585.57,8666.93,9.33,99.49,99.50,100.00,0.00,50.22,100.00,0.00,0.64,0.00,,,100.00,100.00,0.00,-116.17,15.3111,0.28,0.00,176.00,29.86,0.02,,,1566.00,1574.00,399.00,401.00,12.00,12.00,162.00,162.00
,"4 Mar 23","404-02-250805-13",99.96,100.00,0.03,771.08,3222.81,8.70,98.13,99.26,100.00,0.00,76.36,100.00,0.00,0.10,0.02,,,100.00,100.00,0.00,-113.65,59.0888,1.38,0.00,252.00,32.97,0.02,,,945.00,963.00,267.00,269.00,8.00,8.00,220.00,220.00
"PB_E_T2_OM_MAMJ71A_A_TDD","28 Feb 23","404-02-252252-11",100.00,99.79,0.12,596.32,16886.64,11.44,99.38,100.00,0.00,0.00,46.62,100.00,0.00,0.41,0.03,,,100.00,100.00,0.00,-113.60,54.2186,0.66,0.00,79.00,36.39,21.60,,,161.00,162.00,212.00,212.00,1.00,1.00,79.00,79.00
,"1 Mar 23","404-02-252252-11",100.00,99.66,0.19,488.80,16416.93,11.06,98.17,100.00,0.00,0.00,43.84,100.00,0.00,0.13,0.85,,,100.00,100.00,0.00,-112.98,45.8689,1.09,0.00,50.00,29.53,23.35,,,215.00,219.00,326.00,326.00,1.00,1.00,48.00,48.00
,"2 Mar 23","404-02-252252-11",100.00,99.67,0.06,542.20,17873.41,11.51,98.90,100.00,0.00,0.00,36.09,100.00,0.00,0.01,0.01,,,,100.00,0.00,-112.56,49.1975,1.61,0.00,67.00,30.37,16.79,,,179.00,181.00,208.00,208.00,0.00,0.00,65.00,65.00
,"3 Mar 23","404-02-252252-11",100.00,100.00,0.05,536.00,13992.68,11.43,95.00,99.66,100.00,0.00,47.21,100.00,0.00,0.00,0.02,,,100.00,100.00,0.00,-111.83,54.8797,1.16,0.00,49.00,36.18,25.09,,,152.00,160.00,290.00,291.00,2.00,2.00,41.00,41.00
,"4 Mar 23","404-02-252252-11",99.69,100.00,0.00,727.29,18349.06,11.89,94.23,100.00,0.00,0.00,45.95,100.00,0.00,0.09,0.12,,,,100.00,0.00,-112.15,51.1133,1.02,0.00,48.00,28.65,22.10,,,147.00,156.00,190.00,190.00,0.00,0.00,42.00,42.00
"PB_E_T2_OM_MAMJ71B_B_TDD","28 Feb 23","404-02-252252-12",100.00,99.68,0.09,368.78,8123.76,9.37,96.43,100.00,100.00,0.00,52.64,100.00,0.00,0.24,0.08,,,100.00,100.00,0.00,-108.89,34.2993,0.43,0.00,50.00,35.04,55.17,,,216.00,224.00,282.00,282.00,1.00,1.00,50.00,50.00
,"1 Mar 23","404-02-252252-12",99.89,100.00,0.00,284.19,11360.15,10.28,94.44,99.42,100.00,0.00,38.72,100.00,33.33,0.54,3.74,,,,98.98,0.00,-108.24,29.9575,0.48,0.00,88.00,31.68,39.70,,,119.00,126.00,345.00,347.00,0.00,0.00,98.00,97.00
,"2 Mar 23","404-02-252252-12",99.81,100.00,0.22,327.11,13007.38,10.14,98.81,98.85,0.00,0.00,53.47,100.00,0.00,0.65,2.21,,,100.00,100.00,0.00,-107.11,36.3771,0.55,0.00,53.00,25.54,66.29,,,83.00,84.00,172.00,174.00,2.00,2.00,51.00,51.00
,"3 Mar 23","404-02-252252-12",100.00,99.89,0.00,384.85,16689.81,10.32,93.44,100.00,100.00,0.00,31.28,100.00,0.00,0.13,1.94,,,100.00,100.00,0.00,-105.41,28.1685,0.41,0.00,65.00,32.15,51.49,,,171.00,183.00,289.00,289.00,2.00,2.00,64.00,64.00
,"4 Mar 23","404-02-252252-12",99.78,99.68,0.07,344.53,10288.94,9.57,95.75,99.80,100.00,0.00,36.41,100.00,0.00,0.27,0.83,,,100.00,100.00,0.00,-103.46,26.8327,0.44,0.00,51.00,34.11,57.55,,,248.00,259.00,495.00,496.00,3.00,3.00,52.00,52.00
"PB_E_T2_OM_MAMJ71C_C_TDD","28 Feb 23","404-02-252252-13",99.65,99.92,0.20,389.89,8760.37,9.63,94.52,98.77,100.00,0.00,62.37,100.00,0.00,10.78,10.46,,,100.00,99.10,0.00,-108.53,40.5297,0.70,0.00,117.00,26.78,31.52,,,207.00,219.00,480.00,486.00,1.00,1.00,111.00,110.00
,"1 Mar 23","404-02-252252-13",99.74,99.95,0.00,596.07,13349.08,10.11,95.33,99.62,100.00,0.00,32.63,100.00,0.00,0.49,0.34,,,,99.19,0.00,-107.73,34.7625,0.81,0.00,117.00,21.23,39.33,,,429.00,450.00,263.00,264.00,0.00,0.00,123.00,122.00
,"2 Mar 23","404-02-252252-13",99.81,99.91,0.07,772.35,10517.81,10.07,96.89,96.10,100.00,0.00,53.10,100.00,0.00,0.52,1.60,,,75.00,100.00,0.00,-104.48,39.2976,0.79,0.00,112.00,28.11,45.16,,,499.00,515.00,320.00,333.00,4.00,3.00,111.00,111.00
,"3 Mar 23","404-02-252252-13",99.84,100.00,0.04,814.20,13648.17,10.15,97.92,97.81,100.00,0.00,39.41,100.00,0.00,4.11,3.57,,,100.00,100.00,0.00,-107.28,39.4709,0.80,0.00,150.00,21.90,45.65,,,424.00,433.00,268.00,274.00,3.00,3.00,151.00,151.00
,"4 Mar 23","404-02-252252-13",99.91,99.90,0.00,715.15,8648.12,9.14,98.43,99.70,100.00,0.00,52.09,100.00,0.00,0.20,1.87,,,100.00,100.00,0.00,-108.67,42.3280,0.85,0.00,147.00,30.55,44.48,,,563.00,572.00,333.00,334.00,4.00,4.00,145.00,145.00
"PB_E_T2_OM_MGGR62A_A","28 Feb 23","404-02--11",100.00,99.89,,358.80,5182.51,10.25,98.65,98.47,100.00,,83.62,100.00,0.00,0.02,0.10,,10.80,100.00,100.00,0.00,-100.43,93.4501,0.68,0.00,99.00,66.78,,,,,,,,,,,
,"1 Mar 23","404-02--11",99.96,99.96,,460.82,6504.77,10.47,98.29,98.93,100.00,,72.05,100.00,0.00,0.07,0.01,,7.18,100.00,100.00,0.00,-100.86,79.9224,0.78,0.00,110.00,51.48,,,,,,,,,,,
,"2 Mar 23","404-02--11",99.92,99.76,,262.41,5193.62,10.38,98.50,98.82,100.00,,80.65,100.00,0.00,0.03,0.04,,13.02,100.00,100.00,0.00,-100.52,88.8884,0.62,0.00,83.00,69.12,,,,,,,,,,,
,"3 Mar 23","404-02--11",99.90,99.88,,222.35,6093.39,10.63,98.89,99.01,100.00,,77.42,100.00,0.00,0.16,0.06,,13.91,100.00,97.53,0.00,-100.98,84.4988,0.56,0.00,81.00,76.78,,,,,,,,,,,
,"4 Mar 23","404-02--11",99.90,99.97,,574.23,6129.91,10.32,99.58,99.62,100.00,,70.83,100.00,0.00,0.05,0.09,,9.44,100.00,100.00,0.00,-101.22,84.1673,0.79,0.00,106.00,62.83,,,,,,,,,,,
"PB_E_T2_OM_MGGR62A_A_TDD","28 Feb 23","404-02-801862-11",,,,,,,,,0.00,,,,,,,,,,,,-120.00,0.0000,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,"1 Mar 23","404-02-801862-11",,,,,,,,,0.00,,,,,,,,,,,,-120.00,0.0000,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,"2 Mar 23","404-02-801862-11",,,,,,,,,0.00,,,,,,,,,,,,-120.00,0.0000,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,"3 Mar 23","404-02-801862-11",,,,,,,,,0.00,,,,,,,,,,,,-120.00,0.0000,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,"4 Mar 23","404-02-801862-11",,,,,,,,,0.00,,,,,,,,,,,,-120.00,0.0000,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"PB_E_T2_OM_MGGR62A_L","28 Feb 23","404-02--15",99.47,99.72,0.25,277.22,8413.85,8.81,99.52,99.48,100.00,,27.27,97.62,16.67,0.29,1.65,,8.32,100.00,100.00,0.00,-105.13,26.0106,0.39,0.00,41.00,18.00,,,,,,,,,,,
,"1 Mar 23","404-02--15",99.30,99.03,0.11,245.40,8936.22,8.78,98.89,99.11,100.00,,21.45,100.00,0.00,2.87,1.54,,5.47,100.00,100.00,0.00,-105.62,20.8545,0.49,0.00,30.00,21.55,,,,,,,,,,,
,"2 Mar 23","404-02--15",99.33,99.72,0.75,122.86,8277.49,8.90,98.85,99.54,88.89,,24.98,100.00,0.00,0.91,2.73,,2.85,100.00,100.00,0.00,-104.96,21.5473,0.30,0.00,40.00,18.80,,,,,,,,,,,
,"3 Mar 23","404-02--15",99.65,97.53,0.78,128.21,7863.85,8.93,99.16,99.25,100.00,,29.73,100.00,0.00,0.20,0.69,,1.72,100.00,100.00,0.00,-105.33,24.9662,0.54,0.00,34.00,20.38,,,,,,,,,,,
,"4 Mar 23","404-02--15",99.74,99.71,0.24,166.60,7951.04,9.31,99.66,99.77,100.00,,33.85,100.00,0.00,0.23,0.28,,7.57,100.00,100.00,0.00,-103.56,25.9438,0.40,0.00,35.00,17.32,,,,,,,,,,,
"PB_E_T2_OM_MGGR62A_L_TDD","28 Feb 23","404-02-801862-15",,,,,,,,,0.00,,,,,,,,,,,,-120.00,0.0000,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,"1 Mar 23","404-02-801862-15",,,,,,,,,0.00,,,,,,,,,,,,-120.00,0.0000,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,"2 Mar 23","404-02-801862-15",,,,,,,,,0.00,,,,,,,,,,,,-120.00,0.0000,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,"3 Mar 23","404-02-801862-15",,,,,,,,,0.00,,,,,,,,,,,,-120.00,0.0000,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,"4 Mar 23","404-02-801862-15",,,,,,,,,0.00,,,,,,,,,,,,-120.00,0.0000,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"PB_E_T2_OM_MGGR62B_B","28 Feb 23","404-02--12",98.96,99.29,,358.58,3508.67,8.78,99.56,99.32,100.00,,43.52,96.97,0.00,22.42,3.64,,4.65,100.00,100.00,0.00,-107.50,13.8550,0.10,0.00,32.00,16.65,,,,,,,,,,,
,"1 Mar 23","404-02--12",99.21,99.28,,543.66,5853.16,8.34,99.30,99.46,100.00,,39.50,100.00,0.00,13.08,2.88,,7.92,100.00,100.00,0.00,-106.64,16.3975,0.14,0.00,31.00,15.97,,,,,,,,,,,
,"2 Mar 23","404-02--12",99.15,99.43,,266.68,5405.68,8.59,99.69,99.37,100.00,,38.75,92.00,,37.11,0.00,,4.91,100.00,95.65,0.00,-105.69,15.1227,0.04,0.00,23.00,8.20,,,,,,,,,,,
,"3 Mar 23","404-02--12",99.82,99.14,,134.15,3704.86,7.97,98.80,99.57,100.00,,65.12,100.00,50.00,3.74,0.82,,6.02,100.00,100.00,0.00,-106.01,21.9449,0.24,0.00,92.00,37.15,,,,,,,,,,,
,"4 Mar 23","404-02--12",99.93,99.79,,340.73,3114.24,7.61,99.13,98.71,100.00,,66.38,100.00,0.00,0.90,0.15,,10.45,100.00,100.00,0.00,-107.22,17.8246,0.16,0.00,103.00,20.23,,,,,,,,,,,
"PB_E_T2_OM_MGGR62B_B_TDD","28 Feb 23","404-02-801862-12",,,,,,,,,0.00,,,,,,,,,,,,-120.00,0.0000,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,"1 Mar 23","404-02-801862-12",,,,,,,,,0.00,,,,,,,,,,,,-120.00,0.0000,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
