Short name,,4G_ECGI,MV_RRC Setup Success Rate [CDBH],ERAB Setup Success Rate [CDBH],MV_PS Drop Call Rate % [CDBH],MV_UL User Throughput_Kbps [CDBH],MV_DL User Throughput_Kbps [CDBH],MV_E-UTRAN Average CQI [CDBH],MV_PS handover success rate [LTE Intra System] [CDBH],MV_PS handover success rate [LTE Inter System] [CDBH],MV_CSFB Redirection Success Rate [CDBH],Paging record discarded At eNodeB [CDBH],MV_Average number of used DL PRBs [CDBH],MV_VoLTE ERAB Setup Success Rate [CBBH],MV_VoLTE DCR [CBBH],MV_VoLTE Packet Loss DL [CBBH],MV_VoLTE Packet Loss UL [CBBH],VoLTE SRVCC SR [CBBH],MV_PUSCH SINR [CBBH],MV_VoLTE IntraF HOSR Exec [CBBH],MV_VoLTE InterF HOSR Exec [CBBH],MV_VoLTE SRVCC Per Call Rate [CBBH],UL RSSI,MV_4G Data Volume_GB,MV_VoLTE Traffic,MV_VoLTE SRVCC Per Call Rate_Nom [CBBH],MV_VoLTE SRVCC Per Call Rate_Denom [CBBH],MV_Average number of used UL PRBs [CDBH],TA Sampls > 1.5 Km % [CDBH],VoLTE Packet Loss DL_Nom [CBBH],VoLTE Packet Loss UL_Nom [CBBH],PS handover success rate_NOM [LTE Intra System] [CDBH],PS handover success rate_DENOM [LTE Intra System] [CDBH],PS handover success rate_NOM [LTE Inter System] [CDBH],PS handover success rate_DENOM [LTE Inter System] [CDBH],VoLTE IntraF HOSR Exec_DENOM [CBBH],VoLTE IntraF HOSR Exec_NOM [CBBH],VoLTE InterF HOSR Exec_DENOM [CBBH],VoLTE InterF HOSR Exec_NOM [CBBH]
,12-Feb-23,404-02-812647-13,100,100,0.04,613.31,1912.53,9.84,98.17,100,0,0,95.55,100,0,0.08,0,,,100,86.96,0,-115.27,106.0063,0.57,0,44,58.76,0,,,589,600,115,115,4,4,46,40
,13-Feb-23,404-02-812647-13,100,99.7,0,1083.06,9941.64,9.87,99.6,99.54,100,0,71.06,100,0,0,0.02,,,100,100,0,-116.76,98.7839,1.15,0,184,36.92,0.02,,,1500,1506,217,218,11,11,170,170
PB_E_T2_OM_GHOR64A_A,09-Feb-23,404-02-251532-11,99.91,99.65,0.1,449.63,2406.24,10.93,98.25,100,0,0,95.19,100,0,0,0,,,50,100,0,-112.64,127.7976,2.37,0,111,62.59,2.82,,,225,229,262,262,2,1,98,98
,10-Feb-23,404-02-251532-11,100,99.74,0.13,456.95,2275.55,10.58,92.64,99.01,100,0,96.51,100,0,0,0,,,,100,0,-114.2,143.5607,4.38,0,114,63.8,3.16,,,151,163,301,304,0,0,104,104
,11-Feb-23,404-02-251532-11,99.87,99.59,0.09,624.38,3370.93,10.62,96.8,91.82,100,0,91.67,100,0,0.01,0.01,,,33.33,100,0,-113.67,143.673,3.91,0,157,75.04,3.26,,,272,281,550,599,3,1,138,138
,12-Feb-23,404-02-251532-11,100,99.9,0.16,584.76,5286.98,10.81,95.4,93.43,100,0,84.74,100,0,0,0.02,,,100,100,0,-113.49,134.4761,3.5,0,85,71.43,2.96,,,249,261,526,563,2,2,72,72
,13-Feb-23,404-02-251532-11,99.9,99.52,0.04,546.95,2805.32,10.8,96.97,100,0,0,96.38,100,0,0,0.01,,,,100,0,-113.63,127.0909,4.4,0,116,65.12,3.82,,,128,132,251,251,0,0,100,100
PB_E_T2_OM_GHOR64A_L,09-Feb-23,404-02-251532-15,99.73,99.68,0,410.88,4736.78,10.47,97,100,0,0,79.84,100,0,0.29,4.43,,,100,99.03,0,-110.5,107.1149,1.03,0,104,63.07,7.42,,,194,200,281,281,1,1,103,102
,10-Feb-23,404-02-251532-15,99.88,99.92,0.08,471.51,3645.81,10.46,96.41,100,100,0,90.79,100,0,0,0.32,,,100,98.18,0,-110.63,112.6141,1.08,0,55,70.51,12.82,,,403,418,334,334,2,2,55,54
,11-Feb-23,404-02-251532-15,99.8,100,0.11,518.57,5297.63,10.24,95.95,99.44,0,0,80.8,99.07,0,0.03,0.17,,,100,98.89,0,-111.21,104.4755,1.84,0,107,56.99,16.74,,,450,469,353,355,2,2,90,89
,12-Feb-23,404-02-251532-15,99.01,100,0.08,506.03,3531.04,10.4,95.03,100,100,0,87.41,100,0,0.02,0.03,,,100,100,0,-111.18,115.1287,2.45,0,114,63.28,12.62,,,287,302,285,285,2,2,96,96
,13-Feb-23,404-02-251532-15,99.53,99.83,0.11,512.85,3526.29,10.37,96.5,99.72,0,0,85.07,100,0,0,0.07,,,100,100,0,-111.14,105.9012,2.45,0,64,60,10.08,,,414,429,355,356,2,2,58,58
PB_E_T2_OM_GHOR64B_M,09-Feb-23,404-02-805444-43,100,100,0,510.81,6991.86,10.62,100,99.24,0,0,36.38,100,0,0.01,0.88,,,100,98.73,0,-110.51,52.0111,0.86,0,87,26.7,5.87,,,46,46,131,132,4,4,79,78
,10-Feb-23,404-02-805444-43,100,100,0,1047.53,13558.6,11.07,100,100,100,0,48.71,100,0,0.04,0.07,,,100,99.44,0,-116.58,72.1,0.87,0,183,53.87,1.34,,,547,547,305,305,3,3,178,177
,11-Feb-23,404-02-805444-43,100,99.64,0.09,949.66,20495.06,10.87,99.72,100,100,0,45.01,100,0,0,2.29,,,100,100,0,-116.49,59.5792,0.71,0,219,51.11,1.12,,,356,357,210,210,3,3,209,209
,12-Feb-23,404-02-805444-43,100,100,0.1,434.21,7736.56,10.5,97.33,100,0,0,74.41,100,0,0,0,,,100,100,0,-115.99,65.1492,0.53,0,73,41.64,1.05,,,73,75,193,193,2,2,68,68
,13-Feb-23,404-02-805444-43,100,100,0,591.59,9687.04,10.3,100,99.29,0,0,52.67,100,0,0.06,0.05,,,100,100,0,-115.71,63.5042,0.83,0,169,55.05,4.64,,,125,125,139,140,3,3,169,169
PB_E_T2_OM_GHOR64C_C,09-Feb-23,404-02-251532-13,99.81,99.72,0.03,402.47,3939.1,10.77,97.1,99.18,100,0,85.08,100,0,0.02,0.01,,,100,100,0,-108.97,103.3124,1.62,0,140,59.64,7.58,,,234,241,969,977,6,6,130,130
,10-Feb-23,404-02-251532-13,100,99.88,0.02,480.76,2599.5,10.69,98.8,99.67,0,0,93.22,100,0,0,0,,,100,100,0,-117.29,126.9172,1.03,0,101,56.57,10.04,,,330,334,608,610,1,1,96,96
,11-Feb-23,404-02-251532-13,100,99.83,0.02,514.76,2462.35,10.65,96.97,99.16,0,0,95.11,99.32,0,0.44,0.04,,,100,100,0,-114.78,129.0786,1.21,0,145,59.76,10.59,,,320,330,706,712,5,5,138,138
,12-Feb-23,404-02-251532-13,99.93,99.89,0.05,475.99,3502.19,10.86,97.54,99.49,100,0,86.76,100,0,0.34,0,,,100,99.31,0,-115.01,133.6103,1.22,0,147,47.66,8.57,,,516,529,586,589,1,1,145,144
,13-Feb-23,404-02-251532-13,100,99.88,0.07,418.67,1224.86,10.55,98.1,97.93,0,0,98.27,100,0,0.06,0,,,100,100,0,-115.77,128.0504,1.51,0,134,67.84,8.51,,,206,210,473,483,6,6,125,125
PB_E_T2_OM_GIL659A_A,09-Feb-23,404-02-251394-11,99.73,99.66,0,454.79,12622.18,11.54,97.91,99.38,0,0,53.05,100,0,0,2.93,,14.67,,100,0,-109.93,67.0164,0.75,0,21,38.75,15.5,,,375,383,159,160,0,0,21,21
,10-Feb-23,404-02-251394-11,99.58,99.39,0.17,953.31,20135.36,11.09,98.91,100,0,0,34.66,100,0,2.36,12.48,,10.67,100,100,0,-116.07,29.5178,0.21,0,36,16.2,36.6,,,364,368,75,75,2,2,34,34
,11-Feb-23,404-02-251394-11,100,100,0,489.63,10249.42,9.78,98.76,100,0,0,46.89,100,0,3.66,2.28,,13.17,100,100,0,-113.74,28.0593,0.24,0,52,17.12,36.31,,,238,241,108,108,2,2,49,49
,12-Feb-23,404-02-251394-11,99.01,100,0.06,561.21,7153.42,9.73,94.22,96.3,0,0,47.66,100,0,0,0.03,,13.4,100,100,0,-113.44,26.8071,0.26,0,15,29.75,35.71,,,212,225,52,54,1,1,14,14
,13-Feb-23,404-02-251394-11,99.66,99.55,0.12,413.21,7159.42,9.4,98.18,96.39,0,0,57.99,100,0,0.31,0.08,,11.72,100,100,0,-115.24,35.5532,0.24,0,39,24.6,40.08,,,269,274,80,83,2,2,37,37
PB_E_T2_OM_GIL659A_L,09-Feb-23,404-02-251394-15,100,99.8,0.13,426.43,8731.04,10.75,96.22,93.95,100,0,68.36,100,0,0.07,5.4,,14.32,100,100,0,-104.96,73.8581,0.98,0,67,48.86,12.07,,,229,238,233,248,5,5,60,60
,10-Feb-23,404-02-251394-15,99.83,99.25,0.12,677.3,9537.6,11.27,99.72,99.11,0,0,52.31,100,0,0.13,0.22,,12.38,100,100,0,-113.77,72.0786,1.43,0,64,40.14,15.88,,,355,356,222,224,6,6,48,48
,11-Feb-23,404-02-251394-15,100,99.59,0.05,442.58,9460.78,10.71,98.67,97.56,100,0,64.13,100,0,0,1.53,,9.68,,100,0,-109.41,70.0395,0.47,0,64,44.63,7.95,,,223,226,240,246,0,0,62,62
,12-Feb-23,404-02-251394-15,100,99.73,0,491.41,12487.54,10.9,96.03,96.81,100,0,49.54,100,0,0,0.3,,8.71,100,100,0,-107.87,76.4747,0.49,0,58,48.33,13.5,,,145,151,182,188,5,5,59,59
,13-Feb-23,404-02-251394-15,99.59,98.85,0.09,510.3,11305.53,10.52,98.28,96.62,100,0,58.21,100,0,0.02,0.77,,12.9,,100,0,-112.1,65.6615,0.88,0,66,47.36,25.46,,,515,524,229,237,0,0,63,63
PB_E_T2_OM_HRPR89A_A,09-Feb-23,404-02-80389-11,100,99.87,0.01,632.26,6511.24,10.31,99.05,97.08,0,0,72.52,100,0,1.04,2.59,,,100,100,0,-105.88,92.3108,0.97,0,122,60.3,6.84,,,523,528,465,479,9,9,115,115
,10-Feb-23,404-02-80389-11,100,99.82,0.04,675.46,2855.21,10.57,97.91,98.75,0,0,92.46,100,0,0.54,10.89,,,,97.67,0,-114.68,92.271,0.76,0,91,54.64,6.12,,,281,287,158,160,0,0,86,84
,11-Feb-23,404-02-80389-11,99.84,100,0.11,542.24,4449.23,10.07,98.84,97.77,100,0,80.13,100,0,0.03,0.34,,,100,98.95,0,-111.67,88.0811,1.49,0,99,51.61,7.28,,,427,432,439,449,3,3,95,94
,12-Feb-23,404-02-80389-11,100,100,0,507.66,6011.31,11.39,98.6,98.73,0,0,58.51,98.65,14.29,0.15,0.35,,,100,98.48,0,-112.35,89.0493,0.96,0,74,57.35,7.16,,,141,143,156,158,3,3,66,65
,13-Feb-23,404-02-80389-11,100,100,0,1101.31,4699.77,10.52,97.13,98.83,0,0,76.6,100,0,0.27,2.12,,,100,100,0,-113.73,83.4885,0.94,0,97,65.42,7.22,,,305,314,339,343,2,2,87,87
PB_E_T2_OM_HRPR89A_L,09-Feb-23,404-02-80389-15,100,99.87,0,625.13,5468.6,9.19,98.37,100,100,0,63.24,100,0,0.06,0.01,,,,100,0,-110.85,55.9324,0.63,0,38,29.6,0.49,,,362,368,61,61,0,0,37,37
,10-Feb-23,404-02-80389-15,100,100,0,1869.22,7851.73,9.71,98.86,100,0,0,53.42,100,0,0.18,0.01,,,100,100,0,-114.24,53.2337,0.37,0,23,47.6,0.27,,,260,263,50,50,1,1,20,20
,11-Feb-23,404-02-80389-15,100,100,0.07,683.25,3519.5,8.91,98.17,100,0,0,75.93,100,0,0,0,,,,100,0,-113.59,49.7717,0.38,0,26,36.97,0,,,322,328,59,59,0,0,20,20
,12-Feb-23,404-02-80389-15,100,100,0,981.2,6021.06,9.3,98.82,100,0,0,69.71,100,0,0.02,0,,,100,100,0,-114.03,54.2144,0.27,0,43,43.93,0.23,,,251,254,85,85,1,1,40,40
,13-Feb-23,404-02-80389-15,100,100,0,805.55,5310.37,9.24,100,100,0,0,70.22,100,0,1.29,0,,,,100,0,-114.48,49.9203,0.3,0,37,33.5,0.53,,,344,344,64,64,0,0,39,39
PB_E_T2_OM_HRPR89B_B,09-Feb-23,404-02-80389-12,100,100,0,318.76,7438.78,7.41,100,100,0,0,16.87,100,100,65.49,,,,,100,0,-113.3,1.5749,0.03,0,2,3.86,23.16,,,51,51,4,4,0,0,1,1
,10-Feb-23,404-02-80389-12,100,100,0,457.14,10529.31,7.45,96.77,100,0,0,6.05,100,,0,,,,,100,0,-119.43,1.2193,0.02,0,1,3.39,15.49,,,30,31,3,3,0,0,1,1
,11-Feb-23,404-02-80389-12,100,100,0,675.13,10914.8,10.3,100,,0,0,8.38,100,,0.41,0,,,100,100,0,-118.06,1.2573,0.02,0,3,3.74,5.13,,,5,5,0,0,1,1,2,2
,12-Feb-23,404-02-80389-12,100,100,0,448.62,10019.57,8.96,97.87,100,0,0,9.49,100,,0.02,0.01,,,,100,0,-118.16,1.3123,0.2,0,5,3.9,6.5,,,46,47,5,5,0,0,4,4
,13-Feb-23,404-02-80389-12,100,100,0,641.68,13066.71,12.37,96.3,100,0,0,4.98,100,,0.92,0,,,100,100,0,-118.97,0.7235,0.01,0,4,3.68,24.72,,,26,27,4,4,1,1,3,3
PB_E_T2_OM_HRPR89C_C,09-Feb-23,404-02-80389-13,100,100,0,359.03,16859.39,9.32,97.06,98.31,0,0,11.29,100,0,2.97,0,,,,100,0,-108.79,5.0557,0.07,0,5,5.63,90.25,,,99,102,58,59,0,0,5,5
,10-Feb-23,404-02-80389-13,100,100,0,647.11,11871.4,8.74,99.2,100,0,0,14.42,100,,0,0,,,100,100,0,-117.89,6.5543,0.14,0,13,7.36,74.39,,,124,125,20,20,3,3,10,10
,11-Feb-23,404-02-80389-13,100,100,0,1233.14,18072.33,10.26,99.47,100,0,0,13.23,100,0,0,0,,,,92.31,0,-115.48,5.6605,0.06,0,13,9.69,80.55,,,186,187,23,23,0,0,13,12
,12-Feb-23,404-02-80389-13,100,100,0,413.43,9604.68,8.21,92.71,100,0,0,24.61,100,,0.62,0,,,100,100,0,-115.97,6.8064,0.03,0,10,9.56,82.83,,,89,96,28,28,2,2,11,11
,13-Feb-23,404-02-80389-13,100,100,0,417.89,15468.47,8.1,99.05,100,0,0,19.25,100,,0,0,,,,100,0,-116.62,6.0679,0.07,0,27,7.78,85.84,,,104,105,30,30,0,0,28,28
PB_E_T2_OM_HRPR89D_D,09-Feb-23,404-02-80389-14,100,100,0,504.21,5102.1,8.16,97.62,100,0,0,57.75,100,,0,0,,,100,100,0,-108.07,19.4425,0.13,0,31,25.8,3.78,,,369,378,75,75,1,1,30,30
,10-Feb-23,404-02-80389-14,100,100,0,552.77,11133.29,9.58,99.39,100,0,0,25.61,100,0,0.14,0,,,100,100,0,-115.28,18.7978,0.12,0,16,13.26,2.16,,,162,163,31,31,1,1,13,13
,11-Feb-23,404-02-80389-14,100,100,0,431.37,5182.63,7.82,98.73,100,0,0,46.63,100,0,0.21,0,,,100,100,0,-113.42,21.1926,0.11,0,26,21.96,2.05,,,388,393,108,108,1,1,24,24
,12-Feb-23,404-02-80389-14,100,100,0,743.5,5217.6,7.85,100,100,0,0,45.7,100,0,0.81,0,,,,100,0,-113.54,18.7151,0.12,0,20,22.23,2.29,,,351,351,75,75,0,0,19,19
,13-Feb-23,404-02-80389-14,100,100,0,964.21,5852.28,8.09,98.31,98.11,0,0,41.09,100,0,0,0,,,,100,0,-114.58,17.3813,0.1,0,12,24.55,3.69,,,349,355,52,53,0,0,9,9
PB_E_T2_OM_KHRR43A_A,09-Feb-23,404-02-13082-1,99.97,99.94,0.13,486.38,3032.04,8.91,97.14,99.75,100,0,82.57,100,0,0.48,0.27,,,100,100,0,-107.89,50.6512,0.74,0,68,44.97,0.56,,,441,454,397,398,6,6,70,70
,10-Feb-23,404-02-13082-1,99.88,100,0.05,749.28,7335.22,8.66,100,99.26,100,0,64.01,100,0,0.28,3.05,,,100,100,0,-115.72,54.8921,0.68,0,123,26.41,0.32,,,415,415,539,543,9,9,118,118
,11-Feb-23,404-02-13082-1,99.78,99.9,0.13,465.11,4256.89,8.49,97.85,100,100,0,68.68,100,0,0.08,0.01,,,100,100,0,-112.38,50.1992,0.74,0,89,31.5,0.23,,,364,372,375,375,4,4,84,84
,12-Feb-23,404-02-13082-1,100,100,0.03,543.45,2115.64,8.36,97.49,99.49,100,0,85.34,100,0,0.97,0,,,100,100,0,-114.39,57.1211,0.74,0,131,42.29,0.48,,,388,398,394,396,11,11,127,127
,13-Feb-23,404-02-13082-1,99.86,100,0,689.32,8826.03,9.16,97.59,98.91,100,0,61.35,100,0,0.45,0.03,,,100,97.62,0,-114.37,55.5183,0.84,0,82,32.54,0,,,284,291,364,368,7,7,84,82
PB_E_T2_OM_KHRR43B_B,09-Feb-23,404-02-13082-2,100,100,0,1321.53,10621.64,7.79,100,100,0,0,24.18,100,0,0.24,0,,,100,100,0,-113.7,11.0273,0.14,0,29,8.77,0.22,,,156,156,33,33,1,1,24,24
,10-Feb-23,404-02-13082-2,99.84,100,0,738.26,7536.01,7.15,100,100,0,0,30.31,100,0,0,0,,,100,100,0,-118.3,10.819,0.3,0,12,10.66,0,,,193,193,73,73,2,2,11,11
,11-Feb-23,404-02-13082-2,100,100,0,679.79,3109.4,6.56,100,100,0,0,50.99,100,0,0,0,,,100,100,0,-115.85,10.272,0.16,0,23,12.97,0,,,142,142,20,20,1,1,6,6
,12-Feb-23,404-02-13082-2,100,100,0,811.91,5158.77,6.53,99.62,100,0,0,57.15,100,0,0,0.09,,,100,100,0,-117.35,12.3258,0.17,0,14,14.24,0,,,260,261,28,28,2,2,16,16
,13-Feb-23,404-02-13082-2,100,100,0,779.95,9228.42,7.23,98.67,100,0,0,25.69,100,0,0,0,,,100,100,0,-117.71,12.031,0.14,0,17,8.54,0,,,222,225,42,42,2,2,14,14
PB_E_T2_OM_KHRR43B_M,09-Feb-23,404-02-13082-16,100,99.9,0.11,507.93,4931.93,7.01,97.78,99.25,0,0,45.4,100,0,1.35,0.68,,,50,100,0,-110.59,18.5447,0.24,0,46,21.72,0,,,220,225,133,134,2,1,45,45
,10-Feb-23,404-02-13082-16,99.94,100,0,814.03,44069.96,10.77,95.92,100,100,0,11.51,100,0,0.4,0,,,100,100,0,-116.68,25.4889,0.35,0,33,16.55,0,,,47,49,44,44,4,4,29,29
,11-Feb-23,404-02-13082-16,99.63,99.75,0.14,701.88,2076.64,7.85,98.42,100,0,0,65.92,100,0,0.26,0.67,,,100,100,0,-114.39,22.788,0.29,0,52,37.35,0,,,187,190,109,109,3,3,51,51
,12-Feb-23,404-02-13082-16,100,99.96,0,858.28,26242.4,10.75,99.12,100,0,0,20.98,100,0,0.61,15.16,,,100,100,0,-115.67,30.2418,0.51,0,32,25.41,0,,,113,114,59,59,2,2,30,30
,13-Feb-23,404-02-13082-16,99.87,100,0,680.46,7545.58,7.76,99.61,99.27,100,0,32.8,100,0,0.5,10.58,,,100,100,0,-116.18,23.5021,0.59,0,50,19.85,0,,,258,259,136,137,4,4,37,37
PB_E_T2_OM_KHRR43C_C,09-Feb-23,404-02-13082-3,100,100,0,500.44,31369.33,10.95,97.83,100,0,0,29.46,100,0,0.01,0.01,,,100,100,0,-103.75,38.1454,2.45,0,60,14.74,0,,,90,92,99,99,6,6,48,48
,10-Feb-23,404-02-13082-3,99.92,100,0.07,616.93,22114.84,9.65,98.61,100,100,0,42.14,100,0,0,0,,,100,100,0,-117.53,33.6594,0.48,0,56,16.34,0,,,283,287,269,269,3,3,50,50
,11-Feb-23,404-02-13082-3,100,100,0.06,533.37,8600.85,9.12,99.28,100,100,0,53.79,100,0,0,0,,,100,100,0,-114.15,42.3341,1.22,0,60,23.72,0.11,,,277,279,152,152,3,3,39,39
,12-Feb-23,404-02-13082-3,99.92,99.63,0,574.99,9797.77,9.22,100,99.39,0,0,40.4,100,0,0.31,0,,,100,100,0,-113.56,30.6586,0.34,0,54,21.68,0.06,,,177,177,162,163,3,3,51,51
,13-Feb-23,404-02-13082-3,100,99.92,0.06,865.51,7672.29,9.39,98.07,100,0,0,59.88,100,0,0.03,0,,,100,100,0,-113.89,40.8455,1.14,0,21,26.38,0.11,,,203,207,121,121,2,2,17,17
PB_E_T2_OM_KHRR43C_N,09-Feb-23,404-02-13082-17,100,100,0,827.28,27048.84,10.04,97.93,100,100,0,23.78,96.15,0,0.08,0.62,,,100,100,0,-110.58,28.7567,0.51,0,25,12.44,0,,,142,145,154,154,2,2,25,25
,10-Feb-23,404-02-13082-17,100,100,0,1482.18,25650.29,10.35,100,100,100,0,27.84,100,0,0.01,0,,,,100,0,-117.8,29.8239,1.02,0,24,25.13,0,,,45,45,81,81,0,0,38,38
,11-Feb-23,404-02-13082-17,99.65,100,0,1288.85,9960.36,9.95,96.3,100,0,0,37.45,100,0,0.09,0.06,,,100,100,0,-115.57,27.4741,1.5,0,29,22.54,0,,,26,27,40,40,2,2,30,30
,12-Feb-23,404-02-13082-17,99.92,100,0.12,881.2,9659.7,9.91,96.15,100,0,0,35.1,100,0,0.16,0.13,,,100,100,0,-116.32,25.8804,1.06,0,13,17.98,0,,,75,78,50,50,2,2,16,16
,13-Feb-23,404-02-13082-17,100,100,0,779.21,13207.19,9.72,100,100,100,0,38.42,100,,0.07,0.37,,,,100,0,-116.32,27.0124,0.87,0,26,14.51,0,,,159,159,151,151,0,0,35,35
PB_E_T2_OM_KLBK25A_A,09-Feb-23,404-02-803425-11,99.74,100,0.07,441.53,1313.43,11.15,71.7,95.09,0,0,97.96,97.06,0,0.07,0.47,,,100,98.74,0,-112.17,149.9286,2.91,0,167,76.1,6.53,,,190,265,387,407,2,2,159,157
,10-Feb-23,404-02-803425-11,100,100,0.01,670.88,3644.38,11.02,95.09,98.1,100,0,93.31,100,0,0.19,0.02,,,100,100,0,-113.57,157.6871,2.13,0,202,68.43,3.09,,,465,489,309,315,3,3,189,189
,11-Feb-23,404-02-803425-11,99.66,100,0.11,647.91,3146.63,11.34,68.92,97.37,0,0,94.36,100,5,0.04,14.59,,,100,100,0,-113.58,164.1336,2.42,0,209,65.95,5.9,,,153,222,370,380,2,2,192,192
,12-Feb-23,404-02-803425-11,100,100,0.02,810.07,4097.6,11.39,90.06,96.73,100,0,86.43,100,0,0,0.02,,,,100,0,-113.82,161.8757,3.06,0,28,60.97,4.13,,,163,181,237,245,0,0,26,26
,13-Feb-23,404-02-803425-11,99.85,99.83,0.09,718.73,5122.21,11.35,86.5,97.62,0,0,89.84,100,0,0,0.08,,,100,100,0,-113.6,151.2666,2.32,0,190,69.48,5.25,,,141,163,287,294,2,2,182,182
PB_E_T2_OM_KLBK25A_L,09-Feb-23,404-02-803425-15,99.92,99.73,0.1,632.08,1921.64,11.28,71,100,0,0,94.93,100,5.56,0.01,0.22,,,87.5,100,0,-111.32,134.2747,12.56,0,125,78.59,1.87,,,492,693,334,334,8,7,210,210
,10-Feb-23,404-02-803425-15,100,100,0,1099.97,3246.76,10.22,95.13,99.42,0,0,89.58,99.19,0,0,0.08,,,100,100,0,-116.42,125.64,9.17,0,126,67.76,2.41,,,254,267,342,344,9,9,228,228
,11-Feb-23,404-02-803425-15,99.94,100,0.02,673.98,1679.67,11.22,84.6,100,0,0,95.33,100,0,0.02,0.01,,,100,100,0,-114.52,128.837,6.42,0,124,71.1,1.57,,,467,552,259,259,12,12,162,162
,12-Feb-23,404-02-803425-15,99.93,99.86,0,648.3,1762.36,10.37,95.66,100,0,0,96.55,100,0,0,0.11,,,100,98.79,0,-114.64,142.0891,8.25,0,91,68.55,0.47,,,463,484,232,232,7,7,165,163
,13-Feb-23,404-02-803425-15,99.8,99.89,0,979.39,1364.05,10.23,100,100,0,0,98.79,100,0,0,0.01,,,100,100,0,-115.77,123.9732,7.66,0,107,73.36,1.04,,,312,312,213,213,6,6,171,171
PB_E_T2_OM_KLBK25B_B,09-Feb-23,404-02-803425-12,98.24,100,0.04,303.23,10538.94,9.68,94.77,98.72,0,0,49.7,100,0,0.48,1.58,,,100,99.28,0,-100,41.8481,1.76,0,78,36.33,11.76,,,326,344,770,780,58,58,138,137
,10-Feb-23,404-02-803425-12,99.86,99.54,0.02,616.68,2456.27,9.55,97.89,99.67,100,0,93.31,100,0,0.35,4.18,,,100,100,0,-114.22,97.6995,2.64,0,102,57.11,14.97,,,835,853,299,300,14,14,105,105
,11-Feb-23,404-02-803425-12,100,99.91,0.03,607.41,7999.92,9.81,99.1,99.8,100,0,70.27,100,0,0.3,0.02,,,100,100,0,-109.16,69.3941,1.44,0,88,42.45,13.59,,,663,669,488,489,45,45,112,112
,12-Feb-23,404-02-803425-12,99.5,99.52,0.09,349.81,5193.14,9.71,98.74,97.87,0,0,72.89,100,0,1.71,0.1,,,100,100,0,-109.78,81.6622,1.33,0,107,56.09,13.35,,,627,635,1059,1082,53,53,125,125
,13-Feb-23,404-02-803425-12,100,99.76,0.06,382.38,5204.75,9.64,98.8,97.69,0,0,81.08,100,0,4.4,0.29,,,100,98.81,0,-110.82,83.121,1.02,0,47,64.04,15.61,,,578,585,507,519,26,26,84,83
PB_E_T2_OM_KLBK25C_C,09-Feb-23,404-02-803425-13,99.82,99.8,0.06,391.86,4428.65,8.95,95.96,99.37,0,0,56.11,100,0,0.23,1.92,,,100,100,0,-101.02,34.4327,0.87,0,77,36.94,30.58,,,1070,1115,313,315,8,8,77,77
,10-Feb-23,404-02-803425-13,99.8,99.89,0,688.28,6210.35,8.69,98.99,99.26,100,0,47.99,100,0,0.2,1.09,,,100,100,0,-114.33,38.2163,0.9,0,87,20.07,31.85,,,1077,1088,267,269,5,5,76,76
,11-Feb-23,404-02-803425-13,99.7,100,0,473.17,3243.24,8.3,99.09,98.78,0,0,57.27,100,0,0.2,0.55,,,100,99.04,0,-109.72,40.8748,1.03,0,113,25.12,27.37,,,870,878,243,246,3,3,104,103
,12-Feb-23,404-02-803425-13,100,99.75,0,1617.22,5346.84,8.19,99.82,98.32,100,0,47.88,100,0,0.74,1.6,,,100,98.73,0,-111.52,35.6479,0.59,0,89,35.38,28.05,,,1110,1112,293,298,6,6,79,78
,13-Feb-23,404-02-803425-13,99.43,100,0.03,803.88,4959.81,8.47,99.45,95.97,100,0,49.11,100,0,0.92,0.06,,,100,100,0,-112.47,33.84,0.68,0,74,23.9,27.63,,,1080,1086,381,397,3,3,72,72
PB_E_T2_OM_KLBK25C_N,09-Feb-23,404-02-803425-17,99.65,100,0.11,464.04,7790.7,10.36,99.03,100,0,0,37.68,100,0,0.15,0.07,,,100,100,0,-107.22,27.8479,0.49,0,54,22.42,14.29,,,819,827,90,90,3,3,50,50
,10-Feb-23,404-02-803425-17,99.73,100,0.09,1109.63,9956.98,10.7,99.83,100,100,0,33.38,100,0,0.04,0.04,,,100,98.94,0,-115.66,34.1055,0.62,0,93,20.64,16.4,,,1178,1180,119,119,2,2,94,93
,11-Feb-23,404-02-803425-17,99.29,99.13,0,510.94,6153.78,9.54,99.79,100,100,0,44.53,100,0,0.73,0,,,100,100,0,-113.04,33.589,0.63,0,73,25.26,15.11,,,466,467,62,62,6,6,65,65
,12-Feb-23,404-02-803425-17,97.97,98.84,0.16,395.45,4735.07,9.53,95.75,100,0,0,49.04,100,0,1.51,2.48,,,100,100,0,-113.6,34.6713,0.41,0,44,24.51,14.58,,,541,565,90,90,3,3,43,43
,13-Feb-23,404-02-803425-17,99.52,99.49,0,690.87,8896.32,10.15,99.39,99.09,0,0,40.19,100,0,0.09,0.32,,,100,100,0,-115.13,32.2589,0.63,0,48,20.9,22.97,,,653,657,109,110,3,3,46,46
PB_E_T2_OM_LHRG95A_A,09-Feb-23,404-02-812395-11,,,,,,,,,0,,,,,,,,,,,,-120,0,0,0,0,0,,,,0,0,0,0,0,0,0,0
,10-Feb-23,404-02-812395-11,,,,,,,,,0,,,,,,,,,,,,-120,0,0,0,0,0,,,,0,0,0,0,0,0,0,0
