Short name,,4G_ECGI,MV_RRC Setup Success Rate [CDBH],ERAB Setup Success Rate [CDBH],MV_PS Drop Call Rate % [CDBH],MV_UL User Throughput_Kbps [CDBH],MV_DL User Throughput_Kbps [CDBH],MV_E-UTRAN Average CQI [CDBH],MV_PS handover success rate [LTE Intra System] [CDBH],MV_PS handover success rate [LTE Inter System] [CDBH],MV_CSFB Redirection Success Rate [CDBH],Paging record discarded At eNodeB [CDBH],MV_Average number of used DL PRBs [CDBH],MV_VoLTE ERAB Setup Success Rate [CBBH],MV_VoLTE DCR [CBBH],MV_VoLTE Packet Loss DL [CBBH],MV_VoLTE Packet Loss UL [CBBH],VoLTE SRVCC SR [CBBH],MV_PUSCH SINR [CBBH],MV_VoLTE IntraF HOSR Exec [CBBH],MV_VoLTE InterF HOSR Exec [CBBH],MV_VoLTE SRVCC Per Call Rate [CBBH],UL RSSI,MV_4G Data Volume_GB,MV_VoLTE Traffic,MV_VoLTE SRVCC Per Call Rate_Nom [CBBH],MV_VoLTE SRVCC Per Call Rate_Denom [CBBH],MV_Average number of used UL PRBs [CDBH],TA Sampls > 1.5 Km % [CDBH],VoLTE Packet Loss DL_Nom [CBBH],VoLTE Packet Loss UL_Nom [CBBH],PS handover success rate_NOM [LTE Intra System] [CDBH],PS handover success rate_DENOM [LTE Intra System] [CDBH],PS handover success rate_NOM [LTE Inter System] [CDBH],PS handover success rate_DENOM [LTE Inter System] [CDBH],VoLTE IntraF HOSR Exec_DENOM [CBBH],VoLTE IntraF HOSR Exec_NOM [CBBH],VoLTE InterF HOSR Exec_DENOM [CBBH],VoLTE InterF HOSR Exec_NOM [CBBH]
PB_E_T1_OM_KHRR43C_N,09-Feb-23,404-02-13082-47,99.93,100,0.02,698.03,6008.55,9.76,91.26,,100,0,80.67,100,0,0.01,0.53,,,100,,0,-113.61,104.6503,51.07,0,99,76,0,,,167,183,0,0,31,31,0,0
,10-Feb-23,404-02-13082-47,99.94,99.93,0,623.74,11363.27,9.35,98.92,,100,0,70.62,100,0,0.02,0.05,,,100,,0,-117.51,107.7906,42.44,0,102,31.53,0,,,183,185,0,0,33,33,0,0
,11-Feb-23,404-02-13082-47,99.96,100,0.04,839.83,8135.62,10.05,97.4,,100,0,79.36,100,0.93,0.01,0.08,,,100,,0,-116.35,104.2745,36.01,0,117,70.95,0,,,150,154,0,0,24,24,0,0
,12-Feb-23,404-02-13082-47,100,99.96,0,1108.21,8013.38,9.9,98.96,,0,0,61.87,100,0,0.01,0.17,,,100,,0,-116.47,103.1351,48.37,0,86,57.76,0,,,190,192,0,0,22,22,0,0
,13-Feb-23,404-02-13082-47,99.89,100,0,927.72,8352.48,9.35,98.56,,0,0,69.15,100,0,0.03,0.07,,,100,,0,-116.82,89.0371,40.74,0,102,58.39,0,,,137,139,0,0,27,27,0,0
PB_E_T1_OM_KLBK25A_A,09-Feb-23,404-02-803425-41,,,,,,,,,0,,,,,,,,,,,,-120,0,0,0,0,0,,,,0,0,0,0,0,0,0,0
,10-Feb-23,404-02-803425-41,,,,,,,,,0,,,,,,,,,,,,-120,0,0,0,0,0,,,,0,0,0,0,0,0,0,0
,11-Feb-23,404-02-803425-41,,,,,,,,,0,,,,,,,,,,,,-120,0,0,0,0,0,,,,0,0,0,0,0,0,0,0
,12-Feb-23,404-02-803425-41,,,,,,,,,0,,,,,,,,,,,,-120,0,0,0,0,0,,,,0,0,0,0,0,0,0,0
,13-Feb-23,404-02-803425-41,,,,,,,,,0,,,,,,,,,,,,-120,0,0,0,0,0,,,,0,0,0,0,0,0,0,0
PB_E_T1_OM_KLBK25A_L,09-Feb-23,404-02-803425-45,,,,,,,,,0,,,,,,,,,,,,-120,0,0,0,0,0,,,,0,0,0,0,0,0,0,0
,10-Feb-23,404-02-803425-45,,,,,,,,,0,,,,,,,,,,,,-120,0,0,0,0,0,,,,0,0,0,0,0,0,0,0
,11-Feb-23,404-02-803425-45,,,,,,,,,0,,,,,,,,,,,,-120,0,0,0,0,0,,,,0,0,0,0,0,0,0,0
,12-Feb-23,404-02-803425-45,,,,,,,,,0,,,,,,,,,,,,-120,0,0,0,0,0,,,,0,0,0,0,0,0,0,0
,13-Feb-23,404-02-803425-45,,,,,,,,,0,,,,,,,,,,,,-120,0,0,0,0,0,,,,0,0,0,0,0,0,0,0
PB_E_T1_OM_KLBK25B_B,09-Feb-23,404-02-803425-42,,,,,,,,,0,,,,,,,,,,,,-120,0,0,0,0,0,,,,0,0,0,0,0,0,0,0
,10-Feb-23,404-02-803425-42,,,,,,,,,0,,,,,,,,,,,,-120,0,0,0,0,0,,,,0,0,0,0,0,0,0,0
,11-Feb-23,404-02-803425-42,,,,,,,,,0,,,,,,,,,,,,-120,0,0,0,0,0,,,,0,0,0,0,0,0,0,0
,12-Feb-23,404-02-803425-42,,,,,,,,,0,,,,,,,,,,,,-120,0,0,0,0,0,,,,0,0,0,0,0,0,0,0
,13-Feb-23,404-02-803425-42,,,,,,,,,0,,,,,,,,,,,,-120,0,0,0,0,0,,,,0,0,0,0,0,0,0,0
PB_E_T1_OM_KLBK25C_C,09-Feb-23,404-02-803425-43,99.75,99.94,0.05,379.66,7083.01,9.11,96.71,,100,0,60.72,100,0.68,2.64,0.67,,,97.59,,0,-100.93,60.2104,50.34,0,209,81.44,20.7,,,1644,1700,0,0,83,81,0,0
,10-Feb-23,404-02-803425-43,99.98,99.97,0.04,820.15,3260.86,8.61,99.63,,100,0,87.48,100,0,0.4,0.29,,,100,,0,-114.66,98.7322,59.26,0,338,77.02,17.75,,,1882,1889,0,0,113,113,0,0
,11-Feb-23,404-02-803425-43,99.85,99.85,0.02,768.05,2273.1,8.77,99.63,,100,0,89.28,100,0,0.19,1.03,,,99.09,,0,-110.59,87.8105,63.31,0,312,64.61,21.97,,,1908,1915,0,0,110,109,0,0
,12-Feb-23,404-02-803425-43,99.94,99.96,0.03,633.18,2487.46,8.95,99.49,,100,0,85.46,100,0,0.12,0.45,,,100,,0,-112.27,81.9629,50.31,0,250,57.36,17.41,,,2135,2146,0,0,99,99,0,0
,13-Feb-23,404-02-803425-43,99.95,99.96,0.03,553.52,2495.26,8.5,99.56,,100,0,88.47,100,0,0.08,0.28,,,100,,0,-112.63,86.6085,62.57,0,339,54.02,22.68,,,1822,1830,0,0,112,112,0,0
PB_E_T1_OM_KLBK25C_N,09-Feb-23,404-02-803425-47,99.95,99.96,0.02,609.16,8500.02,10.61,98.55,,100,0,70.13,100,0,0.07,0.21,,,100,,0,-108.42,109.9736,79.93,0,299,82.96,8.39,,,1291,1310,0,0,72,72,0,0
,10-Feb-23,404-02-803425-47,100,99.93,0.02,808.33,2919.9,10.06,99.65,,100,0,80.27,99.77,0,0.08,0.1,,,98.84,,0,-116.14,127.3893,79.74,0,449,55.35,14.74,,,1144,1148,0,0,86,85,0,0
,11-Feb-23,404-02-803425-47,99.94,99.97,0.06,1004.74,5342.11,10.31,98.73,,100,0,80.28,100,0,0.08,0.14,,,98.65,,0,-113.75,121.4036,60.13,0,334,65.66,11.51,,,1167,1182,0,0,74,73,0,0
,12-Feb-23,404-02-803425-47,99.98,100,0.03,1061.51,5203.59,10.03,99.82,,100,0,79.96,100,0,0.07,0.08,,,98.7,,0,-114.33,107.1333,54.89,0,282,55,14.92,,,1120,1122,0,0,77,76,0,0
,13-Feb-23,404-02-803425-47,99.92,100,0.11,853.14,2045.05,9.98,99.34,,100,0,90.55,100,0,0.07,0.5,,,100,,0,-115.58,119.7315,77.38,0,378,58.51,11.67,,,1207,1215,0,0,73,73,0,0
PB_E_T1_OM_LHRG95A_A,09-Feb-23,--812395-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10-Feb-23,404-02-812395-41,100,100,0.07,432.56,12600.62,8.99,,,100,0,31.61,100,0,0.01,0.1,,,,,0,-114.03,10.7203,4.83,0,19,21.26,60.19,,,0,0,0,0,0,0,0,0
,11-Feb-23,404-02-812395-41,100,100,0,597.76,15907.11,9.08,95.21,,0,0,26.07,100,0,0.01,1.87,,,100,,0,-114.08,15.6466,3.32,0,5,25.77,62.36,,,139,146,0,0,4,4,0,0
,12-Feb-23,404-02-812395-41,100,99.87,0,519.75,14433.96,8.78,98.28,,100,0,31.58,100,0,0.15,0.06,,,100,,0,-113.94,24.5719,5.19,0,32,41.53,69.69,,,229,233,0,0,8,8,0,0
,13-Feb-23,404-02-812395-41,100,99.84,0.28,575.27,10618.08,8.57,98.56,,100,0,39.17,100,0,0.06,0.11,,,100,,0,-113.34,23.813,3.82,0,34,34.85,65.98,,,205,208,0,0,18,18,0,0
PB_E_T1_OM_LHRG95B_B,09-Feb-23,404-02-812395-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10-Feb-23,404-02-812395-42,100,100,0,508.96,11579.99,8.35,,,0,0,12.77,100,0,0.37,0.38,,,,,0,-114.11,2.4129,0.86,0,7,7.66,78.79,,,0,0,0,0,0,0,0,0
,11-Feb-23,404-02-812395-42,100,100,0,700.78,10483.99,7.8,100,,0,0,12.94,,100,0.02,0.13,,,100,,,-113.42,3.8198,0.51,0,0,8.5,88.63,,,248,248,0,0,1,1,0,0
,12-Feb-23,404-02-812395-42,100,100,0,581.74,11810.14,8.2,98.94,,0,0,9.8,100,0,0.02,0.1,,,100,,0,-114.81,3.8447,0.87,0,10,6.65,89.04,,,187,189,0,0,3,3,0,0
,13-Feb-23,404-02-812395-42,100,100,0.31,716.71,4177.16,7.85,99.75,,100,0,12.08,90,0,0.22,0.9,,,100,,0,-113.38,4.8591,1.14,0,11,7.58,84.71,,,398,399,0,0,5,5,0,0
PB_E_T1_OM_LHRG95B_M,09-Feb-23,404-02-812395-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10-Feb-23,404-02-812395-46,100,100,0,712.66,14238.28,7.81,,,100,0,11.53,100,0,0.05,0.24,,,,,0,-113.05,3.7687,2.35,0,8,7.83,17.57,,,0,0,0,0,0,0,0,0
,11-Feb-23,404-02-812395-46,100,99.59,0,911.92,15316.98,7.4,100,,0,0,11.23,100,0,0.03,0.76,,,100,,0,-111.41,5.1121,2.3,0,9,16.07,18.48,,,106,106,0,0,16,16,0,0
,12-Feb-23,404-02-812395-46,100,99.27,0,468.97,14428.26,8.05,98.08,,0,0,17.72,100,0,0.1,1.42,,,100,,0,-111.44,5.4309,1.47,0,8,11.02,14.88,,,102,104,0,0,49,49,0,0
,13-Feb-23,404-02-812395-46,100,100,0,492.48,11291.09,7.41,100,,100,0,13.61,100,0,0.19,0.55,,,100,,0,-110.59,3.4403,1.33,0,8,12.16,27.52,,,107,107,0,0,16,16,0,0
PB_E_T1_OM_LUD221A_A,09-Feb-23,404-02-10678-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10-Feb-23,404-02-10678-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11-Feb-23,404-02-10678-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12-Feb-23,404-02-10678-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13-Feb-23,404-02-10678-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB_E_T1_OM_LUD221A_A,09-Feb-23,404-02-10678-41,100,99.94,0.09,768.75,15320,9.18,99.18,,100,0,23.01,100,1.3,0.05,1.34,,,99.18,,0,-104.43,21.5833,21.19,0,108,32.6,3.25,,,725,731,0,0,122,121,0,0
,10-Feb-23,404-02-10678-41,99.91,99.95,0,831.4,14818.13,8.59,99.76,,0,0,30.53,100,1.83,0.1,0.76,,,100,,0,-113.04,27.0527,18.91,0,137,25.46,0,,,418,419,0,0,134,134,0,0
,11-Feb-23,404-02-10678-41,99.95,100,0,784.21,16150.04,9.03,99.81,,100,0,27.02,100,0,0.02,0.21,,,100,,0,-112.4,23.6049,22.66,0,74,22.06,0.48,,,1066,1068,0,0,102,102,0,0
,12-Feb-23,404-02-10678-41,99.72,99.89,0,514.01,14146.76,8.89,99.74,,100,0,24.02,100,3.9,0.03,0.63,,,100,,0,-110.95,28.4319,21.95,0,116,25.39,0.1,,,765,767,0,0,115,115,0,0
,13-Feb-23,404-02-10678-41,100,99.86,0,734.12,13022.4,8.68,99.74,,100,0,21.97,100,0,0.04,0.35,,,99.42,,0,-110.97,18.0009,17.13,0,118,17.53,2.37,,,1146,1149,0,0,173,172,0,0
PB_E_T1_OM_LUD221A_L,09-Feb-23,404-02-10678-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10-Feb-23,404-02-10678-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11-Feb-23,404-02-10678-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12-Feb-23,404-02-10678-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13-Feb-23,404-02-10678-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB_E_T1_OM_LUD221A_L,09-Feb-23,404-02-10678-45,99.69,99.96,0.06,495.01,7660.13,8.8,99.56,,100,0,59.94,99.65,0.72,0.11,2.34,,,99.38,,0,-110.28,81.3251,115.86,0,294,81.75,1.31,,,685,688,0,0,161,160,0,0
,10-Feb-23,404-02-10678-45,99.87,99.98,0.04,576.84,3754.96,8.7,100,,100,0,77.97,100,0.3,0.05,0.3,,,100,,0,-115.52,109.588,111.08,0,345,63.61,0.89,,,572,572,0,0,68,68,0,0
,11-Feb-23,404-02-10678-45,99.94,99.97,0,561.72,5319.57,8.85,99.67,,100,0,75.76,100,0.26,0.05,0.46,,,100,,0,-114.84,112.1458,112.56,0,394,67.35,1.4,,,300,301,0,0,93,93,0,0
,12-Feb-23,404-02-10678-45,99.87,99.97,0.05,567.76,5422.16,8.47,99.36,,100,0,74.91,100,0,0.07,0.88,,,100,,0,-114.27,113.8556,101.04,0,335,65.92,2.49,,,624,628,0,0,78,78,0,0
,13-Feb-23,404-02-10678-45,99.87,99.74,0.09,601.97,4083.06,8.55,99.21,,0,0,90.48,100,0.36,0.07,1.07,,,100,,0,-114.3,116.1563,139.26,0,297,72.5,0.9,,,250,252,0,0,97,97,0,0
PB_E_T1_OM_LUD221B_B,09-Feb-23,404-02-10678-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10-Feb-23,404-02-10678-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11-Feb-23,404-02-10678-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12-Feb-23,404-02-10678-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13-Feb-23,404-02-10678-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB_E_T1_OM_LUD221B_B,09-Feb-23,404-02-10678-42,99.84,99.88,0,644.27,1725.29,7.41,98.18,,100,0,94.28,100,0,0.06,0.64,,,100,,0,-109.35,56.3015,47.27,0,124,49.45,0,,,378,385,0,0,30,30,0,0
,10-Feb-23,404-02-10678-42,100,99.96,0,601.78,1979.22,6.97,97.56,,100,0,86.39,100,0,0.06,0.15,,,100,,0,-117.31,63.0842,51.24,0,128,36.69,0,,,559,573,0,0,54,54,0,0
,11-Feb-23,404-02-10678-42,99.95,99.97,0.04,513.36,2396.13,7.4,98.78,,0,0,90.59,100,3.45,0.09,1.04,,,99.12,,0,-115.17,60.9973,46.27,0,115,46.34,0,,,484,490,0,0,114,113,0,0
,12-Feb-23,404-02-10678-42,99.95,100,0,819.1,10051.62,9.01,100,,100,0,54.19,100,1.41,0.03,0.09,,,100,,0,-115.51,57.688,37,0,84,28.13,0,,,261,261,0,0,53,53,0,0
,13-Feb-23,404-02-10678-42,99.78,100,0.02,716.77,3318.77,7.13,98.05,,100,0,77.2,100,1.8,0.06,0.09,,,97.37,,0,-115.77,57.5849,43.46,0,139,43.98,0,,,352,359,0,0,76,74,0,0
PB_E_T1_OM_LUD221B_M,09-Feb-23,404-02-10678-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10-Feb-23,404-02-10678-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11-Feb-23,404-02-10678-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12-Feb-23,404-02-10678-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13-Feb-23,404-02-10678-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB_E_T1_OM_LUD221B_M,09-Feb-23,404-02-10678-46,100,100,0,635.59,11231.35,10.11,100,,100,0,45.44,100,0,0.12,0.45,,,100,,0,-108.81,51.4482,25.49,0,92,39.05,0.38,,,146,146,0,0,13,13,0,0
,10-Feb-23,404-02-10678-46,99.94,100,0.06,775.5,7554.44,10.12,98.91,,0,0,70.21,100,0,0.07,0.06,,,100,,0,-116.37,56.412,35.11,0,139,43.73,0,,,91,92,0,0,13,13,0,0
,11-Feb-23,404-02-10678-46,100,99.93,0,557.23,10009.65,10.29,100,,100,0,64.53,100,0,0.08,0.17,,,100,,0,-115.08,66.7344,38.6,0,88,62.21,0,,,124,124,0,0,13,13,0,0
,12-Feb-23,404-02-10678-46,100,100,0,1221.18,19777.92,11.17,100,,100,0,44.42,100,0,0.02,0.12,,,100,,0,-114.67,77.3468,34.5,0,102,39.06,0,,,83,83,0,0,12,12,0,0
,13-Feb-23,404-02-10678-46,99.95,100,0,820.09,7235.09,9.57,100,,0,0,65.26,100,0,0.02,0.36,,,100,,0,-115.24,59.7403,39.39,0,100,42.02,0.43,,,199,199,0,0,13,13,0,0
PB_E_T1_OM_LUD221C_C,09-Feb-23,404-02-10678-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10-Feb-23,404-02-10678-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11-Feb-23,404-02-10678-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12-Feb-23,404-02-10678-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13-Feb-23,404-02-10678-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB_E_T1_OM_LUD221C_C,09-Feb-23,404-02-10678-43,99.65,99.97,0.02,522.74,3829.28,8.52,98.88,,100,0,83.29,99.85,0.32,0.13,0.7,,,100,,0,-110.19,101.4673,146.72,0,690,75.89,0,,,619,626,0,0,159,159,0,0
,10-Feb-23,404-02-10678-43,99.4,99.96,0.06,697.23,1832.27,9.2,99.24,,100,0,96.71,99.88,0.12,0.1,0.27,,,100,,0,-116.82,131.1177,167.11,0,871,74.59,0.01,,,1443,1454,0,0,152,152,0,0
,11-Feb-23,404-02-10678-43,99.83,99.98,0.06,812.46,4700.06,9.82,99.26,,100,0,84.17,100,0.66,0.09,0.24,,,99.21,,0,-115.82,126.2141,138.95,0,657,78.43,0,,,1602,1614,0,0,253,251,0,0
,12-Feb-23,404-02-10678-43,99.95,99.99,0.03,892.82,3846.03,9.25,99.72,,100,0,86.16,100,0.38,0.07,0.34,,,100,,0,-115.71,121.4386,123.75,0,590,67.72,0,,,1437,1441,0,0,135,135,0,0
,13-Feb-23,404-02-10678-43,99.8,99.98,0.02,571.69,1955.9,8.82,99.62,,100,0,95.31,99.27,0.8,0.06,0.24,,,100,,0,-115.48,125.0561,178.62,0,979,78.44,0,,,792,795,0,0,175,175,0,0
PB_E_T1_OM_LUD221C_N,09-Feb-23,404-02-10678-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10-Feb-23,404-02-10678-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11-Feb-23,404-02-10678-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12-Feb-23,404-02-10678-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13-Feb-23,404-02-10678-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB_E_T1_OM_LUD221C_N,09-Feb-23,404-02-10678-47,99.93,99.86,0,1055.6,11916.65,8.41,99.47,,100,0,37.84,100,0,0.05,0.65,,,100,,0,-108.76,28.3691,37.22,0,166,27.55,0,,,750,754,0,0,148,148,0,0
,10-Feb-23,404-02-10678-47,99.95,100,0,866.08,12416.67,8,99.56,,100,0,42.12,99.47,0,0.02,0.09,,,100,,0,-114.51,33.2687,39.63,0,194,26.76,0.24,,,680,683,0,0,101,101,0,0
,11-Feb-23,404-02-10678-47,100,100,0,689.14,12103.63,8.37,98.71,,0,0,34.64,100,1.57,0.02,0.3,,,100,,0,-113.65,22.9304,28.31,0,130,20.73,0,,,306,310,0,0,142,142,0,0
,12-Feb-23,404-02-10678-47,99.92,100,0,951.12,9642.67,7.83,99.05,,0,0,55.07,100,0,0.03,0.39,,,100,,0,-113.27,30.1347,23.35,0,88,26.55,0,,,624,630,0,0,82,82,0,0
,13-Feb-23,404-02-10678-47,99.67,100,0.02,839.76,14841.55,8.34,99.72,,100,0,31.06,100,1.54,0.03,0.08,,,100,,0,-112.75,26.4746,32.36,0,141,20.75,0.05,,,714,716,0,0,91,91,0,0
PB_E_T1_OM_LUD704A_A,09-Feb-23,404-02-10742-41,99.98,99.95,0,741.08,2098.34,9.98,99.61,,100,0,95.34,100,0.57,0.02,0.39,,,100,,0,-114.04,140.8677,121.04,0,365,80.24,0,,,516,518,0,0,98,98,0,0
,10-Feb-23,404-02-10742-41,99.96,99.94,0.05,728.32,837.95,9.42,98.59,,100,0,99.39,100,0.62,0.03,0.07,,,100,,0,-116.6,147.8586,130.56,0,354,74.27,0,,,420,426,0,0,76,76,0,0
,11-Feb-23,404-02-10742-41,99.98,100,0,924.14,1179.47,9.56,99.14,,100,0,97.75,100,0,0.03,0.06,,,100,,0,-116.64,157.2731,123.07,0,332,76.98,0,,,347,350,0,0,93,93,0,0
,12-Feb-23,404-02-10742-41,99.92,99.97,0,1006.52,1024.23,9.67,99.53,,100,0,99.44,100,0,0.03,0.1,,,100,,0,-116.41,160.5077,114.24,0,308,78.82,0,,,426,428,0,0,86,86,0,0
,13-Feb-23,404-02-10742-41,99.93,100,0.05,901.36,935.94,9.27,99.34,,100,0,98.9,100,0,0.01,0.09,,,100,,0,-116,154.6612,113.92,0,356,76.63,0,,,451,454,0,0,77,77,0,0
PB_E_T1_OM_LUD704A_L,09-Feb-23,404-02-10742-45,99.82,99.97,0.03,530.37,1418.67,7.96,99.89,,100,0,96.67,100,0.6,0.07,0.5,,,100,,0,-111.28,108.6531,86.56,0,456,83.13,0,,,915,916,0,0,187,187,0,0
,10-Feb-23,404-02-10742-45,99.75,100,0.03,651.54,2862.63,7.95,99.82,,100,0,96.37,100,0.27,0.04,0.39,,,99.59,,0,-113.68,108.9529,79.47,0,494,60.47,0.03,,,567,568,0,0,245,244,0,0
,11-Feb-23,404-02-10742-45,99.9,100,0,716.44,2610.08,8.25,99.72,,100,0,87.95,99.8,0,0.07,0.64,,,98.73,,0,-113.34,103.2708,76.23,0,507,46.92,0,,,718,720,0,0,236,233,0,0
,12-Feb-23,404-02-10742-45,99.97,99.96,0,544.44,2090.59,7.98,99.59,,100,0,91.07,100,1.68,0.01,0.09,,,100,,0,-113.57,104.7194,57.43,0,159,63.21,0,,,982,986,0,0,97,97,0,0
,13-Feb-23,404-02-10742-45,100,99.96,0,546.63,1223.26,7.71,99.66,,100,0,98.8,100,0,0.04,0.26,,,100,,0,-113.54,103.3664,87.95,0,479,68.13,0,,,872,875,0,0,185,185,0,0
PB_E_T1_OM_LUD704B_B,09-Feb-23,404-02-10742-42,99.93,99.99,0.01,619.5,4655.01,8.6,99.75,,100,0,75.14,100,1.57,0.07,0.34,,,99.62,,0,-112.98,69.2986,74.32,0,444,55.72,0,,,2821,2828,0,0,265,264,0,0
,10-Feb-23,404-02-10742-42,99.88,99.98,0,997.24,5078.71,8.7,99.46,,100,0,74.49,100,0.27,0.06,0.35,,,99.67,,0,-116.37,70.8547,79.21,0,498,60.91,0,,,3344,3362,0,0,306,305,0,0
,11-Feb-23,404-02-10742-42,99.94,99.95,0,991.83,5994.24,8.69,99.7,,100,0,67.44,100,0.83,0.02,0.18,,,99.62,,0,-115.63,65.4369,64.88,0,452,54.01,0,,,3679,3690,0,0,262,261,0,0
,12-Feb-23,404-02-10742-42,99.94,99.98,0.01,1192.97,8439.47,9.01,99.87,,100,0,58.7,99.7,1.12,0.05,0.14,,,100,,0,-115.77,55.6837,50.2,0,335,49.31,0.01,,,3138,3142,0,0,236,236,0,0
,13-Feb-23,404-02-10742-42,99.91,99.98,0.04,783.29,5503.72,8.54,99.32,,100,0,71.76,100,0.27,0.03,0.16,,,99.69,,0,-115.73,60.2942,68.49,0,492,45.33,0.01,,,3194,3216,0,0,327,326,0,0
PB_E_T1_OM_MNGK24B_B,09-Feb-23,404-02-251195-42,,,,,,,,,0,,,,,,,,,,,,-120,0,0,0,0,0,,,,0,0,0,0,0,0,0,0
,10-Feb-23,404-02-251195-42,,,,,,,,,0,,,,,,,,,,,,-120,0,0,0,0,0,,,,0,0,0,0,0,0,0,0
,11-Feb-23,404-02-251195-42,,,,,,,,,0,,,,,,,,,,,,-120,0,0,0,0,0,,,,0,0,0,0,0,0,0,0
,12-Feb-23,404-02-251195-42,,,,,,,,,0,,,,,,,,,,,,-120,0,0,0,0,0,,,,0,0,0,0,0,0,0,0
,13-Feb-23,404-02-251195-42,,,,,,,,,0,,,,,,,,,,,,-120,0,0,0,0,0,,,,0,0,0,0,0,0,0,0
PB_E_T1_OM_MNGK24C_C,09-Feb-23,404-02-251195-43,,,,,,,,,0,,,,,,,,,,,,-120,0,0,0,0,0,,,,0,0,0,0,0,0,0,0
,10-Feb-23,404-02-251195-43,,,,,,,,,0,,,,,,,,,,,,-120,0,0,0,0,0,,,,0,0,0,0,0,0,0,0
,11-Feb-23,404-02-251195-43,,,,,,,,,0,,,,,,,,,,,,-120,0,0,0,0,0,,,,0,0,0,0,0,0,0,0
,12-Feb-23,404-02-251195-43,,,,,,,,,0,,,,,,,,,,,,-120,0,0,0,0,0,,,,0,0,0,0,0,0,0,0
,13-Feb-23,404-02-251195-43,,,,,,,,,0,,,,,,,,,,,,-120,0,0,0,0,0,,,,0,0,0,0,0,0,0,0
PB_E_T1_OM_MOHX91A_A,09-Feb-23,404-02-816091-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10-Feb-23,404-02-816091-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11-Feb-23,404-02-816091-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12-Feb-23,404-02-816091-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13-Feb-23,404-02-816091-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB_E_T1_OM_MOHX91A_A,09-Feb-23,404-02-816091-41,100,99.54,0,496.78,7029.95,7.92,99.61,100,0,0,50.31,100,0,0.33,0.22,,,99.45,100,0,-109.17,39.4193,18.91,0,131,34.24,5.33,,,1030,1034,6,6,182,181,3,3
,10-Feb-23,404-02-816091-41,99.86,100,0,834.14,5540.66,8.56,99.65,96.43,100,0,63.3,100,0,0.15,0.11,,,100,100,0,-114.56,44.4094,20.85,0,114,31.44,4.76,,,2301,2309,27,28,131,131,1,1
