Short name,,4G_ECGI,RRC Setup Success Rate [CDBH],ERAB Setup Success Rate [CDBH],PS Drop Call Rate % [CDBH],MV_DL User Throughput_Kbps [CDBH],MV_UL User Throughput_Kbps [CDBH],PS handover success rate [LTE Intra System] [CDBH],PS handover success rate [LTE Inter System] [CDBH],CSFB Redirection Success Rate [CDBH],E-UTRAN Average CQI [CDBH],MV_Average number of used DL PRBs [CDBH],VoLTE ERAB Setup Success Rate [CBBH],VoLTE Drop Call Rate [CBBH]],MV_VoLTE Packet Loss DL [CBBH],MV_VoLTE Packet Loss UL [CBBH],VoLTE SRVCC SR [CBBH],VoLTE Intra-LTE Handover Success Ratio [CBBH],VoLTE Inter-Frequency Handover Success Ratio [CBBH],UL RSSI [CBBH],MV_4G Data Volume_GB,VoLTE Traffic,Radio NW Availability
,26-Apr-23,404-02-712211-13,99.57,99.84,,2893.04,195.3,96.61,100,,7.18,87.03,98.59,0,0.61,0.99,,98.43,98.41,-107.87,65.92,2.08,83.76
,27-Apr-23,404-02-712211-13,99.56,99.76,,5764.51,425.26,100,99.25,100,8.23,65.78,100,0,0.21,0.66,,99.56,99.56,-104.68,58.36,4.01,100
PB_ZQ_T2_HS_ULS216A_A,23-Apr-23,404-02-720216-11,100,99.6,,18584.46,535.93,100,100,100,11.57,35.52,100,0,0,0,,100,100,-104.59,39.13,8.99,72.92
,24-Apr-23,404-02-720216-11,100,99.79,,22937.8,648.14,100,100,100,11.7,31.32,100,0,0,0.01,,100,100,-103.79,31.75,7.46,70.85
,25-Apr-23,404-02-720216-11,100,99.68,,14093.29,633.65,100,100,100,10.9,44.1,100,0,0,0.01,,100,100,-104.5,41.21,11.97,81.23
,26-Apr-23,404-02-720216-11,100,99.82,,24410.62,685.1,100,98.37,100,11.3,25.35,100,0,0.05,0.01,,100,100,-103.01,61.53,14.31,100
,27-Apr-23,404-02-720216-11,100,99.7,,17769.27,704.88,100,98.1,,10.91,37.42,100,0,0,0,,100,100,-104.56,58.76,11.45,95.85
PB_ZQ_T2_HS_ULS216B_B,23-Apr-23,404-02-720216-12,99.77,100,,17331.27,309.73,97.22,93.75,100,9.33,18.85,100,0,0.01,0.04,,100,100,-109.34,14.97,2.92,72.92
,24-Apr-23,404-02-720216-12,100,99.87,,11734.04,359.18,100,98.77,100,9.38,35.55,100,0,0.06,0.02,,100,100,-106.88,15.61,2.98,70.85
,25-Apr-23,404-02-720216-12,99.92,100,,14487.97,286.52,100,97.39,,10.05,25.6,100,0,0.09,0.01,,97.44,97.3,-107.7,19.5,2.67,81.23
,26-Apr-23,404-02-720216-12,100,99.89,,20227.68,384.17,98.63,95.09,100,10.25,20.4,100,0,0.04,0,,95.65,95,-107.97,26.44,4.71,100
,27-Apr-23,404-02-720216-12,100,100,,21891.5,224.36,93.88,94.67,,10.53,15.53,100,0,0.01,0,,100,100,-105.81,20.68,2.68,95.85
PB_ZQ_T2_HS_ULS216C_C,23-Apr-23,404-02-720216-13,100,99.69,,20967.12,225.4,100,96.47,,9.86,19.1,100,0,0.1,0.04,,100,100,-105.81,16.05,2.9,72.92
,24-Apr-23,404-02-720216-13,99.93,99.88,,17855.82,411.83,100,92.07,100,9.72,20.23,100,0,0.04,0.01,,100,100,-109.75,12.96,1.43,70.85
,25-Apr-23,404-02-720216-13,99.87,100,,11537.12,586.82,100,94.12,100,8.95,32.6,100,0,0.03,0.09,,100,100,-106.51,15.71,2.9,81.23
,26-Apr-23,404-02-720216-13,100,99.85,,12996,426.09,100,94,100,9.69,29.77,100,0,0.02,0.03,,100,100,-104.31,24.72,4.38,100
,27-Apr-23,404-02-720216-13,99.93,100,,14887.64,569.33,100,95.85,100,9.54,33.6,100,0,0.01,0.01,,100,100,-107.83,25.96,4.64,95.85
PB_ZQ_T2_HS_ULS220A_A,23-Apr-23,404-02-700220-11,99.69,98.24,,2444.72,131.65,87.64,95.73,100,8.97,95.3,100,0.26,0.2,1,,100,100,-103.47,171.9,80.33,100
,24-Apr-23,404-02-700220-11,99.46,99.74,,4250.86,141.66,95.02,99,100,9.71,87.15,100,0.25,0.04,0.15,,99.37,98.89,-102.92,160.06,87.28,99.99
,25-Apr-23,404-02-700220-11,99.65,99.42,,2997.39,114.84,98.12,98.75,100,9.2,93.6,100,0,0.35,0.73,,99.41,100,-103.37,172.27,96.75,100
,26-Apr-23,404-02-700220-11,99.71,99.77,,2639.6,156.77,97.34,99.65,100,9.74,95.12,100,0,0.06,0.16,,100,100,-102.41,172.84,90.8,100
,27-Apr-23,404-02-700220-11,99.58,99.91,,4410.03,267.93,94.87,92.11,100,10,84.92,99.75,0,0.1,0.53,,99.28,100,-103.81,168.35,72.41,100
PB_ZQ_T2_HS_ULS220B_B,23-Apr-23,404-02-700220-12,99.26,97.77,,2904.41,115.38,94.64,99,100,8.57,89.92,100,0.45,0.34,0.14,,99.22,100,-102.83,129.08,60.81,100
,24-Apr-23,404-02-700220-12,99.35,99.48,,5239.35,245.47,93.59,98.12,100,9.22,79.85,99.75,0.33,0.25,0.06,,99.44,99.21,-102.49,138.44,67.05,99.99
,25-Apr-23,404-02-700220-12,99.7,99.58,,1941.32,86.06,98.47,100,100,8.4,95.85,100,0.36,0.32,0.11,,98.95,99.08,-102.08,139.74,58.45,100
,26-Apr-23,404-02-700220-12,99.17,99.46,,2316.92,69.14,98.02,99.28,100,8.47,92.08,99.84,0.44,0.6,0.47,,98.64,97.56,-103.53,129.63,55.92,100
,27-Apr-23,404-02-700220-12,99.61,99.56,,2515.27,186.44,98.45,99.42,100,8.56,92.95,100,0.5,0.3,0.17,,100,100,-102.68,131.45,57.96,100
PB_ZQ_T2_HS_ULS220C_C,23-Apr-23,404-02-700220-13,98.67,98.23,,2209.58,44.4,99.63,97.87,100,8.56,88.45,99.64,0,0.08,0.18,,98.86,98.8,-106.13,131.07,82.19,100
,24-Apr-23,404-02-700220-13,98.79,99.48,,2359.71,153.16,99.11,99.14,100,8.21,94,99.57,0.32,0.08,0.09,,99.25,99.38,-106.58,124.33,76.87,99.99
,25-Apr-23,404-02-700220-13,95.4,99.08,,3878.77,56.11,98.86,99.06,100,8.71,84.78,99.53,0.37,0.12,0.13,,97.96,97.79,-105.83,125.89,77.78,100
,26-Apr-23,404-02-700220-13,99.12,99.74,,3541.01,146.93,99.04,99.17,100,8.97,91.33,100,0.29,0.12,0.1,,99.01,98.7,-106.21,127.9,69.59,100
,27-Apr-23,404-02-700220-13,98.68,99.55,,2695.84,86.73,98.05,98.74,100,9.03,91.38,99.76,0,0.07,0.14,,98.34,97.61,-106.36,134.25,71.51,100
PB_ZQ_T2_HS_ULS230A_A,23-Apr-23,404-02-710230-11,99.87,99.62,,2527.63,151.09,98.02,100,100,7.53,90.08,100,0,0.04,0.15,,100,100,-104.7,77.48,34.22,76.84
,24-Apr-23,404-02-710230-11,99.85,99.88,,2196.68,149.89,99.24,99.39,100,7.59,93.12,100,0,0.03,0.13,,97.27,96.74,-105.49,75.67,31.22,96.9
,25-Apr-23,404-02-710230-11,99.8,99.82,,3967.14,168.45,97.73,100,100,7.89,76.92,100,0,0.03,0.07,,100,100,-104.69,73.4,39.13,100
,26-Apr-23,404-02-710230-11,100,100,,9616.19,225.48,100,100,100,8.58,36.83,100,0,0,0.2,,,,-106.99,3.41,0.93,8.83
,27-Apr-23,404-02-710230-11,99.94,99.41,,2223.5,120.19,99.12,100.98,100,7.42,93.72,100,0,0.11,0.06,,98.82,98.31,-105.34,45.63,23.5,42.6
PB_ZQ_T2_HS_ULS230B_B,23-Apr-23,404-02-710230-12,99.3,99.7,,4754.85,299.58,97.2,100,100,8.25,71.38,99.42,0,0.22,0.05,,100,100,-103.75,77.29,35.65,76.84
,24-Apr-23,404-02-710230-12,99.79,99.75,,8860.79,406.78,94.57,100,100,8.87,55.4,100,0,0.34,0.06,,97.7,100,-104.6,69.62,47.17,96.9
,25-Apr-23,404-02-710230-12,99.44,99.41,,4997.24,195.97,96.63,100,100,8.19,68.75,100,0,0.09,0.07,,100,100,-103.08,70.87,42.42,100
,26-Apr-23,404-02-710230-12,99.66,99.94,,12872.28,769.44,100,100,,9.67,26.77,100,0,0,0.01,,100,100,-103.06,4.69,0.34,8.83
,27-Apr-23,404-02-710230-12,99.25,99.33,,4911.09,157.05,100,100,100,8.27,71.25,100,0,0.07,0.04,,100,100,-103.69,41.54,23.32,42.6
PB_ZQ_T2_HS_ULS230C_C,23-Apr-23,404-02-710230-13,99.88,99.94,,2012.67,93.05,98.48,100,100,8.77,95.65,100,0,0.07,0.11,,100,100,-104.68,145.28,88.73,76.84
,24-Apr-23,404-02-710230-13,99.91,99.98,,3517.54,181.78,98.67,100,100,9.05,87.67,100,0,0.18,0.01,,100,100,-102.27,144.79,83.15,96.9
,25-Apr-23,404-02-710230-13,99.87,99.88,,2965.48,132.15,97.17,100,100,8.79,94.45,100,0,0.02,0.07,,100,100,-103.6,144.94,84.87,100
,26-Apr-23,404-02-710230-13,99.96,100,,8756.7,151.57,100,100,100,8.52,52.25,100,0,0.01,0,,100,100,-106.76,7.85,0.62,8.83
,27-Apr-23,404-02-710230-13,99.89,99.94,,2400.84,156.05,99.24,100,100,8.82,94.35,100,0,0.1,0.24,,100,100,-103.52,75.24,53.82,42.6
PB_ZQ_T2_HS_ULS234A_A,23-Apr-23,404-02-710234-11,99.82,99.75,,10825.33,343.65,93.89,99.36,100,9.24,62.5,100,0,2.41,14.52,,100,100,-101.53,95.11,0.18,100
,24-Apr-23,404-02-710234-11,99.75,99.91,,8646.89,280.57,92.65,100,100,9.37,68.55,100,0,0.43,0.07,,98.39,98.39,-100.85,68.03,0.46,100
,25-Apr-23,404-02-710234-11,99.51,99.42,,11847.38,230.37,88.33,100,100,9.57,61.4,100,0,0.03,0.15,,100,100,-102.39,82.33,0.33,100
,26-Apr-23,404-02-710234-11,99.69,99.65,,11335.07,374.6,91.67,100,100,9.82,66.47,100,0,0.46,1.42,,100,100,-104.8,84.35,0.26,100
,27-Apr-23,404-02-710234-11,99.66,99.73,,10889.11,168.97,89.86,100,100,9.91,67.28,100,0,0.81,0.4,,100,100,-103.69,82.65,0.28,100
PB_ZQ_T2_HS_ULS234B_B,23-Apr-23,404-02-710234-12,98.34,99.51,,6529.99,169.23,94.7,99.44,90,8.15,66.05,98.33,0,0.38,0.04,,98.41,100,-103.75,66.62,0.32,100
,24-Apr-23,404-02-710234-12,97.97,99.09,,4183.38,117.44,93.66,97.62,100,8.07,75.08,100,0,0.21,0.96,,98.04,100,-104.46,55,0.27,100
,25-Apr-23,404-02-710234-12,96.34,98.75,,4801.54,99.9,96.44,98.41,,7.84,72.17,97.5,0,0.27,0.02,,100,100,-104.04,62.48,0.46,100
,26-Apr-23,404-02-710234-12,96.99,99.93,,6239.69,105.73,94.49,100,100,7.78,66.25,98.11,0,1.11,0.06,,98.33,98.28,-106.22,57.21,0.2,100
,27-Apr-23,404-02-710234-12,99.11,99.64,,5130.88,146.13,94.74,100,100,7.63,64.05,95.56,0,0.01,0.07,,97.56,97.5,-105.27,57.66,0.28,100
PB_ZQ_T2_HS_ULS234C_C,23-Apr-23,404-02-710234-13,99.31,99.78,,6933.65,331.28,97.61,99.35,100,8.86,72.92,100,0,0.86,0.3,,100,100,-102.65,89.38,0.32,100
,24-Apr-23,404-02-710234-13,99.83,99.62,,3443.17,144.48,97.47,99.7,100,8.3,88.47,100,0,0.01,0.06,,100,100,-105,82.55,0.4,100
,25-Apr-23,404-02-710234-13,98.35,99.45,,4077.95,93.92,96.69,100,100,8.24,79,100,0,0.22,0.79,,100,100,-103.97,81.7,0.12,100
,26-Apr-23,404-02-710234-13,98.74,99.08,,5604.81,171.39,96.39,100,,8.32,80.2,100,0,1.3,1.27,,100,100,-100.92,75.29,0.2,100
,27-Apr-23,404-02-710234-13,99.48,99.64,,3565.65,157.68,96.17,99.7,100,8.07,85.05,98.57,0,0.33,1,,100,100,-102.44,78.3,0.12,100
PB_ZQ_T2_HS_ULS235A_A,23-Apr-23,404-02-710235-11,100,99.88,,6614.05,190.24,100,100,100,8.56,68.7,100,0,0,0.01,,97.5,97.14,-106.16,70.38,21,100
,24-Apr-23,404-02-710235-11,99.97,99.51,,8533.59,319.57,99.64,100,100,9.62,61.08,100,0,0.02,0.12,,100,100,-105.78,87.51,32.8,100
,25-Apr-23,404-02-710235-11,99.95,99.33,,6621.46,205.34,98.18,97.44,100,8.66,64.08,100,0,0.03,0.22,,98.72,97.67,-106.45,76.4,28,99.89
,26-Apr-23,404-02-710235-11,99.64,99.14,,6203,155.52,100,98.46,100,8.41,67.38,99.21,0,0.03,0.02,,100,100,-107.92,76.35,25.4,100
,27-Apr-23,404-02-710235-11,99.86,99.73,,5930.67,247.03,100,100,100,8.68,74.15,100,0,0,0.05,,96.08,95.83,-108.49,72.13,23.51,99.76
PB_ZQ_T2_HS_ULS235B_B,23-Apr-23,404-02-710235-12,99.95,100,,6988.48,231.13,100,100,,8.86,57,100,0,0.01,0.06,,100,100,-103.91,46.25,15.82,100
,24-Apr-23,404-02-710235-12,99.83,99.97,,9908.23,604.1,97.37,100,,11.28,48.4,100,0,0.09,0.01,,102.22,103.23,-105.34,43.02,14.59,100
,25-Apr-23,404-02-710235-12,99.95,99.08,,11323.4,467.59,100,100,,10.94,46.88,100,0,0.05,0.22,,100,100,-106.18,47.17,13.3,99.89
,26-Apr-23,404-02-710235-12,99.95,99.94,,8368.72,281.6,100,100,100,9.47,58.98,100,2.5,0.03,0.03,,98.11,97.37,-107.86,53.66,14.83,100
,27-Apr-23,404-02-710235-12,99.8,99.99,,10121.89,537.18,100,100,,11.28,42.58,100,0,0,0.02,,100,100,-104.38,44.21,16.56,99.77
PB_ZQ_T2_HS_ULS235C_C,23-Apr-23,404-02-710235-13,99.94,99.94,,10184.12,385.21,100,100,100,8.19,47.92,100,0,0,0.01,,100,100,-106.35,49.61,13.5,100
,24-Apr-23,404-02-710235-13,100,99.79,,14777.86,598.9,100,100,100,9.52,38.83,100,0,0.08,0.03,,100,100,-106.23,60,16.68,100
,25-Apr-23,404-02-710235-13,99.89,100,,11550.47,264.27,100,100,100,8.94,40.65,100,0,0.01,0.03,,100,100,-106.56,54.79,20.53,99.89
,26-Apr-23,404-02-710235-13,99.98,99.95,,9645.79,834.09,100,95.9,100,8.5,52.12,100,0,0.1,0.13,,91.07,88.64,-105.49,67.42,22.26,100
,27-Apr-23,404-02-710235-13,99.93,99.88,,8515.4,276.64,100,100,100,8.89,53.98,100,0,0.08,0.02,,100,100,-107.48,62.71,17.01,99.87
PB_ZQ_T2_HS_ULS242A_A,23-Apr-23,404-02-710242-11,100,98.89,0.64,8103.41,542.9,98.9,98.11,,7.97,30.5,100,0,0.03,0,,100,100,-111.28,12.17,0.05,87.43
,24-Apr-23,404-02-710242-11,99.28,100,1.19,9654.1,246.56,100,99.62,100,7.8,18.8,100,0,0,0.4,,100,100,-107.18,11.29,0.03,100
,25-Apr-23,404-02-710242-11,100,100,0,9706.49,136.57,100,100,,8.41,33.62,100,,11.55,8.71,,100,100,-105.78,11.51,0.03,89.58
,26-Apr-23,404-02-710242-11,100,100,0,7591.32,262.64,100,99.33,,8.35,39.27,100,,0.04,0.32,,100,100,-108.09,17.84,0.03,100
,27-Apr-23,404-02-710242-11,98.95,100,0.1,6520.1,180.48,98.82,98.98,100,8.08,41.58,100,0,6.4,0.27,,90.91,90.91,-107.14,15.89,0.03,100
PB_ZQ_T2_HS_ULS242B_B,23-Apr-23,404-02-710242-12,100,99.63,0,6135.78,279.34,99.1,98.78,,7.66,46.85,100,0,2.23,3.1,,43.64,43.64,-107.14,32.68,0.14,87.43
,24-Apr-23,404-02-710242-12,100,99.93,0,5623.65,361.37,99.12,98.86,100,7.48,60.35,100,0,0.11,0.08,,98.23,98.23,-109.4,46.22,0.28,100
,25-Apr-23,404-02-710242-12,99.93,99.96,0.07,6241.99,261.81,100,98.97,100,7.2,57.05,100,,0.04,0.03,,100,100,-107.87,39.06,0.18,89.58
,26-Apr-23,404-02-710242-12,100,99.91,0.07,6817.49,306.42,100,99.61,100,7.24,48.35,100,0,1.49,0.03,,91.3,91.3,-107.74,36.22,0.2,100
,27-Apr-23,404-02-710242-12,99.93,99.86,0.03,4779.63,281.73,99.66,98.89,100,7.51,63.8,100,0,1.33,0.02,,100,100,-108.99,43,0.21,100
PB_ZQ_T2_HS_ULS242C_C,23-Apr-23,404-02-710242-13,100,100,0.44,8393.29,304.02,97.14,98.83,100,7.27,21.98,100,,2.89,0.67,,100,100,-105.21,8.94,0.02,87.43
,24-Apr-23,404-02-710242-13,99.29,100,0.38,10290.1,416.12,98.84,99.13,,8.33,18.7,100,0,1.07,0.62,,100,100,-106.52,13.78,0.03,100
,25-Apr-23,404-02-710242-13,100,99.43,0,9722.88,258.58,100,98.24,,8.48,16.9,100,0,2.62,0,,100,100,-107.72,11.28,0.03,89.58
,26-Apr-23,404-02-710242-13,100,99.57,0,8797.22,174.06,99.18,98.83,100,8.17,29.23,100,,2.35,11.3,,100,100,-106.41,16.01,0.03,100
,27-Apr-23,404-02-710242-13,99.67,98.8,0.46,8710.39,153.74,100,99.16,100,7.88,34.12,100,0,0,0,,100,100,-106.68,17.12,0.07,100
PB_ZQ_T2_HS_ULS250A_A,23-Apr-23,404-02-700250-11,100,99.9,,2987.66,181.09,93.94,100,100,7.23,80.3,100,0,0.17,0.1,,100,100,-108.65,62.89,16.97,100
,24-Apr-23,404-02-700250-11,100,99.5,,2140.11,207.63,97.4,100,100,6.81,89.67,100,0.72,0.04,0.01,,100,100,-107.82,59.3,21.31,100
,25-Apr-23,404-02-700250-11,99.85,99.8,,2117.11,205.09,98.98,100,100,7.18,89.28,100,0,0.46,0.06,,100,100,-107.72,59.13,18.16,100
,26-Apr-23,404-02-700250-11,99.96,99.81,,2447.96,232.91,99.56,100,100,7.2,90.67,100,0,0.04,0.01,,100,100,-109.28,65.59,21.3,99.88
,27-Apr-23,404-02-700250-11,99.97,99.87,,2723.04,206.91,100,99,100,7.05,79.38,100,0,0.04,0.03,,100,100,-108.9,65.6,20.03,100
PB_ZQ_T2_HS_ULS250B_B,23-Apr-23,404-02-700250-12,100,99.9,,9495.39,429.16,100,100,,7.64,43.83,100,0,0.15,0.01,,100,100,-106.44,40.65,13.85,100
,24-Apr-23,404-02-700250-12,99.96,99.91,,5048.66,367.77,97.73,97.67,100,7.45,74.33,99.07,0,0.08,0.01,,100,100,-105.05,41.91,16.53,100
,25-Apr-23,404-02-700250-12,99.12,100,,4943.95,514.2,97.56,100,100,7.57,59.3,100,0,0.08,0.01,,100,100,-105.09,42.15,16.15,100
,26-Apr-23,404-02-700250-12,99.91,99.7,,2416.62,317.32,97.96,100,100,7.14,78.45,100,0,0.1,0.01,,95.83,92.86,-103.99,38.73,14.88,99.88
,27-Apr-23,404-02-700250-12,99.94,99.87,,2917.68,658.79,100,95.12,100,7.05,80.38,100,0,0.28,0.03,,100,100,-105.48,45.09,14.41,100
PB_ZQ_T2_HS_ULS250C_C,23-Apr-23,404-02-700250-13,99.91,99.8,,2830.68,283.73,100,100,100,6.98,83.4,100,0,0.16,0.08,,100,100,-107.98,63.82,15.17,100
,24-Apr-23,404-02-700250-13,99.85,99.9,,4686.73,291.08,99.09,100,100,8.01,73.85,100,0,0.61,0.02,,100,100,-106.52,67.75,22.91,100
,25-Apr-23,404-02-700250-13,99.93,100,,2225.58,178.66,95.12,100,100,6.59,91.9,100,0,0.46,0.01,,100,100,-103.53,57.61,19.16,100
,26-Apr-23,404-02-700250-13,99.94,99.85,,4841.25,299.14,99.15,100,100,7.86,71.78,100,0,0.07,0.01,,100,100,-106.67,63.1,21.22,99.88
,27-Apr-23,404-02-700250-13,99.97,99.87,,3901.84,421.34,97.33,100,100,7.72,71.8,100,0,1.61,0.08,,100,100,-105.08,67.31,20.21,100
PB_ZQ_T2_HS_ULS273A_A,23-Apr-23,404-02-411273-11,,,,,,,,,,,,,,,,,,,,,
,24-Apr-23,404-02-411273-11,,,,,,,,,,,,,,,,,,,,,
,25-Apr-23,404-02-411273-11,,,,,,,,,,,,,,,,,,,,,
,26-Apr-23,404-02-411273-11,,,,,,,,,,,,,,,,,,,,,
,27-Apr-23,404-02-411273-11,,,,,,,,,,,,,,,,,,,,,
PB_ZQ_T2_HS_ULS273A_A,23-Apr-23,404-02-411273-11,99.6,99.93,,7227.03,300.15,97.38,99.68,100,8.68,69.47,100,0,0.03,0.17,,100,100,-102.68,78.3,36.81,98.33
,24-Apr-23,404-02-411273-11,99.91,99.95,,14274.6,429.69,99.21,100,100,8.86,45.4,99.61,0,0.04,0.04,,100,100,-102.26,62.05,38.71,85.69
,25-Apr-23,404-02-411273-11,,,,,,,,,,,,,,,,,,,,,0
,26-Apr-23,404-02-411273-11,,,,,,,,,,,,,,,,,,,,,0
,27-Apr-23,404-02-411273-11,,,,,,,,,,,,,,,,,,,,,0
PB_ZQ_T2_HS_ULS273B_B,23-Apr-23,404-02-411273-12,,,,,,,,,,,,,,,,,,,,,
,24-Apr-23,404-02-411273-12,,,,,,,,,,,,,,,,,,,,,
,25-Apr-23,404-02-411273-12,,,,,,,,,,,,,,,,,,,,,
,26-Apr-23,404-02-411273-12,,,,,,,,,,,,,,,,,,,,,
,27-Apr-23,404-02-411273-12,,,,,,,,,,,,,,,,,,,,,
PB_ZQ_T2_HS_ULS273B_B,23-Apr-23,404-02-411273-12,99.82,100,,14946.27,549.01,97.44,100,100,9.14,33.88,100,0,0.07,0.01,,100,100,-100.46,38.21,25.4,98.33
,24-Apr-23,404-02-411273-12,99.87,98.03,,19381.99,583.59,100,99.26,100,10.21,30.93,100,0,0.15,0.05,,100,100,-100.82,51.72,31.35,100
,25-Apr-23,404-02-411273-12,99.87,99.98,,13091.07,713.66,96.88,98.8,100,10.12,34.6,100,1.28,0.08,0.01,,100,100,-101.42,43.3,36.74,100
,26-Apr-23,404-02-411273-12,99.87,99.93,,16787.22,518.84,100,100,100,9.55,27.9,100,0,0.07,0.04,,100,100,-100.34,40.77,30.74,99.53
,27-Apr-23,404-02-411273-12,100,99.83,,13389.1,394.93,100,100,,10.52,37.55,100,0,0.08,0.02,,100,100,-100.31,45.59,28.92,97
PB_ZQ_T2_HS_ULS273C_C,23-Apr-23,404-02-411273-13,,,,,,,,,,,,,,,,,,,,,
,24-Apr-23,404-02-411273-13,,,,,,,,,,,,,,,,,,,,,
,25-Apr-23,404-02-411273-13,,,,,,,,,,,,,,,,,,,,,
,26-Apr-23,404-02-411273-13,,,,,,,,,,,,,,,,,,,,,
,27-Apr-23,404-02-411273-13,,,,,,,,,,,,,,,,,,,,,
PB_ZQ_T2_HS_ULS273C_C,23-Apr-23,404-02-411273-13,99.23,100,,4445.93,179.45,95.22,98.92,100,7.38,69.85,100,1.39,0.4,0.45,,98.47,98.77,-102.32,41.52,24.6,98.33
,24-Apr-23,404-02-411273-13,99.79,99.54,,7626.63,254.32,90,98.36,100,8.96,61.15,99.03,0,0.07,0.24,,99.39,99.38,-101.46,46.63,25.89,100
,25-Apr-23,404-02-411273-13,99.77,99.94,,9636.09,377.73,88.66,99.19,100,9.47,54.98,100,0,0.17,0.32,,99.02,98.98,-99.61,70.19,34.38,100
,26-Apr-23,404-02-411273-13,99.55,99.9,,6897.15,258.22,94.17,99.56,100,9,63.2,100,0,0.35,0.28,,99.31,99.31,-102.26,61.91,33.7,99.53
,27-Apr-23,404-02-411273-13,99.89,99.91,,11261.99,355.98,100,100,100,9.53,55.98,100,0,0.42,0.17,,99.27,99.5,-100.86,66.05,37.39,97
PB_ZQ_T2_HS_ULS307A_A,23-Apr-23,404-02-710307-11,100,100,,3279.86,287.12,100,100,,7.87,54.4,100,0,0.15,0.03,,100,100,-103.97,22.02,5.76,100
,24-Apr-23,404-02-710307-11,100,99.28,,3797.58,348.39,98.55,100,,7.11,42.8,97.14,0,0.26,0.03,,100,100,-101.58,17.01,8.12,100
,25-Apr-23,404-02-710307-11,99.84,99.26,,4465.89,304.01,97.78,100,100,8.18,45.25,100,0,0.23,0.02,,100,100,-101.9,17.88,4.91,100
,26-Apr-23,404-02-710307-11,99.65,99.93,,4007.2,107.75,100,97.44,100,7.47,48.7,100,0,1.53,0.05,,100,100,-102.7,20.27,6.44,100
,27-Apr-23,404-02-710307-11,100,99.25,,4327.9,100.03,100,96.15,,7.42,56.27,100,0,0.22,0.05,,100,100,-103.38,23.36,6.57,100
PB_ZQ_T2_HS_ULS307B_B,23-Apr-23,404-02-710307-12,100,99.15,,7041.69,538.7,100,100,,9.55,23.65,100,0,0.15,0.02,,100,,-104.14,12.64,4.16,100
,24-Apr-23,404-02-710307-12,100,99.26,,8991.91,364.8,100,100,,9.72,27.38,96.97,0,0.51,0.05,,100,100,-102.34,15.02,3.12,100
,25-Apr-23,404-02-710307-12,100,96.98,,6971.41,556.73,100,100,,9.93,28.23,100,0,1.09,0.03,,100,100,-102.19,14.26,6.01,100
,26-Apr-23,404-02-710307-12,100,99.83,,12049.02,396.3,100,100,,10.49,23.82,100,0,10.13,0.38,,100,100,-100.92,18.02,3.95,100
,27-Apr-23,404-02-710307-12,100,98.53,,5149.96,116.61,100,100,,7.98,45.27,100,0,0.32,0.08,,100,100,-103.8,14.74,4.14,100
PB_ZQ_T2_HS_ULS307C_C,23-Apr-23,404-02-710307-13,100,99.84,,9322.11,643.61,100,100,100,9.33,33.3,100,0,0.58,0.09,,100,100,-100.49,32.39,6.42,100
,24-Apr-23,404-02-710307-13,100,99.33,,10530.35,721.68,100,100,,9.42,33.73,100,0,0.01,0.01,,100,100,-101.82,18.3,7.27,100
,25-Apr-23,404-02-710307-13,99.8,99.91,,9597.7,577.61,100,100,,9.25,34.7,100,0,0.05,0,,100,100,-100.97,17.89,5.24,100
,26-Apr-23,404-02-710307-13,100,99.87,,6127.52,385.65,100,100,100,8.56,50.88,100,0,0.16,0.02,,100,100,-101.33,23.36,7.47,100
,27-Apr-23,404-02-710307-13,100,99.77,,7421.55,295.27,100,100,100,9.23,36.52,100,0,0.11,0.01,,100,100,-100.62,20.74,11.58,100
PB_ZQ_T2_HS_ULS353A_A,23-Apr-23,404-02-704353-11,,,,,,,,,,,,,,,,,,,,,
,24-Apr-23,404-02-704353-11,,,,,,,,,,,,,,,,,,,,,
,25-Apr-23,404-02-704353-11,,,,,,,,,,,,,,,,,,,,,
,26-Apr-23,404-02-704353-11,,,,,,,,,,,,,,,,,,,,,
,27-Apr-23,404-02-704353-11,,,,,,,,,,,,,,,,,,,,,
PB_ZQ_T2_HS_ULS353B_B,23-Apr-23,404-02-704353-12,,,,,,,,,,,,,,,,,,,,,
,24-Apr-23,404-02-704353-12,,,,,,,,,,,,,,,,,,,,,
,25-Apr-23,404-02-704353-12,,,,,,,,,,,,,,,,,,,,,
,26-Apr-23,404-02-704353-12,,,,,,,,,,,,,,,,,,,,,
,27-Apr-23,404-02-704353-12,,,,,,,,,,,,,,,,,,,,,
PB_ZQ_T2_HS_ULS353C_C,23-Apr-23,404-02-704353-13,,,,,,,,,,,,,,,,,,,,,
,24-Apr-23,404-02-704353-13,,,,,,,,,,,,,,,,,,,,,
,25-Apr-23,404-02-704353-13,,,,,,,,,,,,,,,,,,,,,
,26-Apr-23,404-02-704353-13,,,,,,,,,,,,,,,,,,,,,
,27-Apr-23,404-02-704353-13,,,,,,,,,,,,,,,,,,,,,
PB_ZQ_T2_HS_ULS354A_A,23-Apr-23,404-02-701354-11,99.97,99.89,,8670.23,175.53,97.37,100,100,8.06,48.75,100,0,0.06,0.06,,100,100,-106.93,54.39,39.31,100
,24-Apr-23,404-02-701354-11,99.7,99.53,,3458.11,183.14,98.81,97.87,100,7.73,78.6,100,0,0.04,0.05,,100,100,-107.8,49.92,42.13,100
