"Short name",,"4G_ECGI","Radio NW Availability","E-UTRAN Average CQI [CDBH]","UL User Throughput_Kbps [CDBH]","VoLTE Traffic_24Hrs","UL PUCCH SINR [CDBH]","Data Volume DL - Total [MB] [CDBH]","RRC Setup Success Rate [CDBH]","ERAB Setup Success Rate [CDBH]","VoLTE DCR_Nom [CBBH]","VoLTE DCR_Denom [CBBH]","VoLTE DCR [CBBH]","PS handover success rate [LTE Intra System] [CDBH]","VoLTE SRVCC SR_Nom [CBBH]","VoLTE SRVCC SR_Denom [CBBH]","VoLTE SRVCC SR [CBBH]","VoLTE ERAB Setup Success Rate [CBBH]","VoLTE SRVCC SR_Denom","VoLTE SRVCC SR","DL User Throughput_Kbps [CDBH]","Average number of used DL PRBs [CDBH]","Average UE Distance_KM [CDBH]","VoLTE Packet Loss DL [CBBH]","VoLTE Packet Loss UL [CBBH]","4G Data Volume_L1800 [GB]","4G Data Volume_L900 [GB]","MV_4G Data Volume_GB_TDD","4G Data Volume_L2100 [GB]","MV_4G Data Volume_GB","4G Data Volume [GB]","PS Drop Call Rate % [CDBH]"
,"13 Jan 23","405-52-820563-13",94.89,9.72,195.89,175.09,2.65,11515.18,99.84,99.69,0.00,439.00,0.00,98.38,0.00,0.00,,98.95,0.00,,2954.31,94.60,0.355,1.24,3.72,,,83.25,,83.2466,83.25,0.00
,"14 Jan 23","405-52-820563-13",99.88,9.16,332.94,204.76,5.33,11067.43,99.62,99.59,0.00,396.00,0.00,98.55,0.00,0.00,,100.00,0.00,,1094.76,99.67,0.356,0.02,0.23,,,192.02,,192.0216,192.02,0.00
,"15 Jan 23","405-52-820563-13",100.00,9.10,403.91,208.32,5.10,10348.84,99.68,99.65,0.00,316.00,0.00,100.00,0.00,0.00,,100.00,0.00,,1155.69,99.65,0.379,0.04,0.02,,,212.94,,212.9365,212.94,0.00
"BH_ZQ_T2_HS_BSBRU-01A_A","11 Jan 23","405-52-820564-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"12 Jan 23","405-52-820564-11",53.15,9.87,44.88,24.86,-0.03,3815.68,93.58,94.53,0.00,52.00,0.00,100.00,0.00,0.00,,96.36,0.00,,11098.56,34.23,0.374,0.61,0.94,,,31.96,,31.9578,31.96,
,"13 Jan 23","405-52-820564-11",100.00,9.80,69.98,27.89,-1.59,4811.57,97.30,95.87,5.00,107.00,4.67,95.12,0.00,0.00,,98.76,0.00,,6941.36,50.65,0.397,4.92,4.74,,,42.46,,42.4553,42.46,0.00
,"14 Jan 23","405-52-820564-11",99.88,8.51,161.36,44.65,2.92,6467.69,99.58,99.53,0.00,70.00,0.00,98.46,0.00,0.00,,100.00,0.00,,3709.62,83.10,0.409,0.02,0.04,,,69.80,,69.7951,69.80,
,"15 Jan 23","405-52-820564-11",83.35,8.63,249.85,35.28,3.49,7000.67,99.63,99.49,0.00,92.00,0.00,97.33,0.00,0.00,,100.00,0.00,,4074.74,84.67,0.442,0.02,0.03,,,66.29,,66.2928,66.29,
"BH_ZQ_T2_HS_BSBRU-01B_B","11 Jan 23","405-52-820564-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"12 Jan 23","405-52-820564-12",54.17,11.95,195.89,36.17,1.13,11673.09,99.39,98.68,1.00,64.00,1.56,83.82,0.00,0.00,,100.00,0.00,,9363.47,69.33,0.210,0.22,0.22,,,89.10,,89.1038,89.10,0.00
,"13 Jan 23","405-52-820564-12",100.00,12.72,40.26,48.88,0.42,8273.97,99.85,99.30,2.00,150.00,1.33,81.03,0.00,0.00,,100.00,0.00,,8786.08,50.40,0.209,0.06,0.12,,,112.80,,112.8020,112.80,0.00
,"14 Jan 23","405-52-820564-12",99.88,11.29,503.84,48.90,3.91,9670.68,99.94,99.86,0.00,118.00,0.00,83.95,0.00,0.00,,100.00,0.00,,7335.58,70.85,0.223,0.04,0.01,,,128.72,,128.7209,128.72,0.00
,"15 Jan 23","405-52-820564-12",83.35,11.59,613.91,34.08,4.88,9780.70,100.00,99.97,1.00,55.00,1.82,93.53,0.00,0.00,,100.00,0.00,,11107.50,64.95,0.254,0.04,0.01,,,110.06,,110.0581,110.06,0.00
"BH_ZQ_T2_HS_BSBRU-01C_C","11 Jan 23","405-52-820564-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"12 Jan 23","405-52-820564-13",54.17,9.64,104.97,44.14,0.75,6133.39,99.75,99.69,1.00,79.00,1.27,97.92,0.00,0.00,,100.00,0.00,,7303.77,61.85,0.288,0.03,0.11,,,58.85,,58.8481,58.85,
,"13 Jan 23","405-52-820564-13",100.00,10.59,116.86,51.42,0.74,5841.37,99.14,98.96,0.00,112.00,0.00,95.83,0.00,0.00,,100.00,0.00,,9168.88,56.50,0.250,0.71,1.33,,,72.47,,72.4710,72.47,0.00
,"14 Jan 23","405-52-820564-13",99.88,9.26,172.68,47.22,1.08,7022.26,99.83,99.86,0.00,86.00,0.00,97.83,0.00,0.00,,100.00,0.00,,3987.56,81.38,0.240,0.02,0.09,,,89.62,,89.6223,89.62,
,"15 Jan 23","405-52-820564-13",83.35,9.41,214.79,38.24,1.36,7240.26,99.92,99.46,0.00,114.00,0.00,98.37,0.00,0.00,,100.00,0.00,,4002.03,81.20,0.299,0.03,0.09,,,88.56,,88.5579,88.56,
"BH_ZQ_T2_HS_BSBSK-03A_A","11 Jan 23","405-52-820493-11",100.00,11.06,76.86,158.14,0.96,14152.63,99.59,99.50,1.00,356.00,0.28,100.00,0.00,0.00,,100.00,0.00,,6734.64,81.35,0.249,0.04,0.02,,,214.96,,214.9636,214.96,
,"12 Jan 23","405-52-820493-11",99.97,10.38,241.06,158.02,1.39,12512.30,99.76,99.56,0.00,400.00,0.00,93.16,0.00,0.00,,100.00,0.00,,5336.90,88.55,0.263,0.07,0.18,,,205.54,,205.5358,205.54,
,"13 Jan 23","405-52-820493-11",98.55,10.78,73.36,134.94,1.19,13961.55,99.88,99.76,0.00,315.00,0.00,96.72,0.00,0.00,,100.00,0.00,,2165.74,98.75,0.260,0.02,0.02,,,219.32,,219.3246,219.32,
,"14 Jan 23","405-52-820493-11",98.90,10.00,377.72,145.09,3.89,11531.90,99.88,99.79,0.00,292.00,0.00,95.08,0.00,0.00,,100.00,0.00,,1876.09,99.30,0.346,0.04,0.02,,,224.84,,224.8428,224.84,
,"15 Jan 23","405-52-820493-11",100.00,10.15,325.95,139.00,3.59,11667.27,99.70,99.49,0.00,239.00,0.00,94.41,0.00,0.00,,100.00,0.00,,2530.78,97.65,0.331,0.02,0.02,,,217.99,,217.9934,217.99,
"BH_ZQ_T2_HS_BSBSK-03B_B","11 Jan 23","405-52-820493-12",100.00,9.24,309.81,121.30,4.49,9825.85,99.94,99.76,2.00,355.00,0.56,87.29,0.00,0.00,,99.17,0.00,,2363.08,96.22,0.371,0.05,0.39,,,149.26,,149.2574,149.26,0.00
,"12 Jan 23","405-52-820493-12",99.97,10.38,73.84,124.88,1.93,11815.56,99.69,99.37,0.00,331.00,0.00,94.35,0.00,0.00,,99.81,0.00,,4603.25,85.80,0.370,0.12,0.28,,,156.78,,156.7818,156.78,0.00
,"13 Jan 23","405-52-820493-12",98.55,10.32,142.39,128.49,2.15,12738.08,99.91,99.80,0.00,296.00,0.00,98.84,0.00,0.00,,99.81,0.00,,2982.57,94.20,0.362,0.05,0.13,,,202.59,,202.5889,202.59,0.00
,"14 Jan 23","405-52-820493-12",98.90,9.98,290.89,114.44,5.30,11676.75,99.92,99.68,0.00,270.00,0.00,96.97,0.00,0.00,,99.74,0.00,,1399.75,99.62,0.357,0.05,0.02,,,200.15,,200.1497,200.15,0.00
,"15 Jan 23","405-52-820493-12",100.00,9.73,75.85,141.95,4.96,11165.48,58.48,95.69,3.00,498.00,0.60,98.59,0.00,0.00,,99.68,0.00,,755.56,99.70,0.358,0.03,0.03,,,233.86,,233.8590,233.86,0.00
"BH_ZQ_T2_HS_BSBSK-03C_C","11 Jan 23","405-52-820493-13",100.00,10.46,76.92,52.27,1.24,10673.44,98.09,98.67,0.00,160.00,0.00,100.00,0.00,0.00,,99.69,0.00,,4752.96,86.33,0.339,0.08,0.14,,,128.65,,128.6541,128.65,0.00
,"12 Jan 23","405-52-820493-13",99.97,9.47,182.72,55.81,0.84,5837.82,99.52,99.20,3.00,142.00,2.11,97.47,0.00,0.00,,97.39,0.00,,8870.96,56.83,0.383,4.05,5.52,,,81.53,,81.5258,81.53,0.00
,"13 Jan 23","405-52-820493-13",98.55,9.40,197.28,78.01,3.14,8488.48,99.91,99.56,0.00,206.00,0.00,99.23,0.00,0.00,,100.00,0.00,,6026.98,75.88,0.555,0.06,0.13,,,131.85,,131.8488,131.85,0.00
,"14 Jan 23","405-52-820493-13",98.90,8.89,246.21,55.38,5.13,6774.67,99.87,99.65,0.00,88.00,0.00,100.00,0.00,0.00,,100.00,0.00,,2879.39,86.33,0.400,0.08,0.27,,,112.06,,112.0648,112.06,
,"15 Jan 23","405-52-820493-13",100.00,8.89,291.07,63.63,5.38,8430.43,99.86,99.71,0.00,125.00,0.00,98.52,0.00,0.00,,100.00,0.00,,4158.40,88.67,0.410,0.03,0.12,,,141.70,,141.6994,141.70,1.92
"BH_ZQ_T2_HS_BSBSK-04A_A","11 Jan 23","405-52-820433-11",100.00,10.73,175.61,17.80,2.48,2968.12,99.66,99.88,0.00,118.00,0.00,96.90,0.00,0.00,,100.00,0.00,,16645.11,25.43,0.548,0.04,0.01,,,34.99,,34.9852,34.99,
,"12 Jan 23","405-52-820433-11",100.00,11.72,57.98,19.75,-0.60,2867.46,98.02,95.84,0.00,78.00,0.00,95.09,0.00,0.00,,100.00,0.00,,20123.47,21.98,0.439,0.15,0.79,,,32.82,,32.8213,32.82,
,"13 Jan 23","405-52-820433-11",98.67,11.34,465.72,32.09,4.82,6581.37,100.00,99.84,0.00,581.00,0.00,99.72,0.00,0.00,,99.84,0.00,,14091.65,48.65,0.370,0.03,0.04,,,48.28,,48.2832,48.28,
,"14 Jan 23","405-52-820433-11",99.96,9.63,343.80,21.35,4.94,4823.00,100.00,99.75,0.00,94.00,0.00,100.00,0.00,0.00,,100.00,0.00,,9708.87,53.27,0.485,0.02,0.28,,,47.41,,47.4083,47.41,
,"15 Jan 23","405-52-820433-11",99.96,9.67,226.62,16.59,4.73,5591.05,99.68,99.89,0.00,68.00,0.00,100.00,0.00,0.00,,100.00,0.00,,10509.58,56.10,0.481,0.01,0.01,,,47.32,,47.3158,47.32,
"BH_ZQ_T2_HS_BSBSK-04B_B","11 Jan 23","405-52-820433-12",100.00,10.38,456.38,97.15,5.82,11095.98,99.97,99.49,0.00,512.00,0.00,95.68,0.00,0.00,,100.00,0.00,,6394.87,85.45,0.445,0.02,0.04,,,137.53,,137.5309,137.53,0.00
,"12 Jan 23","405-52-820433-12",100.00,10.24,78.17,106.19,1.24,9424.86,99.97,99.54,0.00,475.00,0.00,94.81,0.00,0.00,,99.92,0.00,,6361.26,73.12,0.450,0.02,0.03,,,118.06,,118.0560,118.06,0.00
,"13 Jan 23","405-52-820433-12",98.67,10.49,344.04,94.53,6.06,11932.31,99.95,99.79,0.00,568.00,0.00,97.54,0.00,0.00,,100.00,0.00,,4608.62,86.75,0.458,0.01,0.01,,,152.93,,152.9253,152.93,0.00
,"14 Jan 23","405-52-820433-12",99.96,10.89,325.33,86.57,4.54,11463.88,99.68,99.38,0.00,332.00,0.00,45.45,0.00,0.00,,100.00,0.00,,6461.29,84.45,0.390,0.05,0.01,,,147.47,,147.4739,147.47,
,"15 Jan 23","405-52-820433-12",99.97,10.50,544.02,78.53,7.08,9610.85,100.00,99.77,0.00,305.00,0.00,100.00,0.00,0.00,,100.00,0.00,,5345.23,84.55,0.403,0.05,0.01,,,156.18,,156.1786,156.18,
"BH_ZQ_T2_HS_BSBSK-04C_C","11 Jan 23","405-52-820433-13",99.99,11.15,108.23,51.56,0.73,7223.73,98.90,98.61,0.00,239.00,0.00,100.00,0.00,0.00,,100.00,0.00,,15761.68,49.35,0.962,0.03,0.04,,,79.73,,79.7298,79.73,
,"12 Jan 23","405-52-820433-13",100.00,11.02,83.01,29.62,0.15,5277.70,99.52,98.82,1.00,234.00,0.43,100.00,0.00,0.00,,99.60,0.00,,15689.26,40.23,0.723,0.19,0.34,,,41.53,,41.5335,41.53,
,"13 Jan 23","405-52-820433-13",98.67,11.03,92.85,55.00,0.81,7344.23,99.33,99.03,1.00,309.00,0.32,100.00,0.00,0.00,,99.73,0.00,,13790.49,51.98,0.950,0.10,0.09,,,84.83,,84.8261,84.83,
,"14 Jan 23","405-52-820433-13",99.96,11.32,66.59,49.01,0.23,8258.47,99.63,97.98,0.00,177.00,0.00,95.65,0.00,0.00,,100.00,0.00,,4236.53,82.88,0.719,0.04,0.01,,,102.80,,102.8026,102.80,0.00
,"15 Jan 23","405-52-820433-13",99.96,10.35,172.65,52.68,5.71,10988.11,100.00,99.50,0.00,194.00,0.00,100.00,0.00,0.00,,99.61,0.00,,2878.25,94.12,0.969,0.34,0.12,,,132.12,,132.1221,132.12,0.00
"BH_ZQ_T2_HS_BSBUX-03A_A","11 Jan 23","405-52-820114-11",97.08,8.75,291.58,48.38,4.81,3977.79,99.93,99.80,0.00,400.00,0.00,100.00,0.00,0.00,,100.00,0.00,,8125.69,48.05,0.218,0.03,0.02,,,42.17,,42.1722,42.17,0.00
,"12 Jan 23","405-52-820114-11",98.84,8.73,161.51,53.87,1.66,2950.07,99.87,99.70,0.00,455.00,0.00,100.00,0.00,0.00,,99.78,0.00,,7758.31,42.90,0.230,0.13,1.46,,,33.55,,33.5512,33.55,
,"13 Jan 23","405-52-820114-11",96.75,8.71,96.86,50.65,-0.52,3011.28,99.80,99.61,1.00,460.00,0.22,100.00,0.00,0.00,,99.78,0.00,,8668.76,42.08,0.222,0.39,0.77,,,31.72,,31.7170,31.72,0.00
,"14 Jan 23","405-52-820114-11",22.86,8.91,191.41,3.73,4.19,1725.99,99.91,99.91,0.00,42.00,0.00,100.00,0.00,0.00,,100.00,0.00,,7516.03,29.93,0.282,0.05,0.11,,,5.06,,5.0555,5.06,
,"15 Jan 23","405-52-820114-11",100.00,8.86,250.91,31.14,6.02,2145.31,98.87,99.88,0.00,84.00,0.00,100.00,0.00,0.00,,98.73,0.00,,8190.46,30.88,0.316,0.18,0.06,,,27.93,,27.9305,27.93,
"BH_ZQ_T2_HS_BSBUX-03B_B","11 Jan 23","405-52-820114-12",97.08,10.04,324.16,62.28,4.78,5320.87,99.93,99.80,1.00,439.00,0.23,88.89,0.00,0.00,,99.77,0.00,,7978.66,53.48,0.182,0.14,0.02,,,45.53,,45.5334,45.53,0.00
,"12 Jan 23","405-52-820114-12",98.84,10.19,63.48,58.59,-0.17,5202.14,99.59,99.53,1.00,561.00,0.18,100.00,0.00,0.00,,100.00,0.00,,15613.03,36.85,0.196,0.26,0.81,,,54.86,,54.8589,54.86,0.00
,"13 Jan 23","405-52-820114-12",96.75,10.14,94.37,67.42,0.27,4695.91,99.86,99.59,0.00,596.00,0.00,92.59,0.00,0.00,,100.00,0.00,,8117.66,48.83,0.182,0.11,0.22,,,55.06,,55.0620,55.06,0.00
,"14 Jan 23","405-52-820114-12",22.86,11.12,376.49,5.87,6.90,2560.17,99.93,99.87,0.00,23.00,0.00,100.00,0.00,0.00,,100.00,0.00,,11788.25,27.50,0.201,0.01,0.01,,,7.54,,7.5372,7.54,
,"15 Jan 23","405-52-820114-12",100.00,10.88,254.10,32.91,5.03,3551.75,99.86,99.85,0.00,50.00,0.00,100.00,0.00,0.00,,100.00,0.00,,6632.96,76.15,0.214,0.07,0.03,,,36.99,,36.9941,36.99,
"BH_ZQ_T2_HS_BSBUX-03C_C","11 Jan 23","405-52-820114-13",97.07,10.04,129.30,63.36,0.50,5654.68,99.57,99.74,0.00,140.00,0.00,100.00,0.00,0.00,,100.00,0.00,,10587.10,51.08,0.256,0.07,0.23,,,66.98,,66.9848,66.98,
,"12 Jan 23","405-52-820114-13",98.84,11.05,41.95,42.48,-0.47,3760.07,99.22,99.46,1.00,147.00,0.68,100.00,0.00,0.00,,100.00,0.00,,14978.14,29.48,0.246,0.21,0.29,,,56.47,,56.4650,56.47,
,"13 Jan 23","405-52-820114-13",96.76,11.38,90.81,44.25,-2.19,4695.02,99.46,99.57,1.00,175.00,0.57,100.00,0.00,0.00,,99.43,0.00,,7497.63,50.83,0.251,0.59,0.96,,,57.66,,57.6608,57.66,
,"14 Jan 23","405-52-820114-13",22.86,9.41,415.33,3.18,4.86,4318.91,99.95,99.86,0.00,17.00,0.00,100.00,0.00,0.00,,100.00,0.00,,6457.71,58.30,0.270,0.07,0.07,,,14.05,,14.0469,14.05,0.00
,"15 Jan 23","405-52-820114-13",100.00,9.81,137.27,58.05,0.52,4821.67,99.90,99.86,0.00,143.00,0.00,100.00,0.00,0.00,,100.00,0.00,,7111.31,59.85,0.231,0.05,0.21,,,67.93,,67.9292,67.93,50.00
"BH_ZQ_T2_HS_BSBUX-04A_A","11 Jan 23","405-52-820316-11",61.61,8.78,347.23,63.06,5.36,8001.24,99.75,99.77,0.00,118.00,0.00,100.00,0.00,0.00,,100.00,0.00,,4076.02,85.90,0.320,0.04,0.05,,,83.03,,83.0286,83.03,
,"12 Jan 23","405-52-820316-11",100.00,9.40,111.91,65.72,0.19,5691.23,99.31,98.48,3.00,148.00,2.03,100.00,0.00,0.00,,96.80,0.00,,8089.20,60.35,0.298,1.85,2.95,,,74.46,,74.4613,74.46,
,"13 Jan 23","405-52-820316-11",99.88,9.84,53.34,69.64,-0.50,4287.92,97.38,97.23,3.00,333.00,0.90,100.00,0.00,0.00,,95.89,0.00,,10260.71,41.55,0.276,0.42,1.17,,,65.34,,65.3382,65.34,
,"14 Jan 23","405-52-820316-11",100.00,7.67,206.44,59.19,3.82,6344.69,98.99,99.24,0.00,153.00,0.00,97.22,0.00,0.00,,100.00,0.00,,776.08,99.53,0.391,0.08,0.02,,,89.64,,89.6380,89.64,
,"15 Jan 23","405-52-820316-11",88.77,7.94,188.89,53.23,3.58,6103.17,99.54,99.64,0.00,133.00,0.00,98.18,0.00,0.00,,100.00,0.00,,948.44,99.08,0.355,0.09,0.03,,,84.39,,84.3944,84.39,0.00
"BH_ZQ_T2_HS_BSBUX-04B_B","11 Jan 23","405-52-820316-12",61.61,7.41,162.16,37.38,1.36,5822.26,99.40,99.45,0.00,93.00,0.00,100.00,0.00,0.00,,100.00,0.00,,1773.51,94.88,0.333,0.04,0.03,,,57.44,,57.4437,57.44,
,"12 Jan 23","405-52-820316-12",100.00,8.20,83.56,47.13,0.29,6957.24,99.20,97.92,0.00,61.00,0.00,90.70,0.00,0.00,,100.00,0.00,,3265.88,88.40,0.348,0.24,0.20,,,71.99,,71.9896,71.99,
,"13 Jan 23","405-52-820316-12",99.88,7.68,29.83,44.41,-0.14,4743.07,98.65,98.15,0.00,64.00,0.00,97.83,0.00,0.00,,97.90,0.00,,2463.11,83.95,0.317,0.09,0.33,,,64.82,,64.8182,64.82,
,"14 Jan 23","405-52-820316-12",100.00,6.75,237.44,47.95,4.41,4591.94,99.85,99.89,0.00,65.00,0.00,100.00,0.00,0.00,,100.00,0.00,,1026.02,98.20,0.325,0.07,0.03,,,63.23,,63.2342,63.23,
,"15 Jan 23","405-52-820316-12",88.77,7.08,210.42,37.83,4.11,4966.39,100.00,99.95,0.00,86.00,0.00,100.00,0.00,0.00,,100.00,0.00,,981.41,98.38,0.304,0.05,0.07,,,62.15,,62.1539,62.15,
"BH_ZQ_T2_HS_BSBUX-04C_C","11 Jan 23","405-52-820316-13",61.61,7.62,135.49,27.54,0.82,3410.88,99.56,99.81,0.00,43.00,0.00,100.00,0.00,0.00,,100.00,0.00,,5125.97,64.00,0.221,0.04,0.08,,,36.48,,36.4849,36.48,
,"12 Jan 23","405-52-820316-13",100.00,7.86,43.53,31.88,-1.08,3736.68,97.16,95.09,0.00,103.00,0.00,100.00,0.00,0.00,,100.00,0.00,,7228.78,50.73,0.216,0.17,0.99,,,46.56,,46.5623,46.56,
,"13 Jan 23","405-52-820316-13",99.88,7.82,63.87,30.50,-0.18,4514.66,98.69,97.71,0.00,98.00,0.00,96.55,0.00,0.00,,100.00,0.00,,3143.54,81.78,0.213,0.32,1.13,,,51.04,,51.0396,51.04,
,"14 Jan 23","405-52-820316-13",100.00,7.36,317.16,37.03,4.59,4719.34,99.73,99.41,0.00,85.00,0.00,100.00,0.00,0.00,,100.00,0.00,,1768.17,94.15,0.229,0.02,0.02,,,56.29,,56.2881,56.29,
,"15 Jan 23","405-52-820316-13",88.77,7.12,98.88,28.40,0.78,3555.79,99.71,99.25,0.00,122.00,0.00,97.53,0.00,0.00,,100.00,0.00,,1892.07,85.67,0.243,0.05,0.04,,,41.95,,41.9534,41.95,
"BH_ZQ_T2_HS_BSBXU-01A_A","11 Jan 23","405-52-820360-11",99.99,10.90,161.72,114.14,3.18,14209.50,99.76,99.74,1.00,382.00,0.26,,0.00,0.00,,100.00,0.00,,4822.37,90.80,0.250,0.02,0.05,,,222.16,,222.1556,222.16,0.00
,"12 Jan 23","405-52-820360-11",99.99,10.53,84.81,122.41,1.35,12543.50,95.63,99.35,0.00,574.00,0.00,,0.00,0.00,,100.00,0.00,,3637.23,94.17,0.242,0.02,0.17,,,182.15,,182.1491,182.15,0.00
,"13 Jan 23","405-52-820360-11",99.98,10.70,134.88,111.27,3.11,15442.95,94.00,99.26,0.00,513.00,0.00,,0.00,0.00,,100.00,0.00,,2256.45,99.47,0.261,0.02,0.04,,,210.96,,210.9564,210.96,0.00
,"14 Jan 23","405-52-820360-11",86.50,10.72,298.11,83.84,4.06,12677.01,99.97,99.86,0.00,254.00,0.00,,0.00,0.00,,100.00,0.00,,1918.57,98.55,0.211,0.01,0.02,,,165.59,,165.5917,165.59,
,"15 Jan 23","405-52-820360-11",99.99,10.93,354.72,92.41,4.12,13309.62,99.98,99.88,0.00,419.00,0.00,,0.00,0.00,,100.00,0.00,,1687.77,99.72,0.223,0.03,0.01,,,207.71,,207.7112,207.71,0.00
"BH_ZQ_T2_HS_BSBXU-01B_B","11 Jan 23","405-52-820360-12",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"12 Jan 23","405-52-820360-12",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"13 Jan 23","405-52-820360-12",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"14 Jan 23","405-52-820360-12",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"15 Jan 23","405-52-820360-12",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BH_ZQ_T2_HS_BSBXU-01C_C","11 Jan 23","405-52-820360-13",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"12 Jan 23","405-52-820360-13",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"13 Jan 23","405-52-820360-13",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"14 Jan 23","405-52-820360-13",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"15 Jan 23","405-52-820360-13",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BH_ZQ_T2_HS_BSBZX-01A_A","11 Jan 23","405-52-820535-11",70.55,8.54,61.81,33.12,0.94,7559.82,98.92,98.44,2.00,326.00,0.61,99.06,0.00,0.00,,99.60,0.00,,5459.78,76.62,0.785,0.13,0.24,,,84.41,,84.4091,84.41,
,"12 Jan 23","405-52-820535-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"13 Jan 23","405-52-820535-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"14 Jan 23","405-52-820535-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"15 Jan 23","405-52-820535-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BH_ZQ_T2_HS_BSBZX-01B_B","11 Jan 23","405-52-820535-12",66.48,9.75,203.24,50.43,1.64,9389.97,97.66,99.17,0.00,290.00,0.00,98.21,0.00,0.00,,100.00,0.00,,4404.53,88.30,0.483,0.17,0.15,,,90.01,,90.0110,90.01,
,"12 Jan 23","405-52-820535-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"13 Jan 23","405-52-820535-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"14 Jan 23","405-52-820535-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"15 Jan 23","405-52-820535-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BH_ZQ_T2_HS_BSBZX-01C_C","11 Jan 23","405-52-820535-13",70.55,9.34,83.39,48.25,1.31,7030.59,99.48,99.66,0.00,300.00,0.00,98.44,0.00,0.00,,100.00,0.00,,4507.22,80.33,0.810,0.16,0.21,,,70.66,,70.6640,70.66,0.00
,"12 Jan 23","405-52-820535-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"13 Jan 23","405-52-820535-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"14 Jan 23","405-52-820535-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"15 Jan 23","405-52-820535-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BH_ZQ_T2_HS_BSCBS-01A_A","11 Jan 23","405-52-820349-11",100.00,12.21,165.31,26.32,1.14,2395.51,95.87,98.26,1.00,84.00,1.19,95.45,0.00,0.00,,100.00,0.00,,16107.66,20.80,0.426,0.44,0.19,,,29.56,,29.5601,29.56,
,"12 Jan 23","405-52-820349-11",100.00,11.73,146.60,30.69,1.63,2878.45,97.42,97.64,0.00,81.00,0.00,100.00,0.00,0.00,,100.00,0.00,,26358.55,17.80,0.395,0.36,0.04,,,28.86,,28.8620,28.86,
,"13 Jan 23","405-52-820349-11",99.88,11.94,157.10,33.02,0.97,2893.78,99.00,98.89,0.00,52.00,0.00,93.75,0.00,0.00,,98.04,0.00,,14086.47,29.02,0.361,0.19,0.27,,,30.27,,30.2706,30.27,
,"14 Jan 23","405-52-820349-11",100.00,11.40,139.92,27.97,2.79,3175.35,99.53,98.90,0.00,47.00,0.00,100.00,0.00,0.00,,100.00,0.00,,13811.14,31.45,0.332,0.19,0.05,,,33.74,,33.7367,33.74,
,"15 Jan 23","405-52-820349-11",100.00,11.21,111.59,36.38,2.84,2940.80,99.42,99.42,0.00,60.00,0.00,97.78,0.00,0.00,,100.00,0.00,,12551.48,32.05,0.403,0.02,0.07,,,32.76,,32.7572,32.76,0.00
"BH_ZQ_T2_HS_BSCBS-01B_B","11 Jan 23","405-52-820349-12",100.00,9.52,44.58,61.35,0.38,6294.84,96.66,98.73,0.00,124.00,0.00,92.31,0.00,0.00,,100.00,0.00,,5675.30,70.40,0.663,0.22,0.19,,,61.62,,61.6176,61.62,0.00
,"12 Jan 23","405-52-820349-12",100.00,9.27,37.42,48.62,1.06,6238.65,94.53,97.80,0.00,118.00,0.00,100.00,0.00,0.00,,100.00,0.00,,4225.15,73.58,0.750,0.40,0.41,,,64.54,,64.5413,64.54,0.00
,"13 Jan 23","405-52-820349-12",99.88,9.75,57.77,49.57,-0.21,4620.05,96.73,98.78,0.00,145.00,0.00,100.00,0.00,0.00,,100.00,0.00,,5350.27,66.22,0.627,0.52,1.89,,,50.39,,50.3930,50.39,0.00
,"14 Jan 23","405-52-820349-12",100.00,8.81,71.45,53.82,3.99,6677.66,98.14,99.51,0.00,139.00,0.00,100.00,0.00,0.00,,100.00,0.00,,1438.41,96.60,0.781,0.26,0.09,,,67.81,,67.8090,67.81,0.00
