Short name,,MV_RRC Setup Success Rate [CDBH],MV_ERAB Setup Success Rate [CDBH],MV_PS Drop Call Rate % [CDBH],MV_DL User Throughput_Kbps [CDBH],MV_UL User Throughput_Kbps [CDBH],MV_PS handover success rate [LTE Intra System] [CDBH],MV_CSFB Redirection Success Rate [CDBH],MV_E-UTRAN Average CQI [CDBH],UL RSSI PUCCH,MV_VoLTE DCR [CBBH],MV_PS handover success rate [LTE Inter System] [CDBH],MV_VoLTE ERAB Setup Success Rate [CBBH],MV_VoLTE IntraF HOSR Exec [CBBH],MV_VoLTE InterF HOSR Exec [CBBH],MV_VoLTE Packet Loss DL [CBBH],MV_VoLTE Packet Loss UL [CBBH],MV_4G Data Volume_GB,MV_VoLTE Traffic,MV_Average number of used DL PRBs [CDBH],UL RSSI PUCCH,CSFB Redirection Success Rate [CDBH]
,28-Mar-23,99.91,99.41,0.52,20610.63,1389.35,95.96,100,8.11,-115.32,0,100,100,100,100,0.18,0.06,28.8927,22.1,29.16,,
CH_E_F3_OM_PATT30B_B,24-Mar-23,99.93,100,0.09,14481.35,1195.46,99.11,,9.39,-115.5,0,99.29,98.72,100,100,0.06,0.07,70.5486,24.35,52.72,,
,25-Mar-23,99.7,99.6,0.05,13364.41,676.89,100,100,9.57,-115.53,0,99.46,100,100,100,0.11,0.04,82.461,31.45,58.58,,
,26-Mar-23,100,99.78,0.02,4003.98,747.54,98.76,100,8.19,-115.55,0,99.66,100,100,100,0.08,0.03,109.1611,32.39,90.1,,
,27-Mar-23,100,100,0.07,12078.78,888.32,98.51,100,8.93,-115.27,0,96.79,100,100,100,0.04,0.03,127.7896,47.56,68.25,,
,28-Mar-23,100,99.93,0,11009.02,1005.31,99.16,100,8.94,-115.04,0,100,100,96.43,100,0.04,0.03,137.5328,55.07,69.36,,
CH_E_F3_OM_PATT30C_C,24-Mar-23,100,100,0.05,19990.31,881.37,99.19,100,8.51,-114.62,0,100,100,100,100,0.08,0.05,25.698,14.55,18.03,,
,25-Mar-23,100,99.81,0,11653.78,769.24,100,100,7.47,-114.47,0,99.02,100,100,100,0.07,0.03,28.4649,16.63,28.17,,
,26-Mar-23,99.96,99.6,0.28,13788.15,1154.16,97.08,100,7.63,-114.88,0,78.43,100,100,100,0.04,0.04,38.5778,25.49,36.4,,
,27-Mar-23,99.95,100,0.08,8609.13,1641.44,96.02,100,7.63,-115.68,0,92.31,100,98.84,100,0.09,0.03,39.8387,35.11,56.67,,
,28-Mar-23,99.92,99.97,0,12309.39,978.78,97.04,100,8.67,-115.14,0,100,100,99.12,100,0.06,0.03,43.4059,39.86,41.82,,
CH_E_F3_OM_PATT30D_D,24-Mar-23,99.76,99.18,0.45,2719.74,438.43,92.22,100,6.96,-114.91,1.29,97.53,100,97.83,100,0.38,0.09,81.3054,52.77,92,,
,25-Mar-23,99.95,99.8,0.15,6259.74,821.12,91.14,100,7.49,-114.66,0.84,79.67,99.12,98.32,98.7,0.32,0.05,90.8234,55.75,73.59,,
,26-Mar-23,99.91,99.36,0.3,2592.17,379.74,87.42,100,5.78,-114.55,1.14,98.31,99.44,98.65,100,0.35,0.1,82.5352,48.57,88.62,,
,27-Mar-23,99.97,99.81,0.12,2288.4,534.5,86.32,100,5.58,-114.98,0.55,92.73,99.38,98.73,100,0.32,0.19,68.1085,42.97,90.62,,
,28-Mar-23,99.86,99.55,0.36,6059.88,462.99,92.05,100,6.58,-114.69,1.92,79.38,100,97.31,100,0.3,0.11,71.8333,38.65,69.38,,
CH_E_F3_OM_RICHI8A_A,24-Mar-23,87.42,88.64,10.61,9479.26,40.78,97.41,96.88,8.91,-90.13,6.95,83.67,95.54,97.61,,30.41,7.35,11.861,129.21,27.58,,
,25-Mar-23,89.42,89.36,10.25,9446.22,34.54,97.63,97.06,9.1,-90.23,7.01,84.48,93.87,99.36,,34.87,6.61,13.0984,150.77,25.61,,
,26-Mar-23,98.83,96.63,1.83,47425.48,209.87,98.09,100,9.81,-90.58,2.98,100,99.75,100,,27.84,0.67,12.6944,62.36,8.82,,
,27-Mar-23,96.71,99.06,1.25,36092.36,180.2,94.29,100,9.04,-90.15,12.6,,91.38,98.16,,44,42.08,8.701,94.17,9.27,,
,28-Mar-23,99.18,98.15,2.08,33202.64,151.32,94.79,100,8.99,-90.21,12.03,100,89.86,99.03,,39.78,49.29,9.9946,98.84,12.92,,
CH_E_F3_OM_RICHI8B_B,24-Mar-23,90.84,87.24,11.16,26417.81,65.62,98.09,87.5,9.55,-90.11,8.37,100,92.37,98.21,,40.4,13.66,6.1655,28.76,16.17,,
,25-Mar-23,92.26,87.29,12.21,18921.76,37.25,98.4,91.67,8.82,-90.13,5.15,100,89.81,100,,39.1,9.34,5.8288,29.88,19.81,,
,26-Mar-23,93.54,93.2,7.84,48869.29,49.63,95.97,100,9.55,-90.14,0,,100,100,,20.91,1.07,3.9888,13.14,7.52,,
,27-Mar-23,93.72,95.61,7.35,35189.61,45.47,95.4,100,9.59,-90.1,5.7,,99.32,98.41,,29.25,16.79,5.035,29.53,9.8,,
,28-Mar-23,95.8,95.24,6.69,31400.25,47.61,97.25,100,10.11,-90.13,8.33,100,95.98,99.54,,25.99,23.32,6.5608,35.63,13.67,,
CH_E_F3_OM_RICHI8C_C,24-Mar-23,87.92,84.94,9.76,21173.6,66.67,98.5,100,10.33,-90.17,5.14,100,93.16,98.59,,36.84,2.51,13.8716,136.79,28.79,,
,25-Mar-23,87.5,86.27,9.4,14700.56,52.46,97.75,97.18,9.99,-90.37,3.75,100,93.46,99.69,,37.11,2.34,12.9769,137.55,26.04,,
,26-Mar-23,96.56,97.58,4.17,46103.93,161.9,100,100,10.92,-90.17,3.24,,97.73,100,,29.64,1.48,12.2984,60.58,15.54,,
,27-Mar-23,94.78,98.39,1.93,72221.48,101.87,98.68,,12.15,-90.18,4.58,,93.93,98.77,,41.43,1.94,14.1978,150.02,10.7,,
,28-Mar-23,87.22,85.92,9.64,20245.67,34.58,96.61,96.05,10.53,-90.18,5.51,100,93.56,98.55,,38.83,3.38,12.7047,147.18,24.49,,
CH_E_F3_OM_TARA33A_A,24-Mar-23,99.81,99.93,0.14,6727.78,534.19,95.88,,6.12,-110.41,0,100,99.07,99.68,100,0.24,0.1,27.9488,54.83,51.34,,
,25-Mar-23,100,99.87,0.18,11954.11,8803.55,99.65,100,7.04,-111.12,0,94.44,100,99.7,88.89,0.08,0.03,42.4883,84.94,42.8,,
,26-Mar-23,99.94,99.74,0.04,10503.65,1326.71,97,100,6.72,-111.16,0,96.15,100,99.77,100,0.06,0.05,45.0453,85.08,66.02,,
,27-Mar-23,99.58,99.67,0.11,8775.44,890.87,97.65,100,6.93,-111.1,0.33,90.43,100,99.21,100,0.15,0.07,26.8739,58.67,41.33,,
,28-Mar-23,99.69,99.52,0.25,10117.26,944.09,99.28,100,6.92,-110.57,0,100,99.05,99.52,100,0.14,0.07,36.0311,78.51,40.56,,
CH_E_F3_OM_TARA33B_B,24-Mar-23,99.87,99.94,0.18,4575.25,1209.85,98.04,100,6.72,-110,0,91.16,100,97.5,100,0.15,0.06,72.9475,168.02,84.83,,
,25-Mar-23,99.93,99.94,0.05,7883.22,825.02,99.65,100,7.31,-110.46,0,79.59,100,98.75,84.62,0.08,0.05,61.9853,120.33,70.95,,
,26-Mar-23,98.62,100,0,51724.14,2807.89,88.71,,7.92,-110.45,0,100,100,99.54,100,0.08,0.06,119.2502,119.58,93.01,,
,27-Mar-23,99.97,99.95,0.05,10867.95,960.37,99.6,100,7.75,-110.58,0,96.02,100,98.48,100,0.14,0.08,43.8532,95.57,61.08,,
,28-Mar-23,99.9,99.49,0.05,805.62,467.85,92.12,100,7.81,-109.83,0,74.18,100,98.75,100,0.15,0.06,60.7435,139.77,97.42,,
CH_E_F3_OM_TARA33C_C,24-Mar-23,99.98,99.97,0.02,5603.96,773.64,97.5,100,7.38,-111.49,0,99.76,99.81,95.75,100,0.17,0.07,169.2413,344.08,92.37,,
,25-Mar-23,99.92,99.83,0.11,1352.6,786.14,92.21,100,7.25,-112.54,0,98.91,100,94.97,100,0.05,0.03,166.6761,305.84,99.79,,
,26-Mar-23,99.97,99.81,0.06,2612.47,741.3,88.6,100,7.94,-113.25,0,99.78,99.57,96.43,100,0.04,0.05,185.978,316.86,99.47,,
,27-Mar-23,99.84,99.75,0.13,5288.46,656.6,87.49,100,8.13,-112.12,0.32,99.14,100,92.51,100,0.32,0.12,111.0243,242.9,90.4,,
,28-Mar-23,72.79,99.71,0.33,225.09,149.91,83.48,100,8.07,-111.48,0,97.88,100,96.54,99.31,0.18,0.07,144.2171,342.13,99.04,,
CH_E_F3_OM_TARA33D_D,24-Mar-23,99.9,99.82,0.05,3068.15,476.96,99.08,100,8.37,-112.91,0,99.36,100,99.46,100,0.03,0.05,156.2586,308.77,98.47,,
,25-Mar-23,99.96,99.77,0.06,7276.36,1894.44,99.83,100,8.26,-112.68,0,100,100,100,100,0.05,0.03,162.8267,280.38,90.93,,
,26-Mar-23,100,99.97,0.02,9150.19,2695.37,99.58,100,8.1,-112.63,0,97.65,100,99.8,100,0.04,0.03,166.4959,296.55,83.72,,
,27-Mar-23,99.96,99.96,0.01,17944.58,426.48,99.51,,8.75,-113.57,0,100,100,99.84,100,0.04,0.04,97.201,195.32,61.16,,
,28-Mar-23,99.96,99.71,0.03,879.89,564.48,94.41,100,9.01,-112.92,0,80,100,99.69,100,0.09,0.06,130.8346,292.14,94.34,,
CH_E_F3_OM_VADA12A_A,24-Mar-23,99.92,99.9,0.09,3061.63,266.69,96.41,100,7,-104.81,1.45,86.17,100,93.33,,2.47,0.66,106.3828,20.18,95.17,,
,25-Mar-23,99.98,99.84,0.07,5086.34,324.63,97.82,100,7.57,-105.32,4.04,83.8,100,100,,2.66,0.68,122.0972,19.36,87.28,,
,26-Mar-23,99.98,99.9,0.04,10224.39,1334.25,98.45,100,8.08,-111.11,0,95.78,100,99.63,,0.17,0.09,129.5162,21.87,71.45,,
,27-Mar-23,99.96,99.88,0.05,2767.28,317.96,97.36,100,7.01,-105.58,0,85.57,100,98.97,,0.14,0.09,114.6805,23.23,97.9,,
,28-Mar-23,99.93,99.7,0.19,2173.11,276.84,98.87,100,6.91,-105.22,0,92.59,100,98.39,,0.21,0.44,121.0732,19.65,98.64,,
CH_E_F3_OM_VADA12B_B,24-Mar-23,98.74,99.21,0.09,14237.83,300.27,98.4,100,8.22,-101.94,0,99.02,100,99.48,,3.66,0.15,116.2483,19.01,59.29,,
,25-Mar-23,99.9,99.88,0.12,9261.36,234.32,98.78,100,8.01,-102.11,2.33,81.63,100,99.68,,0.15,0.1,119.2805,18.53,76.2,,
,26-Mar-23,99.66,98.76,0.33,12485.85,227.09,98.45,100,8.15,-102.36,0,96.48,100,99.54,,3.69,0.15,120.8204,17.23,70.78,,
,27-Mar-23,99.7,99.62,0.17,5023.67,329.35,98.47,100,7.45,-102.32,5.77,76.19,100,100,,0.43,0.29,114.6148,17.01,91.44,,
,28-Mar-23,99.54,99.39,0.23,1889.07,154.98,99.37,100,7.2,-102.15,0,83.24,100,99.05,,0.69,0.65,119.4001,20.17,96.96,,
CH_E_F3_OM_VADA12C_C,24-Mar-23,99.42,99.94,0.06,13124.1,760.28,92.02,100,7.54,-101.35,1.03,99.41,100,98.52,,0.51,0.44,82.8326,21.06,59.91,,
,25-Mar-23,99.89,99.84,0.09,8797.91,248.07,97.38,100,7.62,-101.83,0,87.12,100,99.41,,0.37,0.08,86.7915,24.65,73.59,,
,26-Mar-23,99.81,99.79,0.16,5765.06,312.03,98.1,100,6.89,-107.68,0,87.41,100,98.72,,0.19,0.13,110.301,23.11,84.1,,
,27-Mar-23,99.77,99.7,0.23,6988.51,253.48,95.44,100,7.05,-102.06,0,85.67,100,99.09,,0.43,0.87,83.3493,27.93,76.37,,
,28-Mar-23,99.91,99.83,0.13,4186.04,218.38,98.57,100,7.25,-102.26,0,86.6,99.76,98.9,,1.65,0.23,87.4161,29.23,92.24,,
CH_E_F3_OM_VALU12A_A,24-Mar-23,99.65,99.49,0.26,2012.22,114.93,97.59,100,7.27,-108.49,0.21,97.21,100,99.19,97.67,0.13,0.22,107.3269,288.38,86.49,,
,25-Mar-23,99.81,99.42,0.28,2822.63,288.99,97.69,100,7.45,-108.81,0.14,99.08,100,98.84,100,0.07,0.17,107.6133,260.69,87.12,,
,26-Mar-23,99.89,99.26,0.11,4154.89,273.9,97.52,100,7.96,-109.43,0.2,99.12,100,99.18,100,0.06,0.13,109.5723,221.51,84.67,,
,27-Mar-23,99.74,99.52,0.26,1567.39,159.21,97.22,100,7.47,-108.87,0,97.49,99.91,99.18,99.22,0.11,0.17,129.5394,434.14,88.11,,
,28-Mar-23,99.78,99.28,0.39,874.37,192.23,97.46,100,7.46,-109.02,0.07,98.69,100,98.5,98.56,0.15,0.28,133.7693,435.66,97.22,,
CH_E_F3_OM_VALU12B_B,24-Mar-23,98.55,97.59,4.53,700.19,96.1,99.1,95.83,7.54,-90.04,2.86,60,99.81,99.47,,43.4,1.64,24.7118,153.6,58.52,,
,25-Mar-23,97.68,96.96,4.77,923.17,109.93,98.81,100,8.01,-90.03,2.45,87.5,100,99.51,100,34.24,1.32,18.4723,101.46,52.72,,
,26-Mar-23,99.67,99.11,4.12,2995.15,185.29,99.23,100,8.24,-90.05,1.46,100,100,100,,35.7,0.86,14.1317,51.33,39.26,,
,27-Mar-23,98.91,98.31,4.66,388,83.41,98.71,100,7.67,-90.05,3.47,94.74,99.66,99.66,100,42.67,1.93,21.0914,158.99,56.36,,
,28-Mar-23,99.15,98.43,3.56,760.31,89.99,99.09,100,7.39,-90.19,2.72,94.12,99.48,99.65,100,36.76,1.07,26.0074,177.69,65.11,,
CH_E_F3_OM_VALU12C_C,24-Mar-23,99.88,99.71,0.16,463.11,216.71,96.97,100,7.75,-107.83,0.07,98.87,100,97.61,100,0.13,0.17,145.4442,422.39,99.35,,
,25-Mar-23,99.78,99.69,0.18,1206.29,244.18,95.92,100,7.65,-106.22,0,97.78,100,97.51,100,0.16,0.2,102.6924,219.93,96.22,,
,26-Mar-23,99.87,99.52,0.27,9412.12,173.97,98.73,100,8.58,-102.14,0.3,100,100,98.26,100,0.14,0.32,59.2494,101.62,50.55,,
,27-Mar-23,99.56,99.59,0.23,8092.79,168.48,98.59,100,8.06,-102.01,0.35,92.16,100,99.52,100,0.16,0.3,75.5129,191.54,57.07,,
,28-Mar-23,99.66,99.32,0.41,2084.2,192.21,97.2,100,7.09,-102.05,0.12,95.24,99.8,98.63,100,0.44,1.05,78.8309,187.78,94.09,,
CH_E_F3_OM_VALU12D_D,24-Mar-23,99.58,98.84,0.63,5166.74,249.48,98.67,100,7.3,-104.41,0.2,95.83,100,98.88,100,0.54,0.58,54.8444,134.28,53.06,,
,25-Mar-23,99.87,99.82,0.14,3105.07,270.2,97.52,100,7.78,-105.16,0,98.56,100,99.16,100,0.09,0.14,105.2782,234.15,87.13,,
,26-Mar-23,99.86,99.73,0.05,4013.06,1455.01,97.16,100,7.98,-105.71,0,95.95,100,99.78,85.71,0.09,0.16,126.9124,198.74,86.3,,
,27-Mar-23,99.91,99.88,0.25,2075.79,343.64,98.17,100,7.93,-105.92,0.15,98.84,100,98.69,100,0.1,0.15,137.6082,380.49,93.55,,
,28-Mar-23,99.88,99.85,0.13,1481.35,331.3,97.89,97.83,7.73,-105.94,0.08,97.69,100,98.68,98.51,0.13,0.1,141.918,371.54,97.55,,
CH_E_F3_OM_VAND31A_A,24-Mar-23,98.9,98.76,0.13,22320.93,7956.91,91.97,100,7.46,-116.48,0,,100,94.44,,0.51,0.1,17.7079,69.97,14.67,,
,25-Mar-23,98.8,99.72,0.17,6587.42,2408.94,94.66,100,5.11,-116.37,0,100,100,94.4,,0.42,0.1,22.6225,73,39.06,,
,26-Mar-23,98.99,99.54,0.21,17634.72,2173.6,91.06,100,7.14,-117.14,0,100,100,94.78,,0.5,0.17,14.0114,53.29,14.27,,
,27-Mar-23,99.51,99.85,0.26,11396.8,4449.66,93.21,100,6.59,-116.65,0,100,100,96.36,,0.43,0.12,17.8597,71.97,21.63,,
,28-Mar-23,98.37,99.44,0.23,22393.2,2097.86,93.28,100,7.57,-116.6,0,100,100,98.06,,0.3,0.13,20.9522,82.36,19.45,,
CH_E_F3_OM_VAND31A_A ,24-Mar-23,,,,,,,,,,,,,,,,,,,,,
,25-Mar-23,,,,,,,,,,,,,,,,,,,,,
,26-Mar-23,,,,,,,,,,,,,,,,,,,,,
,27-Mar-23,,,,,,,,,,,,,,,,,,,,,
,28-Mar-23,,,,,,,,,,,,,,,,,,,,,
CH_E_F3_OM_VAND31B_B,24-Mar-23,99.92,99.84,0.07,3646.8,375.83,99.43,100,5.75,-112.77,0,98.71,100,99.76,,0.11,0.08,104.3129,209.4,95.28,,
,25-Mar-23,99.93,99.91,0.1,4530.43,612.08,99.47,100,5.8,-113.13,0.16,99.05,100,99.6,,0.08,0.11,100.4231,220.28,91.07,,
,26-Mar-23,99.93,99.85,0.15,5106.16,385.96,99.35,100,5.99,-113.72,0,99.56,100,99.38,,0.1,0.1,97.8556,171.53,83.96,,
,27-Mar-23,99.95,99.9,0.1,5806.19,564.61,99.4,100,6.43,-113.26,0,99.57,100,99.83,,0.1,0.06,100.253,215.28,83.78,,
,28-Mar-23,99.96,99.87,0.07,3220.36,394.56,99.45,100,5.21,-113.61,0.18,99.26,100,99.75,,0.09,0.08,92.5596,208.36,93.78,,
CH_E_F3_OM_VAND31B_B ,24-Mar-23,,,,,,,,,,,,,,,,,,,,,
,25-Mar-23,,,,,,,,,,,,,,,,,,,,,
,26-Mar-23,,,,,,,,,,,,,,,,,,,,,
,27-Mar-23,,,,,,,,,,,,,,,,,,,,,
,28-Mar-23,,,,,,,,,,,,,,,,,,,,,
CH_E_F3_OM_VAND31C_C,24-Mar-23,99.82,100,0.13,8829.52,3538.88,87.9,100,7.8,-115.92,0,100,100,89.69,,0.18,0.06,59.0199,130.41,60.91,,
,25-Mar-23,99.8,99.9,0.07,11318.8,1087.94,90.49,100,6.62,-115.99,0,100,100,96.49,,0.11,0.05,47.3352,129.17,40.6,,
,26-Mar-23,100,99.78,0.08,10002.86,1462.33,96.73,100,6.55,-116.37,0,100,100,96.05,,0.11,0.07,54.5119,107.25,61.7,,
,27-Mar-23,100,100,0.09,8919.1,1592.64,89.86,120,6.13,-116.28,0,100,100,94.79,,0.12,0.05,48.2942,129.65,59.97,,
,28-Mar-23,100,99.89,0,11693.05,1274.89,88.24,,6.54,-116.09,0,100,100,93.56,,0.11,0.1,50.9461,132.84,49,,
CH_E_F3_OM_VAND31C_C ,24-Mar-23,,,,,,,,,,,,,,,,,,,,,
,25-Mar-23,,,,,,,,,,,,,,,,,,,,,
,26-Mar-23,,,,,,,,,,,,,,,,,,,,,
,27-Mar-23,,,,,,,,,,,,,,,,,,,,,
,28-Mar-23,,,,,,,,,,,,,,,,,,,,,
CH_E_F3_OM_VAND31D_D,24-Mar-23,99.89,99.57,0.11,2701.69,544.02,98.39,100,5.49,-114.95,0,97.2,100,98.42,,0.16,0.1,94.2493,157.92,98.14,,
,25-Mar-23,99.76,100,0.11,12456.95,665.48,99.01,,5.91,-115.07,0,100,100,97.7,,0.15,0.09,108.1328,155.52,62.56,,
,26-Mar-23,99.96,99.91,0.04,1906.55,569.64,98.15,100,5.35,-115.33,0,96.26,100,99.05,,0.09,0.06,97.2541,166.82,98.85,,
,27-Mar-23,99.83,99.91,0.23,5919.4,453.64,97.66,100,5.6,-115.28,0,96.46,100,97.25,,0.23,0.1,85.6169,180.78,85.02,,
,28-Mar-23,99.94,99.89,0.15,3523.76,628.19,98.24,100,5.85,-115,0.32,97.98,100,98.88,,0.14,0.06,87.8396,170.12,88.41,,
CH_E_F3_OM_VAND31D_D ,24-Mar-23,,,,,,,,,,,,,,,,,,,,,
,25-Mar-23,,,,,,,,,,,,,,,,,,,,,
,26-Mar-23,,,,,,,,,,,,,,,,,,,,,
,27-Mar-23,,,,,,,,,,,,,,,,,,,,,
,28-Mar-23,,,,,,,,,,,,,,,,,,,,,
CH_E_F8_OM_ASHO23A_A,24-Mar-23,99.57,97.85,0.83,7102.41,380.99,100,100,10.26,-106.69,0,91.63,100,100,,0.12,0.06,9.9691,139.39,24.45,,
,25-Mar-23,99.42,99.45,0.55,6087.13,185.39,100,100,9.69,-106.24,0.32,27.21,100,100,,0.07,0.13,10.8974,137.2,38.46,,
,26-Mar-23,99.5,98.1,1.94,7483.15,122.01,99.57,100,10.4,-106.29,0,96.53,100,100,,0.21,0.05,13.367,122.06,28.87,,
,27-Mar-23,99.5,99.4,0.5,7773.19,390.03,100,,10.48,-106.26,0.65,98.11,100,100,,0.13,0.69,12.1602,165.14,24.18,,
,28-Mar-23,99.2,100,0.83,7317.96,82.74,99.71,100,10.75,-106.83,0,98.06,100,99.69,,0.06,0.07,9.8133,131.26,22.71,,
CH_E_F8_OM_ASHO23B_B,24-Mar-23,99.53,99.33,1.04,2462.36,67.97,98.02,100,9.04,-106.53,0,90.66,100,99.07,,0.06,0.18,12.7888,105.29,47.08,,
,25-Mar-23,100,99.57,0.09,4286.69,129.82,100,100,9.34,-106.21,0.97,96.84,100,100,,0.36,0.11,10.7128,96.39,42.92,,
,26-Mar-23,100,100,0,3613.31,234.33,98.8,100,8.49,-106.25,0,98.24,100,99.55,,0.28,0.31,9.9957,80.8,37.33,,
,27-Mar-23,99.83,99.43,1.03,11002.37,163.57,99.62,100,9.75,-106.25,0,98.53,100,100,,0.33,0.27,12.4894,107.1,28.09,,
,28-Mar-23,99.61,99.86,0.61,4179.52,114.37,100,100,9.28,-106.5,0.89,94.75,100,99.69,,0.27,0.13,11.3053,112.08,37.54,,
CH_E_F8_OM_ASHO23C_C,24-Mar-23,99.5,97.86,1,6950.01,335.52,98.03,,9.66,-114.2,0,97.04,100,99.51,,0.03,0.04,9.2788,83.51,31.3,,
,25-Mar-23,99.74,99.51,1,4449.81,233.41,99.51,100,7.9,-114.32,0,97.05,100,99.52,,0.05,0.07,9.7643,76.21,51.84,,
,26-Mar-23,99.89,99.18,0,3187.26,152.57,99.21,100,7.54,-114.38,0,96.86,100,99.61,,0.06,0.07,8.0312,68.24,38.7,,
,27-Mar-23,99.9,99.47,0.19,2695.29,158.19,99.08,,8.03,-113.83,0,97.36,100,100,,0.04,0.12,9.2938,82.61,47.25,,
,28-Mar-23,99.65,100,0.23,10473.9,108.25,97.2,100,9.25,-114.14,0,76.34,100,99.16,,0.04,0.03,8.5408,74.44,35.06,,
CH_E_F8_OM_BESA12A_A,24-Mar-23,100,99.76,0.06,1885.67,303.71,100,100,9.51,-114.3,0,96.33,100,99.61,,0.03,0.04,66.5173,215.64,95.95,,
,25-Mar-23,99.91,99.97,0.2,2692.32,259.09,100,100,9.82,-114.11,0,98.38,100,100,,0.03,0.1,59.4621,217.26,85.54,,
,26-Mar-23,100,99.71,0.1,1181.9,269.59,100,100,9.42,-114.52,0,98.43,100,98.97,,0.06,0.1,64.5334,201.32,97.48,,
,27-Mar-23,99.91,99.7,0.53,2704.75,226.52,100,100,10.14,-114.62,0.37,99.39,99.68,100,,0.15,0.21,46.2342,196.87,83.28,,
,28-Mar-23,100,99.19,0.72,2777.9,236.08,98.74,100,9.91,-114.76,0.91,50.83,100,99.17,,0.1,0.57,33.0926,111.68,77.2,,
CH_E_F8_OM_BESA12B_B,24-Mar-23,100,100,0.22,2182.07,365.91,99.26,100,9.01,-113.81,0,98.7,100,99.67,,0.05,0.16,45.3079,221.97,80.87,,
,25-Mar-23,100,99.59,0.23,1765.77,139.05,99.73,100,9.02,-114.26,0,89.97,100,99.21,,0.5,0.35,48.0037,238.97,86.88,,
,26-Mar-23,100,99.92,0.03,1904.82,279.14,100,100,8.46,-115.45,0,94.81,100,99.65,,0.94,0.09,43.9296,187.67,92.47,,
,27-Mar-23,99.98,99.97,0.12,1478.82,196.06,98.25,100,10.09,-114.65,0.08,97.68,100,99.56,,0.17,0.22,55.5854,329.61,94.04,,
,28-Mar-23,100,99.95,0.04,2993.14,587.23,99.76,100,9.49,-114.58,0,77.55,100,100,,0.04,0.07,53.6972,226.93,82.42,,
CH_E_F8_OM_BESA12C_C,24-Mar-23,100,100,0.4,4442.84,350.97,98.79,100,8.94,-115.79,0,99.02,100,99.35,,0.2,0.18,23.7239,148.35,58.76,,
,25-Mar-23,99.83,99.89,0.1,3823.09,217.8,99.13,100,8.94,-115.47,0,100,100,98.72,,0.05,0.08,22.9193,139.66,59.69,,
,26-Mar-23,99.07,99.76,1.2,5092.08,308.65,99.54,100,9.17,-115.93,0,100,100,98.93,,0.04,0.1,16.7837,112.73,42.26,,
,27-Mar-23,99.89,100,0.06,4291.24,326.24,95.83,100,8.52,-115.85,0,100,100,100,,0.04,0.05,20.4937,161.03,51.08,,
,28-Mar-23,99.55,99.89,0,4235.89,304.26,97.6,100,8.62,-115.8,0.31,100,100,100,,0.06,0.05,17.2685,120.12,58.29,,
CH_E_F8_OM_BHAR19A_A,24-Mar-23,100,99.71,0,11328.85,546.3,97.27,100,9.39,-112.65,0,100,100,98.7,,0.02,0.01,4.1644,32.88,13.67,,
,25-Mar-23,100,100,1.5,8448.47,1215.67,95.4,,8.78,-112.66,0,99.44,100,100,100,0.02,0.03,3.6865,29.15,14.36,,
,26-Mar-23,100,99.5,0,6319.91,2403.71,98.97,100,9.58,-112.59,0,99.13,100,100,,0.02,0.02,3.1177,26.8,12.81,,
,27-Mar-23,100,100,0,5294.43,1321.69,92.42,100,9.33,-112.38,0,99.32,100,100,,0.04,0.11,3.4014,32.27,17.08,,
,28-Mar-23,100,100,0,8502.09,1221.92,100,,9.59,-112.38,0,100,100,100,,0.04,0.03,3.2657,35.13,11.69,,
CH_E_F8_OM_BHAR19B_B,24-Mar-23,100,99.62,0.24,5271.75,267.09,98.84,100,9.3,-115.33,0,95.88,100,100,100,0.02,0.02,6.4161,97.15,27.58,,
,25-Mar-23,100,99.41,0,6375.63,1448.74,97.59,,9.68,-115.08,0,98.84,100,100,100,0.01,0.02,6.2041,94.6,20.61,,
,26-Mar-23,100,100,0.34,6477.82,404.95,100,,9.04,-114.92,0,99.63,100,98.52,100,0.02,0.07,5.6676,76.18,21.91,,
,27-Mar-23,99.8,99.82,2.21,5664.88,297.96,90.86,100,9.25,-114.85,0,70.87,100,100,100,0.02,0.03,5.377,91.38,25.65,,
,28-Mar-23,100,99.13,0.35,6279.64,253.56,97.44,,8.75,-115.05,0,98.19,100,99.3,100,0.01,0.02,5.3431,90.2,18.72,,
CH_E_F8_OM_BHAR19D_D,24-Mar-23,100,100,0.35,5191.3,268.5,97.87,100,9.01,-114.65,0,98.43,100,100,100,0.03,0.02,6.2157,67.9,21.46,,
,25-Mar-23,99.72,99.32,0,5026.18,243.96,98.64,100,8.87,-114.66,0.84,92.58,100,99.27,100,0.05,0.02,6.4527,69.69,22.82,,
,26-Mar-23,100,100,0,7880.57,1768.9,100,100,9.71,-114.81,0,98.33,100,98.52,100,0.03,0.01,8.136,68.11,17.86,,
,27-Mar-23,100,99.64,0.58,12773.84,155.77,100,100,7.45,-114.4,0,92.52,100,99.62,,0.08,0.08,7.3492,68.02,16.8,,
,28-Mar-23,99.36,100,0,6401.52,302.2,98.73,,9.16,-114.64,0,96.71,100,98.32,100,0.04,0.02,7.5375,71.92,19.46,,
CH_E_F8_OM_CWM225A_A,24-Mar-23,97.06,99.15,0.4,6663.66,1424.54,99.26,,9.85,-117.66,0,93.41,100,100,,0.11,0.05,4.1239,91.17,17.46,,
,25-Mar-23,100,100,0.39,15852.89,3107.36,100,100,11.12,-117.93,0,85.08,100,100,,0.04,0.02,3.7839,71.86,17.27,,
