Short name,,MV_RRC Setup Success Rate [CDBH],MV_ERAB Setup Success Rate [CDBH],MV_PS Drop Call Rate % [CDBH],MV_DL User Throughput_Kbps [CDBH],MV_UL User Throughput_Kbps [CDBH],MV_PS handover success rate [LTE Intra System] [CDBH],MV_CSFB Redirection Success Rate [CDBH],MV_E-UTRAN Average CQI [CDBH],UL RSSI PUCCH,MV_VoLTE DCR [CBBH],MV_PS handover success rate [LTE Inter System] [CDBH],MV_VoLTE ERAB Setup Success Rate [CBBH],MV_VoLTE IntraF HOSR Exec [CBBH],MV_VoLTE InterF HOSR Exec [CBBH],MV_VoLTE Packet Loss DL [CBBH],MV_VoLTE Packet Loss UL [CBBH],MV_4G Data Volume_GB,MV_VoLTE Traffic
,17-Mar-23,99.28,98.61,0.49,8215,150.11,98.28,100,8.15,-116.96,0,98.51,100,100,100,0.29,0.51,5.8481,5.32
,18-Mar-23,99.81,99.72,0.31,6570.08,191.53,98.56,100,8.11,-116.93,0,98.96,100,100,100,0.05,0.49,5.4857,5.72
,19-Mar-23,99.89,99.92,0.49,11374.34,116.48,98.68,100,8.54,-117.16,0,98.5,100,100,100,0.3,0.11,5.8029,4.41
,20-Mar-23,99.94,99.89,0,7093.99,205.22,98.86,100,8.34,-117.04,0,99.29,100,100,100,0.07,0.02,4.5962,4.61
CH_E_T1_HS_HPSC0421C_C,16-Mar-23,99.54,100,0.23,5922.47,86.68,94.12,100,7.8,-115.43,0,91.53,100,81.82,,0.37,0.05,4.3055,2.33
,17-Mar-23,100,99.79,0.21,5437.56,61.78,97.48,100,8.49,-115.32,5,100,100,100,100,2.38,1.12,9.7998,3.97
,18-Mar-23,99.65,99.7,0.15,5791.19,273.34,93.55,100,9.18,-115.42,0,100,100,100,100,0.26,0.18,9.1055,4.58
,19-Mar-23,100,100,0.48,2015.52,46.77,97.62,100,7.12,-115.45,0,95.12,100,100,,0.25,0.08,6.8408,2.94
,20-Mar-23,100,99.31,0,8019.44,81.76,100,,8.51,-115.61,0,100,100,100,100,0.12,0.43,5.2471,5.84
CH_E_T1_HS_HPSC0425A_A,16-Mar-23,99.93,99.63,0.76,43317.44,650.26,,100,13.88,-118.94,0,100,100,100,100,0.34,0.07,7.1741,0.37
,17-Mar-23,100,99.91,1.18,19352.65,560.42,,100,13.61,-118.99,22.22,100,100,,100,9.27,4.61,5.1376,0.37
,18-Mar-23,100,100,1.05,21104.93,261.41,,,13.88,-119.28,0,100,100,,100,1.09,15.82,0.0953,0.1
,19-Mar-23,100,100,0,26000,,,,14.79,-119.03,,100,,,,,,0.0002,0
,20-Mar-23,99.9,99.78,0.35,44019.43,2050.87,,100,13.82,-119.11,0,100.75,100,100,100,5.97,6.65,4.876,0.52
CH_E_T1_HS_HPSC0426A_A,16-Mar-23,99.73,99.43,0.56,4510.66,116.2,99.03,100,7.72,-114.43,0,100,100,100,100,0.2,0.93,8.1169,2.77
,17-Mar-23,100,100,0,4584.21,88.25,100,,8,-115.25,0,100,100,100,100,0.49,0.89,9.5455,1.77
,18-Mar-23,99.68,99.29,0.53,4485.28,80.58,98.77,100,7.25,-114.7,0,100,100,100,,0.15,0.05,9.2433,2.53
,19-Mar-23,100,100,0.44,3647.15,103.94,100,,7.81,-118.21,0,100,100,,,0.14,0,0.5,0.02
,20-Mar-23,,,,,,,,,,,,,,,,,,
CH_E_T1_HS_HPSC0426B_B,16-Mar-23,99.91,99.77,0,2134.42,188.46,99.18,,7.45,-115.02,8.7,100,100,100,100,0.44,9.01,23.8649,7.2
,17-Mar-23,100,100,0.06,3161.91,98.11,99.39,100,8.01,-116.02,0,100,100,100,100,0.55,0.65,26.7324,6.49
,18-Mar-23,100,99.6,0.41,3027.21,140.15,99.57,100,8,-115.4,0,100,100,100,100,0.23,0.2,32.6625,8.99
,19-Mar-23,100,99.61,0.89,6384.11,295.02,98.08,,9.2,-118.54,,94.12,100,100,100,0,0,2.8694,0.05
,20-Mar-23,,,,,,,,,,,,,,,,,,
CH_E_T1_HS_HPSC0426C_C,16-Mar-23,100,100,0,3071.26,162.49,100,,7.25,-113.09,0,100,100,100,100,0.16,0.69,17.6788,4.14
,17-Mar-23,99.89,100,0.27,1557.09,90.86,99.46,100,6.84,-114.9,0,100,100,100,100,0.3,0.48,19.8147,5.12
,18-Mar-23,100,99.58,0.11,4006.06,288.34,99.69,100,8.19,-114.03,0,100,96.88,100,100,0.73,2.69,24.3747,4.38
,19-Mar-23,100,100,0,4936.74,57.24,100,,7.92,-116.78,0,100,100,100,,0.12,0.05,1.8536,0.14
,20-Mar-23,,,,,,,,,,,,,,,,,,
CH_E_T1_HS_HPSC0428A_A,16-Mar-23,99.97,99.8,0.05,2815.77,179.14,100,100,8.65,-116.17,0,99.46,100,,100,0.07,3.15,39.7045,3.03
,17-Mar-23,99.7,99.6,0.12,2270.32,124.42,97.83,100,8.8,-116.06,0,99.51,100,100,100,0.84,1.94,47.3813,2
,18-Mar-23,100,99.91,0.12,1816.24,175.27,100,100,8.5,-115.77,0,99.49,100,100,100,0.47,2.54,48.9627,2.42
,19-Mar-23,100,99.78,0.11,1783.14,109.49,100,100,8.7,-116.15,0,98.96,100,,100,0.14,0.46,56.2757,4.17
,20-Mar-23,99.95,99.47,0.05,1360.67,115.62,100,100,8.13,-116.18,0,104.84,100,100,100,0.78,1.04,50.6621,4.15
CH_E_T1_HS_HPSC0428B_B,16-Mar-23,99.85,99.7,0.06,4992.17,216.88,98.68,100,9.79,-113.24,0,99.47,100,100,100,0.3,3.44,50.0968,0.98
,17-Mar-23,99.91,99.76,0.22,2247.59,223.03,100,100,9.56,-114.96,0,90.52,100,100,100,1.02,0.26,48.7957,0.9
,18-Mar-23,99.87,99.74,0.23,2476.19,206.94,100,100,9.69,-113.73,0,99.13,100,100,100,0.4,0.37,51.1339,1.63
,19-Mar-23,100,99.76,0.18,3025.53,338.13,100,100,9.26,-114.47,0,99.47,100,100,100,3.72,10.83,64.9016,1.04
,20-Mar-23,99.98,99.72,0.15,3868.62,222.17,98.28,100,9.41,-115.2,0,99.77,100,100,96.67,0.45,0.41,56.0256,2.52
CH_E_T1_HS_HPSC0428C_C,16-Mar-23,99.88,99.85,0.26,1809.88,123.81,98.91,100,6.56,-114.14,0,97.9,100,,100,0.04,0.02,9.1378,0.42
,17-Mar-23,99.94,99.93,0.12,1331.99,121.14,99.07,100,6.96,-114.02,0,97.48,100,100,100,0.45,1.06,8.9094,0.43
,18-Mar-23,99.36,99.58,0.26,2713.36,96.06,96.25,100,6.63,-113.94,0,96.77,100,,100,0.21,1.41,8.5067,0.65
,19-Mar-23,99.87,99.85,0,2419.07,158.78,100,100,6.97,-113.96,0,99.38,100,,100,0.24,1.07,14.4875,0.48
,20-Mar-23,100,99.86,0.11,1555.8,150.98,100,100,7.13,-114.61,0,102.8,100,100,100,0.4,1.45,12.0532,0.63
CH_E_T1_HS_HPSC0430A_A,16-Mar-23,99.88,99.82,0.09,9393.8,68.15,98.92,100,10.29,-116.63,0,100,100,0,100,0.06,0.15,3.2779,1.83
,17-Mar-23,99.9,99.84,0.31,8043.44,135.52,100,100,10.11,-116.12,0,100,100,100,100,0.05,1.22,9.17,1.8
,18-Mar-23,100,100,0,8052.3,99.18,98.02,100,10,-116.96,0,100,100,100,100,0.01,0.02,21.9132,5.22
,19-Mar-23,99.87,99.56,0.22,10903.92,119.78,100,100,10.06,-117.15,0,86.21,100,,,0.1,0.3,22.1895,7.49
,20-Mar-23,100,100,0.25,6910.09,92.39,98.04,100,10.1,-117.42,0,100,100,100,100,0.18,0.9,17.9609,8.76
CH_E_T1_HS_HPSC0430B_B,16-Mar-23,100,100,0,8378.09,115.76,100,100,8.46,-116.3,0,100,100,100,100,0.59,2.79,1.9314,0.61
,17-Mar-23,99.16,100,0,5303.35,203.41,100,,8.22,-116.13,0,100,100,100,100,0.82,0.46,2.5072,0.69
,18-Mar-23,100,100,0.37,15724.69,137.91,98.92,100,10.35,-116.69,0,83.33,100,100,100,0.57,3.75,5.4917,3.65
,19-Mar-23,100,100,0,6798.75,136.38,100,100,8.33,-117.29,0,100,100,100,100,0.13,0.47,3.9048,2.58
,20-Mar-23,99.09,99.03,0.55,5966.24,142.32,99.49,100,8.95,-117.47,0,100,100,100,,0.06,0.08,5.1854,3.45
CH_E_T1_HS_HPSC0430C_C,16-Mar-23,99.76,99.39,0,5812.82,149.65,100,100,7.26,-114.47,0,100,100,100,,0.15,1.22,2.122,1.2
,17-Mar-23,99.83,99.6,0.1,3727.32,190.04,99.2,100,6.62,-113.83,0,100,100,100,,0.49,0.36,2.83,0.68
,18-Mar-23,100,100,0.3,3804.58,94.47,99.34,100,6.72,-115.3,0,100,100,100,100,0.41,1.28,6.6562,3.68
,19-Mar-23,100,99.59,0,5443.43,165.52,99.04,100,7.57,-115.51,0,100,100,100,,0.44,2.39,6.3855,2.57
,20-Mar-23,100,100,0.14,4778.06,191.23,100,,7.31,-115.91,0,100,100,100,,0.28,1.26,6.1477,4.09
CH_E_T1_HS_HPSC0435A_A,16-Mar-23,100,98.91,0,15012.42,232.16,97.87,100,11.36,-117.32,0,100,100,100,,0.71,0.28,3.6341,1.34
,17-Mar-23,100,100,0.55,11511.89,267.12,96.77,100,9.12,-117.78,0,100,100,100,,0.03,0.23,4.2345,0.67
,18-Mar-23,100,100,0,8827.08,341.04,100,100,9.51,-117.64,0,100,100,100,100,0.33,0.28,3.2451,1.63
,19-Mar-23,100,100,0,5862.49,262.86,100,100,7.79,-117.8,0,100,100,100,,0.08,0.13,3.8758,1.32
,20-Mar-23,100,100,0,17473.81,456.04,100,100,9.52,-117.85,0,100,100,100,,0.18,0.56,2.7215,1.79
CH_E_T1_HS_HPSC0435B_B,16-Mar-23,100,100,0,7892.81,142.43,98.88,,9.51,-116.84,0,100,100,100,100,0.04,0.1,12.3485,5.08
,17-Mar-23,99.9,100,0.1,4455.12,101.85,98.56,100,7.89,-117.14,0,100,100,100,100,0.04,0.48,12.7465,2.61
,18-Mar-23,99.88,99.34,0.16,5392.12,107.42,98.93,100,9.23,-116.85,0,100,100,100,100,0.06,0.05,10.9891,4.24
,19-Mar-23,99.88,99.61,0,5795.24,89.99,98.31,100,8.44,-117.11,0,100,100,100,100,0.03,0.56,14.93,5.81
,20-Mar-23,100,99.76,0,5765.97,213.94,99.35,100,9.15,-117.32,0,100,100,100,100,0.09,1.32,10.1585,3.3
CH_E_T1_HS_HPSC0435C_C,16-Mar-23,99.94,100,0.08,7486.28,114.82,99.16,100,9.4,-115.65,0,89.47,100,100,100,0.07,0.18,13.6158,6.82
,17-Mar-23,99.46,100,0.26,20287,320.01,100,,10.51,-116.52,0,92.31,100,100,100,0.16,0.23,17.8633,5.36
,18-Mar-23,99.88,99.75,0.38,7174.21,113.93,100,100,9.61,-115.94,0,100,100,100,100,0.09,1.59,14.5908,4.2
,19-Mar-23,99.91,99.84,0.21,7853.65,186.26,99.5,100,9.82,-115.95,0,93.94,100,100,,0.21,0.54,20.1675,4.64
,20-Mar-23,100,100,0,7209.7,186.6,100,,9.82,-116.54,0,80,100,100,,0.09,0.25,13.4324,5.7
CH_E_T1_HS_HPSC0436A_A,16-Mar-23,99.81,99.84,0.08,10703.81,550.73,98.23,100,10.19,-116.44,0,100,100,97.83,100,0.34,0.08,29.5524,11.66
,17-Mar-23,99.86,99.91,0.08,7288.65,342.28,98.82,100,9.76,-116.87,0,100,100,100,100,0.21,0.32,24.005,12.53
,18-Mar-23,99.95,99.7,0.13,5950.38,502.34,97.59,100,9.64,-116.48,0,100,100,100,100,0.46,0.28,29.7392,12.51
,19-Mar-23,99.65,99.8,0.04,6155.79,396.45,97.14,100,9.08,-117.01,0,98.15,100,100,100,0.19,0.31,27.3951,12.45
,20-Mar-23,99.82,99.75,0.17,5023.32,304.2,97.87,100,8.65,-117.14,0,97.87,100,93.1,100,0.23,0.44,28.1015,12.92
CH_E_T1_HS_HPSC0436B_B,16-Mar-23,100,99.49,0.15,2954.81,130.94,98.95,100,8.22,-117.36,0,100,100,100,100,0.22,0.23,14.7228,6.73
,17-Mar-23,100,99.81,0.08,2842.62,418.76,99.43,100,7.72,-117.8,0,100,100,100,,0.43,0.26,17.6851,5.47
,18-Mar-23,100,99.91,0,3520.08,172.18,98.86,100,8.64,-117.67,0,100,100,100,100,0.1,0.14,16.6417,6.52
,19-Mar-23,100,100,0.08,3702.88,209.47,99.56,100,8.66,-117.81,0,100,100,87.5,100,0.31,0.12,19.7311,6.95
,20-Mar-23,100,98.79,0,2740.41,137.21,97.58,100,8.02,-117.99,0,100,100,100,,0.31,1.14,13.8663,4.74
CH_E_T1_HS_HPSC0436C_C,16-Mar-23,100,99.81,0,5898.47,75.68,98.31,100,7.54,-112.43,6.67,100,100,100,,0.15,1.16,7.261,4.12
,17-Mar-23,99.71,99.37,0,5157.87,174.13,98.07,,7.18,-117.15,0,97.62,100,,,1.21,0.28,6.8067,3.28
,18-Mar-23,99.79,99.32,0.49,4568.7,109,100,,7.38,-115.35,0,96.43,100,100,100,0.22,0.27,9.4365,3.01
,19-Mar-23,100,100,0,14913.15,294.07,100,100,10.32,-116.62,0,100,100,100,100,0.17,0.14,10.2481,3.7
,20-Mar-23,100,98.87,0.16,4346.18,129.82,98.6,100,7.13,-117.12,0,100,100,100,100,0.18,0.81,8.123,3.73
CH_E_T1_HS_HPSC0437A_A,16-Mar-23,100,99.9,0.05,4294.17,249.85,95.45,100,9.67,-115.65,0,100,100,100,,0.14,0.06,25.7803,13.71
,17-Mar-23,100,99.5,0.41,4852.52,170.2,99.04,100,9.63,-117.36,0,100,100,100,,0.21,0.17,30.7775,13.84
,18-Mar-23,99.91,99.62,0.19,5843.97,144.37,97.77,100,9.3,-117.57,0,100,100,100,100,0.55,0.27,18.6459,13.36
,19-Mar-23,,,,,,,,,,,,,,,,,,
,20-Mar-23,,,,,,,,,,,,,,,,,,
CH_E_T1_HS_HPSC0437B_B,16-Mar-23,99.83,99.65,0.72,2736.25,59.83,98.87,100,7.52,-115.41,0,98.78,100,100,100,0.07,0.31,21.4844,14.49
,17-Mar-23,99.76,99.78,0.25,2149.75,88.5,99.57,100,7.66,-117.01,4.55,100,100,100,100,0.13,4.18,23.2057,12.04
,18-Mar-23,100,99.72,0.12,6145.55,84.04,99.12,100,8.83,-117.43,0,98.53,100,100,100,0.11,1.06,15.0817,9.85
,19-Mar-23,,,,,,,,,,,,,,,,,,
,20-Mar-23,,,,,,,,,,,,,,,,,,
CH_E_T1_HS_HPSC0437C_C,16-Mar-23,100,100,0.21,4927.76,119.69,98.45,100,7.94,-113.69,11.11,100,100,100,100,0.38,0.11,9.1986,3.58
,17-Mar-23,100,99.5,0,8315.74,151.54,100,,8.41,-114.84,0,100,100,100,,0.52,1.21,4.6921,2.32
,18-Mar-23,99.77,100,0.22,5450.73,225.09,98.26,100,9.56,-115.43,0,100,100,100,100,0.39,1.66,4.8073,2.03
,19-Mar-23,,,,,,,,,,,,,,,,,,
,20-Mar-23,,,,,,,,,,,,,,,,,,
CH_E_T1_HS_HPSC0439A_A,16-Mar-23,,,,,,,,,,,,,,,,,,
,17-Mar-23,,,,,,,,,,,,,,,,,,
,18-Mar-23,,,,,,,,,,,,,,,,,,
,19-Mar-23,,,,,,,,,,,,,,,,,,
,20-Mar-23,,,,,,,,,,,,,,,,,,
CH_E_T1_HS_HPSC0439B_B,16-Mar-23,,,,,,,,,,,,,,,,,,
,17-Mar-23,,,,,,,,,,,,,,,,,,
,18-Mar-23,,,,,,,,,,,,,,,,,,
,19-Mar-23,,,,,,,,,,,,,,,,,,
,20-Mar-23,,,,,,,,,,,,,,,,,,
CH_E_T1_HS_HPSC0439C_C,16-Mar-23,,,,,,,,,,,,,,,,,,
,17-Mar-23,,,,,,,,,,,,,,,,,,
,18-Mar-23,,,,,,,,,,,,,,,,,,
,19-Mar-23,,,,,,,,,,,,,,,,,,
,20-Mar-23,,,,,,,,,,,,,,,,,,
CH_E_T1_HS_HPSC0440A_A,16-Mar-23,100,99.66,0,14059.5,365.76,92.21,100,10.42,-115.81,0,100,100,100,100,0.23,1.03,20.2478,9.81
,17-Mar-23,99.84,99.74,0.09,4521.89,166.37,98.95,100,8.97,-115.81,3.33,100,100,100,100,0.27,6.84,18.9323,9.97
,18-Mar-23,99.92,99.7,0.2,4623.21,128.65,99.34,100,9.6,-116.04,0,95.24,100,100,,0.27,0.39,22.2876,13.78
,19-Mar-23,99.82,99.39,0.1,5580.52,225.51,99.36,100,9.54,-116.61,0,95.45,100,100,100,0.27,1.04,19.5245,7.49
,20-Mar-23,99.52,99.73,0.21,4075.21,139.31,99.3,100,8.53,-116.21,0,100,100,100,100,0.12,1.09,18.6951,8.34
CH_E_T1_HS_HPSC0440B_B,16-Mar-23,99.78,99.47,1,2690.8,73.39,99.5,100,7.39,-113.86,1.69,94.12,98.89,98.48,100,0.85,5.76,14.5037,12.46
,17-Mar-23,99.8,99.67,0.14,4127.24,139.94,99.6,100,7.65,-115.36,0,100,100,100,,0.53,4.3,14.5863,11.25
,18-Mar-23,99.69,99.85,0.67,2106.01,103.44,99.34,100,6.55,-114.59,0,100,100,100,100,0.48,6.74,15.5005,11.25
,19-Mar-23,99.79,99.7,0,5363.3,110.1,100,,7.25,-116.41,0,100,100,100,100,0.41,1.24,10.3562,4.58
,20-Mar-23,99.24,99.58,0.96,2279.26,157.95,99.16,100,7.08,-115.65,0,100,100,100,100,0.8,1.84,13.6454,13.26
CH_E_T1_HS_HPSC0440C_C,16-Mar-23,99.53,98.78,1.27,4261.2,59.01,98.42,100,8.12,-113.95,0,100,100,100,100,0.32,1.79,18.3415,8.88
,17-Mar-23,99.8,98.31,1.2,3421.66,59.84,98.6,100,8.07,-115.06,0,100,100,100,,0.19,3.9,18.6056,7.22
,18-Mar-23,98.7,98.78,1.93,6339.65,119.61,98.16,100,8.59,-114,0,96.77,100,100,,0.51,1.82,17.1633,8.88
,19-Mar-23,99.93,99.03,0.79,3547.75,68.27,98.42,100,7.95,-115.75,0,96.49,100,100,100,0.32,1.75,29.5409,11.57
,20-Mar-23,99.57,99.02,0.6,2876.1,64.84,97.79,,7.77,-115.17,0,100,100,100,100,0.11,1.33,19.0844,10.48
CH_E_T1_HS_HPSC0442A_A,16-Mar-23,99.91,99.86,0.14,2047.6,128.73,100,100,7.58,-116.04,0,100,100,100,100,0.59,1.47,21.1496,15.64
,17-Mar-23,99.77,98.78,2.87,1644.09,43.2,98.12,100,7.68,-116.48,0,92.59,98.8,100,100,0.72,10.38,19.0432,16.86
,18-Mar-23,99.79,99.77,0.47,1441.83,116.41,99.47,,7.16,-116.26,0,100,100,100,100,0.21,7.12,27.1442,20.67
,19-Mar-23,99.77,99.66,0.77,2232.04,58.33,99.64,100,7.11,-116.76,0,97.22,100,100,100,0.26,0.67,20.7947,15.11
,20-Mar-23,99.8,99.93,0.12,3817.42,209.97,95.77,,7.45,-116.76,0,100,100,100,100,0.38,1.63,18.1812,14.74
CH_E_T1_HS_HPSC0442B_B,16-Mar-23,99.75,99.42,1.19,4716.64,98.19,97.81,100,7.42,-115.34,0,100,100,100,100,1.91,0.14,11.2513,3.87
,17-Mar-23,99.65,99.9,1.1,3586.9,70.06,99.08,,6.86,-116.42,0,75,100,100,100,0.12,0.18,11.1701,4.96
,18-Mar-23,99.39,100,0.12,3672.82,121.8,99.18,,7.56,-116.06,0,100,100,100,100,0.16,2.07,11.7339,4.09
,19-Mar-23,99.8,99.11,0.12,4582.91,88.22,98.28,100,7.02,-116.23,0,100,100,100,100,0.76,5.23,16.5952,3.4
,20-Mar-23,100,99.43,0.37,2618.15,96.14,99.38,100,6.47,-116.3,0,92.86,100,100,100,1,1.34,10.479,3.68
CH_E_T1_HS_HPSC0442C_C,16-Mar-23,100,100,0,18111.97,178.79,96.08,,11.53,-116.22,0,100,100,100,100,0.03,0.39,16.2712,5.91
,17-Mar-23,99.34,98.04,1.03,6487.32,56.62,98.6,100,8.32,-116.67,0,100,100,100,100,0.08,0.15,15.6638,8.35
,18-Mar-23,100,99.55,1.6,4767.28,52.62,97.01,100,7.27,-116.32,0,94.44,100,100,100,0.17,27.65,17.2388,6.73
,19-Mar-23,99.34,99.5,0.4,7787.26,152.29,98.3,100,9.01,-116.49,0,100,100,100,100,0.08,1.85,20.9704,7.45
,20-Mar-23,99.8,99.76,0,4170.5,174.64,96.95,100,7.86,-116.68,0,100,100,100,100,0.46,0.73,12.9248,6.28
CH_E_T1_HS_HPSC0443A_A,16-Mar-23,100,100,1.58,27425.75,94.51,100,,10.97,-116.94,0,94.12,100,100,100,0.48,3.09,3.9465,0.38
,17-Mar-23,99.41,100,0,8100.94,135.15,98.77,100,8.31,-117.22,0,98.39,100,100,100,0.03,1.59,4.4106,0.53
,18-Mar-23,100,99.27,0.47,6748.17,62.15,98.91,100,8.86,-117.31,0,100,100,100,100,2.22,3.68,3.7465,0.26
,19-Mar-23,99.81,100,0,5341.58,192.98,99.24,100,8.18,-117.46,0,98.18,100,100,100,0.15,0.4,7.5142,0.8
,20-Mar-23,99.6,100,0,3878.24,308.36,100,,7.84,-117.45,0,100,100,,100,0.04,0.21,8.3006,0.51
CH_E_T1_HS_HPSC0443B_B,16-Mar-23,99.57,99.71,1.02,5632.46,294.92,95.38,100,8.17,-115.88,0,96.3,100,100,100,8.03,0.91,5.4942,0.57
,17-Mar-23,99.47,99.28,0,12224.82,337.26,99.08,100,9.23,-116.58,0,100,100,87.5,100,4.19,1.23,7.5944,0.72
,18-Mar-23,99.71,99.14,0.22,5150.83,604.77,96.88,100,7.93,-115.79,0,87.18,100,100,95,3.2,0.64,8.8944,0.8
,19-Mar-23,100,100,0.16,5379.65,530.63,100,100,8.01,-116.7,0,100,100,100,,0.11,1.14,9.8127,2.83
,20-Mar-23,100,99.92,0,8406.17,282.84,97.04,,10.03,-116.96,0,100,100,95,,0.97,0.2,16.5643,9.14
CH_E_T1_HS_HPSC0443C_C,16-Mar-23,100,100,0,7364.93,164.99,100,,9.2,-115.68,0,100,100,,100,2.54,0.16,1.7334,0.07
,17-Mar-23,100,99.32,0,5524.04,103.42,100,,7.83,-116.42,0,100,100,,100,0.53,0.94,2.7763,0.15
,18-Mar-23,98.37,96.17,4,3188.33,141.94,97.44,,8.72,-115.6,,100,100,100,100,0.38,0.43,3.2564,0.15
,19-Mar-23,99.86,100,0,3270.65,161.04,100,100,7.23,-116.55,0,,100,100,,0.66,1.06,4.7185,0.73
,20-Mar-23,100,100,0.38,2958.83,79.56,100,100,7.56,-116.6,0,100,100,100,100,0.24,0.37,7.6191,2.27
CH_E_T1_HS_HPSC0456A_A,16-Mar-23,99.93,99.64,0,1022.37,230.42,100,100,7.76,-110.12,0,,100,100,100,0.19,0.21,47.569,52.44
,17-Mar-23,99.87,100,0,5151.29,625.64,100,100,9.57,-116.02,0,100,100,100,,0.06,0.06,19.4289,6.25
,18-Mar-23,99.54,99.48,0,3498.62,207.67,99.24,100,7.12,-114.86,0,100,100,100,100,0.05,0.24,14.9032,4.16
,19-Mar-23,100,98.7,0,1340.05,163.8,97.73,100,6.3,-115.52,0,100,100,100,100,0.32,0.09,16.6107,4.68
,20-Mar-23,100,100,0,2538.26,304.51,98.18,,7.58,-115.78,0,100,100,100,100,0.56,0.65,16.8648,5.2
CH_E_T1_HS_HPSC0456B_B,16-Mar-23,100,99.72,0.15,2353.41,773.89,94.11,,7.65,-107.29,0,100,100,98.39,,0.49,13.25,28.5091,21.62
,17-Mar-23,98.8,99.72,0.15,8370.62,559.74,99.38,,8.05,-115.12,0,50,100,100,,1.02,0.76,10.6184,3.24
,18-Mar-23,99.84,99.71,0,3356.08,279.49,96.26,100,7.09,-114.25,0,75,100,88.89,,0.18,0.15,10.1354,4.14
,19-Mar-23,100,100,0.21,3009.33,964.46,98.16,,7.32,-115.76,0,,100,90.91,,0.34,0.24,7.3622,2.18
,20-Mar-23,100,100,0.07,4045.94,663.66,97.07,100,7.22,-115.3,0,100,100,100,,0.44,0.4,9.635,2.74
CH_E_T1_HS_HPSC0456C_C,16-Mar-23,99.93,99.88,0.13,2312.97,219.07,97.83,100,8.79,-114.09,0,100,100,97.87,,0.31,0.47,47.1266,49.48
,17-Mar-23,100,99.27,0.35,3399.67,238.9,94.41,100,7.94,-115.14,0,100,100,100,,0.37,1.52,13.1498,4.4
,18-Mar-23,100,99.64,0,4620.86,152.9,96.83,100,8.64,-115.1,0,50,100,100,100,0.59,1.1,14.4025,4.4
,19-Mar-23,100,100,0,4572.73,129.58,96.61,100,8.4,-115.57,0,100,100,100,,0.25,0.82,13.2131,4.55
,20-Mar-23,98.68,100,0,3464.2,224.61,96.79,100,7.12,-115.34,0,100,100,66.67,,0.85,0.06,12.655,5.21
CH_E_T1_IM_BELLSC_C,16-Mar-23,,,,,,,,,,,,,,,,,,
,17-Mar-23,,,,,,,,,,,,,,,,,,
,18-Mar-23,,,,,,,,,,,,,,,,,,
,19-Mar-23,,,,,,,,,,,,,,,,,,
,20-Mar-23,,,,,,,,,,,,,,,,,,
CH_E_T1_IM_BELLSC_C,16-Mar-23,100,99.79,1.44,15312.21,81.27,97.73,100,10.74,-115.64,0,79.45,100,100,,0.85,4.46,4.9865,0.17
,17-Mar-23,99.78,99.75,0.31,8450.57,335.44,100,100,8.23,-116.01,0,95.12,100,97.06,,1.08,11.33,3.5724,0.23
,18-Mar-23,100,99.54,0.51,11044.61,82.81,98.36,100,9.13,-113.95,0,95.31,100,100,,0.05,0.24,4.7153,0.26
,19-Mar-23,99.58,100,0.67,19473.81,79.7,100,100,9.22,-116.11,0,89.8,100,100,,0.17,0,3.6541,0.13
,20-Mar-23,100,100,1.03,12880.73,684.99,98.41,100,8.58,-116.45,0,92.68,100,95,,0.27,5.49,6.5487,0.32
CH_E_T2_HS_HPSC0027A_A,16-Mar-23,99.92,99.81,0.05,10541.59,624.32,96.06,100,9.64,-114.73,0,99.22,100,100,99.47,0.64,0.06,36.9083,3.54
,17-Mar-23,99.89,99.82,0.03,13110.8,1721.33,98.78,100,9.7,-115.02,0,99.3,100,100,99.24,0.58,0.53,39.6925,4.05
,18-Mar-23,99.9,99.86,0.06,10627.73,320.6,97.66,100,9.32,-114.92,0,99.25,99.2,100,100,0.27,0.04,37.8185,2.98
,19-Mar-23,99.93,99.97,0.01,14733.39,565.29,95.38,100,9.98,-115.52,0,99.31,100,100,100,0.25,0.14,43.4811,4.54
,20-Mar-23,99.93,99.94,0.01,12071.74,955.12,84.21,100,9.61,-115.17,0,96.83,100,,100,0.11,0.03,40.4855,3.01
CH_E_T2_HS_HPSC0027B_B,16-Mar-23,99.95,99.31,0.83,6347.68,409.85,54.12,100,8.1,-115.23,0,99.07,100,,100,1.22,0.27,32.7367,1.81
,17-Mar-23,99.92,99.9,0.02,6946.61,606.22,32.46,100,8.33,-115.31,0,100,100,,100,1.7,0.15,34.3281,1.8
,18-Mar-23,99.98,99.91,0.01,9598.57,861.01,91.67,100,8.55,-115.32,0,99.15,100,100,100,1.38,0.23,37.3783,2.29
,19-Mar-23,100,99.1,0,8616.23,480.15,87.88,100,8.28,-115.75,0,97.73,99.53,100,100,1.38,0.04,36.8212,2.54
,20-Mar-23,99.93,99.64,0.06,7008.35,468.53,80.67,100,8.32,-115.59,0,99.3,100,100,100,1.25,0.18,35.7561,2.05
CH_E_T2_HS_HPSC0027C_C,16-Mar-23,99.84,99.56,0.08,5852.59,264.6,94.26,100,8.12,-115.01,0,98.8,100,0,100,1.58,0.88,22.6513,1.9
,17-Mar-23,99.92,98.32,0.1,7233.72,344.84,89.26,97.14,8.53,-115.94,0,97.27,100,100,99.3,5.33,0.25,24.3609,1.62
,18-Mar-23,99.95,99.77,0.11,39179.49,565.04,82.14,,9.67,-115.46,0,100,100,,100,1.08,0.69,25.6481,2.03
