Short name,,MV_RRC Setup Success Rate [CDBH],MV_ERAB Setup Success Rate [CDBH],MV_PS Drop Call Rate % [CDBH],MV_DL User Throughput_Kbps [CDBH],MV_UL User Throughput_Kbps [CDBH],MV_PS handover success rate [LTE Intra System] [CDBH],MV_CSFB Redirection Success Rate [CDBH],MV_E-UTRAN Average CQI [CDBH],UL RSSI PUCCH,MV_VoLTE DCR [CBBH],MV_PS handover success rate [LTE Inter System] [CDBH],MV_VoLTE ERAB Setup Success Rate [CBBH],MV_VoLTE IntraF HOSR Exec [CBBH],MV_VoLTE InterF HOSR Exec [CBBH],MV_VoLTE Packet Loss DL [CBBH],MV_VoLTE Packet Loss UL [CBBH],MV_4G Data Volume_GB,MV_VoLTE Traffic
,18-Mar-23,99.95,99.34,0.23,10660.35,295.74,87.45,100,10.11,-110.82,0.85,98.29,99.56,97.78,98.46,0.78,0.39,104.0725,104.49
,19-Mar-23,99.82,99.7,0.06,14404.9,540.54,85.89,100,9.86,-111.51,0,100,99.74,100,100,0.31,0.19,145.0126,98.11
,20-Mar-23,99.79,99.03,0.8,9831.88,124.84,93.82,100,9.27,-110.55,0.38,98.96,99.69,100,98.77,0.5,0.2,129.594,166.76
TN_E_T2_HS_HPSC0114B_B,16-Mar-23,99.82,99.71,0.06,14835.73,314.07,98.11,100,8.9,-108.34,0.35,100,100,98.59,100,0.44,0.59,73.5435,80.78
,17-Mar-23,99.11,99.14,0.31,10965.36,77.26,96.22,100,8.33,-108.4,0,97.95,100,100,100,0.45,4.33,60.4191,75.67
,18-Mar-23,99.8,99.73,0.1,13238.23,199.7,97.22,100,8.46,-108.26,0.5,97.44,100,100,100,0.48,1.9,61.2209,62.49
,19-Mar-23,99.95,99.9,0.03,28256.05,295.86,95.08,,9.46,-108.61,0,100,99.52,100,100,0.48,1.2,78.3903,55.17
,20-Mar-23,99.73,99.87,0.14,9106.78,262.65,98.44,,8.13,-107.96,0,100,100,98.25,100,0.29,1.43,60.5545,59.41
TN_E_T2_HS_HPSC0114C_C,16-Mar-23,99.15,98.53,0.34,9357.49,159.26,92.95,100,7.66,-109.9,1.27,98.72,99.62,100,100,2.09,1.24,44.6127,53.29
,17-Mar-23,98.83,97.55,0.49,9313.59,61.87,93.84,100,7.76,-109.23,0.38,99.04,99.31,100,100,1.81,5.28,31.2057,50.95
,18-Mar-23,99.83,99.5,0.09,9212.34,1504.07,93.77,100,7.05,-110.01,0.71,93.75,99.65,100,100,3.25,8.57,33.4695,44.99
,19-Mar-23,99.94,99.62,0.05,10806.88,384.46,96.7,100,6.9,-111.13,0.46,100,99.59,98.15,100,1.91,7.04,35.5551,32.04
,20-Mar-23,99.18,98.62,0.51,8606.87,87.32,94.67,100,7.72,-108.28,0.33,99.26,99.37,100,100,1.88,5.25,30.967,54.36
TN_E_T2_HS_HPSC0137A_A,16-Mar-23,99.93,100,0.01,3766.36,276.91,100,100,8.74,-116.87,0,98.53,100,100,100,0.14,0.04,107.9062,34.17
,17-Mar-23,100,99.99,0,3727.48,396.27,100,,9.13,-116.62,0,96,100,100,100,0.41,0.05,122.1806,41.48
,18-Mar-23,100,99.91,0.07,2206.14,176.63,100,100,8.42,-116.64,0,100,100,100,100,0.29,0.07,123.2121,39.84
,19-Mar-23,99.97,99.86,0.05,3653.9,282.49,100,100,9.02,-116.04,0,99.16,100,100,100,0.29,0.09,130.4119,37.85
,20-Mar-23,100,99.98,0.04,6036.58,230.74,,100,9.39,-115.27,0,100,100,100,100,0.19,0.1,99.8548,36.76
TN_E_T2_HS_HPSC0137B_B,16-Mar-23,99.93,100,0,3213.63,289.46,100,100,8.13,-117.97,0,100,100,100,96.77,0.2,0.03,80.4805,31.19
,17-Mar-23,99.94,99.74,0.05,2927.09,324.8,100,100,8.94,-116.63,0,99.48,100,100,98.31,0.76,0.35,86.7816,30.9
,18-Mar-23,99.94,99.88,0.08,3695.33,297.94,94.44,100,8.95,-117.75,0,100,100,100,100,0.29,0.04,103.4444,38.54
,19-Mar-23,99.75,99.88,0.07,9868.33,341.02,84.85,100,8.91,-117.88,0,99.68,100,100,100,0.49,0.09,97.3375,32.1
,20-Mar-23,99.9,99.97,0.02,5302.13,305.49,93.55,100,8.81,-117.91,0,99.22,100,100,100,0.65,0.11,77.7879,31.12
TN_E_T2_HS_HPSC0137C_C,16-Mar-23,99.75,99.52,0.22,2271.69,220.3,100,100,7.59,-114.99,0.65,100,100,,98.78,1.38,0.37,86.6431,38.87
,17-Mar-23,99.78,99.72,0.13,4196.95,285.98,100,100,7.78,-114.99,0.52,99.13,100,100,97.5,1.19,0.32,93.9763,44.64
,18-Mar-23,99.91,100,0.07,3592.2,216.48,88.89,100,8.12,-114.98,0.66,100,99.59,,100,1.66,0.22,97.9733,39.89
,19-Mar-23,99.91,99.89,0.07,3259.94,205.08,100,100,8.02,-114.71,0,100,100,100,98.82,2.71,0.54,85.8833,36.1
,20-Mar-23,99.59,99.68,0.02,2420.19,212.61,100,100,7.8,-115.13,0.62,100,100,80,98.81,1.7,0.65,72.8894,33.99
TN_E_T2_HS_HPSC0138A_A,16-Mar-23,99.95,99.73,0.14,1780.38,116.78,96.36,100,8.4,-109.4,0.15,100.34,100,97.22,100,0.72,0.15,40.3613,41.07
,17-Mar-23,99.89,99.17,0.19,3583.42,127.95,99.3,100,8.5,-110.59,0.14,99.25,99.88,100,99.12,0.65,0.24,93.4095,91.14
,18-Mar-23,99.9,99.69,0.07,2703.86,203.32,99.04,100,8.81,-110.95,0,99.78,100,100,100,0.52,0.26,106.4582,68.66
,19-Mar-23,99.88,99.87,0.07,4726.43,257.87,98.54,100,8.42,-111.81,0,101.25,99.35,100,100,0.33,0.16,73.4296,43.25
,20-Mar-23,99.92,99.84,0.1,4462.91,213.08,98.97,100,9.33,-111.55,0.18,99.29,99.85,100,100,0.83,0.12,107.3259,72.8
TN_E_T2_HS_HPSC0138B_B,16-Mar-23,99.92,99.75,0.1,2647.16,103.33,96.31,100,7.89,-106.11,0,99.76,100,100,100,0.52,0.2,42.5771,41.18
,17-Mar-23,99.98,99.77,0.06,3380.05,117.24,98.92,100,8.14,-109.93,0,99.08,100,100,99.01,0.6,0.33,111.2326,116.53
,18-Mar-23,99.94,99.73,0.09,2796.02,116.08,99.33,100,7.85,-110.44,0,99.09,100,100,96.43,0.21,0.13,115.7246,107.96
,19-Mar-23,99.92,99.74,0.08,3800.91,335.17,99.13,100,7.92,-111.19,0.45,100,100,100,100,1,0.43,115.8422,82.73
,20-Mar-23,99.95,99.86,0.06,6241.53,151.91,100,100,8.2,-110.53,0,99.3,100,97.83,99.45,0.61,0.38,127.6316,123.08
TN_E_T2_HS_HPSC0138C_C,16-Mar-23,99.87,99.57,0.08,4526.03,204.55,98.1,100,6.64,-109.65,1.05,112.24,99,100,100,0.61,0.08,17.0258,13.35
,17-Mar-23,99.93,99.31,0.2,4431.26,146.17,98.49,100,6.51,-111.72,0,99.64,100,100,100,0.5,0.16,35.9028,29.62
,18-Mar-23,99.91,99.22,0.34,2846.31,768.27,97.85,100,6.05,-112.52,0,100,100,100,100,2.2,0.66,32.1131,21.8
,19-Mar-23,99.47,99.41,0.1,4783.71,918.28,100,100,6.26,-113.69,3.57,100,100,100,100,1.95,0.27,36.1019,18.18
,20-Mar-23,99.47,99.54,0.16,4346.96,154.44,99.08,100,6.53,-112.82,0,97.99,100,100,100,2.66,0.29,42.4975,24.6
TN_E_T2_HS_HPSC0158A_A,16-Mar-23,100,100,0,27468.33,1715.03,100,100,10.71,-115.79,0,66.67,100,100,100,0.08,0.29,25.4784,20.39
,17-Mar-23,99.94,99.88,0.03,19128.22,776.68,99.49,100,9.54,-115.86,0,97.67,100,100,100,0.06,0.06,21.9836,18.63
,18-Mar-23,100,100,0,32077.85,1054.38,100,,11.13,-115.89,0,100,100,100,100,0.04,0.15,23.8425,20.36
,19-Mar-23,100,100,0,20395.9,1860.63,97.73,,9.41,-115.92,0,100,100,100,100,0.07,0.04,32.9517,14.73
,20-Mar-23,99.83,99.91,0.05,29790.02,3713.65,97.39,100,10.19,-115.89,0,100,100,100,100,0.05,0.06,28.733,19.41
TN_E_T2_HS_HPSC0158B_B,16-Mar-23,99.82,99.68,0.39,8241.31,276.49,99.71,100,7.42,-115.38,0,95.06,100,100,100,0.79,0.46,11.837,12.17
,17-Mar-23,100,99.88,0.15,10443.53,172.77,99.88,100,7.89,-115.34,0,95.71,100,100,100,0.3,0.08,11.0342,14.35
,18-Mar-23,99.97,99.63,0.3,7827.31,150.69,99.52,100,8.06,-115.01,0,91.07,100,100,100,0.23,0.15,10.8244,12.43
,19-Mar-23,99.76,99.9,0.11,14954.54,402.46,99.8,100,8.61,-115.13,0,100,99.27,100,100,0.39,0.8,10.2954,7.23
,20-Mar-23,99.9,99.83,0.31,13840.06,146.98,98.68,100,8.25,-115.33,0,96.47,100,100,100,0.31,0.46,9.2955,10.58
TN_E_T2_HS_HPSC0158C_C,16-Mar-23,99.95,99.85,0.17,20489.87,164.64,98.11,100,10.43,-114.66,0,97.47,100,100,100,0.07,0.69,54.2458,54.71
,17-Mar-23,100,99.75,0.16,20915.66,215.96,98.94,100,10.51,-114.75,0.45,95.56,100,100,100,0.16,0.09,54.4096,48.95
,18-Mar-23,99.98,99.87,0.12,17580.24,477.2,98.95,100,10.42,-114.55,0,100,100,100,100,0.14,0.14,54.576,52.65
,19-Mar-23,99.96,99.94,0.02,14254.05,378.61,99.13,100,10.46,-114.08,0,98.51,100,100,100,0.09,1.15,44.7418,29.04
,20-Mar-23,99.96,99.78,0.18,21019.02,522.55,97.19,100,10.09,-114.78,0,100,100,100,100,0.13,0.2,59.4667,53.25
TN_E_T2_HS_HPSC0177A_A,16-Mar-23,99.79,99.83,0.11,5316.73,312.75,98.28,100,7.2,-115.78,0,97.43,100,99.1,,0.64,0.15,60.7706,39.46
,17-Mar-23,99.91,99.93,0.05,15377.16,626.54,100,100,7.37,-116.5,0,100,100,98.39,,1.16,0.18,78.3744,45.36
,18-Mar-23,99.63,99.64,0.1,5669.6,543.17,94.94,100,6.73,-116.2,0,99.43,100,100,,1.15,0.27,74.2744,38.38
,19-Mar-23,99.78,99.72,0.07,7126.35,379.99,90,100,7.24,-117.12,0,100,100,100,,0.19,0.05,62.6978,25.17
,20-Mar-23,99.72,99.58,0.13,4138.31,272.83,96.1,100,6.79,-116.4,0,98.64,100,100,,0.59,0.15,77.4927,43.4
TN_E_T2_HS_HPSC0177B_B,16-Mar-23,100,100,0,40354.11,2069.28,0,,14.54,-118.9,0,,100,100,,0.13,0.05,5.0396,5.94
,17-Mar-23,100,100,0,31488.43,1017.57,100,100,13.2,-118.72,0,,100,94.44,,0.33,0.14,3.0222,5.54
,18-Mar-23,100,100,0,53972.81,1026.6,100,,14.74,-118.9,0,,100,100,,0.09,0.07,5.0532,6.9
,19-Mar-23,100,100,0,39036.13,1159.55,100,,13.53,-118.83,0,,100,100,,0.05,0.05,3.0425,2.62
,20-Mar-23,100,99.79,0.2,25384.29,2369.65,97.1,,12.55,-118.97,0,,100,100,,0.16,0.07,3.8253,6.16
TN_E_T2_HS_HPSC0177C_C,16-Mar-23,99.92,99.79,0.08,8856.25,572.94,95.52,100,8.68,-115.68,0,97.91,100,100,,0.41,0.06,73.0562,45.45
,17-Mar-23,99.94,99.75,0.15,12815.78,458.5,94.52,100,8.98,-115.69,0,97.77,100,100,,0.37,0.13,70.4985,46.7
,18-Mar-23,99.94,99.84,0.05,17469.57,542.55,96.3,100,8.69,-115.79,0,98.36,100,100,,0.37,0.05,70.8997,47.56
,19-Mar-23,99.93,98.8,0.47,20874.83,375.39,100,,8.5,-116.5,0,97.06,100,100,,0.3,0.03,55.4222,25.76
,20-Mar-23,99.87,99.71,0.09,10593.49,631.42,96.61,100,8.78,-116.23,0,97.99,100,100,,0.42,0.07,72.2119,49.22
TN_E_T2_HS_HPSC0189A_A,16-Mar-23,99.93,99.79,0.12,5038.96,106.34,89.74,100,7.12,-111.28,0,99.33,100,100,100,0.35,0.16,84.4615,53.92
,17-Mar-23,99.8,99.62,0.13,7827.36,167.88,98.33,100,8.21,-111.16,0,100,100,100,100,0.97,0.33,87.596,50.33
,18-Mar-23,99.89,99.75,0.02,7367.02,323.44,100,100,7.55,-111.36,0,100,100,100,100,0.88,0.53,100.3979,52.72
,19-Mar-23,99.96,99.79,0.14,11943.38,119.48,87.88,100,7.45,-111.18,0.66,99.44,99.5,100,100,0.93,0.3,99.5452,53.48
,20-Mar-23,99.91,99.67,0.18,7645.95,133.8,100,100,7.38,-111.28,0,99.25,100,100,100,0.49,0.11,84.1131,65.1
TN_E_T2_HS_HPSC0189B_B,16-Mar-23,99.92,99.74,0.24,3599.59,150.42,97.2,100,6.62,-112.9,0,100,99.64,100,100,0.28,0.14,96.0786,69.03
,17-Mar-23,99.98,99.86,0.08,4512.68,128.6,97.84,100,6.89,-112.78,0,100.85,100,100,100,0.46,0.13,106.7099,72.74
,18-Mar-23,100,99.83,0.19,7808.21,124.85,97.09,100,6.95,-112.67,0,97.22,100,100,98.68,0.47,0.05,106.8141,66.64
,19-Mar-23,99.98,99.81,0.15,4230.49,187.12,100,100,7.16,-112.61,0,100,100,96.55,100,0.35,0.14,124.4569,60.26
,20-Mar-23,99.87,99.72,0.16,7281.31,141.1,99.34,100,7.31,-112.18,0,100,100,100,100,0.56,0.13,97.0755,69.13
TN_E_T2_HS_HPSC0189C_C,16-Mar-23,99.9,99.91,0.03,8297.53,282.03,99.17,100,8.5,-113.98,0,96.51,100,100,98.77,0.63,0.21,106.1627,72.93
,17-Mar-23,99.91,99.9,0.03,7248.55,271.31,98.72,100,9.17,-113.93,0,93.62,99.69,100,100,1.05,0.18,103.6622,73.03
,18-Mar-23,99.92,99.97,0.05,11192.86,235.36,100,100,9.08,-113.71,0,93.55,100,100,100,0.48,0.08,112.6071,89.85
,19-Mar-23,99.75,99.62,0.09,14754.46,263.78,99.35,100,9.19,-113.83,0,100,100,100,100,0.38,0.15,108.5852,83.64
,20-Mar-23,99.98,99.83,0.01,8683.33,223.26,100,100,8.43,-113.8,0,95.12,100,100,100,0.61,0.12,113.8418,68.32
TN_E_T2_HS_HPSC0190A_A,16-Mar-23,100,99.79,0.11,9728.19,447.53,94.94,,9.16,-111.27,0,100,100,100,96.67,0.1,0.13,72.0037,40.38
,17-Mar-23,100,99.88,0.14,17670.59,209.7,100,100,9.8,-110.24,0,97.3,100,100,94.44,0.13,0.02,61.8821,35.53
,18-Mar-23,99.95,99.78,0.2,17731.71,281.58,99.42,100,9.85,-110.13,0,100,100,100,100,0.12,0.06,60.7209,33.64
,19-Mar-23,99.97,99.89,0.03,18628.1,338.72,98.56,100,10.29,-110.16,0.72,100,99.39,100,100,0.11,0.04,73.0066,34.38
,20-Mar-23,100,100,0,10555.05,227.57,99.26,100,9.32,-110.2,0,96.97,100,100,100,0.08,0.04,61.8371,38
TN_E_T2_HS_HPSC0190B_B,16-Mar-23,99.93,99.86,0.09,6697.04,126.91,99.47,100,7.96,-111.25,0.37,99.49,99.73,100,100,0.57,0.49,125.0049,92.47
,17-Mar-23,99.93,99.89,0.09,6675.64,155.79,97.18,100,8.06,-111.19,0,100,100,100,100,0.75,0.58,125.6044,84.76
,18-Mar-23,99.89,99.7,0.09,8552.76,153.83,97.95,100,8.4,-111.25,0,100,100,97.87,100,0.74,0.29,132.3639,84.79
,19-Mar-23,99.91,99.53,0.11,5098.37,74.04,99.49,100,8.04,-110.97,0.39,99.57,100,96.97,100,0.53,0.5,144.8841,85.65
,20-Mar-23,99.91,99.74,0.13,11288.86,165.23,98.01,100,8.22,-110.66,0.41,99.18,100,96.43,100,0.85,0.55,121.7851,87.52
TN_E_T2_HS_HPSC0190C_C,16-Mar-23,99.94,99.85,0.05,4949.31,255.93,94.79,100,7.23,-114.11,0,100,100,100,100,0.3,0.06,122.3916,72.71
,17-Mar-23,99.97,99.76,0.06,4428.53,152.18,94.37,100,7.51,-114.21,0,97.6,100,100,100,0.4,0.3,124.4677,77.12
,18-Mar-23,99.98,99.83,0.12,5470.47,162.6,100,100,7.39,-114.05,0,100,100,100,100,1.07,0.18,124.0521,60.87
,19-Mar-23,99.94,99.71,0.12,3843.91,189.8,97.66,100,6.99,-114.03,0,100,100,100,100,0.53,0.22,130.6316,72.55
,20-Mar-23,99.95,99.93,0.03,5023.25,115.25,98.46,100,7.36,-114.09,0,99.41,100,100,100,0.33,0.11,126.399,79.1
TN_E_T2_HS_HPSC0210A_A,16-Mar-23,99.95,99.78,0.06,2199.19,467.63,100,100,7.48,-114.33,0,99.4,100,100,100,0.38,0.05,96.5276,66.17
,17-Mar-23,99.89,100,0.04,4153.39,848.49,97.06,100,7.5,-114.52,0,100,100,100,100,0.82,0.17,91.3189,55.33
,18-Mar-23,99.81,99.73,0.09,3375.04,516.4,92.86,100,7.25,-114.42,0,99.04,100,100,100,0.48,0.16,96.346,60.2
,19-Mar-23,100,99.89,0.04,7149.21,361.88,100,,7.95,-114.39,0,95.87,100,100,100,0.28,0.03,112.9918,64.83
,20-Mar-23,99.97,99.48,0.07,2597.98,551.26,98.36,100,7.34,-114.07,0,100,100,100,100,0.59,0.29,95.5825,67.81
TN_E_T2_HS_HPSC0210B_B,16-Mar-23,99.93,99.92,0.1,2979.66,319.21,97.22,100,6.72,-111.53,0,98.91,100,100,100,0.37,0.03,76.555,41.4
,17-Mar-23,100,99.82,0.02,2931.76,315.1,96.15,100,7,-111.76,0,99.28,100,100,100,0.45,0.03,72.9303,38.09
,18-Mar-23,99.92,99.91,0.11,3510.11,397.33,98.48,85.71,6.74,-111.56,0,100,100,100,100,0.92,0.18,85.5904,47.4
,19-Mar-23,99.79,99.7,0.07,4047.57,336.56,97.14,100,7.22,-111.33,0.59,98.32,100,100,100,0.57,0.1,88.2564,48.15
,20-Mar-23,99.96,99.58,0.14,2304.91,286.29,98.31,100,6.19,-111.48,0.55,98.25,100,80,100,0.74,0.05,71.3463,44.42
TN_E_T2_HS_HPSC0210C_C,16-Mar-23,99.87,99.69,0.08,12692.07,486.68,97.59,100,9.25,-110.59,0.52,100,100,100,100,0.41,0.05,83.5596,62.75
,17-Mar-23,99.9,99.86,0.2,7144.5,598.67,96.3,100,8.01,-110.66,0.5,99.49,99.57,100,100,0.48,0.08,80.7403,52.79
,18-Mar-23,99.92,99.86,0.16,13387.66,217.67,100,,8.91,-110.57,0,100,99.63,100,100,0.51,0.04,81.7244,48.93
,19-Mar-23,99.89,99.78,0.15,9096.5,389.43,96.7,100,9.04,-110.57,0,99.32,99.66,100,100,0.52,0.08,84.0715,48.04
,20-Mar-23,99.84,99.69,0.17,12408.44,317.66,98.67,100,9.25,-109.44,0.38,98.95,99.66,100,100,0.48,0.09,72.8438,66.63
TN_E_T2_HS_HPSC0211A_A,16-Mar-23,100,100,0.12,2728.23,212.04,98.46,100,7.36,-115.23,0,98.94,100,100,100,0.35,0.05,100.8611,62.75
,17-Mar-23,99.87,99.91,0.1,3456.9,234.69,99.04,100,7.53,-115.31,0,99.34,99.68,100,100,0.36,0.05,104.0717,60.03
,18-Mar-23,99.92,99.86,0.05,2551.11,192.08,98.41,100,7.71,-115.33,0,100,100,100,100,0.16,0.03,112.6709,64.47
,19-Mar-23,99.89,99.75,0.13,3185.01,221.88,100,100,7.18,-114.95,0,98.62,100,100,100,0.23,0.06,117.1239,57.17
,20-Mar-23,99.96,100,0.02,2111.06,221.18,100,100,7.56,-115.25,0,100,100,100,100,0.32,0.11,112.9085,73.49
TN_E_T2_HS_HPSC0211B_B,16-Mar-23,99.76,99.74,0.15,2970.08,273.28,98.86,100,7.35,-116.32,0,97.56,100,100,100,0.59,0.14,74.6883,49.57
,17-Mar-23,99.86,99.63,0.11,1960.7,364.32,98.72,100,7.13,-116.38,0,100.83,100,100,100,0.56,0.12,69.5935,47.44
,18-Mar-23,99.94,99.9,0.09,5089.4,528.94,100,,8.41,-116.3,0,100,100,95.24,100,0.53,0.21,82.9868,52.99
,19-Mar-23,100,99.98,0.03,3906.11,296.45,100,100,7.84,-116.17,0,100,100,100,100,0.69,0.42,86.7958,52.65
,20-Mar-23,99.94,100,0.13,2676.87,238.38,93.94,100,7.53,-116.43,0.74,102.17,100,100,100,0.45,0.12,73.6196,49.49
TN_E_T2_HS_HPSC0211C_C,16-Mar-23,99.94,99.94,0.03,3201.94,321.09,100,100,8.15,-113.89,0,99.22,100,100,97.83,0.36,0.06,102.0343,62.99
,17-Mar-23,99.95,99.77,0.14,5584.94,419.35,96.67,100,8.61,-114.36,0,100,100,100,100,0.16,0.03,120.5903,57.99
,18-Mar-23,99.96,99.95,0.01,7033.68,522.38,85.71,100,8.95,-114.36,0,97.92,99.58,100,100,0.17,0.06,120.5147,64.21
,19-Mar-23,99.9,99.82,0.11,4918.29,371.04,100,100,8.58,-114.18,0,99.01,99.52,100,96.77,0.29,0.04,127.9494,55.11
,20-Mar-23,99.95,99.95,0.03,5133.85,479.34,100,100,8.6,-113.9,0,100,100,100,100,0.45,0.26,110.6398,67.78
TN_E_T2_HS_HPSC0212A_A,16-Mar-23,99.83,99.58,0.17,2274.88,266.48,96.49,88.24,6.61,-112.53,0,99.4,100,100,,0.74,0.19,72.9681,72.12
,17-Mar-23,99.82,99.52,0.2,1808.5,161.61,98.73,92.31,6.7,-112.55,0,98.59,100,100,,0.75,0.15,71.4599,70.75
,18-Mar-23,99.68,99.5,0.18,1429.25,106.47,96.53,100,6.47,-113.2,0.31,100,100,99.15,,0.94,0.23,74.091,69.53
,19-Mar-23,99.63,99.15,0.09,2682.45,201.47,90.91,100,5.46,-112.9,0,103.51,99.54,100,,1.15,0.22,59.9082,33.5
,20-Mar-23,99.79,99.49,0.19,2072.22,150.46,97.35,100,6.42,-112.99,0,100,100,99.16,,0.66,0.22,73.8161,83.19
TN_E_T2_HS_HPSC0212B_B,16-Mar-23,99.87,99.76,0.15,4687.93,425.35,96,100,8.22,-112.59,0.17,100,99.85,98.85,,1.04,0.29,100.2006,140.46
,17-Mar-23,100,99.79,0.1,6307.12,768.31,88.89,100,8.65,-112.68,0,100,100,100,,1.01,0.5,93.6113,110.91
,18-Mar-23,99.84,99.69,0.1,1365.56,172.24,86.67,100,7.49,-112.58,0.51,100,99.71,100,,2.19,0.45,97.8974,127.7
,19-Mar-23,99.97,99.57,0.11,5812.54,384.74,97.56,100,8.25,-112.68,0,100,100,100,,0.45,0.05,97.6243,84.08
,20-Mar-23,99.95,99.83,0.08,8762.12,312.12,100,100,9.41,-112.65,0,97.44,99.87,99.29,,0.84,0.3,93.9674,134.88
TN_E_T2_HS_HPSC0212C_C,16-Mar-23,99.68,98.8,0.37,3585.25,222.02,94.12,100,8.91,-111.02,0.33,100,100,98.28,,0.72,0.28,139.4308,93.65
,17-Mar-23,99.7,99.23,0.12,2390.02,118.67,93.1,94.44,8.5,-111.12,0.32,100,100,97.92,,0.97,0.37,136.2206,88.31
,18-Mar-23,99.63,99.54,0.22,2551.77,201.45,89.19,100,8.53,-110.74,0.47,100,99.33,100,,1.23,0.2,123.0857,87.58
,19-Mar-23,99.75,99.62,0.18,3055.1,124.43,92.11,100,8.49,-111.05,0,100,100,100,,0.58,0.09,152.828,102.32
,20-Mar-23,99.87,99.38,0.18,2439.87,208.46,96.3,100,8.59,-111.11,0,98.46,99.7,100,,0.63,0.16,123.9787,89.9
TN_E_T2_HS_HPSC0227A_A,16-Mar-23,99.69,99.53,0.24,6710.58,395.01,88.68,100,8.95,-115.98,0,98.34,100,100,100,0.46,0.1,103.2538,55.2
,17-Mar-23,99.81,99.72,0.05,10224.57,829.39,60,100,9.33,-116.45,0.84,100,99.6,100,99.08,1.18,0.32,101.5412,54.77
,18-Mar-23,99.83,99.69,0.08,10776.39,390.93,98.21,100,8.79,-116.31,0,99.45,100,100,98.97,0.59,0.16,98.2906,60.32
,19-Mar-23,99.85,99.78,0.08,11021.37,466.3,51.43,100,8.97,-116.55,0,100,99.66,100,100,0.74,0.13,87.1024,34.34
,20-Mar-23,99.9,99.81,0.08,5404.17,473.92,95.51,100,8.52,-116.42,0.34,97.14,100,100,100,0.48,0.13,83.896,54.55
TN_E_T2_HS_HPSC0227B_B,16-Mar-23,99.88,99.76,0.33,3693.55,303.98,95.9,100,7.17,-114.51,0.34,100,100,100,100,0.86,0.18,57.5689,62.66
,17-Mar-23,99.76,99.3,0.38,4020.63,204.14,97.72,100,7.27,-115.26,0,99.03,100,100,100,0.68,0.26,63.6673,58.23
,18-Mar-23,99.83,99.75,0.12,5209.13,298.64,96.89,100,7.29,-115.02,0,100,99.68,100,100,1,0.25,61.108,61.44
,19-Mar-23,99.73,99.54,0.13,4887.31,289.23,97.47,100,6.85,-115.65,0,99.4,99.55,100,100,1.27,0.4,57.6555,38.24
,20-Mar-23,99.81,99.65,0.18,3664.81,211.45,98.87,100,7.21,-114.49,0.31,99.32,99.74,100,97.87,0.87,0.32,60.0359,61.08
TN_E_T2_HS_HPSC0227C_C,16-Mar-23,99.31,99.04,0.15,1996.36,156.71,98.08,100,6.08,-115,0,99.19,99.55,100,100,1.34,0.24,86.6514,61.91
,17-Mar-23,99.54,99.17,0.25,2789.13,238.91,91.94,100,6.04,-115.01,0,99.5,100,100,100,1.43,0.15,79.3003,57.9
,18-Mar-23,99.75,99.29,0.19,6489.41,225.38,93.33,100,6.31,-114.88,0,100,99.61,100,100,2.16,0.37,83.4409,57.14
,19-Mar-23,99.69,99.42,0.13,2359.49,169.94,96.36,100,6.17,-115.4,0,100,99.6,100,100,1.35,0.34,81.6667,43.07
,20-Mar-23,99.63,99.14,0.26,2352.13,186.83,98.96,100,6.29,-114.84,0,83.28,99.77,100,97.87,1.42,0.3,77.7515,59.96
TN_E_T2_HS_HPSC0229A_A,16-Mar-23,99.83,99.65,0.08,7619.13,621.97,97.56,100,8.4,-116.18,0,100,100,100,100,0.17,0.02,95.2405,32.53
,17-Mar-23,99.98,99.96,0.04,5091.68,627.37,96.23,100,8.62,-116.19,0,100,100,100,100,0.24,0.04,97.0557,38.74
,18-Mar-23,99.94,99.9,0.07,10215.22,368.25,100,,9.1,-116.12,0,98.89,100,100,97.14,0.28,0.09,91.6665,39.41
,19-Mar-23,99.86,99.6,0.04,6704.81,323.84,94.74,100,8.76,-116.34,0,100,100,100,100,0.12,0.07,86.0855,36.65
,20-Mar-23,99.92,99.97,0.05,6252.59,432.37,100,100,8.4,-116.5,0,100,100,100,100,0.23,0.03,84.0312,40.9
TN_E_T2_HS_HPSC0229B_B,16-Mar-23,99.94,99.79,0.05,4367.49,197.44,98.39,100,8.44,-115.79,0.93,99.78,100,100,100,0.22,0.06,90.4636,47.01
,17-Mar-23,99.97,99.95,0.05,9228.79,482,100,100,8.83,-116.57,0,98.82,100,100,100,0.07,0.02,95.8349,40.06
,18-Mar-23,99.98,99.68,0.01,9137.68,954.88,100,100,8.86,-116.4,0,100,100,100,100,0.21,0.03,99.8816,31.29
,19-Mar-23,100,99.89,0.02,8090.59,443.89,100,100,8.11,-116.51,0,99.28,100,100,100,0.16,0.01,114.8869,32.85
,20-Mar-23,99.87,99.82,0.09,7352.85,386.04,97.22,100,8.3,-116.55,1.1,99.09,100,100,100,0.31,0.04,90.4946,41.9
TN_E_T2_HS_HPSC0229C_C,16-Mar-23,99.98,99.76,0.04,4931.66,394.84,97.37,100,8.7,-115.87,0,100,100,100,100,0.09,0.01,93.0211,50.17
,17-Mar-23,99.98,99.49,0.04,6981.28,343.61,83.33,100,8.36,-115.98,0,99.25,100,100,100,0.09,0.01,103.1996,52.82
,18-Mar-23,99.95,99.88,0.08,6345.38,286.21,92,100,8.39,-116.01,0,98.7,100,100,100,0.13,0.03,104.7653,51.8
