Short name,,MV_RRC Setup Success Rate [CDBH],MV_ERAB Setup Success Rate [CDBH],MV_PS Drop Call Rate % [CDBH],MV_DL User Throughput_Kbps [CDBH],MV_UL User Throughput_Kbps [CDBH],MV_PS handover success rate [LTE Intra System] [CDBH],MV_CSFB Redirection Success Rate [CDBH],MV_E-UTRAN Average CQI [CDBH],UL RSSI PUCCH,MV_VoLTE DCR [CBBH],MV_PS handover success rate [LTE Inter System] [CDBH],MV_VoLTE ERAB Setup Success Rate [CBBH],MV_VoLTE IntraF HOSR Exec [CBBH],MV_VoLTE InterF HOSR Exec [CBBH],MV_VoLTE Packet Loss DL [CBBH],MV_VoLTE Packet Loss UL [CBBH],MV_4G Data Volume_GB,MV_VoLTE Traffic,MV_Average number of used DL PRBs [CDBH],UL RSSI PUCCH,CSFB Redirection Success Rate [CDBH],PS handover success rate_Nom [LTE Intra System] [CDBH],PS handover success rate_Denom [LTE Intra System] [CDBH],PS handover success rate_Nom [LTE Inter System] [CDBH],PS handover success rate_Denom [LTE Inter System] [CDBH],VoLTE DCR_Nom [CBBH],PS Drop Call Rate_Nom [CDBH],VoLTE ERAB Setup Success Rate_NOM [CBBH],VoLTE ERAB Setup Success Rate_Denom [CBBH],VoLTE IntraF HOSR Exec_Nom [CBBH],VoLTE IntraF HOSR Exec_Denom [CBBH],VoLTE InterF HOSR Exec_Nom [CBBH],VoLTE InterF HOSR Exec_Denom [CBBH],VoLTE DCR_Denom [CBBH],PS Drop Call Rate_Denom [CDBH]
,25-Apr-23,99.97,99.84,0.08,2645.32,205.97,98,100,8.09,-114.97,0,100,100,100,100,0.38,0.33,91.1004,58.31,89.56,,,9800,10000,441,441,0,5,161,161,8,8,,7,148,6611
,26-Apr-23,99.89,99.89,0.02,3488.07,110.81,93.85,100,8.07,-113.83,0,100,100,100,100,0.4,0.33,79.0222,55.4,83.14,,,15860,16900,289,289,0,1,256,256,12,12,,7,239,6575
,27-Apr-23,99.91,99.77,0,3463.58,217.32,99.05,100,8.07,-114.77,0,100,100,100,100,0.55,0.28,79.7723,66.14,88.06,,,10920,11025,1089,1089,0,0,154,154,6,6,,5,148,7769
,28-Apr-23,99.94,99.94,0.08,4487.82,343.66,97.78,100,8.7,-113.98,0,100,100,100,100,0.5,0.61,81.6895,58.92,79.87,,,7920,8100,625,625,0,5,226,226,11,11,,4,211,6309
CH_E_T2_HS_HPSC0438C_C,24-Apr-23,99.91,99.71,0.1,4401.45,381.08,97.66,100,7.7,-114.62,0,100,100,100,100,0.53,0.22,47.6396,39.2,77.25,,,44726,45796,196,196,0,6,137,137,33,33,,1,130,6080
,25-Apr-23,99.61,99.69,0.1,3451.78,270.21,92.66,100,7.68,-115.07,0,92.86,100,100,100,1.1,0.29,59.673,55.31,81.86,,,11009,11881,182,196,0,6,164,164,9,9,,1,148,5757
,26-Apr-23,99.85,99.88,0.16,2533.97,175.9,89.93,100,8.25,-114.54,0.79,100,100,100,100,0.38,0.14,74.4757,55.74,93.66,,,19966,22201,324,324,1,8,135,135,5,5,,5,126,4931
,27-Apr-23,99.82,99.85,0.08,2667.41,234.63,96.77,100,7.52,-114.23,0,100,100,100,50,1.24,0.82,66.7547,59.13,84.51,,,8280,8556,196,196,0,4,234,234,14,14,,2,224,5247
,28-Apr-23,99.69,99.91,0.06,4869.08,113.74,91.25,100,7.87,-113.37,0,100,100,91.67,100,0.37,1.62,80.0319,50.11,77.36,,,5840,6400,225,225,0,3,203,203,11,12,,3,194,5388
CH_E_T2_HS_HPSC0439A_A,24-Apr-23,99.57,99.69,0.26,7863.94,678.25,100,,8.82,-116.01,0,99.44,100,,99.33,0.44,0.32,105.8223,1.77,77.24,,,5929,5929,128160,128880,0,23,155,155,0,0,,150,4,8877
,25-Apr-23,99.87,99.73,0.06,10397.2,489.34,100,,8.76,-115.89,0,100,100,100,99.43,0.7,0.2,102.0159,2.25,69.17,,,6724,6724,14161,14161,0,4,204,204,19,19,,175,14,7218
,26-Apr-23,99.8,99.76,0.06,5644.91,321.75,98.29,100,8.52,-115.85,0,97.33,100,100,100,0.21,2.56,101.7538,1.88,85.44,,,13455,13689,66810,68644,0,6,183,183,2,2,,173,11,9761
,27-Apr-23,99.82,99.77,0.1,4564.31,457.24,99.12,,8.6,-115.7,0,98.4,100,100,100,0.78,1.08,105.919,1.74,90.5,,,12656,12769,34408,34969,0,8,186,186,1,1,,180,7,8287
,28-Apr-23,99.81,99.63,0.36,6986.68,236.06,99.27,,8.28,-115.13,0,75.85,100,100,70.93,2.18,5.23,76.142,1.31,80.06,,,18632,18769,81340,107244,0,29,135,135,1,1,,172,16,8163
CH_E_T2_HS_HPSC0439B_B,24-Apr-23,99.86,99.74,0.11,5174.66,250.55,96.67,,7.47,-114.68,0,99.04,100,100,99.68,0.4,0.91,77.9879,2.76,85.6,,,899,930,97654,98596,0,9,324,324,1,1,,310,14,8269
,25-Apr-23,99.8,99.69,0.04,3515.58,214.47,98.41,,7.05,-114.59,0,99.51,100,,100,0.13,1.62,76.0241,3.44,88.4,,,3906,3969,41006,41209,0,4,123,123,0,0,,95,30,9193
,26-Apr-23,99.07,99.48,0.29,5953.11,130.35,100,,7.63,-113.82,0,98.12,100,100,99.48,0.23,0.79,69.7929,4.48,73.53,,,2809,2809,178068,181476,0,24,216,216,5,5,,191,20,8141
,27-Apr-23,99.78,99.67,0.08,3929.74,188.3,98.31,,7.48,-113.65,0,98.84,100,100,100,0.88,0.87,84.6918,3.06,88.29,,,3422,3481,264690,267806,0,8,288,288,1,1,,277,9,9956
,28-Apr-23,99.7,99.57,0.21,4612.24,109.2,92.68,,7.48,-113.15,0,98.93,100,,100,0.53,0.3,45.1619,2.01,76.62,,,1558,1681,216684,219024,0,20,255,255,0,0,,244,10,9465
CH_E_T2_HS_HPSC0439C_C,24-Apr-23,99.99,99.89,0.17,4796.98,218.52,100,,7.44,-114.85,0,100,100,100,100,0.32,0.14,60.1794,1.48,82.36,,,576,576,3481,3481,0,6,102,102,1,1,,90,10,3618
,25-Apr-23,99.81,99.77,0.15,16310.92,350.63,98.58,,8.72,-114.56,0,98.73,100,100,100,0.7,1.96,51.8997,1.5,42.13,,,19599,19881,24648,24964,0,5,66,66,1,1,,59,7,3302
,26-Apr-23,99.94,99.78,0.16,7778.32,153,98.54,,7.25,-114.48,0,98.39,100,100,100,0.38,0.88,44.7343,1.41,53.09,,,18495,18769,15250,15500,0,8,102,102,3,3,,89,11,4928
,27-Apr-23,99.96,99.84,0.07,14092.26,184.38,100,,8.81,-113.56,0,100,100,100,99.19,0.71,0.59,41.568,1.83,37.83,,,1849,1849,3136,3136,0,3,124,124,3,3,,123,2,4442
,28-Apr-23,99.67,99.03,0.3,8493.09,121.38,99.29,,7.13,-112.79,0,98.97,100,100,100,0.05,2.24,26.3776,1.69,46.29,,,19460,19600,37635,38025,0,10,11,11,1,1,,10,1,3331
CH_E_T2_HS_HPSC0440A_A,24-Apr-23,99.79,99.85,0.05,3931.29,287.13,97.91,100,9.2,-112.79,0,100,100,100,100,0.24,0.39,84.1254,59.8,83.78,,,2908388,2970452,1089,1089,0,4,248,248,126,126,,6,153,7842
,25-Apr-23,99.8,99.87,0.03,7138.43,334.27,98.55,100,9.55,-112.48,0,85.71,100,100,,0.14,0.61,84.0249,55.04,70.87,,,4793638,4864230,168,196,0,2,241,241,120,120,,0,145,6367
,26-Apr-23,99.75,99.88,0.08,4921.61,274.85,97.83,100,9.15,-112.22,0,100,100,100,100,0.1,0.54,84.6177,64.92,75.43,,,4041604,4131056,25,25,0,6,321,321,134,134,,2,249,7512
,27-Apr-23,99.84,99.87,0.04,3726.39,200.53,97.49,100,8.97,-112.13,0,100,100,100,100,0.19,0.72,90.9919,59.47,85.73,,,3271952,3356224,121,121,0,3,282,282,120,120,,2,199,8352
,28-Apr-23,99.93,99.75,0.03,4982.55,217.33,96.68,100,9.3,-111.81,0,100,100,99.29,100,0.18,1.15,97.1279,60.86,83.36,,,1935720,2002225,729,729,0,2,266,266,139,140,,2,173,7554
CH_E_T2_HS_HPSC0440B_B,24-Apr-23,99.84,99.65,0.12,1249.61,211.72,98.45,100,6.53,-111.33,0,98.46,100,99.33,100,0.32,0.82,71.0094,92.81,96.36,,,26310048,26723728,4160,4225,0,23,465,465,149,150,,5,391,18584
,25-Apr-23,99.64,99.68,0.08,2262.46,183.53,98.9,100,7.06,-111.42,0,100,100,99.12,100,0.28,0.65,70.8017,83.42,92.54,,,18053425,18254256,3025,3025,0,13,524,524,225,227,,6,380,15437
,26-Apr-23,99.74,99.81,0.1,2982.54,237.36,98.79,100,7.37,-110.56,0,97.83,100,100,100,0.28,0.69,73.5924,92.89,87.35,,,18232224,18455616,2070,2116,0,14,649,649,259,259,,2,518,14122
,27-Apr-23,99.82,99.67,0.09,3468.16,192.18,98.19,100,7.76,-110.99,0,96.77,100,100,100,0.22,0.61,83.9242,107.63,81.99,,,22717630,23136100,3720,3844,0,16,648,648,252,252,,8,532,17772
,28-Apr-23,99.83,99.57,0.09,2020.87,133.86,98.87,100,6.67,-110.31,0,97.33,100,98.25,100,0.32,0.5,72.1417,83.35,89.31,,,35538360,35946020,5475,5625,0,12,424,424,224,228,,8,304,13449
CH_E_T2_HS_HPSC0440C_C,24-Apr-23,99.98,99.87,0.01,1298.5,171.52,98.84,100,7.43,-111.54,0,100,100,99.29,100,0.25,2.4,93.042,65.84,99.34,,,473328,478864,1521,1521,0,1,284,284,140,141,,1,240,9164
,25-Apr-23,99.95,99.67,0.1,2877.01,142.72,98.82,100,7.74,-111.57,0,100,100,100,100,0.21,2.48,107.2804,60.07,93.08,,,114240,115600,169,169,0,10,224,224,94,94,,1,192,10499
,26-Apr-23,99.87,99.86,0.22,4788.18,83.16,97.24,,8.35,-110.69,0,100,100,100,100,0.24,0.97,102.0583,59.66,85.66,,,182726,187922,225,225,0,22,210,210,113,113,,3,179,10031
,27-Apr-23,99.93,99.62,0.31,2470.5,207.48,97.83,100,8.22,-111.05,0.7,100,100,100,100,0.3,1.19,111.6256,62.58,95.82,,,408272,417316,121,121,1,30,172,172,118,118,,3,143,9593
,28-Apr-23,99.73,99.75,0.28,1319.77,99.86,98.59,100,7.74,-110.4,1.03,100,100,100,100,0.19,2.08,105.7103,59.32,99.86,,,498411,505521,1681,1681,2,24,228,228,146,146,,4,195,8692
CH_E_T2_HS_HPSC0453A_A,24-Apr-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25-Apr-23,99.84,99.91,0.09,5970.39,187.06,100,100,7.21,-115.5,0,100,100,100,,1.13,0.46,2.2019,0.42,46.71,,,7921,7921,256,256,0,2,12,12,9,9,,0,8,2260
,26-Apr-23,99.91,99.66,0.15,7886.05,248.09,98.73,100,7.77,-116.07,0,100,100,100,100,1.25,1.46,17.2598,12.81,45.12,,,24648,24964,169,169,0,3,100,100,12,12,,3,91,2051
,27-Apr-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Apr-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH_E_T2_HS_HPSC0453B_B,24-Apr-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25-Apr-23,100,100,0,6618.27,249.5,96.34,,6.51,-115.47,0,100,100,100,,0.98,0.5,1.5267,0.62,35.72,,,6478,6724,100,100,0,0,8,8,7,7,,0,8,1928
,26-Apr-23,99.69,99.8,0,5108.76,429.79,98.41,100,6.46,-116.02,0,100,100,100,100,0.97,0.98,14.6254,14.74,56.04,,,15624,15876,100,100,0,0,69,69,11,11,,3,69,2892
,27-Apr-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Apr-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH_E_T2_HS_HPSC0453C_C,24-Apr-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25-Apr-23,99.91,99.9,0.07,5016.4,211.83,97.14,,7.91,-110.85,0,100,100,100,100,0.41,0.34,5.0432,1.6,71.88,,,1190,1225,900,900,0,4,40,40,11,11,,2,38,5689
,26-Apr-23,99.85,99.79,0.15,5131.07,159.13,98.63,100,7.88,-112.35,0,100,99.57,100,100,0.67,0.64,30.0045,33.66,67.45,,,5256,5329,1225,1225,0,11,234,235,17,17,,11,212,7169
,27-Apr-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Apr-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH_E_T2_HS_HPSC0456A_A,24-Apr-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25-Apr-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26-Apr-23,,,,,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0
,27-Apr-23,99.97,99.89,0.05,1191.47,205.51,93.09,100,8.3,-111.51,0,100,100,97.21,100,0.22,0.26,70.5438,92.65,99,,,6115318,6568969,1156,1156,0,10,718,718,174,179,,3,577,20727
,28-Apr-23,99.96,99.85,0.05,1186.08,201.92,94.07,100,8.43,-112.58,0,100,100,95.12,100,0.22,0.33,120.7605,123.75,99.36,,,7646382,8128201,4,4,0,10,579,579,156,164,,1,439,21241
CH_E_T2_HS_HPSC0456B_B,24-Apr-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25-Apr-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26-Apr-23,,,,,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0
,27-Apr-23,99.98,99.87,0.02,4174.91,458.34,98.43,100,8.31,-112.13,0,100,100,99.11,,0.16,0.38,45.3153,39.31,78.61,,,2287524,2324100,25,25,0,2,267,267,111,112,,0,191,8223
,28-Apr-23,100,99.92,0.04,6331.12,367.57,96.35,100,8.42,-113.37,0,,100,100,,0.11,0.19,59.6432,59.29,69.21,,,349160,362404,0,0,0,1,301,301,74,74,,0,246,2350
CH_E_T2_HS_HPSC0456C_C,24-Apr-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25-Apr-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26-Apr-23,,,,,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0
,27-Apr-23,99.99,99.94,0.02,2888.95,402.16,98.9,100,9.05,-112.44,0,100,100,100,100,0.27,0.17,89.3547,70.46,96.08,,,987012,998001,1369,1369,0,3,429,429,68,68,,7,355,12274
,28-Apr-23,99.98,99.79,0.08,1455.78,302.69,100,100,8.69,-112.77,0,100,100,100,100,0.2,0.18,162.0511,113.26,95.88,,,146689,146689,25,25,0,6,420,420,82,82,,5,346,7546
CH_E_T2_HS_HPSC0467A_A,24-Apr-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25-Apr-23,99.93,99.86,0,6859.68,236.49,100,100,7.24,-116.06,0,100,100,100,100,0.36,0.24,14.3467,18.59,56.48,,,961,961,324,324,0,0,49,49,5,5,,3,45,4978
,26-Apr-23,99.86,99.82,0.02,4845.42,228.53,100,100,6.91,-116.84,0,100,100,100,83.33,1.01,0.39,43.2171,54.52,66.15,,,1296,1296,900,900,0,1,130,130,14,14,,6,108,5389
,27-Apr-23,99.9,99.97,0,29013.03,463.26,80,100,8.74,-116.81,0,100,100,100,100,0.68,0.24,44.1608,46.91,43.12,,,80,100,256,256,0,0,123,123,12,12,,7,115,5710
,28-Apr-23,99.87,99.93,0.07,5267.57,216.66,100,100,7.21,-116.67,0,100,99.37,100,100,0.52,0.22,41.3924,51.36,68.25,,,1764,1764,625,625,0,4,158,159,7,7,,3,150,5733
CH_E_T2_HS_HPSC0467B_B,24-Apr-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25-Apr-23,99.92,99.51,0.07,4638.74,216.26,97.52,100,6.84,-116.96,0,95,100,100,100,0.27,0.28,12.7405,16.44,54.15,,,14278,14641,380,400,0,3,102,102,14,14,,3,109,4453
,26-Apr-23,99.53,100,0.02,5411.42,125.21,100,100,7.4,-116.98,0,100,100,100,,0.23,0.14,33.8242,46.96,53.87,,,3025,3025,441,441,0,1,45,45,4,4,,0,48,4501
,27-Apr-23,99.86,100,0.02,5241.36,367.58,100,,7.01,-117.02,0,100,100,100,100,0.38,0.21,41.2119,45.53,62.96,,,1936,1936,400,400,0,1,116,116,28,28,,7,104,4099
,28-Apr-23,99.91,99.97,0.13,6326.12,138.55,100,100,7.32,-116.68,0,100,100,100,100,0.09,0.08,36.5943,42.47,47.44,,,2500,2500,576,576,0,5,108,108,18,18,,7,99,3948
CH_E_T2_HS_HPSC0467C_C,24-Apr-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25-Apr-23,99.8,99.73,0.05,9714.59,304.83,98.97,100,8.26,-116.9,0,95.24,100,100,100,0.53,0.15,14.6288,18.64,37.69,,,9312,9409,3780,3969,0,5,215,215,23,23,,8,190,9315
,26-Apr-23,99.94,99.92,0.02,11474.62,385.22,100,100,9.37,-117.55,0,100,100,100,100,0.19,0.19,47.3292,78.24,41.67,,,1156,1156,6724,6724,0,1,185,185,20,20,,11,167,6005
,27-Apr-23,99.92,99.92,0.03,16464.54,853.14,100,100,9.72,-117.25,0,95.24,100,100,100,0.3,0.29,55.0911,72.27,36.07,,,2601,2601,3780,3969,0,2,192,192,10,10,,8,181,6871
,28-Apr-23,99.95,99.9,0,12941.12,304.36,100,100,8.85,-116.92,0,97.33,100,100,100,0.38,0.31,41.781,54.78,32.51,,,400,400,5475,5625,0,0,175,175,8,8,,10,158,3987
CH_E_T2_HS_HPSC0477A_A,24-Apr-23,90.67,100,1.83,7811.95,320.46,100,100,9.39,-111.98,6.25,,100,100,,0.08,0.03,0.4851,0.27,64.88,,,484,484,0,0,1,13,17,17,3,3,,0,16,709
,25-Apr-23,99.98,100,0.03,6207.71,428.82,100,,8.73,-116.57,0,100,100,100,100,0.22,0.14,18.4683,7.6,68.47,,,1764,1764,650,650,0,3,163,163,21,21,,2,154,9247
,26-Apr-23,99.93,99.82,0.04,1410.4,112.09,97.93,100,8.63,-115.62,0,100,100,96.55,100,0.89,0.64,140.4817,107.65,99.28,,,36477,37249,7921,7921,0,4,303,303,28,29,,11,293,10390
,27-Apr-23,99.98,99.9,0.06,1251.94,119.58,98.13,100,8.51,-115.72,0,100,100,100,100,0.68,0.42,138.2752,93.85,99.93,,,11235,11449,2809,2809,0,6,329,329,44,44,,11,313,10862
,28-Apr-23,99.93,99.8,0.08,2155.7,58.73,98.26,100,8.52,-115.7,0,98.11,100,100,100,0.57,0.27,145.4269,99.06,95.42,,,29237,29756,2756,2809,0,9,261,261,26,26,,7,246,11111
CH_E_T2_HS_HPSC0477B_B,24-Apr-23,92.86,100,0.37,14758.45,454.66,100,100,9.54,-115.54,0,,100,100,,0.13,0.08,0.0849,0.2,14.74,,,289,289,0,0,0,1,11,11,4,4,,0,12,270
,25-Apr-23,100,100,0,11165.03,1078.03,100,100,9.17,-116.81,0,100,100,100,,0.17,0.08,11.9094,2.76,47.14,,,1936,1936,1,1,0,0,44,44,6,6,,0,42,3415
,26-Apr-23,99.46,99.89,0,12412.15,560.54,100,100,9.47,-114.42,0,100,100,100,,0.13,0.45,64.217,47.44,56.89,,,3249,3249,9,9,0,0,134,134,16,16,,0,129,3502
,27-Apr-23,100,100,0,3115.43,662.78,98.88,100,8.14,-115.96,0,100,100,100,100,0.14,0.11,71.136,52.24,95.41,,,7832,7921,36,36,0,0,131,131,14,14,,1,134,3951
,28-Apr-23,100,100,0.07,6625.16,157.64,98.21,100,8.7,-114.51,0.67,83.33,100,100,100,0.21,0.44,74.1721,64.71,71.02,,,3080,3136,30,36,1,3,163,163,19,19,,1,149,4274
CH_E_T2_HS_HPSC0477C_C,24-Apr-23,91.1,100,0.54,17838.53,468.89,90.91,100,10.44,-110.32,0,,100,100,,0.32,0.11,0.1894,0.33,21.73,,,100,110,0,0,0,5,21,21,3,3,,0,22,934
,25-Apr-23,99.99,99.86,0.03,3374.8,220.67,100,100,9.06,-112.42,0,100,100,100,100,0.65,0.14,27.7331,20.15,94.68,,,2304,2304,3600,3600,0,4,344,344,12,12,,5,343,12643
,26-Apr-23,99.86,99.87,0.06,2824.96,90.31,96.26,100,9.47,-113.46,0,94.38,100,100,100,0.4,0.24,190.2875,207.43,91.37,,,83202,86436,7476,7921,0,9,599,599,46,46,,10,559,15332
,27-Apr-23,99.84,99.81,0.06,3294.14,86.03,95.8,100,9.54,-112.43,0,100,100,100,100,0.3,3.06,193.2754,199.78,91.39,,,13452,14042,2809,2809,0,9,348,348,21,21,,11,325,14891
,28-Apr-23,99.98,99.85,0.08,3588.06,124.69,98.03,100,9.48,-112.14,0.23,99.01,100,100,100,0.52,0.4,177.4166,186.16,89.51,,,40397,41209,10100,10201,1,14,478,478,49,49,,13,444,16822
KL_E_T2_HS_HPSC0064A_A,24-Apr-23,99.6,99.7,0.08,7148.29,529.54,100,100,8.74,,0,100,100,100,100,0.02,0.01,38.0993,21.16,69.75,,,,,,,,,,,,,,,,
,25-Apr-23,100,100,0.03,7072.56,356.04,100,100,9.36,,0,100,100,100,100,0.02,0.01,36.8988,22.23,52.65,,,,,,,,,,,,,,,,
,26-Apr-23,99.87,99.81,0,7874.67,372.48,95.24,100,8.89,,0,100,100,100,100,0.02,0.02,37.4672,17.36,66.83,,,,,,,,,,,,,,,,
,27-Apr-23,100,99.94,0,13556.43,441.39,100,,9.76,,0,100,100,100,100,0.04,0.01,31.568,21.26,49.35,,,,,,,,,,,,,,,,
,28-Apr-23,99.86,99.95,0.03,6911.5,387.71,98.04,100,9.14,,0,100,100,100,100,0.02,0.03,40.6194,20.08,69.1,,,,,,,,,,,,,,,,
KL_E_T2_HS_HPSC0064B_B,24-Apr-23,99.86,99.95,0.05,6245,383.76,100,100,9.15,,0,100,100,100,100,0.01,0.01,63.3861,31.31,69.95,,,,,,,,,,,,,,,,
,25-Apr-23,99.96,100,0.02,3941.21,504.69,100,100,8.48,,0,100,100,100,100,0.07,0.02,63.1806,28.35,85.45,,,,,,,,,,,,,,,,
,26-Apr-23,99.55,99.96,0.07,4713.21,169.53,100,100,8.65,,0,100,100,100,100,0.04,0.02,52.7126,25.66,76.95,,,,,,,,,,,,,,,,
,27-Apr-23,99.95,100,0,4515.97,211.42,97.87,100,8.35,,0,100,100,100,100,0.02,0.01,49.2383,30.28,74.88,,,,,,,,,,,,,,,,
,28-Apr-23,100,99.89,0,10591.81,391.38,100,100,9.1,,0,100,100,100,100,0.01,0.01,51.6165,26.59,61.75,,,,,,,,,,,,,,,,
KL_E_T2_HS_HPSC0064C_C,24-Apr-23,100,99.94,0.03,11956.89,661.84,100,,9.11,,0,100,100,100,100,0.02,0.04,31.5284,16.26,40.88,,,,,,,,,,,,,,,,
,25-Apr-23,100,99.93,0,11719.73,771.54,100,100,9.7,,0,100,100,100,100,0.01,0.12,25.1294,16.94,38.52,,,,,,,,,,,,,,,,
,26-Apr-23,100,100,0,15231.21,2717.06,100,100,9.74,,0,100,100,100,100,0.01,0.01,22.2209,12.8,30.02,,,,,,,,,,,,,,,,
,27-Apr-23,100,100,0,26660.76,682.89,98.21,,10.88,,0,100,100,100,100,0.03,0,28.8545,10.78,37.02,,,,,,,,,,,,,,,,
,28-Apr-23,100,99.59,0,16564.13,637.27,100,100,10.3,,0,100,100,100,100,0.04,0.02,26.9085,13.07,34.02,,,,,,,,,,,,,,,,
TN_E_F3_HS_HPSC0082A_A,24-Apr-23,99.96,99.89,0.12,8440.12,314.66,99.36,100,6.72,-118.01,0,100,100,100,100,0.16,0.13,36.5816,27.45,56.02,,,97343,97969,30276,30276,0,6,95,95,101,101,,21,116,5184
,25-Apr-23,99.84,99.13,0.09,4331.34,614.96,99.58,100,6.24,-117.9,0,100,100,100,100,0.13,0.11,39.9193,34.25,84.92,,,55932,56169,21025,21025,0,2,56,56,68,68,,8,79,2334
,26-Apr-23,100,99.96,0.04,9580,622.44,99.64,100,6.77,-117.99,0,98.45,100,100,100,0.15,0.15,37.0957,29.75,42.85,,,75350,75625,16383,16641,0,1,74,74,68,68,,13,80,2696
,27-Apr-23,100,99.8,0.18,9438,657.29,99.12,100,7.3,-117.66,0,100,100,98.41,100,0.16,8.77,37.3691,27.53,48.84,,,114580,115600,2809,2809,0,4,66,66,62,63,,12,76,2173
,28-Apr-23,100,99.91,0.04,11076.89,1308.74,98.51,100,7.48,-117.92,0,100,100,100,100,0.1,0.08,32.1588,28.02,37.36,,,70752,71824,11025,11025,0,1,77,77,42,42,,9,86,2468
TN_E_F3_HS_HPSC0082B_B,24-Apr-23,100,100,0.16,4463.17,167.22,99.52,100,6.56,-116.79,0,100,100,100,92.31,0.19,1.07,34.4929,35.55,73.19,,,42642,42849,6400,6400,0,4,178,178,207,207,,13,195,2545
,25-Apr-23,100,99.79,0.26,10435.56,519.88,98.41,100,7.34,-116.86,0,98.21,100,100,100,0.14,0.69,42.5263,37.55,45.71,,,190520,193600,3080,3136,0,8,112,112,134,134,,20,137,3095
,26-Apr-23,100,99.96,0.17,12147.48,171.4,98.89,100,8.2,-116.81,0,93.85,100,99.4,100,0.17,0.2,39.1811,36.14,40.42,,,128160,129600,3965,4225,0,5,159,159,165,166,,12,195,2879
,27-Apr-23,100,99.9,0.33,6580.26,209.54,98.7,100,6.36,-116.58,0,100,100,100,100,0.14,0.14,32.6476,30.03,49.33,,,52210,52900,5329,5329,0,7,100,100,110,110,,10,123,2142
,28-Apr-23,100,99.92,0.08,12568.97,205.27,99.72,100,7.74,-117,0,100,100,100,100,0.19,0.1,29.6085,32.02,44.18,,,129960,130321,1849,1849,0,2,131,131,79,79,,6,160,2548
TN_E_F3_HS_HPSC0082C_C,24-Apr-23,99.96,99.98,0.02,21222.74,1952.69,98.64,100,9.41,-117.02,0,100,100,100,100,0.07,0.1,36.2085,42.58,29.28,,,86136,87320,16,16,0,1,164,164,84,84,,1,220,5426
,25-Apr-23,100,99.84,0.22,11311.72,742.73,96.14,100,7.42,-116.99,0,100,100,97.37,,0.1,0.04,32.7268,37.36,41,,,41193,42849,4,4,0,3,112,112,111,114,,0,126,1383
,26-Apr-23,99.95,99.69,0,10411.94,2295.11,99.49,,7.7,-117.25,0,100,100,98.25,100,0.09,0.05,30.1454,46.27,51.82,,,155235,156025,9,9,0,0,130,130,112,114,,1,166,4370
,27-Apr-23,99.65,100,0,12280.83,1216.92,98.48,100,7.16,-116.92,0,50,100,100,100,0.1,0.09,29.0121,35.11,33.6,,,38610,39204,2,4,0,0,126,126,117,117,,1,137,1065
,28-Apr-23,100,99.6,0.17,11654.5,1312.81,99.16,100,7.33,-117.19,0,100,100,98.63,,0.22,0.06,23.4689,30.87,42.06,,,222780,224676,9,9,0,3,119,119,144,146,,0,177,1776
TN_E_F3_HS_HPSC0459A_A,24-Apr-23,99.92,99.63,0.12,12408.38,2403.63,98.77,100,9.36,-115.51,0,,100,100,,0.24,0.18,26.7636,33.71,28.75,,,1107700,1121480,0,0,0,8,156,156,136,136,,0,140,6946
,25-Apr-23,99.92,99.56,0.17,10687.29,2070.95,97.86,100,9.12,-115.01,0,,100,99.47,,0.33,0.1,36.9589,53.7,40.02,,,2057448,2102491,0,0,0,21,263,263,189,190,,0,243,12316
,26-Apr-23,99.88,99.82,0.27,11761.23,3674.32,98.01,100,8.74,-114.35,0,,100,99.49,,0.44,0.27,20.0943,27.02,29.49,,,2089230,2131599,0,0,0,24,203,203,194,195,,0,221,9008
