Short name,,MV_RRC Setup Success Rate [CDBH],MV_ERAB Setup Success Rate [CDBH],MV_PS Drop Call Rate % [CDBH],MV_DL User Throughput_Kbps [CDBH],MV_UL User Throughput_Kbps [CDBH],MV_PS handover success rate [LTE Intra System] [CDBH],MV_CSFB Redirection Success Rate [CDBH],MV_E-UTRAN Average CQI [CDBH],UL RSSI PUCCH,MV_VoLTE DCR [CBBH],MV_PS handover success rate [LTE Inter System] [CDBH],MV_VoLTE ERAB Setup Success Rate [CBBH],MV_VoLTE IntraF HOSR Exec [CBBH],MV_VoLTE InterF HOSR Exec [CBBH],MV_VoLTE Packet Loss DL [CBBH],MV_VoLTE Packet Loss UL [CBBH],MV_4G Data Volume_GB,MV_VoLTE Traffic,MV_Average number of used DL PRBs [CDBH],UL RSSI PUCCH,CSFB Redirection Success Rate [CDBH],PS handover success rate_Nom [LTE Intra System] [CDBH],PS handover success rate_Denom [LTE Intra System] [CDBH],PS handover success rate_Nom [LTE Inter System] [CDBH],PS handover success rate_Denom [LTE Inter System] [CDBH],VoLTE DCR_Nom [CBBH],PS Drop Call Rate_Nom [CDBH],VoLTE ERAB Setup Success Rate_NOM [CBBH],VoLTE ERAB Setup Success Rate_Denom [CBBH],VoLTE IntraF HOSR Exec_Nom [CBBH],VoLTE IntraF HOSR Exec_Denom [CBBH],VoLTE InterF HOSR Exec_Nom [CBBH],VoLTE InterF HOSR Exec_Denom [CBBH],VoLTE DCR_Denom [CBBH],PS Drop Call Rate_Denom [CDBH]
CH_E_T1_HS_HPSC0467B_B,24-Apr-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25-Apr-23,100,99.38,0.07,3951.85,119.57,98.75,100,8.21,-117.24,0,93.1,100,100,100,0.31,0.41,13.7421,18.29,70.91,,,25280,25600,783,841,0,3,75,75,121,121,,3,80,4011
,26-Apr-23,99.92,99.68,0.15,2139.35,62.24,100,100,7.99,-117.06,1.15,96.3,100,100,100,0.48,0.51,30.3498,46.23,72.52,,,8836,8836,702,729,1,7,92,92,21,21,,13,87,4619
,27-Apr-23,100,99.56,0.04,1582.15,117.26,100,100,8.11,-117.5,0,96.15,100,100,100,0.69,0.6,43.555,59.78,89.52,,,36100,36100,650,676,0,2,164,164,20,20,,18,164,4921
,28-Apr-23,99.97,99.88,0.05,1894.48,67.87,99.49,100,7.82,-116.93,0.65,100,100,100,100,0.21,0.87,36.7131,53.66,79.69,,,39006,39204,961,961,1,3,166,166,47,47,,7,154,6025
CH_E_T1_HS_HPSC0467C_C,24-Apr-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25-Apr-23,99.93,99.88,0.04,3558.43,198.98,100,100,9.4,-117.6,0,100,100,100,100,0.32,0.47,23.1738,25.63,89.44,,,900,900,625,625,0,2,237,237,15,15,,15,232,4988
,26-Apr-23,99.59,99.37,0.35,7553.42,256.06,98.94,100,10.07,-118.37,0,97.96,100,100,100,0.21,0.22,49.7547,79.96,60.34,,,8742,8836,2352,2401,0,21,229,229,33,33,,11,213,6026
,27-Apr-23,99.96,99.82,0.13,8085.12,197.97,100,100,10.26,-117.78,0,100,100,100,100,0.25,0.32,55.1817,82.75,59.56,,,8836,8836,3025,3025,0,12,212,212,15,15,,9,211,8955
,28-Apr-23,99.96,99.84,0.02,3133.17,148.89,98.72,100,9.44,-117.52,0,96.77,100,100,100,0.39,0.37,47.303,84.1,74.63,,,6006,6084,3720,3844,0,2,210,210,22,22,,16,193,9431
CH_E_T1_HS_HPSC0477A_A,24-Apr-23,92.74,100,0.41,4555.22,502.79,,100,9,-113.3,0,,100,,,0.05,0.01,0.0513,0.08,22.34,,,0,0,0,0,0,1,3,3,0,0,,0,3,242
,25-Apr-23,99.19,99.96,0.18,2780.2,161.32,98.57,100,9.14,-117.13,1.69,100,100,100,100,1.56,1.68,8.4058,3.03,84.99,,,4830,4900,144,144,1,8,62,62,11,11,,5,59,4510
,26-Apr-23,100,99.62,0.16,3434.1,88.2,100,100,9.53,-116.36,0,94.29,100,100,100,0.19,25.07,39.624,19.92,78.41,,,3364,3364,1155,1225,0,6,69,69,4,4,,4,64,3658
,27-Apr-23,100,99.85,0.03,2297.1,108.52,100,100,8.61,-116.78,0,100,100,100,100,0.28,0.09,44.4226,33.53,87.48,,,625,625,1089,1089,0,1,96,96,5,5,,1,94,3877
,28-Apr-23,100,99.43,0.03,2853.2,55.08,100,100,9.43,-116.4,0,96.55,100,100,100,0.18,0.23,44.5623,27.92,81.59,,,3600,3600,812,841,0,1,52,52,14,14,,2,49,3308
CH_E_T1_HS_HPSC0477B_B,24-Apr-23,90.32,100,1.92,11778.95,83.01,100,,9.95,-118.04,,,,,,,,0.0303,0,7.22,,,1,1,0,0,0,1,0,0,0,0,,0,0,52
,25-Apr-23,99.04,99.88,0,4532.06,570.09,97.44,100,9.77,-116.85,0,,100,100,,0.06,0.02,5.7616,1.88,60.19,,,1482,1521,0,0,0,0,44,44,11,11,,0,42,1639
,26-Apr-23,100,99.9,0,6212.44,434.72,98.86,100,9.3,-114.9,0,100,100,100,,0.43,2.42,16.9273,12.92,43.75,,,7656,7744,1,1,0,0,22,22,8,8,,0,25,2037
,27-Apr-23,100,99.78,0.11,11677.37,688.38,96.15,100,10.13,-116.79,0,100,100,100,,0.46,0.08,15.151,9.44,20.28,,,650,676,9,9,0,1,37,37,10,10,,0,35,906
,28-Apr-23,99.87,99.87,0.2,3575.33,67.05,87.5,,8.25,-115.02,0,100,100,100,100,0.12,0.68,17.2741,12.41,47.19,,,224,256,1,1,0,3,35,35,3,3,,1,36,1517
CH_E_T1_HS_HPSC0477C_C,24-Apr-23,90.24,100,1.46,18488.05,1003.48,,,11.23,-114.23,0,,100,,,0.15,0,0.0133,0.05,2.42,,,0,0,0,0,0,2,2,2,0,0,,0,2,137
,25-Apr-23,99.31,99.66,0.07,6401.66,274.87,100,100,10.37,-113.66,0,100,98.82,100,100,0.48,0.21,6.8912,7.19,54.98,,,2209,2209,961,961,0,4,167,169,3,3,,3,174,5636
,26-Apr-23,100,99.93,0,13848.79,342.39,100,100,10.79,-114.94,0.96,100,100,100,100,0.93,0.5,42.3703,33.25,33.58,,,324,324,961,961,1,0,108,108,13,13,,1,104,2883
,27-Apr-23,99.95,99.94,0.03,4566.29,224.33,100,100,9.63,-113.49,0,100,100,100,100,0.45,0.28,46.9747,47.35,68.07,,,121,121,576,576,0,1,99,99,2,2,,3,92,3559
,28-Apr-23,100,99.94,0.11,6749.05,370.89,96.15,100,10.38,-113.53,0.89,100,100,100,100,0.65,12.69,55.6615,45.01,64.32,,,650,676,289,289,1,4,113,113,21,21,,3,112,3575
CH_E_T2_HS_HPSC0027A_A,24-Apr-23,99.91,99.81,0.08,11072.1,356.61,98.8,100,9.99,-115.02,0,98.75,100,100,99.4,4,1.18,66.2079,1.97,38.11,,,27224,27556,25280,25599,0,9,179,179,2,2,,168,10,10690
,25-Apr-23,99.89,99.91,0.04,11107.4,812.18,98.56,100,9.8,-114.56,0,97.6,100,100,99.58,1.06,1.16,71.7198,2.5,43.15,,,43054,43681,83220,85264,0,4,268,268,11,11,,240,22,11190
,26-Apr-23,99.38,99.67,0.04,10099.6,526.17,99.36,100,9.31,-114.49,0,99.69,100,100,100,1.07,3.49,65.1551,2.2,45.45,,,24180,24336,105950,106276,0,5,183,183,12,12,,164,7,11447
,27-Apr-23,99.9,99.59,0.48,9696.73,332.3,97.61,100,9.87,-114.7,0,99.46,100,100,100,0.95,0.56,66.406,2.24,43.4,,,83798,85849,136160,136900,0,55,151,151,5,5,,136,10,11366
,28-Apr-23,99.91,99.47,0.52,9184.45,911.18,100,100,9.43,-114.4,0,99.91,100,,99.57,0.95,0.79,70.6564,2.93,49.13,,,12996,12996,15860,15875,0,54,250,250,0,0,,234,19,10453
CH_E_T2_HS_HPSC0027B_B,24-Apr-23,99.93,99.81,0.07,5056.25,434.03,77.6,100,7.79,-115.46,0,98.99,100,100,99,1.64,0.24,52.8734,2.38,59.04,,,23542,30336,87910,88804,0,6,207,207,1,1,,200,8,9065
,25-Apr-23,99.97,99.97,0.01,7367.96,379.3,95.24,100,8.39,-115.49,0,101.99,99.55,100,100,0.74,0.07,53.4976,2.01,51.01,,,3600,3780,24024,23556,0,1,221,222,5,5,,205,10,11102
,26-Apr-23,99.98,99.92,0,18030.95,1185.79,95.24,100,9.63,-115.36,0,100,100,100,100,2.5,0.15,48.3322,1.8,34.41,,,420,441,1936,1936,0,0,203,203,1,1,,190,10,7255
,27-Apr-23,99.93,99.89,0.09,10329.87,549.95,87.5,100,8.81,-115.47,0,100,100,100,98.51,1.31,0.14,47.9219,1.67,45.51,,,462,528,21025,21025,0,8,224,224,3,3,,201,24,8924
,28-Apr-23,99.98,99.92,0.02,6945.14,422.26,42.23,100,8.21,-115.18,0,98.91,100,100,100,0.74,0.92,49.2652,1.79,50.51,,,7569,17922,75075,75900,0,2,197,197,1,1,,180,19,8828
CH_E_T2_HS_HPSC0027C_C,24-Apr-23,99.7,99.73,0.12,6146.16,280.07,95.42,100,7.36,-115.83,0,99.3,100,100,100,1.13,0.25,26.4266,1.63,43.98,,,16375,17161,20164,20306,0,8,175,175,4,4,,162,9,6530
,25-Apr-23,99.94,99.86,0.02,18205.55,422.47,95.56,,8.49,-115.73,0,98.81,100,100,100,0.4,0.15,25.319,1.56,19.23,,,1935,2025,6972,7056,0,1,152,152,1,1,,142,8,5560
,26-Apr-23,99.71,99.67,0.1,8624.33,508.78,91.36,100,8.33,-115.66,0,99.56,100,100,100,1.39,0.35,26.5546,1.6,34.22,,,23976,26244,50400,50625,0,7,187,187,1,1,,182,6,6775
,27-Apr-23,99.96,99.84,0.06,19924.67,489.96,89.06,,9.05,-115.62,0,100,100,100,99.13,2.31,0.61,30.7397,1.3,20.93,,,3762,4224,576,576,0,3,127,127,8,8,,115,4,5126
,28-Apr-23,99.86,99.82,0.05,7558.67,557.95,97.37,100,7.87,-115.45,0,100,100,100,100,0.7,1.26,28.4935,1.54,39.44,,,5624,5776,17161,17161,0,4,146,146,2,2,,131,14,7962
CH_E_T2_HS_HPSC0079A_A,24-Apr-23,99.79,99.66,0.26,7184.58,708.24,99.17,100,8.91,-108.93,0,98.38,100,100,99.8,0.63,0.61,110.148,3.42,85.79,,,1756920,1771561,181050,184032,0,43,480,480,10,10,,492,11,16845
,25-Apr-23,99.82,99.82,0.21,7605.71,487.46,99.63,100,9.13,-109.67,2.86,99.46,99.82,100,99.62,1.39,0.82,107.6244,3.83,79.83,,,2687948,2697806,308580,310248,1,40,545,546,7,7,,530,35,19460
,26-Apr-23,99.59,99.62,0.23,10247.29,119.97,99.29,100,9.37,-108.65,0,99.43,99.7,100,99.85,3.11,1.54,99.286,4.02,71.72,,,2869587,2889999,271440,273006,0,43,663,665,11,11,,669,11,18643
,27-Apr-23,99.64,99.39,0.25,11512.08,176.08,99.36,100,9.56,-108.17,5,99.77,100,100,99.8,2.41,3.84,103.3499,3.38,67.19,,,5396280,5431230,184470,184900,1,47,492,492,14,14,,505,20,18442
,28-Apr-23,99.68,99.72,0.14,9736.57,80.45,99.49,100,9.47,-108.19,9.09,99.63,100,100,99.83,2,2.61,93.2272,3.31,68.22,,,3087024,3102882,73440,73712,1,24,589,589,9,9,,591,11,17246
CH_E_T2_HS_HPSC0079B_B,24-Apr-23,98.99,99.67,0.33,4503.39,666.38,94.62,100,6.45,-112.56,0,100.69,100,,99.42,6.77,2.41,45.3352,0.87,75.23,,,47053,49729,21025,20880,0,15,170,170,0,0,,171,2,4509
,25-Apr-23,99.51,99.53,0.23,5753.54,667.91,93.27,100,6.28,-113.04,0,104.59,100,100,100,7.92,9.95,42.596,0.76,64.77,,,99735,106929,12654,12099,0,11,133,133,5,5,,124,5,4825
,26-Apr-23,97.92,98.35,0.55,4950.74,169.63,96.69,100,6.53,-111.69,0,95.19,100,100,98.57,21.94,17.37,38.8166,0.89,74.93,,,127413,131769,9801,10296,0,24,149,149,1,1,,140,10,4351
,27-Apr-23,98.31,97.47,0.69,4183.39,123.58,93.74,100,6.66,-110.68,0,100,98.68,100,98.57,1.57,0.7,42.3687,0.73,82.79,,,311003,331775,6241,6241,0,29,75,76,3,3,,70,3,4214
,28-Apr-23,98.86,99.28,0.54,4472.74,341.32,91.95,100,6,-110.63,0,100,100,100,100,1.15,0.35,36.9557,0.87,76.93,,,136290,148225,12544,12544,0,22,120,120,1,1,,116,7,4105
CH_E_T2_HS_HPSC0079C_C,24-Apr-23,99,99.09,0.3,3478.25,676.07,94.74,100,7.45,-108.1,0,99.63,99.8,100,99.42,2.99,1.6,78.6059,3.33,83.5,,,3919410,4137155,285690,286760,0,57,492,493,7,7,,519,14,18811
,25-Apr-23,99.09,99.02,0.3,3123.14,391.98,94.23,100,7.62,-109.07,6.67,100.91,100,100,99.64,3.67,1.62,85.1075,3.23,86.34,,,4217188,4475340,309692,306907,1,56,549,549,6,6,,558,15,18738
,26-Apr-23,99.18,98.75,0.32,3481.92,541.04,95.7,100,7.39,-107.8,14.29,99.26,99.83,100,99.68,5.82,7.66,71.9428,3.58,86.43,,,6728124,7030452,289982,292138,2,62,603,604,9,9,,620,14,19365
,27-Apr-23,99.02,99.35,0.16,5568.09,373.66,97.61,100,7.96,-107.12,7.69,100,100,100,100,3.08,7.02,65.1277,2.97,73.41,,,551968,565504,8649,8649,1,11,479,479,16,16,,494,13,6892
,28-Apr-23,98.02,98.39,0.57,4031.89,62.84,95.85,100,7.18,-107.31,12.5,99.57,100,100,99.4,4.94,6.87,65.8384,3.2,80.37,,,2652345,2767230,52670,52900,1,69,493,493,9,9,,503,8,12165
CH_E_T2_HS_HPSC0113A_A,24-Apr-23,100,99.7,0.05,5950.72,648.23,94.74,100,8.23,-116.12,,100,100,,98.98,2.29,0.58,61.8332,0.56,78.94,,,342,361,5625,5625,0,3,100,100,0,0,,98,0,5933
,25-Apr-23,99.93,99.81,0,7826.88,830.87,100,100,8.49,-115.86,100,100,100,100,100,3.35,0,47.903,0.54,68.89,,,2916,2916,1521,1521,1,0,83,83,1,1,,81,1,5164
,26-Apr-23,99.94,99.64,0.04,5969.43,383.45,97.56,100,8.38,-115.55,,98.46,100,,100,0.27,0,49.1689,0.55,70.11,,,1640,1681,4224,4290,0,2,91,91,0,0,,91,0,5622
,27-Apr-23,99.97,99.84,0.04,7871.96,633.25,100,100,8.93,-115.94,0,100,100,,100,1.21,22.84,55.4441,0.66,65.35,,,2025,2025,3969,3969,0,2,82,82,0,0,,78,3,5512
,28-Apr-23,99.97,99.96,0.11,5283.24,374.88,100,100,8.22,-114.82,16.67,100,100,,100,1.38,1.6,58.0954,0.5,78.96,,,1521,1521,2500,2500,1,6,105,105,0,0,,98,6,5272
CH_E_T2_HS_HPSC0113B_B,24-Apr-23,99.5,99.82,0.29,4348.06,945.6,100,100,7.14,-113.8,,98.36,100,,100,9.91,1.53,47.16,0.93,73.71,,,1936,1936,3660,3721,0,11,116,116,0,0,,117,0,3802
,25-Apr-23,99.68,99.65,0.1,2481.92,538.47,94.55,100,6.17,-113.87,0,100,100,100,99.06,7.34,2.67,46.4625,1,91.93,,,2860,3025,1681,1681,0,4,100,100,1,1,,106,2,3888
,26-Apr-23,99.78,99.43,0.12,4367.08,131.9,96.67,100,6.25,-112.75,0,98.95,100,100,100,12.63,7.04,42.4583,1,70.86,,,870,900,8930,9025,0,5,123,123,2,2,,122,7,4024
,27-Apr-23,99.91,99.82,0.02,4116.15,370.62,95.56,100,6.3,-113.34,0,100,100,,100,4.09,1.13,48.5736,0.96,92.72,,,1935,2025,3136,3136,0,1,133,133,0,0,,127,6,5370
,28-Apr-23,99.72,99.74,0.05,8965.81,214.58,100,,7.67,-111.97,0,98.25,98.39,100,100,0.27,0.08,47.6445,2.22,47.2,,,841,841,3192,3249,0,2,61,62,2,2,,47,12,4185
CH_E_T2_HS_HPSC0113C_C,24-Apr-23,99.75,99.46,0,10952.29,643.26,100,100,8.88,-115.29,0,100,100,,100,0.08,0,13.6977,0.19,33.61,,,64,64,529,529,0,0,34,34,0,0,,32,2,1409
,25-Apr-23,99.41,99.87,0,10862.22,866.75,100,100,7.24,-115.02,0,100,100,,100,23.68,8.97,20.448,0.18,37.97,,,1369,1369,729,729,0,0,41,41,0,0,,33,6,1501
,26-Apr-23,100,99.87,0,8692.14,935.55,97.37,,7.58,-115.04,0,100,100,,100,0.1,0.04,21.0194,0.21,43.28,,,1406,1444,324,324,0,0,18,18,0,0,,17,1,2330
,27-Apr-23,99.9,100,0.05,9613.02,1330.47,100,,7.54,-114.76,,100,100,,100,4.39,0.72,17.149,0.13,35.39,,,324,324,81,81,0,1,33,33,0,0,,33,0,1862
,28-Apr-23,99.83,99.73,0.14,6573.73,529.23,100,100,7.54,-113.93,0,100,100,,100,4.72,0,27.8059,0.18,67.63,,,625,625,1640,1640,0,3,33,33,0,0,,31,2,2198
CH_E_T2_HS_HPSC0131A_A,24-Apr-23,100,99.63,0.03,3049.2,400.99,97.49,100,7.38,-114.49,0,94.87,100,100,100,0.17,0.12,88.0793,65.34,94.77,,,347454,356409,1443,1521,0,2,150,150,110,110,,1,114,5751
,25-Apr-23,99.93,99.84,0.04,3027.75,278.18,98.88,100,7.27,-113.31,0,93.89,100,100,75,0.15,0.12,74.3196,74.51,88.45,,,1775500,1795600,16113,17161,0,3,222,222,132,132,,4,185,7737
,26-Apr-23,99.88,98.53,0.11,4773.7,87.38,99.08,100,7.71,-111.61,0,93.1,99.43,98.7,100,0.14,0.21,45.4915,49.26,80.41,,,294300,297025,783,841,0,6,173,174,76,77,,1,155,5579
,27-Apr-23,99.93,99.71,0.18,2278.97,327.3,97.44,100,7.37,-113.48,0,96.69,100,100,100,0.14,0.14,67.4973,42.73,88.3,,,1335048,1370058,22046,22801,0,13,253,253,86,86,,3,228,7354
,28-Apr-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH_E_T2_HS_HPSC0131B_B,24-Apr-23,99.72,99.65,0.12,5584.87,269.27,97.09,100,8.07,-114.86,0,85.03,100,99.03,100,0.15,0.14,78.977,66.47,71.54,,,2649808,2729104,29733,34969,0,9,247,247,102,103,,1,194,7492
,25-Apr-23,99.82,99.66,0.12,5792.44,325.29,96.24,82.35,7.96,-114.47,0.47,94.2,100,99.21,100,0.22,0.33,67.195,58.16,72.18,,,2613728,2715904,4485,4761,1,8,281,281,126,127,,1,215,6951
,26-Apr-23,99.77,98.67,0.21,5338.1,278.24,96.79,100,7.51,-113.09,0,90.91,100,100,100,0.12,0.15,48.6183,52.88,79.61,,,339196,350463,1800,1980,0,11,202,202,166,166,,2,161,5353
,27-Apr-23,99.79,99.84,0.08,4072.51,295.52,96.99,100,8.04,-114.27,0,90.85,100,98.51,100,0.11,0.41,53.8774,47.86,74.55,,,1170435,1206702,24436,26896,0,6,269,269,66,67,,3,233,7749
,28-Apr-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH_E_T2_HS_HPSC0131C_C,24-Apr-23,99.95,100,0.05,10605.95,323.8,98.86,100,10.13,-114.55,0,100,100,100,100,0.08,0.11,75.3219,55.46,54.76,,,122496,123904,17161,17161,0,4,184,184,49,49,,2,161,7863
,25-Apr-23,99.97,100,0.02,18939.01,541.52,99.03,100,11.15,-114.34,0,100,100,100,100,0.07,0.05,71.5114,57.8,42.45,,,168917,170569,3025,3025,0,1,257,257,63,63,,4,209,5873
,26-Apr-23,100,99.97,0.04,9635.38,426.59,98.09,100,10.46,-112.99,0,100,100,100,100,0.05,0.09,48.2735,39.39,65.47,,,24178,24649,3969,3969,0,2,259,259,62,62,,8,212,5679
,27-Apr-23,100,99.74,0.06,22735.91,310.75,99.08,100,10.78,-113.12,0,99.28,100,100,87.5,0.08,0.02,43.9041,28,32.16,,,185757,187489,18906,19044,0,3,142,142,36,36,,8,118,5175
,28-Apr-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH_E_T2_HS_HPSC0187A_A,24-Apr-23,99.97,99.9,0.1,2901.45,200.03,93.16,100,5.96,-113.77,0,98.1,100,100,100,0.72,0.29,51.6908,2.01,86.32,,,12753,13689,43677,44521,0,6,206,206,3,3,,193,12,5778
,25-Apr-23,99.94,99.87,0.09,3615.42,183.37,99.17,100,6.12,-113.13,0,99.66,99.56,100,100,1.39,11.26,49.2606,1.85,87.93,,,359394,362404,84972,85264,0,5,226,227,2,2,,219,7,5772
,26-Apr-23,99.84,99.81,0.16,5121.45,86.4,98.4,100,6.75,-113.49,0,100,100,,100,0.79,1.02,50.5808,1.83,73.43,,,34780,35344,41616,41616,0,9,118,118,0,0,,112,5,5579
,27-Apr-23,99.96,99.9,0.04,5851.77,226.78,97.8,100,6.95,-113.19,0,100,99.58,100,99.11,1.66,3.83,50.6157,1.54,68.22,,,8099,8281,5625,5625,0,2,236,237,1,1,,224,15,5100
,28-Apr-23,99.85,99.88,0.19,2814.84,88.85,93.59,100,5.9,-112.96,0,99.51,100,100,98.9,0.43,0.93,47.1202,1.93,77.77,,,5694,6084,41412,41616,0,9,195,195,3,3,,182,11,4668
CH_E_T2_HS_HPSC0187B_B,24-Apr-23,99.93,99.93,0.05,9725.47,347.78,90,100,8.64,-112.02,0,98.65,99.6,100,100,0.44,1.51,77.3814,2.96,62.31,,,360,400,21608,21904,0,4,248,249,2,2,,232,10,8246
,25-Apr-23,99.92,99.68,0.27,5080.45,132.91,97.11,100,8.24,-111.84,0,99.51,100,100,100,0.75,1.55,84.183,4.17,72.97,,,29064,29929,164835,165649,0,26,309,309,7,7,,267,37,9667
,26-Apr-23,99.92,99.94,0.09,8714.27,206.99,89.47,100,8.68,-111.81,0,100,99.22,,99.57,1.71,0.29,89.8159,3.76,68.02,,,323,361,10404,10404,0,8,255,257,0,0,,235,21,9143
,27-Apr-23,99.86,99.91,0.02,9095.03,260.3,92.86,100,8.69,-111.76,0,98.86,100,,100,0.91,0.58,83.3575,3.04,56.37,,,728,784,7743,7832,0,2,130,130,0,0,,127,8,9259
,28-Apr-23,99.87,99.83,0.1,8876.8,293.19,96.05,91.67,8.43,-111.69,0,99.61,100,100,100,0.07,6.37,88.3551,4.09,68.84,,,5548,5776,66049,66306,0,9,81,81,1,1,,67,15,9180
CH_E_T2_HS_HPSC0187C_C,24-Apr-23,99.95,99.94,0,4747.88,344.25,97.12,100,7.07,-114.06,0,99.26,99.12,100,100,2.16,0.59,31.7899,1.09,58.74,,,10504,10816,18360,18496,0,0,113,114,1,1,,106,6,6900
,25-Apr-23,99.96,100,0.12,3959.1,159.08,99.31,100,5.48,-113.7,0,100,100,100,99.35,3.49,4.9,36.5123,1.26,69.99,,,84099,84681,19881,19881,0,5,164,164,6,6,,155,5,4292
,26-Apr-23,99.79,99.94,0.06,3597.34,174.08,97.72,100,5.74,-113.69,0,100.55,100,100,100,0.36,0.53,34.2593,1.43,76.62,,,92100,94249,33489,33306,0,2,118,118,3,3,,106,10,3235
,27-Apr-23,100,99.95,0.03,6568.65,575.67,96.67,,7.87,-113.53,25,100,100,100,100,0.48,1.33,37.0837,1.04,57.06,,,870,900,1089,1089,1,1,102,102,1,1,,100,4,3891
,28-Apr-23,99.91,99.86,0.15,3816.25,89.03,97.22,100,5.85,-113.37,0,99.45,99.15,50,100,3.13,10.37,33.999,0.84,68.63,,,5040,5184,32580,32761,0,6,117,118,1,2,,113,2,3970
CH_E_T2_HS_HPSC0192A_A,24-Apr-23,99.86,99.92,0.12,2829.13,231.58,100,100,8.15,-113.98,0,99.37,100,,100,0.21,1.82,155.2961,5.8,97.68,,,9,9,98595,99225,0,16,193,193,0,0,,177,23,13135
,25-Apr-23,99.81,99.83,0.1,3395.29,375.68,,100,7.77,-113.82,0,98.36,99.24,100,100,0.16,2.81,166.6706,9.56,96.63,,,0,0,32940,33489,0,14,261,263,7,7,,219,42,13345
,26-Apr-23,99.96,99.87,0.05,2147.04,242.03,,100,7.93,-113.47,3.45,99.7,99.57,100,100,0.49,4,150.0513,6.18,99.38,,,0,0,107256,107584,1,6,231,232,6,6,,197,29,12848
,27-Apr-23,99.89,99.82,0.1,1992.65,199.45,,100,8.06,-113.43,0,98.21,100,,98.6,0.15,0.08,144.4163,6.11,99.64,,,0,0,77825,79240,0,13,160,160,0,0,,143,20,13677
,28-Apr-23,99.89,99.87,0.12,5471.18,746.06,100,100,7.99,-113.12,0,97.13,100,100,99.45,0.49,0.72,119.9084,6.66,89.37,,,1,1,75609,77841,0,16,200,200,1,1,,181,22,13021
CH_E_T2_HS_HPSC0192B_B,24-Apr-23,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,0,0,0,0,,,0,0
,25-Apr-23,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,0,0,0,0,,,0,0
,26-Apr-23,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,0,0,0,0,,,0,0
,27-Apr-23,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,0,0,0,0,,,0,0
,28-Apr-23,99.82,99.9,0.2,3954.84,191.86,96.4,100,6.04,-112.98,0,100,100,100,100,0.74,0.75,24.3905,0.7,71.03,,,47508,49284,25281,25281,0,8,95,95,4,4,,91,6,3903
CH_E_T2_HS_HPSC0192C_C,24-Apr-23,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,0,0,0,0,,,0,0
,25-Apr-23,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,0,0,0,0,,,0,0
,26-Apr-23,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,0,0,0,0,,,0,0
,27-Apr-23,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,0,0,0,0,,,0,0
,28-Apr-23,99.94,99.74,0.07,4635.23,258.31,95.65,100,6.25,-113.07,0,100,100,100,100,0.25,4.55,25.0943,1,73.87,,,32384,33856,9024,9024,0,2,64,64,1,1,,59,7,2842
CH_E_T2_HS_HPSC0193A_A,24-Apr-23,99.8,99.86,0.07,9886.02,288.8,94.44,100,9.39,-111.91,0,97.09,100,100,100,0.25,0.61,68.2547,3.08,67.19,,,242284,256536,41200,42436,0,5,231,231,4,4,,225,9,7558
,25-Apr-23,99.95,99.88,0.05,10990.28,370.76,91.89,100,9.56,-111.25,0,100,100,100,99.56,0.14,0.06,66.9778,4.6,69.03,,,31450,34225,2916,2916,0,3,248,248,16,16,,226,12,6600
,26-Apr-23,99.65,99.52,0.13,13431.42,425.77,88.02,100,9.73,-110.63,0,100,100,100,99.58,0.36,0.71,79.6826,2.34,61.66,,,53676,60984,10816,10816,0,9,245,245,5,5,,239,10,6689
,27-Apr-23,99.95,99.91,0.06,12901.86,604.03,95.49,100,9.8,-110.81,0,100,100,100,98.9,1.03,0.77,72.3064,2.3,62.05,,,68580,71820,2652,2652,0,4,239,239,10,10,,182,50,6591
,28-Apr-23,100,100,0.03,14431.03,713.63,90.91,100,9.51,-110.18,0,100,99.68,100,100,0.21,0.47,68.6754,2.2,57.47,,,59340,65274,11025,11025,0,2,313,314,7,7,,301,11,6126
CH_E_T2_HS_HPSC0193B_B,24-Apr-23,99.84,99.83,0.05,2363.41,180.31,98.77,100,6.87,-113.96,0,98.29,100,100,100,0.27,4.33,75.2309,2.91,97.82,,,6480,6561,30100,30625,0,4,170,170,4,4,,156,13,7824
,25-Apr-23,99.96,99.81,0.14,2919.9,181.56,95.73,100,6.34,-113.42,0,83.21,100,100,99.15,0.34,4.54,65.0462,2.35,93.43,,,13216,13806,59987,72092,0,12,135,135,2,2,,118,16,8411
,26-Apr-23,99.89,99.87,0.07,4010.81,184.06,98.77,100,7.27,-113.4,0,99.23,100,100,100,0.03,1.88,72.1873,4.58,91.09,,,6560,6642,16770,16900,0,6,87,87,1,1,,83,5,8546
