"Short name",,"4G_ECGI","TA Sampls > 1.5 Km % [CDBH]","MV_RRC Setup Success Rate [CDBH]","ERAB Setup Success Rate [CDBH]","MV_PS Drop Call Rate % [CDBH]","MV_UL User Throughput_Kbps [CDBH]","MV_DL User Throughput_Kbps [CDBH]","MV_E-UTRAN Average CQI [CDBH]","MV_PS handover success rate [LTE Intra System] [CDBH]","MV_PS handover success rate [LTE Inter System] [CDBH]","MV_CSFB Redirection Success Rate [CDBH]","Paging record discarded At eNodeB [CDBH]","MV_Average number of used DL PRBs [CDBH]","MV_VoLTE ERAB Setup Success Rate [CBBH]","MV_VoLTE DCR [CBBH]","MV_VoLTE Packet Loss DL [CBBH]","MV_VoLTE Packet Loss UL [CBBH]","VoLTE SRVCC SR [CBBH]","MV_PUSCH SINR [CBBH]","MV_VoLTE IntraF HOSR Exec [CBBH]","MV_VoLTE InterF HOSR Exec [CBBH]","MV_VoLTE SRVCC Per Call Rate [CBBH]","UL RSSI","MV_4G Data Volume_GB","MV_VoLTE Traffic","VoLTE InterF HOSR Exec_Denom [CBBH]","VoLTE InterF HOSR Exec_Nom [CBBH]","MV_VoLTE SRVCC Per Call Rate_Nom [CBBH]","MV_VoLTE SRVCC Per Call Rate_Denom [CBBH]","MV_Average number of used UL PRBs [CDBH]","PS handover success rate_NOM [LTE Intra System] [CDBH]","PS handover success rate_DENOM [LTE Intra System] [CDBH]","PS handover success rate_NOM [LTE Inter System] [CDBH]","PS handover success rate_DENOM [LTE Inter System] [CDBH]","VoLTE Packet Loss DL_NOM [CBBH]","VoLTE Packet Loss UL_NOM [CBBH]","MV_VoLTE IntraF HOSR Exec_Denom [CBBH]","MV_VoLTE IntraF HOSR Exec_Nom [CBBH]"
,"24 Feb 23","404-96-905763-1",80.12,99.30,99.58,0.66,2106.57,1559.88,6.63,94.12,93.70,0.00,0.00,81.64,100.00,4.00,0.31,0.23,,7.52,87.80,97.37,0.00,-118.75,22.2679,11.99,,,0.00,50.00,19.84,496.00,527.00,640.00,683.00,471.00,280.00,,
,"25 Feb 23","404-96-905763-1",85.06,100.00,99.53,0.00,1808.62,4483.54,7.63,95.89,97.38,100.00,0.00,49.80,100.00,0.00,0.06,0.28,,7.66,98.36,97.14,0.00,-118.82,25.1535,10.89,,,0.00,47.00,14.84,676.00,705.00,372.00,382.00,119.00,445.00,,
,"26 Feb 23","404-96-905763-1",89.22,100.00,99.72,0.25,1770.35,1920.44,6.69,95.60,97.88,0.00,0.00,78.86,100.00,0.00,0.03,0.19,,5.96,90.00,100.00,0.00,-118.73,25.3715,8.01,,,0.00,17.00,19.90,565.00,591.00,599.00,612.00,61.00,205.00,,
,"27 Feb 23","404-96-905763-1",86.51,100.00,99.63,0.61,,,6.27,95.34,95.76,0.00,0.00,83.19,100.00,0.00,0.19,0.23,,7.10,95.45,89.47,0.00,-118.60,12.9786,10.04,,,0.00,37.00,19.34,266.00,279.00,339.00,354.00,305.00,182.00,,
"HR_ZQ_F3_OM_HAND63B_B","23 Feb 23","404-96-905763-2",85.96,99.09,99.36,0.56,2108.78,2765.66,7.07,94.67,98.94,0.00,0.00,57.11,100.00,0.00,0.12,0.25,,8.12,96.55,97.70,0.00,-116.86,13.8114,10.45,,,0.00,56.00,16.25,302.00,319.00,1404.00,1419.00,352.00,535.00,,
,"24 Feb 23","404-96-905763-2",80.16,99.48,98.94,0.67,1950.02,2426.51,7.13,90.78,95.21,0.00,0.00,53.09,100.00,0.00,0.26,0.08,,9.21,96.67,90.00,0.00,-117.51,11.0170,7.45,,,0.00,25.00,16.46,197.00,217.00,576.00,605.00,309.00,103.00,,
,"25 Feb 23","404-96-905763-2",73.90,99.06,99.45,0.62,1935.29,3592.87,7.68,93.75,97.72,0.00,0.00,41.78,90.91,0.00,0.15,0.30,,9.09,97.73,97.59,0.00,-117.96,11.4475,7.92,,,0.00,26.00,11.00,420.00,448.00,685.00,701.00,194.00,328.00,,
,"26 Feb 23","404-96-905763-2",66.76,100.00,100.00,0.00,4212.55,7792.22,8.75,95.72,99.01,100.00,0.00,26.00,94.29,3.03,0.63,0.38,,8.11,96.39,90.70,0.00,-117.99,11.5596,8.87,,,0.00,49.00,8.60,246.00,257.00,401.00,405.00,886.00,314.00,,
,"27 Feb 23","404-96-905763-2",,99.62,,0.00,,,,97.32,97.07,0.00,,29.09,100.00,0.00,0.12,0.04,,10.13,,,0.00,-117.78,9.3508,13.42,,,0.00,5.00,8.01,145.00,149.00,497.00,512.00,286.00,46.00,,
"HR_ZQ_F3_OM_HAND63C_C","23 Feb 23","404-96-905763-3",69.95,100.00,100.00,0.12,2604.89,3815.45,7.17,99.22,99.47,0.00,0.00,53.30,100.00,0.00,0.33,0.61,,9.41,98.81,99.24,0.00,-116.85,8.7810,7.50,,,0.00,29.00,14.50,506.00,510.00,1325.00,1332.00,515.00,676.00,,
,"24 Feb 23","404-96-905763-3",58.76,99.47,100.00,0.00,2238.48,4966.41,7.45,99.55,98.35,0.00,0.00,27.55,100.00,0.00,0.40,0.53,,11.28,99.17,100.00,0.00,-117.57,6.8194,6.07,,,0.00,20.00,8.69,438.00,440.00,956.00,972.00,390.00,341.00,,
,"25 Feb 23","404-96-905763-3",60.22,99.47,100.00,0.07,2286.96,3669.46,7.07,99.62,99.03,0.00,0.00,35.93,100.00,0.00,0.14,0.39,,10.70,99.00,100.00,0.00,-117.91,7.2296,4.89,,,0.00,13.00,9.73,527.00,529.00,1026.00,1036.00,199.00,332.00,,
,"26 Feb 23","404-96-905763-3",50.66,99.35,100.00,0.00,2612.94,4195.39,7.10,99.73,98.92,0.00,0.00,40.51,100.00,0.00,0.23,0.54,,9.75,98.04,99.33,0.00,-117.99,8.2822,4.88,,,0.00,30.00,10.69,370.00,371.00,1369.00,1384.00,219.00,358.00,,
,"27 Feb 23","404-96-905763-3",59.68,99.53,99.74,0.07,3716.07,3657.31,7.20,98.12,99.13,0.00,,32.95,100.00,0.00,0.21,0.19,,11.71,,,0.00,-117.71,4.4436,5.12,,,0.00,20.00,11.25,469.00,478.00,1031.00,1040.00,267.00,184.00,,
"HR_ZQ_F3_OM_HANS57A_A","23 Feb 23","404-96-905757-1",68.05,99.14,100.00,1.08,1530.86,3795.36,7.23,95.87,98.70,0.00,0.00,27.90,100.00,0.00,0.01,0.06,,10.36,90.48,100.00,0.00,-119.96,3.2833,4.72,,,0.00,14.00,5.47,116.00,121.00,227.00,230.00,19.00,43.00,,
,"24 Feb 23","404-96-905757-1",50.40,100.00,100.00,2.42,1247.35,8648.88,9.27,96.43,100.00,0.00,0.00,19.55,100.00,0.00,0.50,0.57,,8.19,95.59,100.00,0.00,-119.98,2.4347,4.40,,,0.00,46.00,6.03,54.00,56.00,79.00,79.00,198.00,169.00,,
,"25 Feb 23","404-96-905757-1",72.83,99.63,100.00,0.00,1609.40,15795.54,9.26,97.06,100.00,0.00,0.00,8.56,100.00,10.00,0.08,0.08,,7.79,100.00,100.00,0.00,-119.99,1.7127,2.00,,,0.00,7.00,1.79,33.00,34.00,43.00,43.00,50.00,49.00,,
,"26 Feb 23","404-96-905757-1",44.99,98.97,98.18,3.14,1522.06,4846.63,7.77,93.94,100.00,0.00,0.00,15.24,100.00,0.00,0.00,0.32,,10.16,100.00,100.00,0.00,-119.98,1.6099,2.86,,,0.00,4.00,3.12,124.00,132.00,163.00,163.00,4.00,136.00,,
,"27 Feb 23","404-96-905757-1",52.91,97.04,97.42,1.41,,,9.14,97.62,100.00,0.00,0.00,12.48,100.00,28.57,0.23,0.18,,7.92,88.24,92.86,0.00,-119.97,1.3888,4.23,,,0.00,8.00,2.93,82.00,84.00,118.00,118.00,211.00,134.00,,
"HR_ZQ_F3_OM_HANS57B_B","23 Feb 23","404-96-905757-2",74.97,100.00,99.64,0.41,1412.13,3184.14,6.67,96.88,99.24,0.00,0.00,53.05,100.00,0.00,0.01,0.07,,1.37,100.00,,0.00,-119.74,9.3270,5.26,,,0.00,1.00,11.59,62.00,64.00,260.00,262.00,9.00,47.00,,
,"24 Feb 23","404-96-905757-2",63.98,99.51,100.00,0.81,2302.21,5255.02,7.16,100.00,97.96,0.00,0.00,39.28,100.00,0.00,0.00,0.13,,13.45,100.00,100.00,0.00,-119.85,5.6552,8.87,,,0.00,7.00,8.78,24.00,24.00,48.00,49.00,3.00,100.00,,
,"25 Feb 23","404-96-905757-2",71.92,98.61,100.00,1.69,1342.49,2778.07,6.90,97.67,97.01,0.00,0.00,48.71,100.00,0.00,0.06,0.10,,5.41,95.24,100.00,0.00,-119.88,3.8463,4.10,,,0.00,17.00,6.44,84.00,86.00,195.00,201.00,47.00,37.00,,
,"26 Feb 23","404-96-905757-2",61.36,100.00,100.00,0.00,1549.08,5094.72,8.37,98.84,98.18,0.00,0.00,30.56,100.00,0.00,0.01,0.01,,9.62,100.00,100.00,0.00,-119.85,4.3787,4.01,,,0.00,2.00,3.83,85.00,86.00,108.00,110.00,7.00,8.00,,
,"27 Feb 23","404-96-905757-2",36.90,100.00,100.00,0.00,,,6.73,100.00,96.30,0.00,0.00,39.19,100.00,0.00,0.12,0.05,,4.24,,,0.00,-119.86,3.5331,5.03,,,0.00,10.00,4.85,52.00,52.00,104.00,108.00,99.00,26.00,,
"HR_ZQ_F3_OM_HANS57C_C","23 Feb 23","404-96-905757-3",89.22,99.76,99.58,1.86,3654.08,11882.15,7.60,96.11,98.46,100.00,0.00,18.65,100.00,0.00,0.09,0.15,,7.88,94.74,100.00,0.00,-119.52,6.4914,2.65,,,0.00,24.00,5.35,469.00,488.00,1151.00,1169.00,42.00,46.00,,
,"24 Feb 23","404-96-905757-3",65.57,99.61,100.00,0.83,2117.40,8792.13,8.05,95.28,98.29,100.00,0.00,23.44,100.00,0.00,0.08,1.36,,9.09,96.43,100.00,0.00,-119.52,5.4980,3.85,,,0.00,25.00,4.45,202.00,212.00,460.00,468.00,49.00,599.00,,
,"25 Feb 23","404-96-905757-3",63.19,99.72,100.00,3.99,1665.25,8107.74,8.60,90.24,96.13,0.00,0.00,34.19,100.00,0.00,0.05,0.15,,8.01,93.33,100.00,0.00,-119.49,7.2612,3.68,,,0.00,24.00,6.63,148.00,164.00,298.00,310.00,29.00,77.00,,
,"26 Feb 23","404-96-905757-3",75.47,100.00,99.37,1.64,2034.99,5391.85,7.68,96.99,99.04,0.00,0.00,34.42,100.00,14.29,0.27,0.35,,5.92,100.00,96.97,0.00,-119.41,6.6189,1.52,,,0.00,23.00,7.96,354.00,365.00,620.00,626.00,65.00,57.00,,
,"27 Feb 23","404-96-905757-3",72.50,99.74,98.37,1.88,,,6.57,94.52,97.01,0.00,0.00,25.83,96.55,10.00,0.32,0.30,,6.21,88.46,100.00,0.00,-119.38,2.7349,3.76,,,0.00,34.00,10.05,138.00,146.00,292.00,301.00,313.00,299.00,,
"HR_ZQ_F3_OM_HASS61A_A","23 Feb 23","404-96-242161-1",83.95,100.00,100.00,0.40,1570.22,2353.75,5.90,97.93,76.46,0.00,0.00,60.20,100.00,0.00,0.16,0.63,,5.62,100.00,100.00,0.00,-118.09,14.3343,5.41,,,0.00,23.00,17.51,237.00,242.00,510.00,667.00,168.00,305.00,,
,"24 Feb 23","404-96-242161-1",74.45,99.81,99.68,1.14,1822.24,1514.99,5.13,96.04,85.26,100.00,0.00,71.94,100.00,0.00,0.22,0.75,,4.96,100.00,100.00,0.00,-117.94,13.8326,4.89,,,0.00,29.00,17.64,291.00,303.00,590.00,692.00,182.00,476.00,,
,"25 Feb 23","404-96-242161-1",91.35,99.22,99.47,1.49,1364.26,1978.08,5.35,98.58,85.32,0.00,0.00,73.35,100.00,0.00,0.43,2.01,,5.05,100.00,97.30,0.00,-118.23,13.6699,5.86,,,0.00,33.00,19.75,209.00,212.00,587.00,688.00,388.00,1194.00,,
,"26 Feb 23","404-96-242161-1",91.11,99.79,99.55,1.12,1352.81,1508.14,5.40,97.84,81.04,100.00,0.00,83.33,100.00,0.00,2.26,1.37,,4.78,100.00,93.75,0.00,-118.54,18.6971,4.60,,,0.00,20.00,21.08,362.00,370.00,637.00,786.00,2202.00,877.00,,
,"27 Feb 23","404-96-242161-1",78.85,100.00,99.24,0.89,1980.96,2338.00,5.63,97.01,92.35,0.00,,67.33,100.00,0.00,0.39,1.16,,6.17,,,0.00,-118.46,8.8986,7.18,,,0.00,26.00,18.81,325.00,335.00,676.00,732.00,378.00,1287.00,,
"HR_ZQ_F3_OM_HASS61B_B","23 Feb 23","404-96-242161-2",48.72,100.00,100.00,0.00,1801.15,6303.97,7.20,97.01,93.64,0.00,0.00,38.05,100.00,0.00,0.15,0.08,,7.86,97.87,100.00,0.00,-118.87,12.3359,3.67,,,0.00,13.00,8.47,162.00,167.00,442.00,472.00,93.00,38.00,,
,"24 Feb 23","404-96-242161-2",27.79,100.00,100.00,0.00,1837.74,6625.61,6.78,94.29,87.57,0.00,0.00,35.49,100.00,0.00,0.07,0.13,,6.71,100.00,94.12,0.00,-118.75,12.0533,4.01,,,0.00,16.00,8.12,66.00,70.00,162.00,185.00,49.00,55.00,,
,"25 Feb 23","404-96-242161-2",44.71,99.69,99.64,0.08,1837.84,4989.57,6.90,96.63,96.47,0.00,0.00,36.30,100.00,0.00,0.19,0.30,,7.22,100.00,100.00,0.00,-118.91,13.0766,4.57,,,0.00,16.00,8.32,201.00,208.00,464.00,481.00,111.00,96.00,,
,"26 Feb 23","404-96-242161-2",47.85,99.32,99.03,0.13,1500.25,3201.05,6.43,94.61,93.90,0.00,0.00,58.09,100.00,0.00,0.01,0.11,,7.02,100.00,100.00,0.00,-119.04,12.2471,4.22,,,0.00,9.00,12.91,228.00,241.00,878.00,935.00,7.00,64.00,,
,"27 Feb 23","404-96-242161-2",48.77,99.67,99.64,0.29,,,6.21,94.40,94.12,100.00,0.00,48.80,100.00,0.00,0.39,2.25,,7.38,100.00,100.00,0.00,-118.76,7.9731,3.41,,,0.00,21.00,12.71,371.00,393.00,1152.00,1224.00,165.00,631.00,,
"HR_ZQ_F3_OM_HASS61C_C","23 Feb 23","404-96-242161-3",53.54,99.80,100.00,0.15,1808.74,4056.05,6.23,99.26,91.90,100.00,0.00,34.38,100.00,0.00,0.17,0.86,,6.20,100.00,100.00,0.00,-118.80,15.2345,6.03,,,0.00,47.00,6.92,134.00,135.00,420.00,457.00,184.00,787.00,,
,"24 Feb 23","404-96-242161-3",39.10,99.56,99.75,0.61,2034.90,1426.50,5.14,98.13,85.99,0.00,0.00,71.87,100.00,0.00,0.54,1.42,,6.32,95.45,100.00,0.00,-118.59,16.7106,6.20,,,0.00,45.00,15.93,576.00,587.00,1025.00,1192.00,666.00,1218.00,,
,"25 Feb 23","404-96-242161-3",71.42,99.54,99.83,0.12,1727.12,2614.26,5.61,100.00,90.43,0.00,0.00,64.55,100.00,8.00,0.16,1.46,,6.03,100.00,80.77,0.00,-118.83,15.7519,6.74,,,0.00,42.00,13.47,198.00,198.00,520.00,575.00,305.00,1382.00,,
,"26 Feb 23","404-96-242161-3",53.51,100.00,99.60,0.00,1593.62,3745.93,6.54,99.71,96.49,0.00,0.00,47.89,100.00,0.00,0.46,1.28,,4.04,95.38,86.05,0.00,-118.86,19.6987,8.45,,,0.00,69.00,10.40,340.00,341.00,495.00,513.00,696.00,1353.00,,
,"27 Feb 23","404-96-242161-3",56.51,99.18,99.62,0.67,,,5.49,97.46,95.33,0.00,0.00,65.70,98.25,0.00,,,,,97.06,96.43,0.00,-118.78,9.5510,7.02,,,0.00,59.00,15.02,192.00,197.00,653.00,685.00,,,,
"HR_ZQ_F3_OM_HNGL85A_A","23 Feb 23","404-96-904985-1",71.86,99.75,99.51,1.44,2282.95,1999.79,6.60,98.19,94.37,0.00,0.00,70.23,100.00,0.00,0.15,0.50,,7.62,88.89,91.49,0.00,-119.09,19.2617,10.53,,,0.00,39.00,17.75,163.00,166.00,1325.00,1404.00,225.00,483.00,,
,"24 Feb 23","404-96-904985-1",78.08,99.47,99.82,1.21,3281.02,1666.73,6.33,94.76,78.15,0.00,0.00,74.23,100.00,0.00,0.33,0.24,,9.65,94.03,87.80,0.00,-118.97,17.5601,8.14,,,0.00,38.00,14.45,271.00,286.00,1563.00,2000.00,554.00,237.00,,
,"25 Feb 23","404-96-904985-1",80.38,100.00,100.00,0.37,2580.08,2773.88,6.65,91.43,70.69,0.00,0.00,69.26,100.00,0.00,0.30,1.38,,6.85,88.89,100.00,0.00,-119.03,24.4900,9.98,,,0.00,12.00,13.79,160.00,175.00,837.00,1184.00,707.00,1946.00,,
,"26 Feb 23","404-96-904985-1",81.95,100.00,99.78,0.51,1899.05,3231.37,6.83,93.83,99.74,0.00,0.00,65.03,100.00,0.00,0.21,0.25,,7.48,83.87,100.00,0.00,-119.25,21.9737,10.57,,,0.00,60.00,10.98,152.00,162.00,1517.00,1521.00,386.00,224.00,,
,"27 Feb 23","404-96-904985-1",78.96,100.00,100.00,0.24,,,6.49,97.00,79.63,0.00,0.00,72.52,100.00,2.56,0.07,0.26,,7.22,94.44,96.67,0.00,-118.99,11.4284,11.16,,,0.00,55.00,15.26,194.00,200.00,1341.00,1684.00,154.00,345.00,,
"HR_ZQ_F3_OM_HNGL85B_B","23 Feb 23","404-96-904985-2",21.17,100.00,100.00,0.47,2945.57,3073.97,7.25,97.36,98.40,0.00,0.00,65.06,100.00,0.00,0.02,0.41,,10.25,100.00,100.00,0.00,-118.29,17.9116,11.60,,,0.00,19.00,15.92,258.00,265.00,1479.00,1503.00,35.00,436.00,,
,"24 Feb 23","404-96-904985-2",8.72,100.00,99.68,0.37,3112.14,2590.40,7.40,95.88,40.25,0.00,0.00,70.43,100.00,0.00,0.08,0.12,,10.56,100.00,100.00,0.00,-118.20,18.8622,9.15,,,0.00,23.00,19.73,163.00,170.00,1348.00,3349.00,157.00,197.00,,
,"25 Feb 23","404-96-904985-2",2.65,100.00,100.00,0.00,2182.98,6185.23,8.10,98.41,99.42,0.00,0.00,49.68,100.00,0.00,0.22,0.15,,11.52,100.00,100.00,0.00,-118.18,21.4573,9.58,,,0.00,34.00,8.82,62.00,63.00,689.00,693.00,401.00,188.00,,
,"26 Feb 23","404-96-904985-2",4.55,100.00,100.00,0.19,2224.09,2362.98,7.38,98.45,98.83,0.00,0.00,70.62,100.00,3.57,0.01,0.09,,10.81,100.00,91.67,0.00,-118.50,19.8743,9.78,,,0.00,26.00,13.10,127.00,129.00,1269.00,1284.00,26.00,148.00,,
,"27 Feb 23","404-96-904985-2",4.97,99.75,99.49,0.16,3281.48,2624.16,7.38,98.58,68.01,0.00,,61.84,100.00,0.00,0.01,0.10,,10.46,100.00,100.00,0.00,-118.16,11.1072,10.07,,,0.00,4.00,14.22,209.00,212.00,1284.00,1888.00,12.00,91.00,,
"HR_ZQ_F3_OM_HNGL85C_C","23 Feb 23","404-96-904985-3",93.18,100.00,100.00,0.55,2216.43,1977.86,6.55,99.66,68.63,0.00,0.00,74.31,100.00,0.00,0.14,0.31,,6.75,95.12,100.00,0.00,-118.77,17.6675,9.20,,,0.00,33.00,15.91,293.00,294.00,1540.00,2244.00,173.00,280.00,,
,"24 Feb 23","404-96-904985-3",82.97,99.71,99.40,1.04,2020.83,2053.86,6.41,97.17,61.01,0.00,0.00,59.82,100.00,4.00,0.20,1.26,,7.71,99.07,98.48,0.00,-118.73,17.5138,13.53,,,0.00,37.00,13.34,206.00,212.00,1211.00,1985.00,511.00,2589.00,,
,"25 Feb 23","404-96-904985-3",81.94,100.00,99.45,0.45,2040.45,1864.22,6.22,99.32,74.01,0.00,0.00,72.28,100.00,0.00,0.12,1.52,,7.00,98.77,82.05,0.00,-118.81,16.3789,8.91,,,0.00,50.00,14.30,291.00,293.00,1757.00,2374.00,211.00,1946.00,,
,"26 Feb 23","404-96-904985-3",88.45,100.00,100.00,0.07,1998.82,1664.68,6.19,98.04,68.84,0.00,0.00,77.76,100.00,0.00,0.31,0.89,,7.90,95.96,100.00,0.00,-118.92,18.7922,9.69,,,0.00,33.00,15.76,250.00,255.00,1553.00,2256.00,378.00,769.00,,
,"27 Feb 23","404-96-904985-3",88.10,99.46,99.41,0.49,,,6.42,98.75,79.96,0.00,0.00,73.48,100.00,0.00,0.09,0.25,,8.08,93.75,100.00,0.00,-118.56,13.2563,10.18,,,0.00,16.00,14.94,237.00,240.00,1664.00,2081.00,123.00,247.00,,
"HR_ZQ_F3_OM_HSNP50A_A","23 Feb 23","404-96-245250-1",,,,,,,,,,0.00,,,,,,,,,,,,-120.00,0.0000,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
,"24 Feb 23","404-96-245250-1",91.52,99.42,99.16,2.55,1873.02,2743.05,6.02,100.00,,100.00,0.00,57.88,100.00,0.00,0.41,1.77,,5.41,100.00,,0.00,-119.10,9.3750,10.20,,,0.00,35.00,19.47,38.00,38.00,0.00,0.00,1071.00,2740.00,,
,"25 Feb 23","404-96-245250-1",93.49,98.86,99.09,1.55,1476.16,1646.91,5.52,100.00,,0.00,0.00,72.01,97.18,0.00,0.62,2.25,,7.53,100.00,,0.00,-118.43,16.1141,16.05,,,0.00,70.00,17.46,45.00,45.00,0.00,0.00,2049.00,4115.00,,
,"26 Feb 23","404-96-245250-1",83.85,96.24,99.09,1.52,1826.63,2484.28,5.36,97.14,,0.00,0.00,67.06,100.00,0.00,0.34,3.04,,8.04,100.00,,0.00,-118.52,15.8203,15.78,,,0.00,45.00,12.08,34.00,35.00,0.00,0.00,1046.00,4179.00,,
,"27 Feb 23","404-96-245250-1",95.55,98.77,99.00,3.46,,,5.46,87.50,,0.00,0.00,74.43,96.61,0.00,0.40,1.04,,9.14,,,0.00,-118.25,10.7726,13.08,,,0.00,57.00,15.43,14.00,16.00,0.00,0.00,798.00,1163.00,,
"HR_ZQ_F3_OM_HSNP50B_B","23 Feb 23","404-96-245250-2",,,,,,,,,,0.00,,,,,,,,,,,,-120.00,0.0000,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
,"24 Feb 23","404-96-245250-2",31.91,100.00,100.00,0.52,2467.50,2430.23,6.61,100.00,,0.00,0.00,72.38,100.00,0.00,0.05,0.13,,6.51,,,0.00,-119.47,22.8633,21.26,,,0.00,40.00,18.48,6.00,6.00,0.00,0.00,192.00,436.00,,
,"25 Feb 23","404-96-245250-2",8.48,99.40,98.68,0.40,2377.75,10456.18,7.77,100.00,,0.00,0.00,43.46,,0.00,0.02,0.15,,6.44,,,0.00,-118.20,30.3347,15.75,,,0.00,1.00,11.74,72.00,72.00,0.00,0.00,70.00,312.00,,
,"26 Feb 23","404-96-245250-2",34.06,100.00,100.00,0.00,2097.08,7495.25,7.95,96.97,,0.00,0.00,26.71,100.00,0.00,0.09,0.08,,10.24,100.00,,0.00,-117.13,8.8540,6.89,,,0.00,9.00,5.99,32.00,33.00,0.00,0.00,82.00,117.00,,
,"27 Feb 23","404-96-245250-2",,100.00,100.00,0.00,,,7.39,98.53,,0.00,0.00,30.55,100.00,0.00,0.23,0.11,,11.59,,,0.00,-116.67,3.3423,5.51,,,0.00,20.00,4.01,67.00,68.00,0.00,0.00,265.00,85.00,,
"HR_ZQ_F3_OM_HSNP50C_C","23 Feb 23","404-96-245250-3",,,,,,,,,,0.00,,,,,,,,,,,,-120.00,0.0000,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
,"24 Feb 23","404-96-245250-3",9.30,100.00,96.36,0.00,2736.41,8575.90,7.50,100.00,,0.00,0.00,20.46,100.00,0.00,0.29,0.42,,12.28,100.00,,0.00,-118.66,4.9760,4.06,,,0.00,19.00,5.94,9.00,9.00,0.00,0.00,373.00,431.00,,
,"25 Feb 23","404-96-245250-3",23.40,99.49,100.00,1.30,2045.84,4036.81,6.78,60.00,,0.00,0.00,84.49,100.00,0.00,0.34,1.21,,6.23,66.67,,0.00,-118.15,25.1488,17.60,,,0.00,59.00,31.31,3.00,5.00,0.00,0.00,1246.00,2740.00,,
,"26 Feb 23","404-96-245250-3",27.92,100.00,99.63,0.00,2408.72,7260.46,7.19,100.00,,0.00,0.00,55.42,100.00,0.00,0.48,0.26,,6.56,100.00,,0.00,-119.20,36.2187,17.37,,,0.00,63.00,11.65,4.00,4.00,0.00,0.00,1996.00,704.00,,
,"27 Feb 23","404-96-245250-3",18.55,100.00,100.00,1.23,,,5.97,90.48,,0.00,0.00,92.46,98.25,0.00,0.31,0.31,,6.83,0.00,,0.00,-119.04,24.1203,20.38,,,0.00,58.00,29.84,19.00,21.00,0.00,0.00,1439.00,998.00,,
"HR_ZQ_F3_OM_JAIS15A_A","23 Feb 23","404-96-905815-1",48.34,100.00,100.00,0.00,1498.76,11183.64,9.48,92.86,95.92,0.00,0.00,7.96,100.00,0.00,0.01,0.05,,10.15,95.00,100.00,0.00,-119.31,1.3079,4.78,,,0.00,13.00,4.92,39.00,42.00,47.00,49.00,7.00,34.00,,
,"24 Feb 23","404-96-905815-1",26.53,100.00,100.00,0.00,935.22,4758.62,7.05,86.67,100.00,0.00,0.00,9.57,100.00,0.00,0.11,0.09,,11.39,100.00,100.00,0.00,-119.45,0.9173,1.30,,,0.00,6.00,4.78,13.00,15.00,7.00,7.00,37.00,17.00,,
,"25 Feb 23","404-96-905815-1",48.88,96.43,100.00,1.12,1685.16,4671.77,8.85,90.77,98.84,0.00,0.00,9.23,100.00,0.00,0.08,0.12,,3.38,100.00,100.00,0.00,-119.32,0.7645,2.84,,,0.00,7.00,5.54,59.00,65.00,85.00,86.00,77.00,62.00,,
,"26 Feb 23","404-96-905815-1",35.71,100.00,95.92,0.00,2337.82,18079.60,10.18,84.62,97.56,0.00,0.00,6.70,100.00,0.00,0.00,0.06,,15.89,100.00,,0.00,-119.14,0.5298,3.26,,,0.00,10.00,4.44,11.00,13.00,40.00,41.00,2.00,51.00,,
,"27 Feb 23","404-96-905815-1",,100.00,100.00,0.00,,,8.77,100.00,100.00,0.00,0.00,5.25,100.00,0.00,0.00,0.10,,8.74,100.00,83.33,0.00,-119.25,0.2009,2.01,,,0.00,6.00,4.67,17.00,17.00,34.00,34.00,4.00,60.00,,
"HR_ZQ_F3_OM_JAIS15B_B","23 Feb 23","404-96-905815-2",46.99,100.00,100.00,2.65,2338.86,4740.56,7.30,95.08,93.51,0.00,0.00,9.09,100.00,0.00,0.08,0.11,,10.19,98.75,97.30,0.00,-118.01,1.5814,9.47,,,0.00,8.00,5.21,58.00,61.00,173.00,185.00,131.00,121.00,,
,"24 Feb 23","404-96-905815-2",50.16,100.00,100.00,0.91,1828.33,6547.95,6.98,100.00,99.30,0.00,0.00,7.98,100.00,0.00,0.01,0.08,,10.60,100.00,100.00,0.00,-118.07,1.4320,12.09,,,0.00,5.00,5.48,71.00,71.00,141.00,142.00,16.00,51.00,,
,"25 Feb 23","404-96-905815-2",63.02,98.73,100.00,0.00,2120.94,12554.70,7.64,99.08,92.17,0.00,0.00,9.63,100.00,0.00,0.08,0.18,,11.39,100.00,100.00,0.00,-117.83,1.5766,16.95,,,0.00,12.00,5.76,108.00,109.00,200.00,217.00,192.00,174.00,,
,"26 Feb 23","404-96-905815-2",52.78,100.00,100.00,0.00,1366.47,22689.39,10.45,100.00,100.00,0.00,0.00,9.65,100.00,0.00,0.10,0.13,,11.73,99.21,100.00,0.00,-117.91,2.6953,16.99,,,0.00,42.00,4.43,7.00,7.00,30.00,30.00,272.00,225.00,,
,"27 Feb 23","404-96-905815-2",50.74,100.00,100.00,0.00,,,9.59,100.00,100.00,0.00,0.00,4.02,100.00,0.00,,,,,,,0.00,-118.10,0.3820,13.58,,,0.00,7.00,4.96,32.00,32.00,71.00,71.00,,,,
