"Short name",,"4G_ECGI","TA Sampls > 1.5 Km % [CDBH]","MV_RRC Setup Success Rate [CDBH]","ERAB Setup Success Rate [CDBH]","MV_PS Drop Call Rate % [CDBH]","MV_UL User Throughput_Kbps [CDBH]","MV_DL User Throughput_Kbps [CDBH]","MV_E-UTRAN Average CQI [CDBH]","MV_PS handover success rate [LTE Intra System] [CDBH]","MV_PS handover success rate [LTE Inter System] [CDBH]","MV_CSFB Redirection Success Rate [CDBH]","Paging record discarded At eNodeB [CDBH]","MV_Average number of used DL PRBs [CDBH]","MV_VoLTE ERAB Setup Success Rate [CBBH]","MV_VoLTE DCR [CBBH]","MV_VoLTE Packet Loss DL [CBBH]","MV_VoLTE Packet Loss UL [CBBH]","VoLTE SRVCC SR [CBBH]","MV_PUSCH SINR [CBBH]","MV_VoLTE IntraF HOSR Exec [CBBH]","MV_VoLTE InterF HOSR Exec [CBBH]","MV_VoLTE SRVCC Per Call Rate [CBBH]","UL RSSI","MV_4G Data Volume_GB","MV_VoLTE Traffic","VoLTE InterF HOSR Exec_Denom [CBBH]","VoLTE InterF HOSR Exec_Nom [CBBH]","MV_VoLTE SRVCC Per Call Rate_Nom [CBBH]","MV_VoLTE SRVCC Per Call Rate_Denom [CBBH]","MV_Average number of used UL PRBs [CDBH]","PS handover success rate_NOM [LTE Intra System] [CDBH]","PS handover success rate_DENOM [LTE Intra System] [CDBH]","PS handover success rate_NOM [LTE Inter System] [CDBH]","PS handover success rate_DENOM [LTE Inter System] [CDBH]","VoLTE Packet Loss DL_NOM [CBBH]","VoLTE Packet Loss UL_NOM [CBBH]","MV_VoLTE IntraF HOSR Exec_Denom [CBBH]","MV_VoLTE IntraF HOSR Exec_Nom [CBBH]"
,"21 Feb 23","404-96-241567-2",20.58,100.00,98.30,1.15,3271.27,10480.02,7.96,87.21,64.10,0.00,0.00,25.12,100.00,0.00,0.31,0.04,,10.95,82.14,75.00,0.00,-119.15,6.6811,2.81,,,0.00,18.00,4.53,150.00,172.00,25.00,39.00,280.00,28.00,,
"HR_ZQ_F3_OM_HAIB67C_C","17 Feb 23","404-96-241567-3",56.16,100.00,100.00,0.98,1518.05,11088.86,7.86,100.00,98.41,0.00,0.00,33.53,97.67,0.00,0.46,0.60,,9.16,100.00,57.50,0.00,-118.90,17.4826,7.56,,,0.00,52.00,8.49,38.00,38.00,62.00,63.00,466.00,407.00,,
,"18 Feb 23","404-96-241567-3",80.77,99.64,99.63,1.33,1719.52,6215.65,7.66,97.96,14.08,0.00,0.00,43.22,100.00,2.70,0.89,0.69,,12.00,100.00,100.00,0.00,-118.98,19.9552,7.47,,,0.00,40.00,11.27,48.00,49.00,90.00,639.00,1210.00,651.00,,
,"19 Feb 23","404-96-241567-3",60.90,99.51,99.71,1.88,1533.66,2113.77,7.40,100.00,82.04,0.00,0.00,57.52,100.00,0.00,1.92,1.35,,10.86,100.00,100.00,0.00,-119.01,15.6504,6.85,,,0.00,45.00,17.21,77.00,77.00,137.00,167.00,2296.00,1295.00,,
,"20 Feb 23","404-96-241567-3",70.34,99.62,99.77,0.21,1697.86,5894.37,6.56,100.00,95.38,0.00,0.00,36.03,100.00,0.00,0.14,0.76,,10.75,,90.91,0.00,-119.05,15.1429,5.83,,,0.00,21.00,9.09,34.00,34.00,62.00,65.00,128.00,479.00,,
,"21 Feb 23","404-96-241567-3",66.88,99.72,99.17,1.17,1778.45,2829.15,6.53,100.00,24.43,0.00,0.00,69.82,97.44,0.00,1.12,0.41,,8.14,100.00,80.00,0.00,-119.10,14.0713,7.16,,,0.00,51.00,15.15,54.00,54.00,129.00,528.00,1319.00,391.00,,
"HR_ZQ_F3_OM_HAND63A_A ","17 Feb 23","404-96-905763-1",81.98,99.57,100.00,0.28,5714.93,2499.92,6.60,96.57,97.81,0.00,0.00,59.01,100.00,4.26,0.18,0.28,,8.89,90.48,96.34,0.00,-118.66,24.2494,10.75,,,0.00,60.00,18.95,675.00,699.00,581.00,594.00,461.00,514.00,,
,"18 Feb 23","404-96-905763-1",85.83,100.00,100.00,0.37,2209.62,1948.75,6.16,97.92,93.38,0.00,0.00,72.58,100.00,0.00,0.11,0.51,,7.49,97.26,88.46,0.00,-118.69,25.8160,10.18,,,0.00,68.00,17.76,330.00,337.00,296.00,317.00,229.00,612.00,,
,"19 Feb 23","404-96-905763-1",78.36,99.84,99.91,0.36,1761.30,1734.02,6.20,96.47,91.26,100.00,0.00,83.85,98.94,1.61,0.29,1.30,,8.23,96.61,82.61,0.00,-118.54,26.0638,11.93,,,0.00,106.00,22.04,464.00,481.00,501.00,549.00,554.00,1550.00,,
,"20 Feb 23","404-96-905763-1",81.77,100.00,100.00,0.00,1866.62,2590.70,6.48,96.21,90.34,100.00,0.00,65.67,97.96,0.00,0.12,0.69,,7.56,96.49,96.26,0.00,-118.22,26.1462,12.70,,,0.00,62.00,16.09,457.00,475.00,402.00,445.00,263.00,1130.00,,
,"21 Feb 23","404-96-905763-1",90.94,99.84,100.00,0.30,1872.75,2592.17,6.35,95.97,85.06,0.00,0.00,70.08,100.00,0.00,0.25,0.51,,8.68,94.96,100.00,0.00,-118.43,20.8713,13.99,,,0.00,39.00,19.78,643.00,670.00,558.00,656.00,468.00,723.00,,
"HR_ZQ_F3_OM_HAND63B_B","17 Feb 23","404-96-905763-2",85.28,99.44,99.56,0.32,2068.09,2599.86,6.29,94.12,99.38,0.00,0.00,65.21,100.00,0.00,0.07,0.06,,5.51,93.33,98.33,0.00,-117.42,15.3608,11.41,,,0.00,31.00,16.36,336.00,357.00,1127.00,1134.00,95.00,66.00,,
,"18 Feb 23","404-96-905763-2",89.99,99.17,99.59,0.51,2002.59,2323.53,6.59,89.18,97.34,0.00,0.00,60.98,100.00,8.33,0.17,0.14,,7.80,76.47,100.00,0.00,-117.42,15.4062,11.47,,,0.00,35.00,17.09,346.00,388.00,1427.00,1466.00,387.00,174.00,,
,"19 Feb 23","404-96-905763-2",92.02,98.25,98.77,1.70,1845.79,2133.84,6.19,92.35,94.01,100.00,0.00,64.80,98.36,0.00,1.03,0.75,,7.61,96.00,98.98,0.00,-117.12,16.3506,7.61,,,0.00,82.00,18.77,507.00,549.00,1508.00,1604.00,860.00,571.00,,
,"20 Feb 23","404-96-905763-2",89.67,99.07,99.83,0.47,1980.78,2563.81,6.00,96.06,98.64,100.00,0.00,58.89,100.00,0.00,0.01,0.04,,9.60,100.00,100.00,0.00,-117.10,14.7178,13.09,,,0.00,6.00,17.13,439.00,457.00,1019.00,1033.00,26.00,70.00,,
,"21 Feb 23","404-96-905763-2",85.56,99.48,99.32,0.64,1618.72,2053.53,6.71,91.69,95.45,100.00,0.00,73.12,,0.00,0.06,0.06,,11.33,100.00,,0.00,-117.23,15.7067,14.11,,,0.00,3.00,19.94,386.00,421.00,1449.00,1518.00,166.00,101.00,,
"HR_ZQ_F3_OM_HAND63C_C","17 Feb 23","404-96-905763-3",74.04,100.00,100.00,0.00,3964.73,3718.83,6.19,98.37,99.60,0.00,0.00,41.70,100.00,0.00,0.39,0.18,,8.57,98.72,99.12,0.00,-117.03,7.1472,9.30,,,0.00,34.00,8.51,361.00,367.00,746.00,749.00,530.00,188.00,,
,"18 Feb 23","404-96-905763-3",85.94,100.00,100.00,0.00,940.64,11625.34,9.23,100.00,99.25,0.00,0.00,34.40,100.00,2.78,0.34,0.29,,9.30,99.52,100.00,0.00,-117.09,9.2961,5.91,,,0.00,32.00,5.80,62.00,62.00,132.00,133.00,395.00,262.00,,
,"19 Feb 23","404-96-905763-3",64.72,100.00,100.00,0.00,2672.67,5353.01,6.52,99.05,98.66,100.00,0.00,31.34,100.00,6.06,0.44,0.40,,9.75,97.71,99.15,0.00,-116.90,8.4701,6.15,,,0.00,30.00,8.53,419.00,423.00,881.00,893.00,571.00,330.00,,
,"20 Feb 23","404-96-905763-3",74.31,100.00,100.00,0.20,1681.42,3459.01,6.69,99.29,99.02,100.00,0.00,45.64,100.00,2.63,0.50,0.57,,7.71,98.60,95.12,0.00,-116.81,8.1538,8.71,,,0.00,30.00,11.68,701.00,706.00,1014.00,1024.00,977.00,763.00,,
,"21 Feb 23","404-96-905763-3",68.26,99.47,99.36,0.20,2017.24,2872.36,6.65,98.44,97.01,0.00,0.00,49.71,100.00,4.08,0.26,0.25,,9.84,100.00,100.00,0.00,-116.73,9.9233,11.81,,,0.00,30.00,11.40,568.00,577.00,1300.00,1340.00,545.00,352.00,,
"HR_ZQ_F3_OM_HANS57A_A","17 Feb 23","404-96-905757-1",74.35,99.07,100.00,3.57,1847.28,5826.46,7.10,93.89,100.00,0.00,0.00,23.06,100.00,0.00,0.06,0.09,,14.04,93.75,100.00,0.00,-119.92,3.6238,6.37,,,0.00,3.00,3.02,123.00,131.00,153.00,153.00,114.00,126.00,,
,"18 Feb 23","404-96-905757-1",67.26,100.00,100.00,1.88,2568.29,4194.14,7.53,95.16,98.31,0.00,0.00,23.61,100.00,0.00,0.06,0.21,,7.61,97.62,100.00,0.00,-119.94,3.2984,5.57,,,0.00,13.00,3.99,118.00,124.00,175.00,178.00,50.00,217.00,,
,"19 Feb 23","404-96-905757-1",55.66,100.00,98.31,0.40,1763.86,8698.22,7.76,94.95,96.71,0.00,0.00,16.74,100.00,0.00,0.01,0.06,,12.45,100.00,100.00,0.00,-119.86,3.6550,4.19,,,0.00,9.00,4.75,94.00,99.00,235.00,243.00,4.00,36.00,,
,"20 Feb 23","404-96-905757-1",64.80,98.82,99.28,1.49,2320.28,6651.91,7.77,96.51,96.14,100.00,0.00,30.52,100.00,5.56,0.29,0.18,,4.80,98.51,86.96,0.00,-119.87,5.6992,4.04,,,0.00,19.00,6.03,166.00,172.00,224.00,233.00,421.00,244.00,,
,"21 Feb 23","404-96-905757-1",71.92,99.07,100.00,0.91,2304.22,8040.04,7.57,96.38,97.55,0.00,0.00,17.31,100.00,0.00,0.17,0.12,,8.89,100.00,100.00,0.00,-119.97,3.0719,4.94,,,0.00,3.00,3.72,133.00,138.00,199.00,204.00,238.00,132.00,,
"HR_ZQ_F3_OM_HANS57B_B","17 Feb 23","404-96-905757-2",89.19,99.63,98.60,1.15,1799.41,2788.61,6.47,94.74,99.38,0.00,0.00,64.17,100.00,0.00,0.62,0.57,,8.73,100.00,100.00,0.00,-119.62,10.7303,8.94,,,0.00,18.00,12.44,144.00,152.00,320.00,322.00,893.00,731.00,,
,"18 Feb 23","404-96-905757-2",80.75,99.68,100.00,1.07,1792.08,5661.63,6.83,98.10,99.01,0.00,0.00,36.06,100.00,8.33,0.21,0.10,,7.15,88.89,100.00,0.00,-119.64,10.0064,5.87,,,0.00,14.00,8.33,103.00,105.00,201.00,203.00,217.00,106.00,,
,"19 Feb 23","404-96-905757-2",84.69,99.82,99.10,0.39,1799.88,5444.94,6.70,97.53,98.51,0.00,0.00,33.50,100.00,5.26,0.14,0.46,,3.62,95.00,100.00,0.00,-119.53,9.2680,4.59,,,0.00,32.00,8.15,79.00,81.00,199.00,202.00,132.00,262.00,,
,"20 Feb 23","404-96-905757-2",82.26,99.36,98.94,1.36,2936.94,3317.30,6.24,96.11,99.60,0.00,0.00,41.58,100.00,0.00,0.17,1.10,,6.62,100.00,100.00,0.00,-119.54,8.9811,6.92,,,0.00,44.00,14.52,173.00,180.00,503.00,505.00,274.00,1771.00,,
,"21 Feb 23","404-96-905757-2",85.77,100.00,100.00,2.92,1690.62,5523.04,7.07,92.31,98.68,0.00,0.00,32.83,100.00,5.26,0.17,0.19,,5.43,66.67,100.00,0.00,-119.73,9.3272,5.90,,,0.00,18.00,6.88,72.00,78.00,149.00,151.00,253.00,208.00,,
"HR_ZQ_F3_OM_HANS57C_C","17 Feb 23","404-96-905757-3",79.34,99.50,100.00,3.28,2253.79,7493.24,8.41,89.94,98.25,0.00,0.00,30.50,100.00,16.67,0.78,0.32,,8.09,89.74,100.00,0.00,-119.28,7.1683,5.62,,,0.00,37.00,6.41,161.00,179.00,394.00,401.00,568.00,397.00,,
,"18 Feb 23","404-96-905757-3",76.22,99.81,100.00,2.05,1673.15,7604.13,8.07,93.26,98.86,0.00,0.00,37.05,100.00,0.00,0.01,0.15,,10.10,,60.00,0.00,-119.29,9.2526,4.64,,,0.00,5.00,7.15,180.00,193.00,434.00,439.00,13.00,40.00,,
,"19 Feb 23","404-96-905757-3",43.97,100.00,100.00,1.77,2268.75,15456.48,8.51,93.83,98.83,0.00,0.00,18.36,100.00,0.00,0.50,0.44,,7.50,83.33,93.48,0.00,-119.18,7.6904,3.46,,,0.00,45.00,3.80,76.00,81.00,338.00,342.00,683.00,510.00,,
,"20 Feb 23","404-96-905757-3",78.77,98.94,98.89,1.14,2293.56,4207.51,6.66,96.95,98.30,0.00,0.00,49.52,100.00,0.00,0.01,0.12,,9.72,,100.00,0.00,-119.30,9.2712,8.34,,,0.00,4.00,8.06,254.00,262.00,636.00,647.00,29.00,96.00,,
,"21 Feb 23","404-96-905757-3",69.18,99.81,100.00,0.79,1840.32,13141.40,8.34,97.06,99.05,0.00,0.00,16.86,,0.00,0.01,0.07,,4.19,,100.00,0.00,-119.62,7.5819,6.97,,,0.00,1.00,4.45,66.00,68.00,312.00,315.00,23.00,27.00,,
"HR_ZQ_F3_OM_HASS61A_A","17 Feb 23","404-96-242161-1",77.13,99.77,99.72,0.72,2078.99,2367.09,5.66,96.82,74.94,0.00,0.00,59.71,100.00,0.00,0.50,1.07,,4.56,98.53,100.00,0.00,-118.67,13.1906,6.42,,,0.00,35.00,16.12,152.00,157.00,314.00,419.00,568.00,748.00,,
,"18 Feb 23","404-96-242161-1",79.89,99.57,99.74,0.72,1672.83,1870.08,5.34,99.09,70.60,0.00,0.00,78.10,100.00,0.00,0.54,1.31,,4.18,100.00,97.22,0.00,-117.77,18.6951,5.34,,,0.00,43.00,16.99,217.00,219.00,485.00,687.00,674.00,993.00,,
,"19 Feb 23","404-96-242161-1",70.54,99.78,99.25,1.29,1524.44,2246.82,5.34,97.24,96.40,0.00,0.00,65.40,100.00,0.00,0.07,0.08,,3.95,100.00,100.00,0.00,-118.42,18.5160,6.48,,,0.00,5.00,17.77,141.00,145.00,428.00,444.00,53.00,65.00,,
,"20 Feb 23","404-96-242161-1",86.83,99.69,100.00,0.31,1661.33,1658.90,5.23,97.40,95.25,0.00,0.00,74.02,100.00,0.00,0.16,0.37,,6.87,100.00,100.00,0.00,-118.64,14.5644,5.93,,,0.00,24.00,16.32,187.00,192.00,2147.00,2254.00,172.00,167.00,,
,"21 Feb 23","404-96-242161-1",89.38,99.22,99.73,1.97,1796.58,1766.61,5.43,97.97,77.82,100.00,0.00,72.66,100.00,0.00,0.19,0.47,,4.38,98.31,100.00,0.00,-118.62,14.0326,6.36,,,0.00,23.00,18.52,338.00,345.00,656.00,843.00,348.00,505.00,,
"HR_ZQ_F3_OM_HASS61B_B","17 Feb 23","404-96-242161-2",53.69,99.75,100.00,0.40,2221.17,4006.67,6.29,92.59,95.58,0.00,0.00,47.72,100.00,2.13,0.06,0.06,,8.25,100.00,98.67,0.00,-118.74,14.4556,9.55,,,0.00,20.00,10.84,275.00,297.00,844.00,883.00,100.00,58.00,,
,"18 Feb 23","404-96-242161-2",50.58,100.00,99.87,0.85,1622.01,2347.03,6.16,92.18,91.77,100.00,0.00,47.53,100.00,0.00,0.03,0.27,,5.99,100.00,100.00,0.00,-119.04,13.3390,4.00,,,0.00,17.00,13.11,377.00,409.00,870.00,948.00,22.00,130.00,,
,"19 Feb 23","404-96-242161-2",56.90,99.69,99.65,0.93,1916.52,3342.29,6.22,96.16,94.05,0.00,0.00,48.76,100.00,0.00,0.09,0.22,,6.16,100.00,98.46,0.00,-118.88,15.9319,5.51,,,0.00,25.00,10.29,401.00,417.00,948.00,1008.00,60.00,111.00,,
,"20 Feb 23","404-96-242161-2",66.29,100.00,100.00,0.48,2024.92,3624.13,5.91,91.54,99.73,0.00,0.00,45.32,100.00,0.00,0.06,0.16,,6.25,100.00,100.00,0.00,-118.82,12.4381,4.87,,,0.00,17.00,9.35,238.00,260.00,1124.00,1127.00,56.00,112.00,,
,"21 Feb 23","404-96-242161-2",42.84,99.77,99.72,0.44,1633.47,3238.64,6.09,97.22,84.92,0.00,0.00,48.19,100.00,0.00,0.04,0.10,,5.95,100.00,100.00,0.00,-118.91,11.4055,5.34,,,0.00,21.00,10.88,385.00,396.00,822.00,968.00,36.00,64.00,,
"HR_ZQ_F3_OM_HASS61C_C","17 Feb 23","404-96-242161-3",43.01,99.48,99.71,0.32,2045.66,2339.50,5.45,97.60,83.82,100.00,0.00,64.82,100.00,0.00,0.03,1.51,,6.20,100.00,100.00,0.00,-118.80,15.3301,7.25,,,0.00,36.00,14.85,244.00,250.00,658.00,785.00,33.00,1001.00,,
,"18 Feb 23","404-96-242161-3",62.85,99.41,99.47,0.43,2025.26,2696.19,5.81,97.52,96.40,0.00,0.00,57.60,100.00,0.00,0.14,0.50,,7.33,91.18,100.00,0.00,-118.45,21.6869,7.51,,,0.00,49.00,14.95,472.00,484.00,722.00,749.00,269.00,579.00,,
,"19 Feb 23","404-96-242161-3",66.86,99.31,99.28,1.01,4096.81,2760.84,6.16,98.53,87.09,100.00,0.00,65.67,100.00,0.00,0.51,2.03,,7.54,100.00,97.22,0.00,-118.83,22.9951,7.16,,,0.00,61.00,19.37,602.00,611.00,796.00,914.00,687.00,2178.00,,
,"20 Feb 23","404-96-242161-3",39.87,99.59,99.40,0.29,1548.61,2076.44,5.54,98.25,98.64,0.00,0.00,62.24,98.15,0.00,0.19,1.14,,7.31,100.00,100.00,0.00,-118.84,17.9755,6.91,,,0.00,54.00,13.14,281.00,286.00,1164.00,1180.00,220.00,926.00,,
,"21 Feb 23","404-96-242161-3",27.32,99.46,99.43,1.58,3184.48,1584.17,5.34,98.05,88.03,100.00,0.00,61.51,100.00,0.00,0.16,0.56,,8.45,100.00,100.00,0.00,-118.92,15.4788,7.32,,,0.00,23.00,16.77,352.00,359.00,824.00,936.00,163.00,373.00,,
"HR_ZQ_F3_OM_HNGL85A_A","17 Feb 23","404-96-904985-1",57.48,100.00,99.69,0.24,1711.03,2085.08,5.71,96.00,96.97,0.00,0.00,83.51,100.00,0.00,0.34,2.30,,6.09,100.00,100.00,0.00,-119.05,24.3146,11.20,,,0.00,40.00,16.21,480.00,500.00,352.00,363.00,732.00,3273.00,,
,"18 Feb 23","404-96-904985-1",83.75,99.82,99.86,0.43,2734.70,2470.53,6.09,97.64,74.46,100.00,0.00,68.22,100.00,0.00,0.18,0.09,,5.85,100.00,100.00,0.00,-119.12,28.6895,12.90,,,0.00,11.00,17.77,497.00,509.00,720.00,967.00,336.00,89.00,,
,"19 Feb 23","404-96-904985-1",77.33,100.00,100.00,0.00,2266.24,1918.49,5.92,97.64,99.36,100.00,0.00,84.48,95.12,0.00,0.15,0.24,,7.55,100.00,100.00,0.00,-119.10,29.9060,8.67,,,0.00,41.00,14.55,373.00,382.00,620.00,624.00,238.00,291.00,,
,"20 Feb 23","404-96-904985-1",80.58,99.40,99.56,0.69,2209.39,2475.35,5.57,97.20,97.06,0.00,0.00,68.65,98.28,0.00,0.29,0.46,,7.69,97.62,96.30,0.00,-118.96,25.0679,8.92,,,0.00,67.00,13.25,834.00,858.00,528.00,544.00,382.00,357.00,,
,"21 Feb 23","404-96-904985-1",63.22,99.82,99.50,0.30,1797.79,2363.07,5.75,96.90,89.18,100.00,0.00,58.81,100.00,0.00,1.00,0.46,,7.15,93.75,100.00,0.00,-119.16,14.8582,7.67,,,0.00,38.00,11.84,814.00,840.00,1656.00,1857.00,1013.00,319.00,,
"HR_ZQ_F3_OM_HNGL85B_B","17 Feb 23","404-96-904985-2",8.23,99.44,99.68,0.11,3487.27,1594.87,6.49,97.35,99.47,0.00,0.00,88.34,100.00,0.00,0.10,0.15,,11.26,89.25,100.00,0.00,-118.02,24.7670,13.27,,,0.00,58.00,21.36,846.00,869.00,376.00,378.00,372.00,453.00,,
,"18 Feb 23","404-96-904985-2",7.32,99.74,99.85,0.13,2123.34,1837.68,6.51,98.10,96.02,0.00,0.00,80.22,100.00,1.67,0.09,0.23,,10.51,93.80,100.00,0.00,-117.87,31.5685,13.06,,,0.00,63.00,16.69,981.00,1000.00,579.00,603.00,182.00,321.00,,
,"19 Feb 23","404-96-904985-2",5.77,100.00,99.82,0.00,2788.66,3029.24,6.87,98.42,99.66,100.00,0.00,77.94,100.00,3.03,0.03,0.20,,11.35,97.44,100.00,0.00,-117.83,29.9305,13.86,,,0.00,27.00,13.80,624.00,634.00,297.00,298.00,83.00,308.00,,
,"20 Feb 23","404-96-904985-2",9.24,99.73,99.70,0.42,3215.92,1610.03,6.52,98.44,98.75,100.00,0.00,81.55,100.00,0.00,0.04,0.15,,11.56,97.39,100.00,0.00,-117.91,25.9368,10.72,,,0.00,38.00,19.04,946.00,961.00,871.00,882.00,66.00,255.00,,
,"21 Feb 23","404-96-904985-2",5.34,100.00,100.00,0.00,2132.51,8137.72,7.69,99.04,99.68,0.00,0.00,48.57,100.00,0.00,0.07,0.28,,12.02,97.26,100.00,0.00,-118.33,19.3628,8.02,,,0.00,33.00,7.51,514.00,519.00,615.00,617.00,111.00,345.00,,
"HR_ZQ_F3_OM_HNGL85C_C","17 Feb 23","404-96-904985-3",55.52,100.00,100.00,0.25,2058.36,1818.40,5.87,92.62,50.55,0.00,0.00,78.70,100.00,3.12,0.21,0.29,,5.28,98.48,100.00,0.00,-118.50,23.4100,11.04,,,0.00,42.00,14.56,452.00,488.00,319.00,631.00,366.00,281.00,,
,"18 Feb 23","404-96-904985-3",86.32,99.49,99.45,0.12,2040.98,2871.66,6.14,98.40,97.37,0.00,0.00,71.15,100.00,1.54,0.13,0.20,,8.62,98.76,100.00,0.00,-118.59,25.8071,11.44,,,0.00,56.00,13.94,185.00,188.00,222.00,228.00,216.00,205.00,,
,"19 Feb 23","404-96-904985-3",59.68,100.00,99.59,0.00,1998.59,1274.45,5.56,94.27,70.04,0.00,0.00,89.10,100.00,0.00,0.15,0.29,,7.72,98.86,100.00,0.00,-118.49,24.2073,12.18,,,0.00,36.00,18.20,642.00,681.00,547.00,781.00,188.00,252.00,,
,"20 Feb 23","404-96-904985-3",73.92,100.00,99.61,0.12,2107.79,2544.97,5.99,97.16,99.78,100.00,0.00,63.54,100.00,0.00,0.38,0.79,,7.38,98.54,98.39,0.00,-118.54,20.8806,11.22,,,0.00,59.00,13.74,342.00,352.00,1370.00,1373.00,421.00,676.00,,
,"21 Feb 23","404-96-904985-3",74.31,99.24,99.58,0.23,1820.49,2162.60,5.70,95.86,91.03,100.00,0.00,65.88,97.06,0.00,0.15,0.40,,5.53,97.08,100.00,0.00,-118.61,15.4153,10.43,,,0.00,35.00,12.55,440.00,459.00,1786.00,1962.00,199.00,355.00,,
"HR_ZQ_F3_OM_HSNP50A_A","17 Feb 23","404-96-245250-1",73.88,99.78,99.82,12.10,2292.07,3377.33,7.51,100.00,,0.00,0.00,65.07,98.33,0.00,0.41,0.57,,7.28,100.00,,0.00,-119.30,13.6387,9.48,,,0.00,61.00,18.11,83.00,83.00,0.00,0.00,1167.00,1342.00,,
,"18 Feb 23","404-96-245250-1",87.52,100.00,98.84,1.90,2846.61,1364.09,5.13,96.15,,0.00,0.00,79.61,100.00,0.00,0.66,1.02,,6.52,100.00,,0.00,-118.60,24.2805,21.67,,,0.00,74.00,22.14,25.00,26.00,0.00,0.00,2267.00,2308.00,,
,"19 Feb 23","404-96-245250-1",72.80,99.28,98.88,2.80,1527.43,1971.01,5.37,100.00,,100.00,0.00,81.76,98.73,0.85,0.71,2.31,,8.81,100.00,,0.00,-118.49,25.0326,23.75,,,0.00,79.00,14.81,9.00,9.00,0.00,0.00,1937.00,4442.00,,
,"20 Feb 23","404-96-245250-1",71.78,98.84,99.49,0.85,2424.24,3828.41,5.92,100.00,,100.00,0.00,53.53,100.00,0.00,0.77,0.32,,7.34,100.00,,0.00,-119.38,6.9756,4.06,,,0.00,75.00,12.21,47.00,47.00,0.00,0.00,1762.00,425.00,,
,"21 Feb 23","404-96-245250-1",,,,,,,,,,0.00,,,,,,,,,,,,-120.00,0.0000,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
"HR_ZQ_F3_OM_HSNP50B_B","17 Feb 23","404-96-245250-2",20.38,99.87,99.71,0.23,1835.06,1189.02,7.02,100.00,,0.00,0.00,97.37,100.00,0.00,0.37,0.42,,8.45,100.00,,0.00,-119.59,23.4949,17.32,,,0.00,92.00,33.35,5.00,5.00,0.00,0.00,1738.00,1348.00,,
,"18 Feb 23","404-96-245250-2",22.15,100.00,99.81,0.33,2275.89,1919.56,7.37,83.33,,0.00,0.00,85.56,99.29,0.00,0.12,0.19,,8.64,100.00,,0.00,-119.06,51.4787,39.69,,,0.00,145.00,19.93,15.00,18.00,0.00,0.00,938.00,1095.00,,
,"19 Feb 23","404-96-245250-2",16.55,100.00,100.00,0.60,2407.75,1516.26,7.05,100.00,,100.00,0.00,93.49,100.00,0.00,0.17,0.78,,8.29,100.00,,0.00,-118.85,44.3224,40.81,,,0.00,118.00,24.23,9.00,9.00,0.00,0.00,1210.00,3272.00,,
,"20 Feb 23","404-96-245250-2",25.65,100.00,99.83,0.14,2288.91,2676.54,6.38,92.86,,0.00,0.00,67.96,100.00,7.50,0.29,0.26,,9.47,100.00,,0.00,-119.51,11.5316,12.81,,,0.00,76.00,17.80,13.00,14.00,0.00,0.00,945.00,778.00,,
,"21 Feb 23","404-96-245250-2",,,,,,,,,,0.00,,,,,,,,,,,,-120.00,0.0000,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
"HR_ZQ_F3_OM_HSNP50C_C","17 Feb 23","404-96-245250-3",8.57,100.00,100.00,0.00,1778.56,6689.01,6.84,100.00,,0.00,0.00,63.62,100.00,0.00,0.08,0.09,,11.05,100.00,,0.00,-118.81,5.6290,6.62,,,0.00,9.00,6.74,30.00,30.00,0.00,0.00,179.00,126.00,,
,"18 Feb 23","404-96-245250-3",7.61,100.00,100.00,0.00,2522.30,11011.02,8.85,100.00,,0.00,0.00,27.69,100.00,0.00,0.09,0.91,,13.10,100.00,,0.00,-117.83,11.3823,11.06,,,0.00,29.00,11.38,84.00,84.00,0.00,0.00,168.00,1430.00,,
,"19 Feb 23","404-96-245250-3",13.07,100.00,100.00,0.00,2448.76,4817.12,7.00,100.00,,0.00,0.00,41.38,100.00,0.00,0.08,0.11,,6.11,100.00,,0.00,-117.72,12.5658,11.56,,,0.00,6.00,10.39,11.00,11.00,0.00,0.00,171.00,108.00,,
,"20 Feb 23","404-96-245250-3",34.83,100.00,100.00,0.00,5209.85,9949.76,8.48,100.00,,0.00,0.00,10.49,100.00,0.00,0.10,0.40,,10.37,100.00,,0.00,-118.68,3.8247,2.11,,,0.00,34.00,14.85,5.00,5.00,0.00,0.00,146.00,282.00,,
,"21 Feb 23","404-96-245250-3",,,,,,,,,,0.00,,,,,,,,,,,,-120.00,0.0000,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
"HR_ZQ_F3_OM_JAIS15A_A","17 Feb 23","404-96-905815-1",46.96,100.00,100.00,0.00,1596.62,8159.01,8.01,97.22,95.74,0.00,0.00,10.36,100.00,0.00,0.01,0.02,,13.10,100.00,100.00,0.00,-119.47,0.8879,9.33,,,0.00,8.00,4.83,70.00,72.00,45.00,47.00,35.00,34.00,,
,"18 Feb 23","404-96-905815-1",51.85,100.00,100.00,0.00,1284.66,4228.77,6.89,83.87,100.00,0.00,0.00,12.47,100.00,0.00,0.01,0.04,,13.31,100.00,83.33,0.00,-119.49,1.4966,3.68,,,0.00,8.00,5.38,26.00,31.00,24.00,24.00,10.00,49.00,,
