"Short name",,"4G_ECGI","TA Sampls > 1.5 Km % [CDBH]","MV_RRC Setup Success Rate [CDBH]","ERAB Setup Success Rate [CDBH]","MV_PS Drop Call Rate % [CDBH]","MV_UL User Throughput_Kbps [CDBH]","MV_DL User Throughput_Kbps [CDBH]","MV_E-UTRAN Average CQI [CDBH]","MV_PS handover success rate [LTE Intra System] [CDBH]","MV_PS handover success rate [LTE Inter System] [CDBH]","MV_CSFB Redirection Success Rate [CDBH]","Paging record discarded At eNodeB [CDBH]","MV_Average number of used DL PRBs [CDBH]","MV_VoLTE ERAB Setup Success Rate [CBBH]","MV_VoLTE DCR [CBBH]","MV_VoLTE Packet Loss DL [CBBH]","MV_VoLTE Packet Loss UL [CBBH]","VoLTE SRVCC SR [CBBH]","MV_PUSCH SINR [CBBH]","MV_VoLTE IntraF HOSR Exec [CBBH]","MV_VoLTE InterF HOSR Exec [CBBH]","MV_VoLTE SRVCC Per Call Rate [CBBH]","UL RSSI","MV_4G Data Volume_GB","MV_VoLTE Traffic","VoLTE InterF HOSR Exec_Denom [CBBH]","VoLTE InterF HOSR Exec_Nom [CBBH]","MV_VoLTE SRVCC Per Call Rate_Nom [CBBH]","MV_VoLTE SRVCC Per Call Rate_Denom [CBBH]","MV_Average number of used UL PRBs [CDBH]","PS handover success rate_NOM [LTE Intra System] [CDBH]","PS handover success rate_DENOM [LTE Intra System] [CDBH]","PS handover success rate_NOM [LTE Inter System] [CDBH]","PS handover success rate_DENOM [LTE Inter System] [CDBH]","VoLTE Packet Loss DL_NOM [CBBH]","VoLTE Packet Loss UL_NOM [CBBH]","MV_VoLTE IntraF HOSR Exec_Denom [CBBH]","MV_VoLTE IntraF HOSR Exec_Nom [CBBH]"
,"21 Feb 23","404-96-905171-1",68.57,99.76,99.73,0.50,2115.03,3648.31,7.10,88.77,99.15,0.00,0.00,45.33,100.00,0.00,0.10,0.50,,8.13,100.00,98.10,0.00,-118.25,13.1464,14.12,,,0.00,114.00,12.96,403.00,454.00,2091.00,2109.00,176.00,711.00,,
"HR_ZQ_F3_OM_LHKR71B_B","17 Feb 23","404-96-905171-2",79.85,99.71,100.00,0.25,2210.14,6211.95,7.53,96.93,98.40,0.00,0.00,36.82,100.00,0.00,0.19,0.28,,8.42,98.18,99.30,0.00,-118.74,15.2096,4.77,,,0.00,70.00,6.95,158.00,163.00,1413.00,1436.00,291.00,294.00,,
,"18 Feb 23","404-96-905171-2",83.82,99.82,99.88,0.92,1633.75,8741.00,7.67,96.18,97.01,0.00,0.00,32.16,100.00,0.00,0.01,0.01,,4.69,100.00,100.00,0.00,-118.93,15.8032,6.34,,,0.00,21.00,5.25,277.00,288.00,940.00,969.00,6.00,6.00,,
,"19 Feb 23","404-96-905171-2",60.27,100.00,100.00,1.29,1635.72,5060.77,8.61,74.51,97.53,0.00,0.00,32.52,100.00,12.50,0.08,0.16,,6.68,100.00,97.50,0.00,-119.10,11.6707,5.30,,,0.00,57.00,6.73,76.00,102.00,1027.00,1053.00,94.00,183.00,,
,"20 Feb 23","404-96-905171-2",65.26,99.71,100.00,0.42,2010.19,5650.40,7.07,98.03,98.78,100.00,0.00,48.16,100.00,0.00,0.06,1.76,,8.44,93.10,89.71,0.00,-118.66,15.6194,5.45,,,0.00,58.00,9.14,149.00,152.00,731.00,740.00,90.00,1722.00,,
,"21 Feb 23","404-96-905171-2",67.14,99.86,99.82,0.52,3759.28,13127.81,8.85,96.37,99.10,0.00,0.00,21.53,100.00,5.88,0.09,0.42,,9.40,100.00,98.50,0.00,-118.92,16.4999,6.39,,,0.00,58.00,7.64,292.00,303.00,770.00,777.00,162.00,536.00,,
"HR_ZQ_F3_OM_LHKR71C_C","17 Feb 23","404-96-905171-3",95.08,99.89,99.81,0.78,1656.77,5561.30,7.82,97.42,98.56,100.00,0.00,50.63,100.00,0.00,0.02,0.52,,6.16,100.00,97.14,0.00,-119.56,18.8019,9.49,,,0.00,43.00,10.05,491.00,504.00,1436.00,1457.00,59.00,1162.00,,
,"18 Feb 23","404-96-905171-3",81.26,99.52,99.58,1.37,1671.76,3987.97,7.08,94.62,99.08,0.00,0.00,45.94,100.00,0.00,0.08,0.26,,4.87,100.00,100.00,0.00,-119.71,17.2531,4.63,,,0.00,39.00,12.72,246.00,260.00,1191.00,1202.00,99.00,267.00,,
,"19 Feb 23","404-96-905171-3",80.77,99.75,100.00,0.11,1648.24,4191.84,7.25,98.25,98.03,100.00,0.00,50.63,100.00,0.00,0.00,0.50,,4.94,100.00,36.59,0.00,-119.62,15.3463,4.52,,,0.00,11.00,11.59,449.00,457.00,1244.00,1269.00,0.00,119.00,,
,"20 Feb 23","404-96-905171-3",94.39,100.00,99.79,0.00,1868.63,6289.89,7.88,98.65,98.92,0.00,0.00,40.65,100.00,0.00,0.12,0.89,,5.55,100.00,100.00,0.00,-119.37,23.2199,4.85,,,0.00,40.00,14.24,366.00,371.00,1380.00,1395.00,116.00,465.00,,
,"21 Feb 23","404-96-905171-3",90.43,99.63,99.81,0.23,1543.81,11216.41,8.05,97.16,97.55,100.00,0.00,33.40,100.00,0.00,0.00,0.06,,5.92,85.71,100.00,0.00,-119.61,24.9019,7.93,,,0.00,22.00,9.32,377.00,388.00,1315.00,1348.00,6.00,101.00,,
"HR_ZQ_F3_OM_LONA27A_A","17 Feb 23","404-96-905927-1",96.61,99.53,99.49,0.46,2321.89,2917.92,6.01,94.15,99.39,100.00,0.00,33.38,97.47,0.00,3.01,4.75,,8.39,91.55,98.57,0.00,-116.69,8.8355,6.86,,,0.00,149.00,10.14,2268.00,2409.00,2917.00,2935.00,2882.00,2867.00,,
,"18 Feb 23","404-96-905927-1",94.60,99.32,99.93,0.26,1622.47,2867.18,6.12,90.83,98.68,100.00,0.00,32.81,100.00,5.88,2.08,3.07,,7.87,90.58,94.61,0.00,-116.98,8.7657,5.52,,,0.00,90.00,9.05,1833.00,2018.00,2014.00,2041.00,1673.00,1249.00,,
,"19 Feb 23","404-96-905927-1",92.45,99.21,99.80,0.29,1953.96,2512.57,5.55,91.05,99.02,0.00,0.00,58.32,100.00,3.12,1.16,1.27,,8.65,94.92,98.01,0.00,-117.03,9.4104,6.40,,,0.00,64.00,11.11,1079.00,1185.00,2121.00,2142.00,1025.00,811.00,,
,"20 Feb 23","404-96-905927-1",82.38,99.46,99.57,0.43,1750.93,3782.68,6.67,93.62,98.91,100.00,0.00,44.20,100.00,1.96,1.84,3.16,,8.18,88.15,95.00,0.00,-115.64,6.6744,8.97,,,0.00,131.00,10.51,1966.00,2100.00,3256.00,3292.00,2577.00,2724.00,,
,"21 Feb 23","404-96-905927-1",92.65,99.61,99.12,0.31,1832.15,2880.01,6.33,92.19,98.52,0.00,0.00,48.55,100.00,2.38,1.03,3.29,,9.84,93.85,98.14,0.00,-116.70,13.4653,10.23,,,0.00,131.00,10.99,2619.00,2841.00,2929.00,2973.00,1454.00,3158.00,,
"HR_ZQ_F3_OM_LONA27B_B","17 Feb 23","404-96-905927-2",41.59,100.00,99.50,1.38,2389.57,9113.94,8.53,98.52,97.85,0.00,0.00,29.67,95.45,0.00,0.15,0.20,,12.69,96.97,100.00,0.00,-118.25,15.7521,9.83,,,0.00,26.00,7.00,267.00,271.00,91.00,93.00,171.00,183.00,,
,"18 Feb 23","404-96-905927-2",41.82,100.00,99.50,0.00,2795.51,9095.27,8.26,97.62,99.07,0.00,0.00,30.35,100.00,0.00,0.05,0.05,,12.42,100.00,100.00,0.00,-118.30,15.4465,6.21,,,0.00,27.00,7.70,328.00,336.00,106.00,107.00,43.00,36.00,,
,"19 Feb 23","404-96-905927-2",47.06,100.00,97.76,0.88,1394.71,8396.90,8.32,96.35,43.60,0.00,0.00,30.01,100.00,3.12,0.11,0.09,,12.79,100.00,100.00,0.00,-118.32,12.2968,6.21,,,0.00,26.00,5.16,185.00,192.00,92.00,211.00,137.00,81.00,,
,"20 Feb 23","404-96-905927-2",50.28,100.00,99.53,0.08,2285.86,8353.52,8.37,98.25,99.26,0.00,0.00,30.97,100.00,0.00,0.49,0.21,,13.47,97.62,87.50,0.00,-117.65,9.4103,8.87,,,0.00,24.00,7.86,336.00,342.00,135.00,136.00,585.00,216.00,,
,"21 Feb 23","404-96-905927-2",45.09,100.00,100.00,0.00,4100.66,9348.99,7.85,98.33,99.67,0.00,0.00,21.92,100.00,0.00,0.17,0.10,,13.48,100.00,72.22,0.00,-118.17,9.4790,7.66,,,0.00,16.00,4.88,353.00,359.00,299.00,300.00,358.00,97.00,,
"HR_ZQ_F3_OM_LONA27C_C","17 Feb 23","404-96-905927-3",76.41,100.00,100.00,0.00,2089.33,15627.65,8.54,98.97,98.18,0.00,0.00,9.98,100.00,0.00,0.08,0.40,,11.04,100.00,,0.00,-118.75,4.0770,1.81,,,0.00,3.00,3.98,192.00,194.00,54.00,55.00,28.00,99.00,,
,"18 Feb 23","404-96-905927-3",83.70,100.00,100.00,0.00,1380.90,14074.97,7.80,100.00,86.57,0.00,0.00,12.77,100.00,7.69,0.08,0.41,,11.01,98.97,100.00,0.00,-118.86,4.3655,4.08,,,0.00,5.00,3.49,32.00,32.00,58.00,67.00,71.00,178.00,,
,"19 Feb 23","404-96-905927-3",83.17,98.77,95.28,1.95,1378.64,13018.20,7.79,94.55,91.49,0.00,0.00,12.23,100.00,0.00,0.25,0.30,,6.90,98.15,100.00,0.00,-118.67,3.2632,3.12,,,0.00,9.00,3.53,52.00,55.00,43.00,47.00,110.00,128.00,,
,"20 Feb 23","404-96-905927-3",80.72,100.00,100.00,0.00,1918.73,2399.79,8.64,100.00,88.89,0.00,0.00,15.14,100.00,0.00,1.88,0.69,,11.24,100.00,100.00,0.00,-117.81,3.6255,2.69,,,0.00,7.00,3.87,210.00,210.00,56.00,63.00,814.00,187.00,,
,"21 Feb 23","404-96-905927-3",76.39,98.89,100.00,0.00,5486.24,9658.18,7.73,98.09,98.82,0.00,0.00,14.27,100.00,0.00,0.05,0.29,,8.80,100.00,100.00,0.00,-118.46,4.5859,1.87,,,0.00,13.00,4.97,154.00,157.00,168.00,170.00,32.00,115.00,,
"HR_ZQ_F3_OM_MADH71A_A","17 Feb 23","404-96-242871-1",82.48,100.00,99.31,0.71,2673.23,4752.86,6.49,93.57,97.01,0.00,0.00,41.05,100.00,0.00,0.05,0.40,,8.09,96.52,97.56,0.00,-119.46,15.2841,6.91,,,0.00,66.00,13.64,713.00,762.00,552.00,569.00,79.00,375.00,,
,"18 Feb 23","404-96-242871-1",54.24,98.53,98.16,2.20,1881.37,3194.98,5.94,100.00,65.28,0.00,0.00,53.64,100.00,0.00,0.18,0.51,,8.98,96.00,100.00,0.00,-119.60,13.8165,4.54,,,0.00,49.00,12.09,157.00,157.00,267.00,409.00,132.00,239.00,,
,"19 Feb 23","404-96-242871-1",61.49,99.26,99.78,0.22,2147.69,2915.37,5.82,99.46,97.70,0.00,0.00,57.11,100.00,0.00,0.18,0.33,,8.85,97.37,92.59,0.00,-119.53,13.8286,4.31,,,0.00,54.00,10.15,184.00,185.00,255.00,261.00,121.00,109.00,,
,"20 Feb 23","404-96-242871-1",84.52,99.74,99.85,0.29,2782.77,3422.97,6.46,96.53,74.11,0.00,0.00,50.57,100.00,0.00,0.12,0.21,,9.28,97.30,96.55,0.00,-119.50,12.2798,6.37,,,0.00,44.00,21.39,696.00,721.00,581.00,784.00,154.00,146.00,,
,"21 Feb 23","404-96-242871-1",74.06,100.00,100.00,1.98,1831.55,2930.41,6.69,99.47,61.24,0.00,0.00,46.26,100.00,0.00,0.10,0.60,,8.16,90.14,98.15,0.00,-119.78,10.6095,4.29,,,0.00,44.00,10.30,188.00,189.00,267.00,436.00,85.00,311.00,,
"HR_ZQ_F3_OM_MADH71B_B","17 Feb 23","404-96-242871-2",34.80,100.00,99.51,0.40,1873.79,4022.28,8.05,96.82,95.17,100.00,0.00,49.94,98.04,0.00,0.26,0.61,,7.19,90.00,100.00,0.00,-118.60,19.5292,7.04,,,0.00,53.00,14.14,335.00,346.00,276.00,290.00,536.00,838.00,,
,"18 Feb 23","404-96-242871-2",37.12,100.00,100.00,0.34,4500.93,6213.47,7.94,96.50,96.04,0.00,0.00,41.26,100.00,0.00,0.09,0.06,,10.91,96.43,100.00,0.00,-118.67,25.3549,4.90,,,0.00,20.00,15.55,331.00,343.00,194.00,202.00,117.00,46.00,,
,"19 Feb 23","404-96-242871-2",49.68,100.00,100.00,0.44,2574.34,4637.53,7.78,95.92,96.24,0.00,0.00,53.80,100.00,0.00,0.11,0.45,,7.20,100.00,85.71,0.00,-118.80,22.7863,5.56,,,0.00,24.00,12.53,306.00,319.00,205.00,213.00,156.00,377.00,,
,"20 Feb 23","404-96-242871-2",41.49,99.49,99.02,0.24,2033.53,2840.54,7.25,98.80,94.12,100.00,0.00,61.85,100.00,0.00,0.28,0.70,,8.45,100.00,88.89,0.00,-118.87,17.8301,4.65,,,0.00,20.00,12.44,575.00,582.00,1168.00,1241.00,651.00,643.00,,
,"21 Feb 23","404-96-242871-2",42.54,99.74,100.00,0.47,2396.28,4903.34,8.22,98.39,87.33,100.00,0.00,51.69,100.00,0.00,0.20,0.13,,7.69,100.00,91.67,0.00,-119.26,18.2761,4.88,,,0.00,26.00,18.55,490.00,498.00,255.00,292.00,340.00,147.00,,
"HR_ZQ_F3_OM_MADH71C_C","17 Feb 23","404-96-242871-3",62.59,100.00,100.00,0.78,1894.94,3388.66,7.32,97.73,97.35,0.00,0.00,50.81,100.00,0.00,0.09,0.13,,9.57,82.61,100.00,0.00,-117.96,14.0843,3.47,,,0.00,19.00,11.45,302.00,309.00,110.00,113.00,71.00,89.00,,
,"18 Feb 23","404-96-242871-3",54.82,99.29,100.00,0.44,2648.90,3043.06,7.29,97.69,99.74,0.00,0.00,61.01,100.00,0.00,0.34,0.23,,10.41,100.00,100.00,0.00,-118.06,19.1442,5.85,,,0.00,20.00,12.56,422.00,432.00,391.00,392.00,592.00,170.00,,
,"19 Feb 23","404-96-242871-3",35.52,99.31,99.36,0.43,1837.54,2748.85,7.38,98.83,64.92,0.00,0.00,57.03,100.00,0.00,0.15,1.86,,8.85,100.00,100.00,0.00,-118.00,18.5949,3.71,,,0.00,26.00,11.09,254.00,257.00,161.00,248.00,154.00,824.00,,
,"20 Feb 23","404-96-242871-3",40.62,100.00,100.00,0.00,2079.87,4026.28,8.00,96.79,56.30,0.00,0.00,64.40,100.00,0.00,0.06,1.03,,10.29,100.00,87.50,0.00,-118.27,14.2714,3.99,,,0.00,25.00,8.53,181.00,187.00,371.00,659.00,72.00,918.00,,
,"21 Feb 23","404-96-242871-3",58.23,100.00,99.84,0.06,2004.95,3915.19,7.51,96.20,84.57,0.00,0.00,48.20,100.00,0.00,0.63,0.20,,9.65,99.55,96.67,0.00,-118.50,12.9589,4.00,,,0.00,25.00,10.21,531.00,552.00,274.00,324.00,682.00,174.00,,
"HR_ZQ_F3_OM_MALL37A_A","17 Feb 23","404-96-242237-1",25.67,99.41,99.65,1.34,3301.18,3347.05,7.17,96.46,52.83,0.00,0.00,47.75,100.00,0.00,0.27,0.48,,6.52,100.00,100.00,0.00,-119.41,11.9919,3.68,,,0.00,25.00,17.54,245.00,254.00,84.00,159.00,218.00,359.00,,
,"18 Feb 23","404-96-242237-1",48.31,100.00,99.89,1.12,3117.51,4317.68,6.84,98.03,89.47,100.00,0.00,55.94,100.00,8.33,0.68,0.29,,9.98,100.00,100.00,0.00,-119.60,6.9656,0.67,,,0.00,26.00,11.70,149.00,152.00,34.00,38.00,290.00,78.00,,
,"19 Feb 23","404-96-242237-1",23.12,99.13,98.76,1.26,2202.58,6161.33,7.81,100.00,92.50,0.00,0.00,20.11,100.00,0.00,0.50,0.47,,7.37,,100.00,0.00,-119.73,4.0667,0.31,,,0.00,7.00,4.33,38.00,38.00,74.00,80.00,47.00,43.00,,
,"20 Feb 23","404-96-242237-1",10.54,100.00,100.00,0.00,2486.24,6703.39,6.54,100.00,100.00,0.00,0.00,20.16,100.00,0.00,0.14,0.22,,10.08,100.00,100.00,0.00,-119.75,4.2612,0.28,,,0.00,2.00,2.30,25.00,25.00,186.00,186.00,15.00,18.00,,
,"21 Feb 23","404-96-242237-1",75.00,100.00,100.00,2.67,2494.58,8404.50,6.33,100.00,93.75,0.00,0.00,14.49,100.00,,0.00,0.08,,10.86,100.00,100.00,0.00,-119.79,2.7136,0.29,,,0.00,1.00,2.18,1.00,1.00,15.00,16.00,0.00,7.00,,
"HR_ZQ_F3_OM_MALL37B_B","17 Feb 23","404-96-242237-2",0.56,99.12,99.40,2.42,2569.24,1791.79,5.16,99.76,88.66,0.00,0.00,51.08,100.00,0.00,0.95,0.24,,7.28,100.00,100.00,0.00,-119.70,6.0813,1.69,,,0.00,12.00,9.06,409.00,410.00,86.00,97.00,1048.00,196.00,,
,"18 Feb 23","404-96-242237-2",11.63,100.00,98.34,1.82,2527.49,3619.58,4.77,96.00,59.30,0.00,0.00,42.42,100.00,0.00,0.67,0.40,,6.28,100.00,,0.00,-119.88,5.0826,0.91,,,0.00,14.00,6.44,24.00,25.00,51.00,86.00,313.00,80.00,,
,"19 Feb 23","404-96-242237-2",4.65,100.00,100.00,3.60,2155.59,9729.85,7.79,95.35,100.00,0.00,0.00,10.75,100.00,0.00,0.53,0.12,,9.91,100.00,100.00,0.00,-119.98,1.3879,0.43,,,0.00,1.00,2.19,41.00,43.00,33.00,33.00,104.00,29.00,,
,"20 Feb 23","404-96-242237-2",0.00,100.00,100.00,4.88,2230.64,8214.64,6.55,100.00,98.31,0.00,0.00,18.14,100.00,0.00,0.04,0.02,,10.23,100.00,100.00,0.00,-119.97,1.9835,0.25,,,0.00,1.00,2.54,8.00,8.00,116.00,118.00,3.00,2.00,,
,"21 Feb 23","404-96-242237-2",1.09,100.00,100.00,2.78,2026.10,8271.31,7.50,100.00,100.00,0.00,0.00,8.15,100.00,0.00,0.00,0.14,,13.35,100.00,100.00,0.00,-119.96,0.6836,0.67,,,0.00,6.00,2.43,8.00,8.00,30.00,30.00,1.00,40.00,,
"HR_ZQ_F3_OM_MALL37C_C","17 Feb 23","404-96-242237-3",83.04,99.69,99.56,0.06,3415.46,1717.19,6.70,90.52,92.72,100.00,0.00,88.06,100.00,0.00,0.08,0.82,,6.85,94.74,96.97,0.00,-116.67,43.5226,10.83,,,0.00,118.00,41.49,191.00,211.00,1261.00,1360.00,281.00,2001.00,,
,"18 Feb 23","404-96-242237-3",75.60,99.88,99.57,0.92,1696.59,1607.26,7.19,88.28,95.54,0.00,0.00,85.95,100.00,7.52,2.17,3.34,,7.23,100.00,97.22,0.00,-116.11,45.3031,7.21,,,0.00,157.00,30.99,256.00,290.00,1563.00,1636.00,6108.00,6902.00,,
,"19 Feb 23","404-96-242237-3",85.12,99.68,99.40,0.62,2115.17,1809.13,7.00,87.67,58.89,0.00,0.00,86.73,100.00,0.00,0.26,2.05,,6.91,84.62,100.00,0.00,-116.40,44.6263,4.73,,,0.00,51.00,24.13,256.00,292.00,1404.00,2384.00,199.00,1007.00,,
,"20 Feb 23","404-96-242237-3",75.62,100.00,99.52,0.69,1723.86,2772.65,6.89,95.12,68.66,0.00,0.00,67.21,100.00,0.00,0.23,10.80,,7.67,100.00,100.00,0.00,-116.63,27.4635,4.14,,,0.00,12.00,17.14,156.00,164.00,1054.00,1535.00,194.00,5596.00,,
,"21 Feb 23","404-96-242237-3",84.85,100.00,99.79,0.59,2143.89,3291.67,6.59,92.77,96.41,0.00,0.00,58.94,100.00,0.00,0.12,0.42,,8.07,77.78,100.00,0.00,-117.15,19.0408,1.60,,,0.00,10.00,14.15,154.00,166.00,4103.00,4256.00,42.00,81.00,,
"HR_ZQ_F3_OM_MAUJ06A_A","17 Feb 23","404-96-242206-1",33.65,99.75,99.54,0.49,2391.75,2794.96,7.53,99.51,96.53,100.00,0.00,81.02,100.00,0.00,0.23,0.45,,9.88,99.28,100.00,0.00,-117.65,32.9381,22.09,,,0.00,86.00,18.61,614.00,617.00,612.00,634.00,650.00,978.00,,
,"18 Feb 23","404-96-242206-1",32.39,99.09,99.43,0.36,2468.49,7695.97,8.41,99.18,98.82,100.00,0.00,45.87,100.00,0.00,0.22,0.51,,12.50,100.00,91.67,0.00,-117.63,28.0918,19.37,,,0.00,68.00,16.15,481.00,485.00,755.00,764.00,809.00,1522.00,,
,"19 Feb 23","404-96-242206-1",29.42,100.00,100.00,0.27,2482.17,4695.59,7.65,99.35,98.03,100.00,0.00,55.17,100.00,1.22,0.64,1.38,,13.31,100.00,94.74,0.00,-117.39,30.3081,19.09,,,0.00,94.00,19.32,460.00,463.00,596.00,608.00,2160.00,3480.00,,
,"20 Feb 23","404-96-242206-1",40.60,99.29,99.67,0.99,2134.57,4059.81,7.92,99.81,96.34,0.00,0.00,61.50,100.00,0.00,0.12,0.42,,12.28,100.00,100.00,0.00,-117.62,25.2130,18.80,,,0.00,100.00,17.19,525.00,526.00,975.00,1012.00,289.00,802.00,,
,"21 Feb 23","404-96-242206-1",32.81,99.48,99.81,1.00,2577.11,4193.36,7.99,98.37,92.72,0.00,0.00,60.10,100.00,1.22,0.24,0.46,,11.52,100.00,96.43,0.00,-117.53,22.7620,18.21,,,0.00,100.00,18.58,423.00,430.00,1184.00,1277.00,574.00,803.00,,
"HR_ZQ_F3_OM_MAUJ06B_B","17 Feb 23","404-96-242206-2",61.69,100.00,99.73,0.37,2275.36,1866.59,6.35,97.33,97.30,0.00,0.00,81.56,100.00,0.00,0.11,0.41,,10.37,100.00,100.00,0.00,-118.41,19.7894,3.71,,,0.00,38.00,16.17,364.00,374.00,504.00,518.00,91.00,202.00,,
,"18 Feb 23","404-96-242206-2",59.18,99.87,100.00,0.33,3820.06,2702.83,6.25,97.05,95.56,100.00,0.00,69.95,100.00,0.00,0.03,0.12,,13.42,95.65,92.31,0.00,-118.33,23.1697,6.40,,,0.00,41.00,15.32,230.00,237.00,344.00,360.00,33.00,85.00,,
,"19 Feb 23","404-96-242206-2",59.75,99.69,99.81,0.38,2285.13,1400.29,6.27,95.95,95.56,0.00,0.00,79.42,100.00,0.00,0.33,0.31,,9.93,94.59,92.86,0.00,-117.97,23.1346,5.05,,,0.00,22.00,15.46,237.00,247.00,387.00,405.00,232.00,177.00,,
,"20 Feb 23","404-96-242206-2",48.01,100.00,100.00,0.63,2255.13,2106.80,6.05,95.12,42.57,0.00,0.00,79.47,100.00,0.00,0.07,1.01,,8.73,100.00,100.00,0.00,-118.28,19.6679,4.18,,,0.00,13.00,13.11,156.00,164.00,687.00,1614.00,68.00,671.00,,
,"21 Feb 23","404-96-242206-2",56.79,99.85,100.00,0.19,2656.22,4149.88,6.95,93.55,99.31,100.00,0.00,60.52,100.00,0.00,0.15,0.13,,8.89,100.00,100.00,0.00,-118.22,16.6182,3.50,,,0.00,22.00,10.64,116.00,124.00,858.00,864.00,95.00,51.00,,
"HR_ZQ_F3_OM_MAUJ06C_C","17 Feb 23","404-96-242206-3",59.44,100.00,99.25,0.17,1959.12,3444.05,6.65,99.10,22.73,0.00,0.00,63.99,100.00,1.75,0.09,0.24,,11.26,99.45,100.00,0.00,-117.91,21.4147,11.62,,,0.00,55.00,10.25,440.00,444.00,213.00,937.00,160.00,278.00,,
,"18 Feb 23","404-96-242206-3",56.96,100.00,100.00,0.09,2167.54,6575.81,7.48,93.97,100.00,0.00,0.00,47.54,100.00,0.00,0.08,1.41,,11.43,99.43,91.67,0.00,-117.58,24.0182,11.16,,,0.00,56.00,8.65,218.00,232.00,206.00,206.00,94.00,1107.00,,
,"19 Feb 23","404-96-242206-3",68.39,99.47,99.49,0.05,3861.58,2095.74,5.71,99.43,98.05,100.00,0.00,68.22,100.00,2.78,0.11,0.17,,9.49,98.82,90.00,0.00,-117.61,21.9251,10.21,,,0.00,32.00,25.28,522.00,525.00,403.00,411.00,195.00,235.00,,
,"20 Feb 23","404-96-242206-3",67.17,99.83,98.91,0.27,2397.95,2841.79,5.87,98.19,93.49,0.00,0.00,68.92,100.00,0.00,0.20,0.23,,9.75,98.90,95.83,0.00,-117.70,23.2873,10.42,,,0.00,56.00,11.99,488.00,497.00,589.00,630.00,258.00,233.00,,
,"21 Feb 23","404-96-242206-3",67.03,100.00,99.57,0.06,1924.59,2967.76,6.40,99.08,72.83,100.00,0.00,62.24,100.00,0.00,0.14,0.28,,9.28,98.08,100.00,0.00,-117.73,20.1284,11.57,,,0.00,65.00,12.13,754.00,761.00,871.00,1196.00,204.00,279.00,,
"HR_ZQ_F3_OM_MAUJ39A_A","17 Feb 23","404-96-903939-1",72.64,99.77,99.46,0.43,3856.38,3399.46,6.13,88.72,60.41,100.00,0.00,53.97,100.00,0.00,0.31,1.39,,8.89,89.66,97.96,0.00,-119.04,17.8651,6.11,,,0.00,77.00,12.80,118.00,133.00,296.00,490.00,304.00,830.00,,
,"18 Feb 23","404-96-903939-1",80.99,99.51,99.85,1.95,1698.60,2331.00,5.78,83.92,96.09,100.00,0.00,76.19,100.00,0.00,0.41,0.71,,9.30,74.19,95.00,0.00,-118.93,21.4467,4.99,,,0.00,51.00,15.67,167.00,199.00,369.00,384.00,444.00,423.00,,
,"19 Feb 23","404-96-903939-1",78.50,99.68,99.81,1.21,2541.56,2809.67,6.18,91.92,64.65,100.00,0.00,63.92,98.31,2.78,0.61,0.74,,9.91,89.66,83.33,0.00,-118.71,18.1397,4.75,,,0.00,64.00,15.05,387.00,421.00,501.00,775.00,454.00,380.00,,
,"20 Feb 23","404-96-903939-1",81.60,99.38,99.65,1.09,1522.17,2907.18,5.96,89.44,98.54,0.00,0.00,56.59,100.00,9.80,0.33,0.62,,7.75,76.09,82.93,0.00,-118.92,17.5906,5.85,,,0.00,73.00,15.04,144.00,161.00,1282.00,1301.00,337.00,366.00,,
,"21 Feb 23","404-96-903939-1",82.56,99.68,99.73,1.32,2072.69,2266.59,5.32,77.78,93.02,100.00,0.00,58.73,100.00,3.23,0.72,0.76,,7.21,82.61,88.24,0.00,-118.77,14.3711,3.68,,,0.00,52.00,14.16,77.00,99.00,1345.00,1446.00,426.00,292.00,,
"HR_ZQ_F3_OM_MAUJ39B_B","17 Feb 23","404-96-903939-2",92.18,99.14,99.38,0.80,2022.50,5222.87,5.84,98.64,65.83,0.00,0.00,35.92,97.06,0.00,0.16,0.18,,10.79,98.48,94.74,0.00,-119.11,9.1594,5.08,,,0.00,35.00,5.61,217.00,220.00,131.00,199.00,192.00,116.00,,
,"18 Feb 23","404-96-903939-2",93.43,100.00,99.43,0.00,1581.93,2695.70,5.26,98.58,42.15,0.00,0.00,53.32,100.00,0.00,0.17,0.28,,9.01,98.28,92.31,0.00,-119.10,14.0789,4.39,,,0.00,35.00,7.49,139.00,141.00,161.00,382.00,144.00,146.00,,
,"19 Feb 23","404-96-903939-2",94.93,100.00,99.62,0.80,2033.65,3009.51,5.21,95.92,84.08,0.00,0.00,45.64,100.00,3.12,0.23,0.09,,11.99,100.00,93.55,0.00,-118.74,12.3050,5.26,,,0.00,24.00,12.41,282.00,294.00,169.00,201.00,254.00,66.00,,
,"20 Feb 23","404-96-903939-2",93.59,100.00,99.19,0.00,1644.06,7498.46,6.64,100.00,100.00,0.00,0.00,25.05,100.00,0.00,0.27,0.29,,8.19,93.55,100.00,0.00,-118.97,9.0573,4.27,,,0.00,11.00,3.75,24.00,24.00,150.00,150.00,183.00,170.00,,
,"21 Feb 23","404-96-903939-2",93.72,98.74,100.00,0.96,1678.45,4230.95,5.43,95.94,78.76,0.00,0.00,40.74,100.00,0.00,0.36,0.16,,11.13,98.33,100.00,0.00,-118.86,8.2610,4.08,,,0.00,10.00,6.05,189.00,197.00,356.00,452.00,203.00,77.00,,
